Timestamp,position,BLMTI.04R6.B1E11_TCSP.A4R6.B1
1493650291270,-3.0,3.6200000000000004e-07
1493650291280,-3.0,7.240000000000001e-07
1493650291290,-3.0,7.240000000000001e-07
1493650291300,-3.0,0.0
1493650291310,-3.0,3.6200000000000004e-07
1493650291320,-3.0,3.6200000000000004e-07
1493650291330,-3.0,7.240000000000001e-07
1493650291340,-3.0,3.6200000000000004e-07
1493650291350,-3.0,7.240000000000001e-07
1493650291360,-3.0,3.6200000000000004e-07
1493650291370,-3.0,3.6200000000000004e-07
1493650291380,-3.0,7.240000000000001e-07
1493650291390,-3.0,3.6200000000000004e-07
1493650291400,-3.0,3.6200000000000004e-07
1493650291410,-3.0,3.6200000000000004e-07
1493650291420,-3.0,0.0
1493650291430,-3.0,7.240000000000001e-07
1493650291440,-3.0,7.240000000000001e-07
1493650291450,-3.0,3.6200000000000004e-07
1493650291460,-3.0,0.0
1493650291470,-3.0,0.0
1493650291480,-3.0,7.240000000000001e-07
1493650291490,-3.0,3.6200000000000004e-07
1493650291500,-3.0,1.0859999999999999e-06
1493650291510,-3.0,1.0859999999999999e-06
1493650291520,-3.0,1.0859999999999999e-06
1493650291530,-3.0,7.240000000000001e-07
1493650291540,-3.0,7.240000000000001e-07
1493650291550,-3.0,0.0
1493650291560,-3.0,7.240000000000001e-07
1493650291570,-3.0,1.0859999999999999e-06
1493650291580,-3.0,7.240000000000001e-07
1493650291590,-3.0,0.0
1493650291600,-3.0,7.240000000000001e-07
1493650291610,-3.0,1.0859999999999999e-06
1493650291620,-3.0,3.6200000000000004e-07
1493650291630,-3.0,7.240000000000001e-07
1493650291640,-3.0,3.6200000000000004e-07
1493650291650,-3.0,1.0859999999999999e-06
1493650291660,-3.0,3.6200000000000004e-07
1493650291670,-3.0,7.240000000000001e-07
1493650291680,-3.0,1.0859999999999999e-06
1493650291690,-3.0,7.240000000000001e-07
1493650291700,-3.0,0.0
1493650291710,-3.0,3.6200000000000004e-07
1493650291720,-3.0,1.0859999999999999e-06
1493650291730,-3.0,0.0
1493650291740,-3.0,3.6200000000000004e-07
1493650291750,-3.0,1.0859999999999999e-06
1493650291760,-3.0,7.240000000000001e-07
1493650291770,-3.0,7.240000000000001e-07
1493650291780,-3.0,7.240000000000001e-07
1493650291790,-3.0,3.6200000000000004e-07
1493650291800,-3.0,7.240000000000001e-07
1493650291810,-3.0,7.240000000000001e-07
1493650291820,-3.0,7.240000000000001e-07
1493650291830,-3.0,7.240000000000001e-07
1493650291840,-3.0,7.240000000000001e-07
1493650291850,-3.0,7.240000000000001e-07
1493650291860,-3.0,3.6200000000000004e-07
1493650291870,-3.0,7.240000000000001e-07
1493650291880,-3.0,7.240000000000001e-07
1493650291890,-3.0,3.6200000000000004e-07
1493650291900,-3.0,1.0859999999999999e-06
1493650291910,-3.0,7.240000000000001e-07
1493650291920,-3.0,3.6200000000000004e-07
1493650291930,-3.0,0.0
1493650291940,-3.0,1.0859999999999999e-06
1493650291950,-3.0,3.6200000000000004e-07
1493650291960,-3.0,7.240000000000001e-07
1493650291970,-3.0,3.6200000000000004e-07
1493650291980,-3.0,7.240000000000001e-07
1493650291990,-3.0,7.240000000000001e-07
1493650292000,-3.0,7.240000000000001e-07
1493650292010,-3.0,3.6200000000000004e-07
1493650292020,-3.0,3.6200000000000004e-07
1493650292030,-3.0,0.0
1493650292040,-3.0,7.240000000000001e-07
1493650292050,-3.0,0.0
1493650292060,-3.0,3.6200000000000004e-07
1493650292070,-3.0,3.6200000000000004e-07
1493650292080,-3.0,3.6200000000000004e-07
1493650292090,-3.0,7.240000000000001e-07
1493650292100,-3.0,3.6200000000000004e-07
1493650292110,-3.0,3.6200000000000004e-07
1493650292120,-3.0,3.6200000000000004e-07
1493650292130,-3.0,7.240000000000001e-07
1493650292140,-3.0,7.240000000000001e-07
1493650292150,-3.0,7.240000000000001e-07
1493650292160,-3.0,3.6200000000000004e-07
1493650292170,-3.0,7.240000000000001e-07
1493650292180,-3.0,0.0
1493650292190,-3.0,0.0
1493650292200,-3.0,3.6200000000000004e-07
1493650292210,-3.0,7.240000000000001e-07
1493650292220,-3.0,7.240000000000001e-07
1493650292230,-3.0,3.6200000000000004e-07
1493650292240,-3.0,7.240000000000001e-07
1493650292250,-3.0,0.0
1493650292260,-3.0,3.6200000000000004e-07
1493650292270,-3.0,7.240000000000001e-07
1493650292280,-3.0,0.0
1493650292290,-3.0,7.240000000000001e-07
1493650292300,-3.0,3.6200000000000004e-07
1493650292310,-3.0,0.0
1493650292320,-3.0,3.6200000000000004e-07
1493650292330,-3.0,3.6200000000000004e-07
1493650292340,-3.0,3.6200000000000004e-07
1493650292350,-3.0,3.6200000000000004e-07
1493650292360,-3.0,0.0
1493650292370,-3.0,7.240000000000001e-07
1493650292380,-3.0,3.6200000000000004e-07
1493650292390,-3.0,3.6200000000000004e-07
1493650292400,-3.0,3.6200000000000004e-07
1493650292410,-3.0,3.6200000000000004e-07
1493650292420,-3.0,7.240000000000001e-07
1493650292430,-3.0,7.240000000000001e-07
1493650292440,-3.0,7.240000000000001e-07
1493650292450,-3.0,3.6200000000000004e-07
1493650292460,-3.0,3.6200000000000004e-07
1493650292470,-3.0,3.6200000000000004e-07
1493650292480,-3.0,3.6200000000000004e-07
1493650292490,-3.0,7.240000000000001e-07
