,jaw,height,position,decay_a,decay_b,decay_c,spike,collimator_type,beam_type,beam_state
0,0,111.22291228070178,4.750285435949033,98.56381305154673,0.038456806434592525,16.989260313636493,1,TCP,PROTON,FT
1,0,180.68143999999998,6.001314915294232,389.69073261111436,0.00265348241976053,-227.82646696577385,1,TCP,PROTON,FT
2,0,56.84596078431372,9.228608132582368,44.39082413900473,0.11336968214936198,4.4158443434733785,1,TCP,PROTON,FT
3,1,56.84596078431372,5.0585101551875855,44.39082413900473,0.11336968214936198,4.4158443434733785,1,TCP,PROTON,FT
4,1,100.29504651162792,0.05028969251614957,85.39549880744065,0.0723906249066787,15.637386918921644,1,TCP,PROTON,FT
5,0,4.446558823529411,3.6711474568166023,2.6241171141551907,0.09624924710950428,1.5015566462322405,1,TCP,PROTON,FT
6,0,17.591509803921568,6.889726968170352,14.565461941124175,0.03718415131734889,1.5456120945723195,1,TCP,PROTON,FT
7,1,17.591509803921568,4.641500273293712,14.565461941124175,0.03718415131734889,1.5456120945723195,1,TCP,PROTON,FT
8,0,14.5137,5.203557041357839,11.765965154176724,0.03435668108069157,1.9874773375623889,1,TCP,PROTON,FT
9,1,58.13720000000001,3.15476971700432,50.922788583171865,0.017109154461645026,5.226670544094518,1,TCP,PROTON,FT
10,0,36.60892592592594,4.573776846091461,28.649541642267167,0.027096604052010885,27.009394955085806,1,TCP,PROTON,FT
11,1,91.4955,0.10057938503229913,92.86826868462185,0.04471022670405382,23.020200639316748,1,TCP,PROTON,FT
12,0,2.554755102040816,5.493650714093728,1.8449234468159907,0.00874120450892883,0.907876968028156,0,TCP,PROTON,FT
13,0,18.896027027027024,3.626172088510713,10.94826750117348,0.029709698353837705,3.7551113268706513,1,TCP,PROTON,FT
14,1,3611.9914390243903,2.048787267154828,2732.35254785806,0.09103806067730524,132.42969320465292,1,TCP,PROTON,FT
15,1,15.875092307692304,3.6443029489532663,10.271813325738727,0.03772034925283025,4.919904532706892,1,TCP,PROTON,FT
16,1,178.0730975609756,0.3017381550968974,157.76687608086013,0.07547343840618365,16.908464417368645,1,TCP,PROTON,FT
17,0,95.53417647058822,5.094771876730148,77.93729764129655,0.0475992079057969,10.721170278655263,1,TCP,PROTON,FT
18,1,103.19496551724136,2.792152508153249,73.10045153262524,0.023315974461017224,17.411537714354687,1,TCP,PROTON,FT
19,1,58.49831707317073,0.8374520985801268,51.3091097492875,2.3636561535795058,49.91383733615356,1,TCP,PROTON,FT
20,1,8.611423076923078,3.517386925855391,10.919824285655418,0.007685742781757794,0.06755484849350492,1,TCP,PROTON,FT
21,0,44.267428571428574,3.394554155275626,29.087604294499695,0.07654738678570527,8.564970881262603,1,TCP,PROTON,FT
22,0,39.93664444444444,4.6596693690227555,29.24083224724225,0.03597956450535458,32.61650838471418,1,TCP,PROTON,FT
23,1,70.85245000000002,0.7515595756488317,33.69077484423736,0.033656281173333816,52.7798019717915,1,TCP,PROTON,FT
24,0,53.76596363636364,5.856268029123979,-19095.17009831115,-3.0717947916239124e-06,19130.764133618304,0,TCP,PROTON,FT
25,1,53.76596363636364,1.7043009125004769,-19095.17009831115,-3.0717947916239124e-06,19130.764133618304,0,TCP,PROTON,FT
26,0,15.622562499999995,3.2185402361131863,11.794237515753267,0.06105688941375448,7.615648239482665,1,TCP,PROTON,FT
27,0,74.0112549019608,4.401991800228871,53.50190634959013,0.024352639533463297,25.716496188942127,1,TCP,PROTON,FT
28,1,2738.2856666666667,2.211965014096364,2249.824056694788,0.06903077737743564,108.5689885048319,1,TCP,PROTON,FT
29,0,83.6965294117647,1.799176864645016,53.46064563153982,0.05305991357359542,24.45658314398457,1,TCP,PROTON,FT
30,0,35.998888888888885,4.767035022686876,33.60951772647786,43.19934763043749,46.75448226496411,1,TCP,PROTON,FT
31,1,225.49885000000003,2.4657970201872845,173.78039152122497,0.02140983253361952,6.7883703223937175,1,TCP,PROTON,FT
32,1,7.593380952380952,2.2663575553191952,5.822307487341564,0.059312355378152326,1.6870170624230358,1,TCP,PROTON,FT
33,1,349.0270217391305,1.52299230478766,147.7994227799071,0.026416637491166788,26.25715531338586,1,TCP,PROTON,FT
34,1,96.10812698412701,0.5797745297862417,72.57285066378353,0.13999166123385373,38.48644256611257,1,TCP,PROTON,FT
35,0,12.415468750000002,4.605238552408605,2.378628318483765,71.21543656883117,13.730371681420426,0,TCP,PROTON,FT
36,1,12.415468750000002,2.7740216477106947,2.378628318483765,71.21543656883117,13.730371681420426,0,TCP,PROTON,FT
37,0,1.7035294117647062,5.4892386134318265,0.9869200750335811,0.05168255096245858,0.9873316768893362,0,TCP,PROTON,FT
38,1,1.7035294117647062,3.278025885759642,0.9869200750335811,0.05168255096245858,0.9873316768893362,0,TCP,PROTON,FT
39,0,1.5947567567567569,4.405799087540517,1.2008845425759551,0.13520436775536038,0.7516598324924006,0,TCP,PROTON,FT
40,1,1.5947567567567569,2.64710562461282,1.2008845425759551,0.13520436775536038,0.7516598324924006,0,TCP,PROTON,FT
41,0,110.993725,4.0431818786894445,88.07458725840597,0.03708914458735951,16.185674210785418,1,TCP,PROTON,FT
42,0,17.659190476190478,6.8896878747124894,15.333960182306276,0.05629876075549081,3.234286123622235,1,TCP,PROTON,FT
43,1,17.60636363636364,2.640208787436598,9.80796945749846,0.033853018124488904,10.413237061259892,1,TCP,PROTON,FT
44,1,32.33808,2.13944153222132,13.3572688165431,0.0512972489062019,3.734887756928128,1,TCP,PROTON,FT
45,0,42.18520224719101,6.744680084629925,43.74210419235237,0.10703245257218774,2.882331918839286,1,TCP,PROTON,FT
