Timestamp,position,BLMTI.06R3.B2E10_TCP.6R3.B2
1459974841230,-1.275,0.0
1459974841240,-1.275,1.0859999999999999e-06
1459974841250,-1.275,3.6200000000000004e-07
1459974841260,-1.275,2.8960000000000003e-06
1459974841270,-1.275,0.0
1459974841280,-1.275,1.81e-06
1459974841290,-1.275,3.6200000000000004e-07
1459974841300,-1.275,1.81e-06
1459974841310,-1.275,7.240000000000001e-07
1459974841320,-1.275,1.0859999999999999e-06
1459974841330,-1.275,7.240000000000001e-07
1459974841340,-1.275,1.0859999999999999e-06
1459974841350,-1.275,7.240000000000001e-07
1459974841360,-1.275,1.81e-06
1459974841370,-1.275,7.240000000000001e-07
1459974841380,-1.275,3.6200000000000004e-07
1459974841390,-1.275,0.0
1459974841400,-1.275,0.0
1459974841410,-1.275,3.6200000000000004e-07
1459974841420,-1.275,1.4480000000000002e-06
1459974841430,-1.275,7.240000000000001e-07
1459974841440,-1.275,2.1719999999999997e-06
1459974841450,-1.275,0.0
1459974841460,-1.275,1.81e-06
1459974841470,-1.275,3.6200000000000004e-07
1459974841480,-1.275,2.8960000000000003e-06
1459974841490,-1.275,3.6200000000000004e-07
1459974841500,-1.275,2.5340000000000002e-06
1459974841510,-1.275,7.240000000000001e-07
1459974841520,-1.275,2.5340000000000002e-06
1459974841530,-1.275,7.240000000000001e-07
1459974841540,-1.275,1.4480000000000002e-06
1459974841550,-1.275,1.0859999999999999e-06
1459974841560,-1.275,2.5340000000000002e-06
1459974841570,-1.275,1.81e-06
1459974841580,-1.275,1.4480000000000002e-06
1459974841590,-1.275,7.240000000000001e-07
1459974841600,-1.275,2.1719999999999997e-06
1459974841610,-1.275,1.0859999999999999e-06
1459974841620,-1.275,2.5340000000000002e-06
1459974841630,-1.275,3.6200000000000004e-07
1459974841640,-1.275,1.0859999999999999e-06
1459974841650,-1.275,1.4480000000000002e-06
1459974841660,-1.275,2.1719999999999997e-06
1459974841670,-1.275,7.240000000000001e-07
1459974841680,-1.275,1.81e-06
1459974841690,-1.275,0.0
1459974841700,-1.275,2.5340000000000002e-06
1459974841710,-1.275,3.6200000000000004e-07
1459974841720,-1.275,1.4480000000000002e-06
1459974841730,-1.275,0.0
1459974841740,-1.275,2.1719999999999997e-06
1459974841750,-1.275,7.240000000000001e-07
1459974841760,-1.275,2.1719999999999997e-06
1459974841770,-1.275,0.0
1459974841780,-1.275,1.0859999999999999e-06
1459974841790,-1.275,1.0859999999999999e-06
1459974841800,-1.275,1.81e-06
1459974841810,-1.275,7.240000000000001e-07
1459974841820,-1.275,1.81e-06
1459974841830,-1.275,7.240000000000001e-07
1459974841840,-1.275,2.1719999999999997e-06
1459974841850,-1.275,7.240000000000001e-07
1459974841860,-1.275,1.4480000000000002e-06
1459974841870,-1.275,3.6200000000000004e-07
1459974841880,-1.275,1.81e-06
1459974841890,-1.275,0.0
1459974841900,-1.275,2.1719999999999997e-06
1459974841910,-1.275,0.0
1459974841920,-1.275,2.1719999999999997e-06
1459974841930,-1.275,0.0
1459974841940,-1.275,2.1719999999999997e-06
1459974841950,-1.275,0.0
1459974841960,-1.275,2.1719999999999997e-06
1459974841970,-1.275,0.0
1459974841980,-1.275,1.81e-06
1459974841990,-1.275,3.6200000000000004e-07
1459974842000,-1.275,1.4480000000000002e-06
1459974842010,-1.275,7.240000000000001e-07
1459974842020,-1.275,1.81e-06
1459974842030,-1.275,3.6200000000000004e-07
1459974842040,-1.275,1.4480000000000002e-06
1459974842050,-1.275,7.240000000000001e-07
1459974842060,-1.275,1.4480000000000002e-06
1459974842070,-1.275,7.240000000000001e-07
1459974842080,-1.275,1.0859999999999999e-06
1459974842090,-1.275,0.0
1459974842100,-1.275,1.81e-06
1459974842110,-1.275,0.0
1459974842120,-1.275,3.258e-06
1459974842130,-1.275,0.0
1459974842140,-1.275,2.1719999999999997e-06
1459974842150,-1.275,0.0
1459974842160,-1.275,2.1719999999999997e-06
1459974842170,-1.275,0.0
1459974842180,-1.275,1.4480000000000002e-06
1459974842190,-1.275,3.6200000000000004e-07
1459974842200,-1.275,2.1719999999999997e-06
1459974842210,-1.275,0.0
1459974842220,-1.275,1.81e-06
1459974842230,-1.275,3.6200000000000004e-07
1459974842240,-1.275,1.4480000000000002e-06
1459974842250,-1.275,7.240000000000001e-07
1459974842260,-1.275,1.81e-06
1459974842270,-1.275,0.0
1459974842280,-1.275,1.81e-06
1459974842290,-1.275,1.0859999999999999e-06
1459974842300,-1.275,1.4480000000000002e-06
1459974842310,-1.275,7.240000000000001e-07
1459974842320,-1.275,1.81e-06
1459974842330,-1.275,3.6200000000000004e-07
1459974842340,-1.275,2.1719999999999997e-06
1459974842350,-1.275,0.0
1459974842360,-1.275,2.8960000000000003e-06
1459974842370,-1.275,0.0
1459974842380,-1.275,2.5340000000000002e-06
1459974842390,-1.275,7.240000000000001e-07
1459974842400,-1.275,1.81e-06
1459974842410,-1.275,0.0
1459974842420,-1.275,2.1719999999999997e-06
1459974842430,-1.275,3.6200000000000004e-07
1459974842440,-1.275,1.0859999999999999e-06
1459974842450,-1.275,1.0859999999999999e-06
1459974842460,-1.275,1.0859999999999999e-06
1459974842470,-1.275,3.6200000000000004e-07
1459974842480,-1.275,1.81e-06
1459974842490,-1.275,3.6200000000000004e-07
1459974842500,-1.275,2.1719999999999997e-06
1459974842510,-1.275,7.240000000000001e-07
1459974842520,-1.275,1.4480000000000002e-06
1459974842530,-1.275,3.6200000000000004e-07
1459974842540,-1.275,1.4480000000000002e-06
1459974842550,-1.275,0.0
1459974842560,-1.275,1.4480000000000002e-06
1459974842570,-1.275,7.240000000000001e-07
1459974842580,-1.275,1.0859999999999999e-06
1459974842590,-1.275,0.0
1459974842600,-1.275,2.5340000000000002e-06
1459974842610,-1.275,0.0
1459974842620,-1.275,2.1719999999999997e-06
1459974842630,-1.275,3.6200000000000004e-07
1459974842640,-1.275,1.0859999999999999e-06
1459974842650,-1.275,7.240000000000001e-07
1459974842660,-1.275,2.1719999999999997e-06
1459974842670,-1.275,3.6200000000000004e-07
1459974842680,-1.275,1.4480000000000002e-06
1459974842690,-1.275,1.4480000000000002e-06
1459974842700,-1.275,1.4480000000000002e-06
1459974842710,-1.275,1.0859999999999999e-06
1459974842720,-1.275,1.4480000000000002e-06
1459974842730,-1.275,3.6200000000000004e-07
1459974842740,-1.275,1.81e-06
1459974842750,-1.275,0.0
1459974842760,-1.275,1.4480000000000002e-06
1459974842770,-1.275,0.0
1459974842780,-1.275,2.1719999999999997e-06
1459974842790,-1.275,0.0
1459974842800,-1.275,1.4480000000000002e-06
1459974842810,-1.275,3.6200000000000004e-07
1459974842820,-1.275,2.8960000000000003e-06
1459974842830,-1.275,0.0
1459974842840,-1.275,2.5340000000000002e-06
1459974842850,-1.275,3.6200000000000004e-07
1459974842860,-1.275,2.1719999999999997e-06
1459974842870,-1.275,7.240000000000001e-07
1459974842880,-1.275,1.0859999999999999e-06
1459974842890,-1.275,0.0
1459974842900,-1.275,1.4480000000000002e-06
1459974842910,-1.275,3.6200000000000004e-07
1459974842920,-1.275,2.1719999999999997e-06
1459974842930,-1.275,7.240000000000001e-07
1459974842940,-1.275,1.4480000000000002e-06
1459974842950,-1.275,3.6200000000000004e-07
1459974842960,-1.275,1.81e-06
1459974842970,-1.275,0.0
1459974842980,-1.275,1.0859999999999999e-06
1459974842990,-1.275,3.6200000000000004e-07
1459974843000,-1.275,2.1719999999999997e-06
1459974843010,-1.275,0.0
1459974843020,-1.275,2.1719999999999997e-06
1459974843030,-1.275,3.6200000000000004e-07
1459974843040,-1.275,1.81e-06
1459974843050,-1.275,3.6200000000000004e-07
1459974843060,-1.275,1.4480000000000002e-06
1459974843070,-1.275,0.0
1459974843080,-1.275,1.4480000000000002e-06
1459974843090,-1.275,7.240000000000001e-07
1459974843100,-1.275,1.0859999999999999e-06
1459974843110,-1.275,7.240000000000001e-07
1459974843120,-1.275,2.8960000000000003e-06
1459974843130,-1.275,0.0
1459974843140,-1.275,3.6200000000000004e-07
1459974843150,-1.275,1.4480000000000002e-06
1459974843160,-1.275,1.4480000000000002e-06
1459974843170,-1.275,3.6200000000000004e-07
1459974843180,-1.275,1.4480000000000002e-06
1459974843190,-1.275,3.6200000000000004e-07
1459974843200,-1.275,2.1719999999999997e-06
1459974843210,-1.275,0.0
1459974843220,-1.275,1.4480000000000002e-06
1459974843230,-1.275,0.0
1459974843240,-1.275,1.81e-06
1459974843250,-1.275,3.6200000000000004e-07
1459974843260,-1.275,1.81e-06
1459974843270,-1.275,0.0
1459974843280,-1.275,2.1719999999999997e-06
1459974843290,-1.275,3.6200000000000004e-07
1459974843300,-1.275,1.4480000000000002e-06
1459974843310,-1.275,7.240000000000001e-07
1459974843320,-1.275,1.0859999999999999e-06
1459974843330,-1.275,3.6200000000000004e-07
1459974843340,-1.275,1.4480000000000002e-06
1459974843350,-1.275,3.6200000000000004e-07
1459974843360,-1.275,1.81e-06
1459974843370,-1.275,1.0859999999999999e-06
1459974843380,-1.275,7.240000000000001e-07
1459974843390,-1.275,1.0859999999999999e-06
1459974843400,-1.275,7.240000000000001e-07
1459974843410,-1.275,7.240000000000001e-07
1459974843420,-1.275,1.81e-06
1459974843430,-1.275,0.0
1459974843440,-1.275,2.1719999999999997e-06
1459974843450,-1.275,7.240000000000001e-07
1459974843460,-1.275,1.4480000000000002e-06
1459974843470,-1.275,0.0
1459974843480,-1.275,1.4480000000000002e-06
1459974843490,-1.275,3.6200000000000004e-07
1459974843500,-1.275,2.1719999999999997e-06
1459974843510,-1.275,0.0
1459974843520,-1.275,1.81e-06
1459974843530,-1.275,3.6200000000000004e-07
1459974843540,-1.275,1.81e-06
1459974843550,-1.275,1.0859999999999999e-06
1459974843560,-1.275,7.240000000000001e-07
1459974843570,-1.275,7.240000000000001e-07
1459974843580,-1.275,1.4480000000000002e-06
1459974843590,-1.275,0.0
1459974843600,-1.275,1.0859999999999999e-06
1459974843610,-1.275,7.240000000000001e-07
1459974843620,-1.275,7.240000000000001e-07
1459974843630,-1.275,7.240000000000001e-07
1459974843640,-1.275,1.4480000000000002e-06
1459974843650,-1.275,1.4480000000000002e-06
1459974843660,-1.275,1.4480000000000002e-06
1459974843670,-1.275,0.0
1459974843680,-1.275,2.1719999999999997e-06
1459974843690,-1.275,3.6200000000000004e-07
1459974843700,-1.275,1.4480000000000002e-06
1459974843710,-1.275,3.6200000000000004e-07
1459974843720,-1.275,1.81e-06
1459974843730,-1.275,0.0
1459974843740,-1.275,2.5340000000000002e-06
1459974843750,-1.275,3.6200000000000004e-07
1459974843760,-1.275,1.0859999999999999e-06
1459974843770,-1.275,7.240000000000001e-07
1459974843780,-1.275,2.1719999999999997e-06
1459974843790,-1.275,3.6200000000000004e-07
1459974843800,-1.275,1.4480000000000002e-06
1459974843810,-1.275,7.240000000000001e-07
1459974843820,-1.275,1.81e-06
1459974843830,-1.275,1.0859999999999999e-06
1459974843840,-1.275,1.0859999999999999e-06
1459974843850,-1.275,7.240000000000001e-07
1459974843860,-1.275,2.1719999999999997e-06
1459974843870,-1.275,1.4480000000000002e-06
1459974843880,-1.275,1.0859999999999999e-06
1459974843890,-1.275,3.6200000000000004e-07
1459974843900,-1.275,1.4480000000000002e-06
1459974843910,-1.275,1.0859999999999999e-06
1459974843920,-1.275,1.0859999999999999e-06
1459974843930,-1.275,3.6200000000000004e-07
1459974843940,-1.275,1.4480000000000002e-06
1459974843950,-1.275,7.240000000000001e-07
1459974843960,-1.275,2.1719999999999997e-06
1459974843970,-1.275,7.240000000000001e-07
1459974843980,-1.275,1.81e-06
1459974843990,-1.275,3.6200000000000004e-07
1459974844000,-1.275,2.5340000000000002e-06
1459974844010,-1.275,0.0
1459974844020,-1.275,1.81e-06
1459974844030,-1.275,7.240000000000001e-07
1459974844040,-1.275,1.4480000000000002e-06
1459974844050,-1.275,7.240000000000001e-07
1459974844060,-1.275,1.0859999999999999e-06
1459974844070,-1.275,0.0
1459974844080,-1.275,1.81e-06
1459974844090,-1.275,1.0859999999999999e-06
1459974844100,-1.275,1.4480000000000002e-06
1459974844110,-1.275,7.240000000000001e-07
1459974844120,-1.275,2.1719999999999997e-06
1459974844130,-1.275,0.0
1459974844140,-1.275,1.81e-06
1459974844150,-1.275,3.6200000000000004e-07
1459974844160,-1.275,1.81e-06
1459974844170,-1.275,3.6200000000000004e-07
1459974844180,-1.275,1.81e-06
1459974844190,-1.275,3.6200000000000004e-07
1459974844200,-1.275,2.5340000000000002e-06
1459974844210,-1.275,0.0
1459974844220,-1.275,1.81e-06
1459974844230,-1.275,3.6200000000000004e-07
1459974844240,-1.275,2.5340000000000002e-06
1459974844250,-1.275,0.0
1459974844260,-1.275,2.1719999999999997e-06
1459974844270,-1.275,3.6200000000000004e-07
1459974844280,-1.275,1.81e-06
1459974844290,-1.275,7.240000000000001e-07
1459974844300,-1.275,1.4480000000000002e-06
1459974844310,-1.275,3.6200000000000004e-07
1459974844320,-1.275,1.81e-06
1459974844330,-1.275,7.240000000000001e-07
1459974844340,-1.275,1.4480000000000002e-06
1459974844350,-1.275,3.6200000000000004e-07
1459974844360,-1.275,1.81e-06
1459974844370,-1.275,3.6200000000000004e-07
1459974844380,-1.275,1.4480000000000002e-06
1459974844390,-1.275,3.6200000000000004e-07
1459974844400,-1.275,1.81e-06
1459974844410,-1.275,7.240000000000001e-07
1459974844420,-1.275,1.4480000000000002e-06
1459974844430,-1.275,7.240000000000001e-07
1459974844440,-1.275,1.81e-06
1459974844450,-1.275,7.240000000000001e-07
1459974844460,-1.275,2.1719999999999997e-06
1459974844470,-1.275,0.0
