Timestamp,position,BLMTI.04L1.B1I10_TCTPV.4L1.B1
1459974729340,0.56,7.240000000000001e-07
1459974729350,0.56,3.6200000000000004e-07
1459974729360,0.56,7.240000000000001e-07
1459974729370,0.56,7.240000000000001e-07
1459974729380,0.56,3.62e-06
1459974729390,0.56,0.0
1459974729400,0.56,3.258e-06
1459974729410,0.56,1.4480000000000002e-06
1459974729420,0.56,2.5340000000000002e-06
1459974729430,0.56,7.240000000000001e-07
1459974729440,0.56,2.8960000000000003e-06
1459974729450,0.56,1.4480000000000002e-06
1459974729460,0.56,3.62e-06
1459974729470,0.56,7.240000000000001e-07
1459974729480,0.56,2.1719999999999997e-06
1459974729490,0.56,1.0859999999999999e-06
1459974729500,0.56,4.706e-06
1459974729510,0.56,1.0859999999999999e-06
1459974729520,0.56,2.1719999999999997e-06
1459974729530,0.56,1.81e-06
1459974729540,0.56,4.343999999999999e-06
1459974729550,0.56,7.240000000000001e-07
1459974729560,0.56,2.8960000000000003e-06
1459974729570,0.56,3.6200000000000004e-07
1459974729580,0.56,2.8960000000000003e-06
1459974729590,0.56,1.81e-06
1459974729600,0.56,6.877999999999999e-06
1459974729610,0.56,1.0859999999999999e-06
1459974729620,0.56,5.0680000000000004e-06
1459974729630,0.56,3.6200000000000004e-07
1459974729640,0.56,3.62e-06
1459974729650,0.56,7.240000000000001e-07
1459974729660,0.56,2.8960000000000003e-06
1459974729670,0.56,7.240000000000001e-07
1459974729680,0.56,3.62e-06
1459974729690,0.56,2.1719999999999997e-06
1459974729700,0.56,1.81e-06
1459974729710,0.56,7.240000000000001e-07
1459974729720,0.56,1.4480000000000002e-06
1459974729730,0.56,2.8960000000000003e-06
1459974729740,0.56,2.1719999999999997e-06
1459974729750,0.56,1.81e-06
1459974729760,0.56,2.1719999999999997e-06
1459974729770,0.56,2.1719999999999997e-06
1459974729780,0.56,1.0859999999999999e-06
1459974729790,0.56,1.81e-06
1459974729800,0.56,3.982e-06
1459974729810,0.56,1.4480000000000002e-06
1459974729820,0.56,3.62e-06
1459974729830,0.56,3.6200000000000004e-07
1459974729840,0.56,2.5340000000000002e-06
1459974729850,0.56,1.4480000000000002e-06
1459974729860,0.56,4.343999999999999e-06
1459974729870,0.56,1.81e-06
1459974729880,0.56,1.0859999999999999e-06
1459974729890,0.56,7.240000000000001e-07
1459974729900,0.56,4.706e-06
1459974729910,0.56,1.4480000000000002e-06
1459974729920,0.56,2.8960000000000003e-06
1459974729930,0.56,2.1719999999999997e-06
1459974729940,0.56,2.5340000000000002e-06
1459974729950,0.56,2.5340000000000002e-06
1459974729960,0.56,3.258e-06
1459974729970,0.56,1.0859999999999999e-06
1459974729980,0.56,0.0
1459974729990,0.56,0.0
1459974730000,0.56,2.5340000000000002e-06
1459974730010,0.56,1.81e-06
1459974730020,0.56,1.81e-06
1459974730030,0.56,3.6200000000000004e-07
1459974730040,0.56,1.81e-06
1459974730050,0.56,1.0859999999999999e-06
1459974730060,0.56,2.5340000000000002e-06
1459974730070,0.56,1.0859999999999999e-06
1459974730080,0.56,1.4480000000000002e-06
1459974730090,0.56,1.0859999999999999e-06
1459974730100,0.56,2.5340000000000002e-06
1459974730110,0.56,3.6200000000000004e-07
1459974730120,0.56,1.4480000000000002e-06
1459974730130,0.56,1.4480000000000002e-06
1459974730140,0.56,3.258e-06
1459974730150,0.56,1.0859999999999999e-06
1459974730160,0.56,1.0859999999999999e-06
1459974730170,0.56,1.0498e-05
1459974730180,0.56,2.5340000000000002e-06
1459974730190,0.56,7.240000000000001e-07
1459974730200,0.56,2.1719999999999997e-06
1459974730210,0.56,1.0859999999999999e-06
1459974730220,0.56,4.343999999999999e-06
1459974730230,0.56,1.4480000000000002e-06
1459974730240,0.56,3.258e-06
1459974730250,0.56,1.0859999999999999e-06
1459974730260,0.56,2.5340000000000002e-06
1459974730270,0.56,1.4480000000000002e-06
1459974730280,0.56,1.81e-06
1459974730290,0.56,1.0859999999999999e-06
1459974730300,0.56,1.4480000000000002e-06
1459974730310,0.56,1.0859999999999999e-06
1459974730320,0.56,2.5340000000000002e-06
1459974730330,0.56,3.6200000000000004e-07
1459974730340,0.56,2.8960000000000003e-06
1459974730350,0.56,1.81e-06
1459974730360,0.56,1.81e-06
1459974730370,0.56,1.0859999999999999e-06
1459974730380,0.56,3.258e-06
1459974730390,0.56,7.240000000000001e-07
1459974730400,0.56,2.8960000000000003e-06
1459974730410,0.56,1.81e-06
1459974730420,0.56,3.982e-06
1459974730430,0.56,2.1719999999999997e-06
1459974730440,0.56,3.258e-06
1459974730450,0.56,1.81e-06
1459974730460,0.56,2.8960000000000003e-06
1459974730470,0.56,1.0859999999999999e-06
1459974730480,0.56,3.6200000000000004e-07
1459974730490,0.56,1.0859999999999999e-06
1459974730500,0.56,2.8960000000000003e-06
1459974730510,0.56,1.4480000000000002e-06
1459974730520,0.56,2.5340000000000002e-06
1459974730530,0.56,2.1719999999999997e-06
1459974730540,0.56,3.258e-06
1459974730550,0.56,2.1719999999999997e-06
1459974730560,0.56,2.8960000000000003e-06
1459974730570,0.56,1.81e-06
1459974730580,0.56,1.81e-06
1459974730590,0.56,1.0859999999999999e-06
1459974730600,0.56,2.8960000000000003e-06
1459974730610,0.56,1.4480000000000002e-06
1459974730620,0.56,2.5340000000000002e-06
1459974730630,0.56,1.0859999999999999e-06
1459974730640,0.56,3.62e-06
1459974730650,0.56,1.4480000000000002e-06
1459974730660,0.56,2.5340000000000002e-06
1459974730670,0.56,7.240000000000001e-07
1459974730680,0.56,3.62e-06
1459974730690,0.56,2.1719999999999997e-06
1459974730700,0.56,3.258e-06
1459974730710,0.56,1.4480000000000002e-06
1459974730720,0.56,6.877999999999999e-06
1459974730730,0.56,2.8960000000000003e-06
1459974730740,0.56,1.81e-06
1459974730750,0.56,1.81e-06
1459974730760,0.56,2.1719999999999997e-06
1459974730770,0.56,1.4480000000000002e-06
1459974730780,0.56,1.0859999999999999e-06
1459974730790,0.56,1.0859999999999999e-06
1459974730800,0.56,7.240000000000001e-07
1459974730810,0.56,1.0859999999999999e-06
1459974730820,0.56,2.1719999999999997e-06
1459974730830,0.56,0.0
1459974730840,0.56,2.5340000000000002e-06
1459974730850,0.56,1.81e-06
1459974730860,0.56,2.5340000000000002e-06
1459974730870,0.56,1.0859999999999999e-06
1459974730880,0.56,2.5340000000000002e-06
1459974730890,0.56,7.240000000000001e-07
1459974730900,0.56,1.4480000000000002e-06
1459974730910,0.56,1.0859999999999999e-06
1459974730920,0.56,1.81e-06
1459974730930,0.56,1.0859999999999999e-06
1459974730940,0.56,2.1719999999999997e-06
1459974730950,0.56,7.240000000000001e-07
1459974730960,0.56,3.62e-06
1459974730970,0.56,1.81e-06
1459974730980,0.56,1.81e-06
1459974730990,0.56,3.6200000000000004e-07
1459974731000,0.56,2.5340000000000002e-06
1459974731010,0.56,2.8960000000000003e-06
1459974731020,0.56,2.8960000000000003e-06
1459974731030,0.56,1.4480000000000002e-06
1459974731040,0.56,1.0859999999999999e-06
1459974731050,0.56,1.0859999999999999e-06
1459974731060,0.56,2.5340000000000002e-06
1459974731070,0.56,3.6200000000000004e-07
1459974731080,0.56,0.0
1459974731090,0.56,1.81e-06
1459974731100,0.56,1.81e-06
1459974731110,0.56,1.4480000000000002e-06
1459974731120,0.56,1.81e-06
1459974731130,0.56,2.1719999999999997e-06
1459974731140,0.56,1.0859999999999999e-06
1459974731150,0.56,1.4480000000000002e-06
1459974731160,0.56,1.0859999999999999e-06
1459974731170,0.56,1.4480000000000002e-06
1459974731180,0.56,1.0859999999999999e-06
1459974731190,0.56,1.4480000000000002e-06
1459974731200,0.56,1.81e-06
1459974731210,0.56,7.240000000000001e-07
1459974731220,0.56,1.4480000000000002e-06
1459974731230,0.56,1.81e-06
1459974731240,0.56,1.81e-06
1459974731250,0.56,1.4480000000000002e-06
1459974731260,0.56,1.0859999999999999e-06
1459974731270,0.56,1.0859999999999999e-06
1459974731280,0.56,1.81e-06
1459974731290,0.56,1.81e-06
1459974731300,0.56,5.0680000000000004e-06
1459974731310,0.56,5.0680000000000004e-06
1459974731320,0.56,7.240000000000001e-07
1459974731330,0.56,1.4480000000000002e-06
1459974731340,0.56,1.0859999999999999e-06
1459974731350,0.56,1.81e-06
1459974731360,0.56,1.0859999999999999e-06
1459974731370,0.56,1.4480000000000002e-06
1459974731380,0.56,1.4480000000000002e-06
1459974731390,0.56,1.5566e-05
1459974731400,0.56,1.0859999999999999e-06
1459974731410,0.56,1.0859999999999999e-06
1459974731420,0.56,1.4480000000000002e-06
1459974731430,0.56,1.4480000000000002e-06
1459974731440,0.56,2.1719999999999997e-06
1459974731450,0.56,1.0859999999999999e-06
1459974731460,0.56,1.0859999999999999e-06
1459974731470,0.56,7.240000000000001e-07
1459974731480,0.56,1.81e-06
1459974731490,0.56,7.240000000000001e-07
1459974731500,0.56,1.81e-06
1459974731510,0.56,7.240000000000001e-07
1459974731520,0.56,1.0859999999999999e-06
1459974731530,0.56,1.0859999999999999e-06
1459974731540,0.56,2.1719999999999997e-06
1459974731550,0.56,1.81e-06
1459974731560,0.56,2.1719999999999997e-06
1459974731570,0.56,1.4480000000000002e-06
1459974731580,0.56,3.258e-06
1459974731590,0.56,7.240000000000001e-07
1459974731600,0.56,2.5340000000000002e-06
1459974731610,0.56,2.8960000000000003e-06
1459974731620,0.56,2.1719999999999997e-06
1459974731630,0.56,0.0
1459974731640,0.56,2.1719999999999997e-06
1459974731650,0.56,2.8960000000000003e-06
1459974731660,0.56,1.81e-06
1459974731670,0.56,1.81e-06
1459974731680,0.56,7.240000000000001e-07
1459974731690,0.56,1.4480000000000002e-06
1459974731700,0.56,7.240000000000001e-07
1459974731710,0.56,1.0859999999999999e-06
1459974731720,0.56,3.258e-06
1459974731730,0.56,2.1719999999999997e-06
1459974731740,0.56,1.81e-06
1459974731750,0.56,2.1719999999999997e-06
1459974731760,0.56,2.1719999999999997e-06
1459974731770,0.56,1.0859999999999999e-06
1459974731780,0.56,2.8960000000000003e-06
1459974731790,0.56,1.4480000000000002e-06
1459974731800,0.56,1.4480000000000002e-06
1459974731810,0.56,1.81e-06
1459974731820,0.56,1.4480000000000002e-06
1459974731830,0.56,1.4480000000000002e-06
1459974731840,0.56,1.81e-06
1459974731850,0.56,2.1719999999999997e-06
1459974731860,0.56,7.240000000000001e-07
1459974731870,0.56,1.81e-06
1459974731880,0.56,1.81e-06
1459974731890,0.56,1.0859999999999999e-06
1459974731900,0.56,1.4480000000000002e-06
1459974731910,0.56,7.240000000000001e-07
1459974731920,0.56,1.81e-06
1459974731930,0.56,1.4480000000000002e-06
1459974731940,0.56,7.240000000000001e-07
1459974731950,0.56,1.81e-06
1459974731960,0.56,3.6200000000000004e-07
1459974731970,0.56,7.240000000000001e-07
1459974731980,0.56,0.0
1459974731990,0.56,3.6200000000000004e-07
1459974732000,0.56,1.0859999999999999e-06
1459974732010,0.56,2.1719999999999997e-06
1459974732020,0.56,2.1719999999999997e-06
1459974732030,0.56,1.0859999999999999e-06
1459974732040,0.56,1.4480000000000002e-06
1459974732050,0.56,2.1719999999999997e-06
1459974732060,0.56,1.81e-06
1459974732070,0.56,1.4480000000000002e-06
1459974732080,0.56,1.4480000000000002e-06
1459974732090,0.56,1.0859999999999999e-06
1459974732100,0.56,7.240000000000001e-07
1459974732110,0.56,1.4480000000000002e-06
1459974732120,0.56,3.258e-06
1459974732130,0.56,1.4480000000000002e-06
1459974732140,0.56,2.1719999999999997e-06
1459974732150,0.56,5.792000000000001e-06
1459974732160,0.56,3.982e-06
1459974732170,0.56,1.81e-06
1459974732180,0.56,1.81e-06
1459974732190,0.56,2.1719999999999997e-06
1459974732200,0.56,3.6200000000000004e-07
1459974732210,0.56,2.5340000000000002e-06
1459974732220,0.56,1.4480000000000002e-06
1459974732230,0.56,2.5340000000000002e-06
1459974732240,0.56,1.0859999999999999e-06
1459974732250,0.56,7.240000000000001e-07
1459974732260,0.56,1.0859999999999999e-06
1459974732270,0.56,2.5340000000000002e-06
1459974732280,0.56,1.81e-06
1459974732290,0.56,2.1719999999999997e-06
1459974732300,0.56,1.0859999999999999e-06
1459974732310,0.56,3.6200000000000004e-07
1459974732320,0.56,1.4480000000000002e-06
1459974732330,0.56,1.4480000000000002e-06
1459974732340,0.645,1.4480000000000002e-06
