Timestamp,position,BLMTI.05L5.B2E10_TCL.5L5.B2
1461056971750,9.005,3.6200000000000004e-07
1461056971760,9.005,0.0
1461056971770,9.005,1.4480000000000002e-06
1461056971780,9.005,0.0
1461056971790,9.005,1.4480000000000002e-06
1461056971800,9.005,0.0
1461056971810,9.005,7.240000000000001e-07
1461056971820,9.005,0.0
1461056971830,9.005,3.6200000000000004e-07
1461056971840,9.005,0.0
1461056971850,9.005,7.240000000000001e-07
1461056971860,9.005,0.0
1461056971870,9.005,1.4480000000000002e-06
1461056971880,9.005,0.0
1461056971890,9.005,3.6200000000000004e-07
1461056971900,9.005,0.0
1461056971910,9.005,7.240000000000001e-07
1461056971920,9.005,0.0
1461056971930,9.005,7.240000000000001e-07
1461056971940,9.005,0.0
1461056971950,9.005,1.0859999999999999e-06
1461056971960,9.005,0.0
1461056971970,9.005,7.240000000000001e-07
1461056971980,9.005,0.0
1461056971990,9.005,1.0859999999999999e-06
1461056972000,9.005,3.6200000000000004e-07
1461056972010,9.005,7.240000000000001e-07
1461056972020,9.005,3.6200000000000004e-07
1461056972030,9.005,3.6200000000000004e-07
1461056972040,9.005,0.0
1461056972050,9.005,7.240000000000001e-07
1461056972060,9.005,0.0
1461056972070,9.005,7.240000000000001e-07
1461056972080,9.005,0.0
1461056972090,9.005,3.6200000000000004e-07
1461056972100,9.005,0.0
1461056972110,9.005,1.0859999999999999e-06
1461056972120,9.005,0.0
1461056972130,9.005,3.6200000000000004e-07
1461056972140,9.005,3.6200000000000004e-07
1461056972150,9.005,7.240000000000001e-07
1461056972160,9.005,0.0
1461056972170,9.005,7.240000000000001e-07
1461056972180,9.005,0.0
1461056972190,9.005,7.240000000000001e-07
1461056972200,9.005,0.0
1461056972210,9.005,7.240000000000001e-07
1461056972220,9.005,0.0
1461056972230,9.005,7.240000000000001e-07
1461056972240,9.005,0.0
1461056972250,9.005,1.4480000000000002e-06
1461056972260,9.005,1.4480000000000002e-06
1461056972270,9.005,1.0859999999999999e-06
1461056972280,9.005,0.0
1461056972290,9.005,7.240000000000001e-07
1461056972300,9.005,0.0
1461056972310,9.005,7.240000000000001e-07
1461056972320,9.005,0.0
1461056972330,9.005,1.0859999999999999e-06
1461056972340,9.005,0.0
1461056972350,9.005,3.6200000000000004e-07
1461056972360,9.005,0.0
1461056972370,9.005,3.6200000000000004e-07
1461056972380,9.005,3.6200000000000004e-07
1461056972390,9.005,7.240000000000001e-07
1461056972400,9.005,0.0
1461056972410,9.005,3.6200000000000004e-07
1461056972420,9.005,0.0
1461056972430,9.005,1.0859999999999999e-06
1461056972440,9.005,0.0
1461056972450,9.005,1.0859999999999999e-06
1461056972460,9.005,0.0
1461056972470,9.005,1.0859999999999999e-06
1461056972480,9.005,0.0
1461056972490,9.005,7.240000000000001e-07
1461056972500,9.005,0.0
1461056972510,9.005,7.240000000000001e-07
1461056972520,9.005,0.0
1461056972530,9.005,3.6200000000000004e-07
1461056972540,9.005,0.0
1461056972550,9.005,1.0859999999999999e-06
1461056972560,9.005,0.0
1461056972570,9.005,3.6200000000000004e-07
1461056972580,9.005,0.0
1461056972590,9.005,0.0
1461056972600,9.005,0.0
1461056972610,9.005,1.0859999999999999e-06
1461056972620,9.005,0.0
1461056972630,9.005,7.240000000000001e-07
1461056972640,9.005,0.0
1461056972650,9.005,1.0859999999999999e-06
1461056972660,9.005,0.0
1461056972670,9.005,7.240000000000001e-07
1461056972680,9.005,0.0
1461056972690,9.005,7.240000000000001e-07
1461056972700,9.005,0.0
1461056972710,9.005,3.6200000000000004e-07
1461056972720,9.005,0.0
1461056972730,9.005,7.240000000000001e-07
1461056972740,9.005,0.0
1461056972750,9.005,7.240000000000001e-07
1461056972760,9.005,0.0
1461056972770,9.005,7.240000000000001e-07
1461056972780,9.005,0.0
1461056972790,9.005,3.6200000000000004e-07
1461056972800,9.005,0.0
1461056972810,9.005,1.0859999999999999e-06
1461056972820,9.005,0.0
1461056972830,9.005,7.240000000000001e-07
1461056972840,9.005,0.0
1461056972850,9.005,3.6200000000000004e-07
1461056972860,9.005,0.0
1461056972870,9.005,1.0859999999999999e-06
1461056972880,9.005,0.0
1461056972890,9.005,3.6200000000000004e-07
1461056972900,9.005,0.0
1461056972910,9.005,7.240000000000001e-07
1461056972920,9.005,0.0
1461056972930,9.005,3.6200000000000004e-07
1461056972940,9.005,0.0
1461056972950,9.005,7.240000000000001e-07
1461056972960,9.005,0.0
1461056972970,9.005,7.240000000000001e-07
1461056972980,9.005,3.6200000000000004e-07
1461056972990,9.005,3.6200000000000004e-07
1461056973000,9.005,3.6200000000000004e-07
1461056973010,9.005,3.6200000000000004e-07
1461056973020,9.005,3.6200000000000004e-07
1461056973030,9.005,7.240000000000001e-07
1461056973040,9.005,0.0
1461056973050,9.005,7.240000000000001e-07
1461056973060,9.005,0.0
1461056973070,9.005,7.240000000000001e-07
1461056973080,9.005,0.0
1461056973090,9.005,7.240000000000001e-07
1461056973100,9.005,7.240000000000001e-07
1461056973110,9.005,7.240000000000001e-07
1461056973120,9.005,0.0
1461056973130,9.005,7.240000000000001e-07
1461056973140,9.005,0.0
1461056973150,9.005,3.6200000000000004e-07
1461056973160,9.005,0.0
1461056973170,9.005,1.0859999999999999e-06
1461056973180,9.005,0.0
1461056973190,9.005,7.240000000000001e-07
1461056973200,9.005,0.0
1461056973210,9.005,0.0
1461056973220,9.005,0.0
1461056973230,9.005,1.0859999999999999e-06
1461056973240,9.005,0.0
1461056973250,9.005,3.6200000000000004e-07
1461056973260,9.005,0.0
1461056973270,9.005,7.240000000000001e-07
1461056973280,9.005,7.240000000000001e-07
