,alignment,jaw,height,position,Maximum value,decay_a,decay_b,decay_c,full_path,collimator_type,beam_type,beam_state
0,1536859715_TCTPH.4R2.B2_Align,1,50.75642222222222,6.801842173965354,72.943,18.641636741098424,184.308000707222,54.30136325890136,/Users/gianmarcoricci/Google Drive/UNI/Thesis CERN/Data/Auto_data/2018_MD3/1536859715_TCTPH.4R2.B2_Align,TCTPH,PROTON,I
1,1536859715_TCTPH.4R2.B2_Align,0,50.75642222222222,3.239801906165316,72.943,18.641636741098424,184.308000707222,54.30136325890136,/Users/gianmarcoricci/Google Drive/UNI/Thesis CERN/Data/Auto_data/2018_MD3/1536859715_TCTPH.4R2.B2_Align,TCTPH,PROTON,I
2,1536855920_TCLA.D6L7.B2_Align,1,0.6480962566844926,3.031700730366703,2.8960000000000004,0.5726235955056199,70.5534435826968,2.323376404494382,/Users/gianmarcoricci/Google Drive/UNI/Thesis CERN/Data/Auto_data/2018_MD3/1536855920_TCLA.D6L7.B2_Align,TCLA,PROTON,I
3,1536855920_TCLA.D6L7.B2_Align,0,0.6480962566844926,3.0701578220838277,2.8960000000000004,0.5726235955056199,70.5534435826968,2.323376404494382,/Users/gianmarcoricci/Google Drive/UNI/Thesis CERN/Data/Auto_data/2018_MD3/1536855920_TCLA.D6L7.B2_Align,TCLA,PROTON,I
4,1536856711_TCTPV.4R5.B2_Align,1,1.412818181818182,2.2883808910246644,3.62,-2.6400744799192024,0.043654970273633575,4.106783946964942,/Users/gianmarcoricci/Google Drive/UNI/Thesis CERN/Data/Auto_data/2018_MD3/1536856711_TCTPV.4R5.B2_Align,TCTPV,PROTON,I
5,1536859846_TCTPH.4R2.B2_Align,1,756.5910816326531,13.699484942382874,866.809,764.1437883014107,188.05001602384124,102.66521169858915,/Users/gianmarcoricci/Google Drive/UNI/Thesis CERN/Data/Auto_data/2018_MD3/1536859846_TCTPH.4R2.B2_Align,TCTPH,PROTON,I
6,1536859846_TCTPH.4R2.B2_Align,0,756.5910816326531,2.6824166320749683,866.809,764.1437883014107,188.05001602384124,102.66521169858915,/Users/gianmarcoricci/Google Drive/UNI/Thesis CERN/Data/Auto_data/2018_MD3/1536859846_TCTPH.4R2.B2_Align,TCTPH,PROTON,I
7,1536868543_TCTPV.4R5.B2_Align,1,67.46559523809526,4.98337491999156,101.54100000000001,29.338278812906623,0.03518153928826229,17.001249211567664,/Users/gianmarcoricci/Google Drive/UNI/Thesis CERN/Data/Auto_data/2018_MD3/1536868543_TCTPV.4R5.B2_Align,TCTPV,PROTON,I
8,1536865180_TCP.C6R7.B2_Align,1,139.57884615384617,1.6649117010761942,177.199,104.8645269806136,0.20442611661082324,27.854414898785915,/Users/gianmarcoricci/Google Drive/UNI/Thesis CERN/Data/Auto_data/2018_MD3/1536865180_TCP.C6R7.B2_Align,TCP,PROTON,I
9,1536855888_TCSG.B4R7.B2_Align,1,15.648200000000003,3.358215838320826,18.824,13.764164222505297,0.7639315291054761,5.649479486710143,/Users/gianmarcoricci/Google Drive/UNI/Thesis CERN/Data/Auto_data/2018_MD3/1536855888_TCSG.B4R7.B2_Align,TCSG,PROTON,I
