Timestamp,position,BLMTI.04R2.B1I10_TCLIA.4R2
1459606225040,8.71,1.0859999999999999e-06
1459606225050,8.71,2.1719999999999997e-06
1459606225060,8.71,1.0859999999999999e-06
1459606225070,8.71,1.4480000000000002e-06
1459606225080,8.71,1.81e-06
1459606225090,8.71,3.6200000000000004e-07
1459606225100,8.71,1.4480000000000002e-06
1459606225110,8.71,1.0859999999999999e-06
1459606225120,8.71,1.0859999999999999e-06
1459606225130,8.71,2.1719999999999997e-06
1459606225140,8.71,3.62e-06
1459606225150,8.71,5.0680000000000004e-06
1459606225160,8.71,5.43e-06
1459606225170,8.71,8.687999999999999e-06
1459606225180,8.71,4.706e-06
1459606225190,8.71,3.258e-06
1459606225200,8.71,1.0859999999999999e-06
1459606225210,8.71,1.4480000000000002e-06
1459606225220,8.71,7.240000000000001e-07
1459606225230,8.71,3.6200000000000004e-07
1459606225240,8.71,3.6200000000000004e-07
1459606225250,8.71,7.240000000000001e-07
1459606225260,8.71,1.0859999999999999e-06
1459606225270,8.71,3.6200000000000004e-07
1459606225280,8.71,3.6200000000000004e-07
1459606225290,8.71,3.6200000000000004e-07
1459606225300,8.71,7.240000000000001e-07
1459606225310,8.71,0.0
1459606225320,8.71,7.240000000000001e-07
1459606225330,8.71,7.240000000000001e-07
1459606225340,8.71,7.240000000000001e-07
1459606225350,8.71,7.240000000000001e-07
1459606225360,8.71,7.240000000000001e-07
1459606225370,8.71,0.0
1459606225380,8.71,7.240000000000001e-07
1459606225390,8.71,3.6200000000000004e-07
1459606225400,8.71,1.0859999999999999e-06
1459606225410,8.71,0.0
1459606225420,8.71,7.240000000000001e-07
1459606225430,8.71,3.6200000000000004e-07
1459606225440,8.71,7.240000000000001e-07
1459606225450,8.71,0.0
1459606225460,8.71,7.240000000000001e-07
1459606225470,8.71,7.240000000000001e-07
1459606225480,8.71,1.0859999999999999e-06
1459606225490,8.71,1.4480000000000002e-06
1459606225500,8.71,1.0859999999999999e-06
1459606225510,8.71,1.81e-06
