Timestamp,position,BLMTI.06L7.B2I10_TCLA.C6L7.B2
1459606525370,4.31,3.982e-06
1459606525380,4.31,3.258e-06
1459606525390,4.31,3.258e-06
1459606525400,4.31,3.982e-06
1459606525410,4.31,3.258e-06
1459606525420,4.31,2.8960000000000003e-06
1459606525430,4.31,3.258e-06
1459606525440,4.31,1.81e-06
1459606525450,4.31,2.5340000000000002e-06
1459606525460,4.31,1.0859999999999999e-06
1459606525470,4.31,2.1719999999999997e-06
1459606525480,4.31,1.4480000000000002e-06
1459606525490,4.31,2.1719999999999997e-06
1459606525500,4.31,1.0859999999999999e-06
1459606525510,4.31,1.81e-06
1459606525520,4.31,1.4480000000000002e-06
1459606525530,4.31,1.0859999999999999e-06
1459606525540,4.31,1.4480000000000002e-06
1459606525550,4.31,7.240000000000001e-07
1459606525560,4.31,1.4480000000000002e-06
1459606525570,4.31,1.0859999999999999e-06
1459606525580,4.31,1.4480000000000002e-06
1459606525590,4.31,1.81e-06
1459606525600,4.31,1.81e-06
1459606525610,4.31,2.1719999999999997e-06
1459606525620,4.31,1.81e-06
1459606525630,4.31,3.258e-06
1459606525640,4.31,2.5340000000000002e-06
1459606525650,4.31,3.982e-06
1459606525660,4.31,2.1719999999999997e-06
1459606525670,4.31,3.6200000000000004e-07
1459606525680,4.31,1.0859999999999999e-06
1459606525690,4.31,1.4480000000000002e-06
1459606525700,4.31,1.4480000000000002e-06
1459606525710,4.31,1.0859999999999999e-06
1459606525720,4.31,1.81e-06
1459606525730,4.31,3.6200000000000004e-07
1459606525740,4.31,1.4480000000000002e-06
1459606525750,4.31,7.240000000000001e-07
1459606525760,4.31,1.4480000000000002e-06
1459606525770,4.31,7.240000000000001e-07
1459606525780,4.31,1.81e-06
1459606525790,4.31,1.0859999999999999e-06
1459606525800,4.31,7.240000000000001e-07
1459606525810,4.31,1.4480000000000002e-06
1459606525820,4.31,1.81e-06
1459606525830,4.31,1.81e-06
1459606525840,4.31,1.0859999999999999e-06
1459606525850,4.31,1.81e-06
1459606525860,4.31,2.1719999999999997e-06
1459606525870,4.31,1.81e-06
1459606525880,4.31,1.81e-06
1459606525890,4.31,1.81e-06
1459606525900,4.31,2.5340000000000002e-06
1459606525910,4.31,1.81e-06
1459606525920,4.31,1.81e-06
1459606525930,4.31,2.1719999999999997e-06
1459606525940,4.31,1.4480000000000002e-06
1459606525950,4.31,1.4480000000000002e-06
1459606525960,4.31,2.1719999999999997e-06
1459606525970,4.31,1.0859999999999999e-06
1459606525980,4.31,1.0859999999999999e-06
1459606525990,4.31,1.4480000000000002e-06
1459606526000,4.31,1.81e-06
1459606526010,4.31,2.1719999999999997e-06
1459606526020,4.31,2.1719999999999997e-06
1459606526030,4.31,2.8960000000000003e-06
1459606526040,4.31,2.5340000000000002e-06
1459606526050,4.31,2.5340000000000002e-06
1459606526060,4.31,1.81e-06
1459606526070,4.31,2.8960000000000003e-06
1459606526080,4.31,1.4480000000000002e-06
1459606526090,4.31,1.4480000000000002e-06
1459606526100,4.31,1.0859999999999999e-06
1459606526110,4.31,1.0859999999999999e-06
1459606526120,4.31,3.6200000000000004e-07
1459606526130,4.31,1.0859999999999999e-06
1459606526140,4.31,0.0
1459606526150,4.31,1.4480000000000002e-06
1459606526160,4.31,3.6200000000000004e-07
1459606526170,4.31,3.6200000000000004e-07
1459606526180,4.31,7.240000000000001e-07
1459606526190,4.31,7.240000000000001e-07
1459606526200,4.31,7.240000000000001e-07
1459606526210,4.31,1.4480000000000002e-06
1459606526220,4.31,1.4480000000000002e-06
1459606526230,4.31,1.0859999999999999e-06
1459606526240,4.31,2.5340000000000002e-06
1459606526250,4.31,1.0859999999999999e-06
1459606526260,4.31,1.81e-06
1459606526270,4.31,2.1719999999999997e-06
1459606526280,4.31,4.343999999999999e-06
1459606526290,4.31,3.62e-06
1459606526300,4.31,2.5340000000000002e-06
1459606526310,4.31,2.5340000000000002e-06
1459606526320,4.31,2.8960000000000003e-06
1459606526330,4.31,2.1719999999999997e-06
1459606526340,4.31,1.0859999999999999e-06
1459606526350,4.31,1.0859999999999999e-06
1459606526360,4.31,1.81e-06
1459606526370,4.31,1.0859999999999999e-06
1459606526380,4.31,1.81e-06
1459606526390,4.31,1.4480000000000002e-06
1459606526400,4.31,1.0859999999999999e-06
1459606526410,4.31,2.1719999999999997e-06
1459606526420,4.31,7.240000000000001e-07
1459606526430,4.31,1.4480000000000002e-06
1459606526440,4.31,3.6200000000000004e-07
1459606526450,4.31,7.240000000000001e-07
1459606526460,4.31,1.4480000000000002e-06
1459606526470,4.31,1.81e-06
1459606526480,4.31,1.4480000000000002e-06
1459606526490,4.31,2.1719999999999997e-06
1459606526500,4.31,1.4480000000000002e-06
1459606526510,4.31,2.1719999999999997e-06
1459606526520,4.31,2.8960000000000003e-06
1459606526530,4.31,1.81e-06
1459606526540,4.31,2.5340000000000002e-06
1459606526550,4.31,1.4480000000000002e-06
1459606526560,4.31,2.1719999999999997e-06
1459606526570,4.31,2.1719999999999997e-06
1459606526580,4.31,3.258e-06
1459606526590,4.31,2.1719999999999997e-06
1459606526600,4.31,2.5340000000000002e-06
1459606526610,4.31,3.982e-06
1459606526620,4.31,2.1719999999999997e-06
1459606526630,4.31,1.81e-06
1459606526640,4.31,7.240000000000001e-07
1459606526650,4.31,2.5340000000000002e-06
1459606526660,4.31,3.6200000000000004e-07
1459606526670,4.31,2.5340000000000002e-06
1459606526680,4.31,7.240000000000001e-07
1459606526690,4.31,1.0859999999999999e-06
1459606526700,4.31,1.0859999999999999e-06
1459606526710,4.31,1.0859999999999999e-06
1459606526720,4.31,1.81e-06
1459606526730,4.31,3.6200000000000004e-07
1459606526740,4.31,1.4480000000000002e-06
1459606526750,4.31,7.240000000000001e-07
1459606526760,4.31,2.5340000000000002e-06
1459606526770,4.31,7.240000000000001e-07
1459606526780,4.31,1.81e-06
1459606526790,4.31,7.240000000000001e-07
1459606526800,4.31,7.240000000000001e-07
1459606526810,4.31,1.0859999999999999e-06
1459606526820,4.31,3.6200000000000004e-07
1459606526830,4.31,1.0859999999999999e-06
1459606526840,4.31,3.6200000000000004e-07
1459606526850,4.31,1.0859999999999999e-06
1459606526860,4.31,3.6200000000000004e-07
1459606526870,4.31,2.1719999999999997e-06
1459606526880,4.31,3.6200000000000004e-07
1459606526890,4.31,1.4480000000000002e-06
1459606526900,4.31,1.0859999999999999e-06
1459606526910,4.31,1.81e-06
1459606526920,4.31,2.1719999999999997e-06
1459606526930,4.31,1.4480000000000002e-06
1459606526940,4.31,1.0859999999999999e-06
1459606526950,4.31,1.0859999999999999e-06
1459606526960,4.31,2.1719999999999997e-06
1459606526970,4.31,7.240000000000001e-07
1459606526980,4.31,1.81e-06
1459606526990,4.31,3.6200000000000004e-07
1459606527000,4.31,1.0859999999999999e-06
1459606527010,4.31,7.240000000000001e-07
1459606527020,4.31,7.240000000000001e-07
1459606527030,4.31,7.240000000000001e-07
1459606527040,4.31,0.0
1459606527050,4.31,1.0859999999999999e-06
1459606527060,4.31,0.0
1459606527070,4.31,7.240000000000001e-07
1459606527080,4.31,0.0
1459606527090,4.31,1.4480000000000002e-06
1459606527100,4.31,7.240000000000001e-07
1459606527110,4.31,7.240000000000001e-07
1459606527120,4.31,7.240000000000001e-07
1459606527130,4.31,1.0859999999999999e-06
1459606527140,4.31,1.4480000000000002e-06
1459606527150,4.31,7.240000000000001e-07
1459606527160,4.31,3.6200000000000004e-07
1459606527170,4.31,7.240000000000001e-07
1459606527180,4.31,1.81e-06
1459606527190,4.31,7.240000000000001e-07
1459606527200,4.31,7.240000000000001e-07
1459606527210,4.31,1.0859999999999999e-06
1459606527220,4.31,1.0859999999999999e-06
1459606527230,4.31,1.0859999999999999e-06
1459606527240,4.31,3.6200000000000004e-07
1459606527250,4.31,1.81e-06
1459606527260,4.31,3.6200000000000004e-07
1459606527270,4.31,7.240000000000001e-07
1459606527280,4.31,3.6200000000000004e-07
1459606527290,4.31,7.240000000000001e-07
1459606527300,4.31,3.6200000000000004e-07
1459606527310,4.31,3.6200000000000004e-07
1459606527320,4.31,3.6200000000000004e-07
1459606527330,4.31,7.240000000000001e-07
1459606527340,4.31,7.240000000000001e-07
1459606527350,4.31,7.240000000000001e-07
1459606527360,4.31,1.81e-06
1459606527370,4.31,7.240000000000001e-07
1459606527380,4.31,1.0859999999999999e-06
1459606527390,4.31,7.240000000000001e-07
1459606527400,4.31,2.8960000000000003e-06
1459606527410,4.31,1.4480000000000002e-06
1459606527420,4.31,1.4480000000000002e-06
1459606527430,4.31,2.1719999999999997e-06
1459606527440,4.31,2.1719999999999997e-06
1459606527450,4.31,1.81e-06
1459606527460,4.31,7.240000000000001e-07
1459606527470,4.31,2.1719999999999997e-06
1459606527480,4.31,1.0859999999999999e-06
1459606527490,4.31,2.1719999999999997e-06
1459606527500,4.31,7.240000000000001e-07
1459606527510,4.31,1.4480000000000002e-06
1459606527520,4.31,1.81e-06
1459606527530,4.31,1.4480000000000002e-06
1459606527540,4.31,1.0859999999999999e-06
1459606527550,4.31,2.1719999999999997e-06
1459606527560,4.31,1.4480000000000002e-06
1459606527570,4.31,1.4480000000000002e-06
1459606527580,4.31,2.1719999999999997e-06
1459606527590,4.31,7.240000000000001e-07
1459606527600,4.31,3.62e-06
1459606527610,4.31,2.5340000000000002e-06
1459606527620,4.31,4.343999999999999e-06
1459606527630,4.31,3.62e-06
1459606527640,4.31,2.5340000000000002e-06
1459606527650,4.31,3.62e-06
1459606527660,4.31,3.258e-06
1459606527670,4.31,3.258e-06
1459606527680,4.31,2.5340000000000002e-06
1459606527690,4.31,3.982e-06
1459606527700,4.31,2.1719999999999997e-06
1459606527710,4.31,3.258e-06
1459606527720,4.31,2.5340000000000002e-06
1459606527730,4.31,3.982e-06
1459606527740,4.31,2.8960000000000003e-06
1459606527750,4.31,2.8960000000000003e-06
1459606527760,4.31,2.1719999999999997e-06
1459606527770,4.31,1.81e-06
1459606527780,4.31,1.4480000000000002e-06
1459606527790,4.31,7.240000000000001e-07
1459606527800,4.31,1.0859999999999999e-06
1459606527810,4.31,1.4480000000000002e-06
1459606527820,4.31,1.4480000000000002e-06
1459606527830,4.31,7.240000000000001e-07
1459606527840,4.31,1.0859999999999999e-06
1459606527850,4.31,3.6200000000000004e-07
1459606527860,4.31,7.240000000000001e-07
1459606527870,4.31,1.0859999999999999e-06
1459606527880,4.31,7.240000000000001e-07
1459606527890,4.31,3.6200000000000004e-07
1459606527900,4.31,3.6200000000000004e-07
1459606527910,4.31,7.240000000000001e-07
1459606527920,4.31,7.240000000000001e-07
1459606527930,4.31,7.240000000000001e-07
1459606527940,4.31,1.81e-06
1459606527950,4.31,7.240000000000001e-07
1459606527960,4.31,1.4480000000000002e-06
1459606527970,4.31,1.81e-06
1459606527980,4.31,1.4480000000000002e-06
1459606527990,4.31,3.6200000000000004e-07
1459606528000,4.31,1.0859999999999999e-06
1459606528010,4.31,3.6200000000000004e-07
1459606528020,4.31,7.240000000000001e-07
1459606528030,4.31,7.240000000000001e-07
1459606528040,4.31,7.240000000000001e-07
1459606528050,4.31,3.6200000000000004e-07
1459606528060,4.31,0.0
1459606528070,4.31,1.0859999999999999e-06
1459606528080,4.31,3.6200000000000004e-07
1459606528090,4.31,1.0859999999999999e-06
1459606528100,4.31,1.0859999999999999e-06
1459606528110,4.31,1.4480000000000002e-06
1459606528120,4.31,7.240000000000001e-07
1459606528130,4.31,1.81e-06
1459606528140,4.31,0.0
1459606528150,4.31,7.240000000000001e-07
1459606528160,4.31,7.240000000000001e-07
1459606528170,4.31,1.0859999999999999e-06
1459606528180,4.31,0.0
1459606528190,4.31,7.240000000000001e-07
1459606528200,4.31,1.4480000000000002e-06
1459606528210,4.31,3.6200000000000004e-07
1459606528220,4.29,7.240000000000001e-07
1459606528230,4.29,3.6200000000000004e-07
1459606528240,4.29,1.0859999999999999e-06
1459606528250,4.29,7.240000000000001e-07
1459606528260,4.29,1.4480000000000002e-06
1459606528270,4.29,7.240000000000001e-07
1459606528280,4.29,1.4480000000000002e-06
1459606528290,4.29,3.258e-06
1459606528300,4.29,1.0859999999999999e-06
1459606528310,4.29,2.5340000000000002e-06
1459606528320,4.29,7.240000000000001e-07
1459606528330,4.29,2.1719999999999997e-06
1459606528340,4.29,7.240000000000001e-07
1459606528350,4.29,1.81e-06
1459606528360,4.29,7.240000000000001e-07
1459606528370,4.29,1.81e-06
1459606528380,4.29,1.0859999999999999e-06
1459606528390,4.29,1.4480000000000002e-06
1459606528400,4.29,3.6200000000000004e-07
1459606528410,4.29,3.6200000000000004e-07
1459606528420,4.29,0.0
1459606528430,4.29,3.6200000000000004e-07
1459606528440,4.29,3.6200000000000004e-07
1459606528450,4.29,3.6200000000000004e-07
1459606528460,4.29,3.6200000000000004e-07
1459606528470,4.29,1.4480000000000002e-06
1459606528480,4.29,0.0
1459606528490,4.29,1.4480000000000002e-06
1459606528500,4.29,3.6200000000000004e-07
1459606528510,4.29,1.0859999999999999e-06
1459606528520,4.29,2.8960000000000003e-06
1459606528530,4.29,1.81e-06
1459606528540,4.29,4.343999999999999e-06
1459606528550,4.29,7.24e-06
1459606528560,4.29,1.1584000000000001e-05
1459606528570,4.29,1.7375999999999998e-05
1459606528580,4.29,2.4254000000000002e-05
1459606528590,4.29,2.6426e-05
1459606528600,4.29,5.6834e-05
1459606528610,4.29,2.1358e-05
1459606528620,4.29,4.887e-05
1459606528630,4.29,3.4751999999999995e-05
1459606528640,4.29,3.3666e-05
1459606528650,4.29,4.4526e-05
1459606528660,4.29,3.2218e-05
1459606528670,4.29,4.3802e-05
1459606528680,4.29,4.0906e-05
1459606528690,4.29,4.2353999999999995e-05
1459606528700,4.29,5.3576000000000003e-05
1459606528710,4.29,4.344e-05
1459606528720,4.29,5.9368000000000005e-05
1459606528730,4.29,4.6336000000000005e-05
1459606528740,4.29,4.959399999999999e-05
1459606528750,4.29,4.4888e-05
1459606528760,4.29,4.4164e-05
1459606528770,4.29,3.982e-05
1459606528780,4.29,2.7511999999999997e-05
1459606528790,4.29,2.0634e-05
1459606528800,4.29,1.7375999999999998e-05
1459606528810,4.29,1.1222e-05
1459606528820,4.29,1.0136000000000001e-05
1459606528830,4.29,7.24e-06
1459606528840,4.29,5.792000000000001e-06
1459606528850,4.29,5.43e-06
1459606528860,4.29,3.258e-06
1459606528870,4.29,3.62e-06
1459606528880,4.29,2.5340000000000002e-06
1459606528890,4.29,3.258e-06
1459606528900,4.29,1.4480000000000002e-06
1459606528910,4.29,2.5340000000000002e-06
1459606528920,4.29,3.62e-06
1459606528930,4.29,1.81e-06
1459606528940,4.29,1.81e-06
1459606528950,4.29,1.4480000000000002e-06
1459606528960,4.29,1.81e-06
1459606528970,4.29,1.0859999999999999e-06
1459606528980,4.29,7.240000000000001e-07
1459606528990,4.29,1.0859999999999999e-06
1459606529000,4.29,1.4480000000000002e-06
1459606529010,4.29,3.6200000000000004e-07
1459606529020,4.29,1.0859999999999999e-06
1459606529030,4.29,1.0859999999999999e-06
1459606529040,4.29,7.240000000000001e-07
1459606529050,4.29,1.0859999999999999e-06
1459606529060,4.29,7.240000000000001e-07
1459606529070,4.29,1.4480000000000002e-06
1459606529080,4.29,7.240000000000001e-07
1459606529090,4.29,1.0859999999999999e-06
1459606529100,4.29,1.0859999999999999e-06
1459606529110,4.29,1.81e-06
1459606529120,4.29,1.0859999999999999e-06
1459606529130,4.29,2.5340000000000002e-06
1459606529140,4.29,1.4480000000000002e-06
1459606529150,4.29,1.81e-06
1459606529160,4.29,1.0859999999999999e-06
