Timestamp,position,BLMTI.06R7.B2I10_TCP.B6R7.B2
1459607887390,2.145,1.2308e-05
1459607887400,2.145,7.602e-06
1459607887410,2.145,1.1945999999999999e-05
1459607887420,2.145,7.602e-06
1459607887430,2.145,1.3394000000000001e-05
1459607887440,2.145,6.154e-06
1459607887450,2.145,8.687999999999999e-06
1459607887460,2.145,3.62e-06
1459607887470,2.145,7.602e-06
1459607887480,2.145,4.706e-06
1459607887490,2.145,6.516e-06
1459607887500,2.145,4.343999999999999e-06
1459607887510,2.145,6.516e-06
1459607887520,2.145,3.62e-06
1459607887530,2.145,5.43e-06
1459607887540,2.145,2.1719999999999997e-06
1459607887550,2.145,4.343999999999999e-06
1459607887560,2.145,2.8960000000000003e-06
1459607887570,2.145,7.24e-06
1459607887580,2.145,3.258e-06
1459607887590,2.145,5.792000000000001e-06
1459607887600,2.145,2.8960000000000003e-06
1459607887610,2.145,5.43e-06
1459607887620,2.145,2.5340000000000002e-06
1459607887630,2.145,7.24e-06
1459607887640,2.145,3.982e-06
1459607887650,2.145,9.412e-06
1459607887660,2.145,3.62e-06
1459607887670,2.145,8.687999999999999e-06
1459607887680,2.145,4.706e-06
1459607887690,2.145,8.687999999999999e-06
1459607887700,2.145,4.343999999999999e-06
1459607887710,2.145,6.516e-06
1459607887720,2.145,3.258e-06
1459607887730,2.145,7.24e-06
1459607887740,2.145,3.258e-06
1459607887750,2.145,5.43e-06
1459607887760,2.145,3.258e-06
1459607887770,2.145,5.792000000000001e-06
1459607887780,2.145,2.5340000000000002e-06
1459607887790,2.145,9.774e-06
1459607887800,2.145,5.43e-06
1459607887810,2.145,1.1945999999999999e-05
1459607887820,2.145,6.154e-06
1459607887830,2.145,1.1222e-05
1459607887840,2.145,5.43e-06
1459607887850,2.145,7.24e-06
1459607887860,2.145,5.0680000000000004e-06
1459607887870,2.145,1.1222e-05
1459607887880,2.145,7.24e-06
1459607887890,2.145,1.1945999999999999e-05
1459607887900,2.145,9.05e-06
1459607887910,2.145,1.4118e-05
1459607887920,2.145,7.602e-06
1459607887930,2.145,1.0136000000000001e-05
1459607887940,2.145,6.516e-06
1459607887950,2.145,9.05e-06
