Timestamp,position,BLMTI.06L8.B2I10_TCLIB.6L8.B2
1459605144240,1.2,7.240000000000001e-07
1459605144250,1.2,7.240000000000001e-07
1459605144260,1.2,0.0
1459605144270,1.2,1.4480000000000002e-06
1459605144280,1.2,0.0
1459605144290,1.2,0.0
1459605144300,1.2,1.4480000000000002e-06
1459605144310,1.2,3.6200000000000004e-07
1459605144320,1.2,1.0859999999999999e-06
1459605144330,1.2,3.6200000000000004e-07
1459605144340,1.2,7.240000000000001e-07
1459605144350,1.2,7.240000000000001e-07
1459605144360,1.2,3.6200000000000004e-07
1459605144370,1.2,3.6200000000000004e-07
1459605144380,1.2,3.6200000000000004e-07
1459605144390,1.2,7.240000000000001e-07
1459605144400,1.2,7.240000000000001e-07
1459605144410,1.2,3.6200000000000004e-07
1459605144420,1.2,1.4480000000000002e-06
1459605144430,1.2,0.0
1459605144440,1.2,1.4480000000000002e-06
1459605144450,1.2,3.6200000000000004e-07
1459605144460,1.2,1.0859999999999999e-06
1459605144470,1.2,0.0
1459605144480,1.2,3.6200000000000004e-07
1459605144490,1.2,1.0859999999999999e-06
1459605144500,1.2,0.0
1459605144510,1.2,1.0859999999999999e-06
1459605144520,1.2,3.6200000000000004e-07
1459605144530,1.2,7.240000000000001e-07
1459605144540,1.2,3.6200000000000004e-07
1459605144550,1.2,3.6200000000000004e-07
1459605144560,1.2,7.240000000000001e-07
1459605144570,1.2,3.6200000000000004e-07
1459605144580,1.2,0.0
1459605144590,1.2,0.0
1459605144600,1.2,7.240000000000001e-07
1459605144610,1.2,1.0859999999999999e-06
1459605144620,1.2,0.0
1459605144630,1.2,7.240000000000001e-07
1459605144640,1.2,1.0859999999999999e-06
1459605144650,1.2,0.0
1459605144660,1.2,3.6200000000000004e-07
1459605144670,1.2,7.240000000000001e-07
1459605144680,1.2,7.240000000000001e-07
1459605144690,1.2,7.240000000000001e-07
1459605144700,1.2,3.6200000000000004e-07
1459605144710,1.2,0.0
1459605144720,1.2,3.6200000000000004e-07
1459605144730,1.2,7.240000000000001e-07
1459605144740,1.2,3.6200000000000004e-07
1459605144750,1.2,1.0859999999999999e-06
1459605144760,1.2,7.240000000000001e-07
1459605144770,1.2,7.240000000000001e-07
1459605144780,1.2,3.6200000000000004e-07
1459605144790,1.2,7.240000000000001e-07
1459605144800,1.2,7.240000000000001e-07
1459605144810,1.2,3.6200000000000004e-07
1459605144820,1.2,1.0859999999999999e-06
1459605144830,1.2,7.240000000000001e-07
1459605144840,1.2,7.240000000000001e-07
1459605144850,1.2,3.6200000000000004e-07
1459605144860,1.2,7.240000000000001e-07
1459605144870,1.2,3.6200000000000004e-07
1459605144880,1.2,3.6200000000000004e-07
1459605144890,1.2,7.240000000000001e-07
1459605144900,1.2,3.6200000000000004e-07
1459605144910,1.2,3.6200000000000004e-07
1459605144920,1.2,3.6200000000000004e-07
1459605144930,1.2,7.240000000000001e-07
1459605144940,1.2,7.240000000000001e-07
1459605144950,1.2,0.0
1459605144960,1.2,7.240000000000001e-07
1459605144970,1.2,7.240000000000001e-07
1459605144980,1.2,3.6200000000000004e-07
1459605144990,1.2,3.6200000000000004e-07
1459605145000,1.2,7.240000000000001e-07
1459605145010,1.2,3.6200000000000004e-07
1459605145020,1.2,7.240000000000001e-07
1459605145030,1.2,7.240000000000001e-07
1459605145040,1.2,0.0
1459605145050,1.2,3.6200000000000004e-07
1459605145060,1.2,1.0859999999999999e-06
1459605145070,1.2,3.6200000000000004e-07
1459605145080,1.2,7.240000000000001e-07
1459605145090,1.2,3.6200000000000004e-07
1459605145100,1.2,3.6200000000000004e-07
1459605145110,1.2,7.240000000000001e-07
1459605145120,1.2,1.4480000000000002e-06
1459605145130,1.2,3.6200000000000004e-07
1459605145140,1.2,3.6200000000000004e-07
1459605145150,1.2,3.6200000000000004e-07
1459605145160,1.2,3.6200000000000004e-07
1459605145170,1.2,0.0
1459605145180,1.2,3.6200000000000004e-07
1459605145190,1.2,7.240000000000001e-07
1459605145200,1.2,7.240000000000001e-07
1459605145210,1.2,0.0
1459605145220,1.2,7.240000000000001e-07
1459605145230,1.2,1.4480000000000002e-06
1459605145240,1.2,3.6200000000000004e-07
1459605145250,1.2,7.240000000000001e-07
1459605145260,1.2,3.6200000000000004e-07
1459605145270,1.2,1.0859999999999999e-06
1459605145280,1.2,0.0
1459605145290,1.2,7.240000000000001e-07
1459605145300,1.2,0.0
1459605145310,1.2,3.6200000000000004e-07
1459605145320,1.2,1.0859999999999999e-06
1459605145330,1.2,7.240000000000001e-07
1459605145340,1.2,1.0859999999999999e-06
1459605145350,1.2,7.240000000000001e-07
1459605145360,1.2,7.240000000000001e-07
1459605145370,1.2,7.240000000000001e-07
1459605145380,1.2,7.240000000000001e-07
1459605145390,1.2,3.6200000000000004e-07
1459605145400,1.2,0.0
1459605145410,1.2,3.6200000000000004e-07
1459605145420,1.2,1.0859999999999999e-06
1459605145430,1.2,3.6200000000000004e-07
1459605145440,1.2,0.0
1459605145450,1.2,1.0859999999999999e-06
1459605145460,1.2,7.240000000000001e-07
1459605145470,1.2,7.240000000000001e-07
1459605145480,1.2,3.6200000000000004e-07
1459605145490,1.2,3.6200000000000004e-07
1459605145500,1.2,3.6200000000000004e-07
1459605145510,1.2,1.4480000000000002e-06
1459605145520,1.2,7.240000000000001e-07
1459605145530,1.2,3.6200000000000004e-07
1459605145540,1.2,3.6200000000000004e-07
1459605145550,1.2,3.6200000000000004e-07
1459605145560,1.2,3.6200000000000004e-07
1459605145570,1.2,7.240000000000001e-07
1459605145580,1.2,3.6200000000000004e-07
1459605145590,1.2,1.4480000000000002e-06
1459605145600,1.2,3.6200000000000004e-07
1459605145610,1.2,0.0
1459605145620,1.2,1.0859999999999999e-06
1459605145630,1.2,7.240000000000001e-07
1459605145640,1.2,7.240000000000001e-07
1459605145650,1.2,7.240000000000001e-07
1459605145660,1.2,0.0
1459605145670,1.2,7.240000000000001e-07
1459605145680,1.2,1.0859999999999999e-06
1459605145690,1.2,7.240000000000001e-07
1459605145700,1.2,7.240000000000001e-07
1459605145710,1.2,1.81e-06
1459605145720,1.2,7.240000000000001e-07
1459605145730,1.2,1.4480000000000002e-06
1459605145740,1.2,1.0859999999999999e-06
1459605145750,1.2,2.1719999999999997e-06
1459605145760,1.2,1.0859999999999999e-06
1459605145770,1.2,1.4480000000000002e-06
1459605145780,1.2,7.240000000000001e-07
1459605145790,1.2,7.240000000000001e-07
1459605145800,1.2,1.81e-06
1459605145810,1.2,3.6200000000000004e-07
1459605145820,1.2,1.4480000000000002e-06
1459605145830,1.2,1.0859999999999999e-06
1459605145840,1.2,1.4480000000000002e-06
1459605145850,1.2,1.0859999999999999e-06
1459605145860,1.2,1.0859999999999999e-06
1459605145870,1.2,1.4480000000000002e-06
1459605145880,1.2,3.6200000000000004e-07
1459605145890,1.2,1.0859999999999999e-06
1459605145900,1.2,1.0859999999999999e-06
1459605145910,1.2,1.4480000000000002e-06
1459605145920,1.2,3.6200000000000004e-07
1459605145930,1.2,1.0859999999999999e-06
1459605145940,1.2,7.240000000000001e-07
1459605145950,1.2,0.0
1459605145960,1.2,7.240000000000001e-07
1459605145970,1.2,3.6200000000000004e-07
1459605145980,1.2,3.6200000000000004e-07
1459605145990,1.2,7.240000000000001e-07
1459605146000,1.2,7.240000000000001e-07
1459605146010,1.2,3.6200000000000004e-07
1459605146020,1.2,0.0
1459605146030,1.2,3.6200000000000004e-07
1459605146040,1.2,7.240000000000001e-07
1459605146050,1.2,7.240000000000001e-07
1459605146060,1.2,7.240000000000001e-07
1459605146070,1.2,0.0
1459605146080,1.2,0.0
1459605146090,1.2,1.0859999999999999e-06
1459605146100,1.2,3.6200000000000004e-07
1459605146110,1.2,7.240000000000001e-07
1459605146120,1.2,3.6200000000000004e-07
1459605146130,1.2,3.6200000000000004e-07
1459605146140,1.2,3.6200000000000004e-07
1459605146150,1.2,7.240000000000001e-07
1459605146160,1.2,7.240000000000001e-07
1459605146170,1.2,0.0
1459605146180,1.2,0.0
1459605146190,1.2,1.0859999999999999e-06
1459605146200,1.2,0.0
1459605146210,1.2,3.6200000000000004e-07
1459605146220,1.2,3.6200000000000004e-07
1459605146230,1.2,1.0859999999999999e-06
1459605146240,1.2,7.240000000000001e-07
1459605146250,1.2,3.6200000000000004e-07
1459605146260,1.2,1.4480000000000002e-06
1459605146270,1.2,3.6200000000000004e-07
1459605146280,1.2,1.0859999999999999e-06
1459605146290,1.2,7.240000000000001e-07
1459605146300,1.2,1.81e-06
1459605146310,1.2,1.0859999999999999e-06
1459605146320,1.2,1.0859999999999999e-06
1459605146330,1.2,1.0859999999999999e-06
1459605146340,1.2,1.0859999999999999e-06
1459605146350,1.2,1.0859999999999999e-06
1459605146360,1.2,1.4480000000000002e-06
1459605146370,1.2,2.1719999999999997e-06
1459605146380,1.2,1.0859999999999999e-06
1459605146390,1.2,1.0859999999999999e-06
1459605146400,1.2,1.4480000000000002e-06
1459605146410,1.2,1.4480000000000002e-06
1459605146420,1.2,1.4480000000000002e-06
1459605146430,1.2,1.0859999999999999e-06
1459605146440,1.2,1.4480000000000002e-06
1459605146450,1.2,7.240000000000001e-07
1459605146460,1.2,1.0859999999999999e-06
1459605146470,1.2,1.81e-06
1459605146480,1.2,7.240000000000001e-07
1459605146490,1.2,7.240000000000001e-07
1459605146500,1.2,1.0859999999999999e-06
1459605146510,1.2,1.0859999999999999e-06
1459605146520,1.2,1.0859999999999999e-06
1459605146530,1.2,7.240000000000001e-07
1459605146540,1.2,1.4480000000000002e-06
1459605146550,1.2,7.240000000000001e-07
1459605146560,1.2,7.240000000000001e-07
1459605146570,1.2,1.81e-06
1459605146580,1.2,7.240000000000001e-07
