Timestamp,position,BLMTI.06L8.B2I10_TCLIB.6L8.B2
1459605150240,1.175,2.1719999999999997e-06
1459605150250,1.175,2.1719999999999997e-06
1459605150260,1.175,1.0859999999999999e-06
1459605150270,1.175,7.240000000000001e-07
1459605150280,1.175,1.0859999999999999e-06
1459605150290,1.175,7.240000000000001e-07
1459605150300,1.175,7.240000000000001e-07
1459605150310,1.175,3.6200000000000004e-07
1459605150320,1.175,3.6200000000000004e-07
1459605150330,1.175,1.0859999999999999e-06
1459605150340,1.175,1.0859999999999999e-06
1459605150350,1.175,1.0859999999999999e-06
1459605150360,1.175,7.240000000000001e-07
1459605150370,1.175,3.6200000000000004e-07
1459605150380,1.175,1.0859999999999999e-06
1459605150390,1.175,0.0
1459605150400,1.175,7.240000000000001e-07
1459605150410,1.175,3.6200000000000004e-07
1459605150420,1.175,1.0859999999999999e-06
1459605150430,1.175,0.0
1459605150440,1.175,3.6200000000000004e-07
1459605150450,1.175,7.240000000000001e-07
1459605150460,1.175,3.6200000000000004e-07
1459605150470,1.175,0.0
1459605150480,1.175,1.0859999999999999e-06
1459605150490,1.175,3.6200000000000004e-07
1459605150500,1.175,7.240000000000001e-07
1459605150510,1.175,7.240000000000001e-07
1459605150520,1.175,1.0859999999999999e-06
1459605150530,1.175,1.4480000000000002e-06
1459605150540,1.175,1.0859999999999999e-06
1459605150550,1.175,0.0
1459605150560,1.175,3.6200000000000004e-07
1459605150570,1.175,7.240000000000001e-07
1459605150580,1.175,1.4480000000000002e-06
1459605150590,1.175,1.0859999999999999e-06
1459605150600,1.175,0.0
1459605150610,1.175,1.4480000000000002e-06
1459605150620,1.175,3.6200000000000004e-07
1459605150630,1.175,1.0859999999999999e-06
1459605150640,1.175,1.0859999999999999e-06
1459605150650,1.175,7.240000000000001e-07
1459605150660,1.175,1.0859999999999999e-06
1459605150670,1.175,3.6200000000000004e-07
1459605150680,1.175,1.0859999999999999e-06
1459605150690,1.175,3.6200000000000004e-07
1459605150700,1.175,1.4480000000000002e-06
1459605150710,1.175,1.0859999999999999e-06
1459605150720,1.175,1.0859999999999999e-06
1459605150730,1.175,3.6200000000000004e-07
1459605150740,1.175,1.0859999999999999e-06
1459605150750,1.175,3.6200000000000004e-07
1459605150760,1.175,1.0859999999999999e-06
1459605150770,1.175,1.0859999999999999e-06
1459605150780,1.175,1.0859999999999999e-06
1459605150790,1.175,1.0859999999999999e-06
1459605150800,1.175,3.6200000000000004e-07
1459605150810,1.175,7.240000000000001e-07
1459605150820,1.175,1.4480000000000002e-06
1459605150830,1.175,3.6200000000000004e-07
1459605150840,1.175,3.6200000000000004e-07
1459605150850,1.175,3.6200000000000004e-07
1459605150860,1.175,7.240000000000001e-07
1459605150870,1.175,7.240000000000001e-07
1459605150880,1.175,1.0859999999999999e-06
1459605150890,1.175,3.6200000000000004e-07
1459605150900,1.175,1.0859999999999999e-06
1459605150910,1.175,1.0859999999999999e-06
1459605150920,1.175,1.0859999999999999e-06
1459605150930,1.175,2.1719999999999997e-06
1459605150940,1.175,1.4480000000000002e-06
1459605150950,1.175,1.4480000000000002e-06
1459605150960,1.175,1.4480000000000002e-06
1459605150970,1.175,3.6200000000000004e-07
1459605150980,1.175,7.240000000000001e-07
1459605150990,1.175,7.240000000000001e-07
