Timestamp,position,BLMTI.04L6.B2I11_TCSP.A4L6.B2
1459603561540,-8.08,1.4480000000000002e-06
1459603561550,-8.08,1.4480000000000002e-06
1459603561560,-8.08,1.0859999999999999e-06
1459603561570,-8.08,1.81e-06
1459603561580,-8.08,1.81e-06
1459603561590,-8.08,1.0859999999999999e-06
1459603561600,-8.08,3.258e-06
1459603561610,-8.08,2.8960000000000003e-06
1459603561620,-8.08,2.5340000000000002e-06
1459603561630,-8.08,1.4480000000000002e-06
1459603561640,-8.08,3.6200000000000004e-07
1459603561650,-8.08,1.0859999999999999e-06
1459603561660,-8.08,1.81e-06
1459603561670,-8.08,1.4480000000000002e-06
1459603561680,-8.08,1.81e-06
1459603561690,-8.08,1.4480000000000002e-06
1459603561700,-8.08,1.0859999999999999e-06
1459603561710,-8.08,2.1719999999999997e-06
1459603561720,-8.08,1.4480000000000002e-06
1459603561730,-8.08,1.0859999999999999e-06
1459603561740,-8.08,7.240000000000001e-07
1459603561750,-8.08,1.4480000000000002e-06
1459603561760,-8.08,1.81e-06
1459603561770,-8.08,1.81e-06
1459603561780,-8.08,3.258e-06
1459603561790,-8.08,3.258e-06
1459603561800,-8.08,3.982e-06
1459603561810,-8.08,2.8960000000000003e-06
1459603561820,-8.08,2.5340000000000002e-06
1459603561830,-8.08,3.62e-06
1459603561840,-8.08,3.258e-06
1459603561850,-8.08,1.81e-06
1459603561860,-8.08,2.8960000000000003e-06
1459603561870,-8.08,1.0859999999999999e-06
1459603561880,-8.08,1.0859999999999999e-06
1459603561890,-8.08,0.0
1459603561900,-8.08,0.0
1459603561910,-8.08,7.240000000000001e-07
1459603561920,-8.08,0.0
1459603561930,-8.08,0.0
1459603561940,-8.08,7.240000000000001e-07
1459603561950,-8.08,7.240000000000001e-07
1459603561960,-8.08,3.6200000000000004e-07
1459603561970,-8.08,7.240000000000001e-07
1459603561980,-8.08,3.6200000000000004e-07
1459603561990,-8.08,3.6200000000000004e-07
1459603562000,-8.08,7.240000000000001e-07
1459603562010,-8.08,3.6200000000000004e-07
1459603562020,-8.08,3.6200000000000004e-07
1459603562030,-8.08,7.240000000000001e-07
1459603562040,-8.08,1.0859999999999999e-06
1459603562050,-8.08,7.240000000000001e-07
1459603562060,-8.08,3.6200000000000004e-07
1459603562070,-8.08,1.0859999999999999e-06
1459603562080,-8.08,0.0
1459603562090,-8.08,7.240000000000001e-07
1459603562100,-8.08,0.0
1459603562110,-8.08,7.240000000000001e-07
1459603562120,-8.08,7.240000000000001e-07
1459603562130,-8.08,3.6200000000000004e-07
1459603562140,-8.08,1.0859999999999999e-06
1459603562150,-8.08,7.240000000000001e-07
1459603562160,-8.08,7.240000000000001e-07
1459603562170,-8.08,7.240000000000001e-07
1459603562180,-8.08,3.6200000000000004e-07
1459603562190,-8.08,7.240000000000001e-07
1459603562200,-8.08,3.6200000000000004e-07
1459603562210,-8.08,1.0859999999999999e-06
1459603562220,-8.08,1.0859999999999999e-06
1459603562230,-8.08,7.240000000000001e-07
1459603562240,-8.08,0.0
1459603562250,-8.08,1.4480000000000002e-06
1459603562260,-8.08,7.240000000000001e-07
1459603562270,-8.08,7.240000000000001e-07
1459603562280,-8.08,7.240000000000001e-07
1459603562290,-8.08,1.0859999999999999e-06
1459603562300,-8.08,7.240000000000001e-07
1459603562310,-8.08,1.0859999999999999e-06
1459603562320,-8.08,1.4480000000000002e-06
1459603562330,-8.08,7.240000000000001e-07
1459603562340,-8.08,7.240000000000001e-07
1459603562350,-8.08,3.6200000000000004e-07
1459603562360,-8.08,0.0
1459603562370,-8.08,7.240000000000001e-07
1459603562380,-8.08,3.6200000000000004e-07
1459603562390,-8.08,1.0859999999999999e-06
1459603562400,-8.08,3.6200000000000004e-07
1459603562410,-8.08,7.240000000000001e-07
1459603562420,-8.08,3.6200000000000004e-07
1459603562430,-8.08,7.240000000000001e-07
1459603562440,-8.08,7.240000000000001e-07
1459603562450,-8.08,1.81e-06
1459603562460,-8.08,1.0859999999999999e-06
1459603562470,-8.08,1.0859999999999999e-06
1459603562480,-8.08,1.0859999999999999e-06
1459603562490,-8.08,1.0859999999999999e-06
1459603562500,-8.08,3.6200000000000004e-07
1459603562510,-8.08,1.4480000000000002e-06
1459603562520,-8.08,7.240000000000001e-07
1459603562530,-8.08,7.240000000000001e-07
1459603562540,-8.08,3.6200000000000004e-07
1459603562550,-8.08,7.240000000000001e-07
1459603562560,-8.08,3.6200000000000004e-07
1459603562570,-8.08,3.6200000000000004e-07
1459603562580,-8.08,0.0
1459603562590,-8.08,3.6200000000000004e-07
1459603562600,-8.08,3.6200000000000004e-07
1459603562610,-8.08,0.0
1459603562620,-8.08,3.6200000000000004e-07
1459603562630,-8.08,3.6200000000000004e-07
1459603562640,-8.08,3.6200000000000004e-07
1459603562650,-8.08,3.6200000000000004e-07
1459603562660,-8.08,0.0
1459603562670,-8.08,3.6200000000000004e-07
1459603562680,-8.08,0.0
1459603562690,-8.08,3.6200000000000004e-07
1459603562700,-8.08,3.6200000000000004e-07
1459603562710,-8.08,3.6200000000000004e-07
1459603562720,-8.08,3.6200000000000004e-07
1459603562730,-8.08,3.6200000000000004e-07
1459603562740,-8.08,3.6200000000000004e-07
1459603562750,-8.08,3.6200000000000004e-07
1459603562760,-8.08,0.0
1459603562770,-8.08,7.240000000000001e-07
1459603562780,-8.08,0.0
1459603562790,-8.08,3.6200000000000004e-07
1459603562800,-8.08,0.0
1459603562810,-8.08,0.0
1459603562820,-8.08,0.0
1459603562830,-8.08,0.0
1459603562840,-8.08,3.6200000000000004e-07
1459603562850,-8.08,3.6200000000000004e-07
1459603562860,-8.08,0.0
1459603562870,-8.08,3.6200000000000004e-07
1459603562880,-8.08,3.6200000000000004e-07
1459603562890,-8.08,0.0
1459603562900,-8.08,0.0
1459603562910,-8.08,7.240000000000001e-07
1459603562920,-8.08,3.6200000000000004e-07
1459603562930,-8.08,3.6200000000000004e-07
1459603562940,-8.08,3.6200000000000004e-07
1459603562950,-8.08,0.0
1459603562960,-8.08,3.6200000000000004e-07
1459603562970,-8.08,0.0
1459603562980,-8.08,0.0
1459603562990,-8.08,7.240000000000001e-07
1459603563000,-8.08,0.0
1459603563010,-8.08,0.0
1459603563020,-8.08,0.0
1459603563030,-8.08,7.240000000000001e-07
1459603563040,-8.08,0.0
1459603563050,-8.08,3.6200000000000004e-07
1459603563060,-8.08,3.6200000000000004e-07
1459603563070,-8.08,0.0
1459603563080,-8.08,0.0
1459603563090,-8.08,3.6200000000000004e-07
1459603563100,-8.08,3.6200000000000004e-07
1459603563110,-8.08,7.240000000000001e-07
1459603563120,-8.08,3.6200000000000004e-07
1459603563130,-8.08,7.240000000000001e-07
1459603563140,-8.08,3.6200000000000004e-07
1459603563150,-8.08,7.240000000000001e-07
1459603563160,-8.08,7.240000000000001e-07
1459603563170,-8.08,7.240000000000001e-07
1459603563180,-8.08,3.6200000000000004e-07
1459603563190,-8.08,7.240000000000001e-07
1459603563200,-8.08,7.240000000000001e-07
1459603563210,-8.08,3.6200000000000004e-07
1459603563220,-8.08,3.6200000000000004e-07
1459603563230,-8.08,3.6200000000000004e-07
1459603563240,-8.08,0.0
1459603563250,-8.08,3.6200000000000004e-07
1459603563260,-8.08,3.6200000000000004e-07
1459603563270,-8.08,3.6200000000000004e-07
1459603563280,-8.08,0.0
1459603563290,-8.08,7.240000000000001e-07
1459603563300,-8.08,3.6200000000000004e-07
1459603563310,-8.08,7.240000000000001e-07
1459603563320,-8.08,3.6200000000000004e-07
1459603563330,-8.08,0.0
1459603563340,-8.08,7.240000000000001e-07
1459603563350,-8.08,3.6200000000000004e-07
1459603563360,-8.08,3.6200000000000004e-07
1459603563370,-8.08,0.0
1459603563380,-8.08,3.6200000000000004e-07
1459603563390,-8.08,0.0
1459603563400,-8.08,3.6200000000000004e-07
1459603563410,-8.08,3.6200000000000004e-07
1459603563420,-8.08,0.0
1459603563430,-8.08,3.6200000000000004e-07
1459603563440,-8.08,0.0
1459603563450,-8.08,3.6200000000000004e-07
1459603563460,-8.08,3.6200000000000004e-07
1459603563470,-8.08,7.240000000000001e-07
1459603563480,-8.08,3.6200000000000004e-07
1459603563490,-8.08,1.0859999999999999e-06
1459603563500,-8.08,3.6200000000000004e-07
1459603563510,-8.08,7.240000000000001e-07
1459603563520,-8.08,7.240000000000001e-07
1459603563530,-8.08,3.6200000000000004e-07
1459603563540,-8.08,3.6200000000000004e-07
1459603563550,-8.08,7.240000000000001e-07
1459603563560,-8.08,3.6200000000000004e-07
1459603563570,-8.08,0.0
1459603563580,-8.08,0.0
1459603563590,-8.08,3.6200000000000004e-07
1459603563600,-8.08,3.6200000000000004e-07
1459603563610,-8.08,0.0
1459603563620,-8.08,7.240000000000001e-07
1459603563630,-8.08,1.0859999999999999e-06
1459603563640,-8.08,0.0
1459603563650,-8.08,7.240000000000001e-07
1459603563660,-8.08,0.0
1459603563670,-8.08,3.6200000000000004e-07
1459603563680,-8.08,0.0
1459603563690,-8.08,7.240000000000001e-07
1459603563700,-8.08,0.0
1459603563710,-8.08,3.6200000000000004e-07
1459603563720,-8.08,0.0
1459603563730,-8.08,3.6200000000000004e-07
1459603563740,-8.08,0.0
1459603563750,-8.08,0.0
1459603563760,-8.08,3.6200000000000004e-07
1459603563770,-8.08,3.6200000000000004e-07
1459603563780,-8.08,0.0
1459603563790,-8.08,0.0
1459603563800,-8.08,3.6200000000000004e-07
1459603563810,-8.08,0.0
1459603563820,-8.08,3.6200000000000004e-07
1459603563830,-8.08,3.6200000000000004e-07
1459603563840,-8.08,0.0
1459603563850,-8.08,0.0
1459603563860,-8.08,3.6200000000000004e-07
1459603563870,-8.08,7.240000000000001e-07
1459603563880,-8.08,0.0
1459603563890,-8.08,7.240000000000001e-07
1459603563900,-8.08,0.0
1459603563910,-8.08,3.6200000000000004e-07
1459603563920,-8.08,0.0
1459603563930,-8.08,7.240000000000001e-07
1459603563940,-8.08,7.240000000000001e-07
