Timestamp,position,BLMTI.06R7.B1E10_TCLA.A6R7.B1
1459607231540,1.99,1.4480000000000002e-06
1459607231550,1.99,1.81e-06
1459607231560,1.99,7.240000000000001e-07
1459607231570,1.99,2.5340000000000002e-06
1459607231580,1.99,7.240000000000001e-07
1459607231590,1.99,2.1719999999999997e-06
1459607231600,1.99,7.240000000000001e-07
1459607231610,1.99,2.5340000000000002e-06
1459607231620,1.99,3.6200000000000004e-07
1459607231630,1.99,2.5340000000000002e-06
1459607231640,1.99,3.6200000000000004e-07
1459607231650,1.99,1.81e-06
1459607231660,1.99,3.6200000000000004e-07
1459607231670,1.99,2.1719999999999997e-06
1459607231680,1.99,1.0859999999999999e-06
1459607231690,1.99,2.8960000000000003e-06
1459607231700,1.99,1.4480000000000002e-06
1459607231710,1.99,2.8960000000000003e-06
1459607231720,1.99,1.4480000000000002e-06
1459607231730,1.99,3.258e-06
1459607231740,1.99,1.81e-06
1459607231750,1.99,2.8960000000000003e-06
1459607231760,1.99,1.81e-06
1459607231770,1.99,2.8960000000000003e-06
1459607231780,1.99,1.4480000000000002e-06
1459607231790,1.99,2.8960000000000003e-06
1459607231800,1.99,7.240000000000001e-07
1459607231810,1.99,2.5340000000000002e-06
1459607231820,1.99,1.0859999999999999e-06
1459607231830,1.99,2.1719999999999997e-06
1459607231840,1.99,1.4480000000000002e-06
1459607231850,1.99,2.8960000000000003e-06
1459607231860,1.99,1.81e-06
1459607231870,1.99,2.8960000000000003e-06
1459607231880,1.99,2.1719999999999997e-06
1459607231890,1.99,3.62e-06
1459607231900,1.99,2.5340000000000002e-06
1459607231910,1.99,3.258e-06
1459607231920,1.99,1.81e-06
1459607231930,1.99,3.982e-06
1459607231940,1.99,1.0859999999999999e-06
1459607231950,1.99,2.8960000000000003e-06
1459607231960,1.99,1.81e-06
1459607231970,1.99,2.8960000000000003e-06
1459607231980,1.99,2.1719999999999997e-06
1459607231990,1.99,2.1719999999999997e-06
1459607232000,1.99,1.81e-06
1459607232010,1.99,2.1719999999999997e-06
