Timestamp,position,BLMTI.04R2.B1I10_TCLIA.4R2
1459606301860,-7.915,7.240000000000001e-07
1459606301870,-7.915,1.0859999999999999e-06
1459606301880,-7.915,1.81e-06
1459606301890,-7.915,0.0
1459606301900,-7.915,3.6200000000000004e-07
1459606301910,-7.915,3.6200000000000004e-07
1459606301920,-7.915,1.0859999999999999e-06
1459606301930,-7.915,3.6200000000000004e-07
1459606301940,-7.915,7.240000000000001e-07
1459606301950,-7.915,1.0859999999999999e-06
1459606301960,-7.915,1.81e-06
1459606301970,-7.915,1.81e-06
1459606301980,-7.915,1.81e-06
1459606301990,-7.915,2.1719999999999997e-06
1459606302000,-7.915,0.0
1459606302010,-7.915,1.4480000000000002e-06
1459606302020,-7.915,3.6200000000000004e-07
1459606302030,-7.915,1.4480000000000002e-06
1459606302040,-7.915,0.0
1459606302050,-7.915,7.240000000000001e-07
1459606302060,-7.915,3.6200000000000004e-07
1459606302070,-7.915,3.6200000000000004e-07
1459606302080,-7.915,7.240000000000001e-07
1459606302090,-7.915,7.240000000000001e-07
1459606302100,-7.915,1.4480000000000002e-06
1459606302110,-7.915,1.4480000000000002e-06
1459606302120,-7.915,2.5340000000000002e-06
1459606302130,-7.915,2.1719999999999997e-06
1459606302140,-7.915,2.5340000000000002e-06
1459606302150,-7.915,2.1719999999999997e-06
1459606302160,-7.915,2.1719999999999997e-06
1459606302170,-7.915,1.81e-06
1459606302180,-7.915,2.1719999999999997e-06
1459606302190,-7.915,1.4480000000000002e-06
1459606302200,-7.915,2.1719999999999997e-06
1459606302210,-7.915,2.8960000000000003e-06
1459606302220,-7.915,7.240000000000001e-07
1459606302230,-7.915,1.4480000000000002e-06
1459606302240,-7.915,1.0859999999999999e-06
1459606302250,-7.915,2.1719999999999997e-06
1459606302260,-7.915,3.6200000000000004e-07
1459606302270,-7.915,1.0859999999999999e-06
1459606302280,-7.915,1.0859999999999999e-06
1459606302290,-7.7,0.0
1459606302300,-7.7,7.240000000000001e-07
1459606302310,-7.7,7.240000000000001e-07
1459606302320,-7.7,7.240000000000001e-07
1459606302330,-7.7,1.4480000000000002e-06
1459606302340,-7.7,3.6200000000000004e-07
1459606302350,-7.7,1.0859999999999999e-06
1459606302360,-7.7,1.0859999999999999e-06
1459606302370,-7.7,1.81e-06
1459606302380,-7.7,7.240000000000001e-07
1459606302390,-7.7,1.0859999999999999e-06
1459606302400,-7.7,3.6200000000000004e-07
1459606302410,-7.7,7.240000000000001e-07
1459606302420,-7.7,1.4480000000000002e-06
1459606302430,-7.7,0.0
1459606302440,-7.7,0.0
1459606302450,-7.7,1.0859999999999999e-06
1459606302460,-7.7,3.6200000000000004e-07
1459606302470,-7.7,1.81e-06
1459606302480,-7.7,3.6200000000000004e-07
1459606302490,-7.7,7.240000000000001e-07
1459606302500,-7.7,1.0859999999999999e-06
1459606302510,-7.7,3.6200000000000004e-07
1459606302520,-7.7,1.81e-06
1459606302530,-7.7,0.0
1459606302540,-7.7,1.0859999999999999e-06
1459606302550,-7.7,2.1719999999999997e-06
1459606302560,-7.7,3.6200000000000004e-07
1459606302570,-7.7,7.240000000000001e-07
1459606302580,-7.7,7.240000000000001e-07
1459606302590,-7.7,7.240000000000001e-07
1459606302600,-7.7,3.6200000000000004e-07
1459606302610,-7.7,7.240000000000001e-07
1459606302620,-7.7,1.0859999999999999e-06
1459606302630,-7.7,3.6200000000000004e-07
1459606302640,-7.7,1.4480000000000002e-06
1459606302650,-7.7,3.6200000000000004e-07
1459606302660,-7.7,1.4480000000000002e-06
1459606302670,-7.7,1.0859999999999999e-06
1459606302680,-7.7,1.0859999999999999e-06
1459606302690,-7.7,1.81e-06
1459606302700,-7.7,7.240000000000001e-07
1459606302710,-7.7,1.0859999999999999e-06
1459606302720,-7.7,1.0859999999999999e-06
1459606302730,-7.7,1.0859999999999999e-06
1459606302740,-7.7,2.8960000000000003e-06
1459606302750,-7.7,3.6200000000000004e-07
1459606302760,-7.7,2.5340000000000002e-06
1459606302770,-7.7,1.4480000000000002e-06
1459606302780,-7.7,1.0859999999999999e-06
1459606302790,-7.7,2.8960000000000003e-06
1459606302800,-7.7,1.0859999999999999e-06
1459606302810,-7.7,3.62e-06
1459606302820,-7.7,1.81e-06
1459606302830,-7.7,5.43e-06
1459606302840,-7.7,2.8960000000000003e-06
1459606302850,-7.7,3.982e-06
1459606302860,-7.7,2.1719999999999997e-06
1459606302870,-7.7,1.81e-06
1459606302880,-7.7,2.1719999999999997e-06
1459606302890,-7.7,1.0859999999999999e-06
1459606302900,-7.7,1.81e-06
1459606302910,-7.7,1.0859999999999999e-06
1459606302920,-7.7,7.240000000000001e-07
1459606302930,-7.7,1.0859999999999999e-06
1459606302940,-7.7,1.0859999999999999e-06
1459606302950,-7.7,1.81e-06
1459606302960,-7.7,3.6200000000000004e-07
1459606302970,-7.7,1.0859999999999999e-06
1459606302980,-7.7,7.240000000000001e-07
1459606302990,-7.7,1.0859999999999999e-06
1459606303000,-7.7,1.0859999999999999e-06
1459606303010,-7.7,7.240000000000001e-07
1459606303020,-7.7,7.240000000000001e-07
1459606303030,-7.7,1.0859999999999999e-06
1459606303040,-7.7,1.81e-06
1459606303050,-7.7,1.4480000000000002e-06
1459606303060,-7.7,1.0859999999999999e-06
1459606303070,-7.7,3.6200000000000004e-07
1459606303080,-7.7,1.4480000000000002e-06
1459606303090,-7.7,7.240000000000001e-07
1459606303100,-7.7,7.240000000000001e-07
1459606303110,-7.7,0.0
1459606303120,-7.7,0.0
1459606303130,-7.7,3.6200000000000004e-07
1459606303140,-7.7,3.258e-06
1459606303150,-7.7,4.343999999999999e-06
1459606303160,-7.7,4.706e-06
1459606303170,-7.7,7.24e-06
1459606303180,-7.7,6.516e-06
1459606303190,-7.7,1.1584000000000001e-05
1459606303200,-7.7,6.516e-06
1459606303210,-7.7,1.1584000000000001e-05
1459606303220,-7.7,7.24e-06
1459606303230,-7.7,9.412e-06
1459606303240,-7.7,7.964e-06
1459606303250,-7.7,8.687999999999999e-06
1459606303260,-7.7,6.154e-06
1459606303270,-7.7,4.706e-06
1459606303280,-7.7,4.343999999999999e-06
1459606303290,-7.7,2.1719999999999997e-06
1459606303300,-7.7,2.5340000000000002e-06
1459606303310,-7.7,1.81e-06
1459606303320,-7.7,7.240000000000001e-07
1459606303330,-7.7,1.81e-06
1459606303340,-7.7,1.4480000000000002e-06
1459606303350,-7.7,1.4480000000000002e-06
1459606303360,-7.7,1.0859999999999999e-06
1459606303370,-7.7,1.0859999999999999e-06
1459606303380,-7.7,1.81e-06
1459606303390,-7.7,0.0
1459606303400,-7.7,7.240000000000001e-07
1459606303410,-7.7,2.1719999999999997e-06
1459606303420,-7.7,2.1719999999999997e-06
1459606303430,-7.7,3.258e-06
1459606303440,-7.7,0.0
1459606303450,-7.7,3.258e-06
1459606303460,-7.7,2.1719999999999997e-06
1459606303470,-7.7,2.1719999999999997e-06
1459606303480,-7.7,2.8960000000000003e-06
1459606303490,-7.7,3.62e-06
1459606303500,-7.7,3.62e-06
1459606303510,-7.7,1.81e-06
1459606303520,-7.7,3.258e-06
1459606303530,-7.7,3.6200000000000004e-07
1459606303540,-7.7,1.4480000000000002e-06
1459606303550,-7.7,1.81e-06
1459606303560,-7.7,1.4480000000000002e-06
1459606303570,-7.7,1.0859999999999999e-06
1459606303580,-7.7,3.6200000000000004e-07
1459606303590,-7.7,1.0859999999999999e-06
1459606303600,-7.7,1.4480000000000002e-06
1459606303610,-7.7,1.0859999999999999e-06
1459606303620,-7.7,1.0859999999999999e-06
1459606303630,-7.7,1.0859999999999999e-06
1459606303640,-7.7,1.4480000000000002e-06
1459606303650,-7.7,3.6200000000000004e-07
1459606303660,-7.7,2.5340000000000002e-06
1459606303670,-7.7,1.4480000000000002e-06
1459606303680,-7.7,2.1719999999999997e-06
1459606303690,-7.7,3.258e-06
1459606303700,-7.7,3.982e-06
1459606303710,-7.7,3.258e-06
1459606303720,-7.7,6.516e-06
1459606303730,-7.7,5.0680000000000004e-06
1459606303740,-7.7,5.43e-06
1459606303750,-7.7,2.5340000000000002e-06
