Timestamp,position,BLMTI.06R7.B2I10_TCP.C6R7.B2
1459604430520,3.805,2.8960000000000003e-06
1459604430530,3.805,1.0859999999999999e-06
1459604430540,3.805,2.8960000000000003e-06
1459604430550,3.805,1.4480000000000002e-06
1459604430560,3.805,1.0859999999999999e-06
1459604430570,3.805,7.240000000000001e-07
1459604430580,3.805,1.0859999999999999e-06
1459604430590,3.805,1.0859999999999999e-06
1459604430600,3.805,7.240000000000001e-07
1459604430610,3.805,1.0859999999999999e-06
1459604430620,3.805,3.6200000000000004e-07
1459604430630,3.805,3.6200000000000004e-07
1459604430640,3.805,7.240000000000001e-07
1459604430650,3.805,1.4480000000000002e-06
1459604430660,3.805,3.6200000000000004e-07
1459604430670,3.805,7.240000000000001e-07
1459604430680,3.805,7.240000000000001e-07
1459604430690,3.805,7.240000000000001e-07
1459604430700,3.805,1.0859999999999999e-06
1459604430710,3.805,1.0859999999999999e-06
1459604430720,3.805,3.6200000000000004e-07
1459604430730,3.805,1.0859999999999999e-06
1459604430740,3.805,3.6200000000000004e-07
1459604430750,3.805,7.240000000000001e-07
1459604430760,3.805,1.0859999999999999e-06
1459604430770,3.805,3.6200000000000004e-07
1459604430780,3.805,2.1719999999999997e-06
1459604430790,3.805,1.0859999999999999e-06
1459604430800,3.805,1.81e-06
1459604430810,3.805,1.0859999999999999e-06
1459604430820,3.805,1.4480000000000002e-06
1459604430830,3.805,1.0859999999999999e-06
1459604430840,3.805,1.81e-06
1459604430850,3.805,1.4480000000000002e-06
1459604430860,3.805,2.1719999999999997e-06
1459604430870,3.805,1.81e-06
1459604430880,3.805,2.5340000000000002e-06
1459604430890,3.805,1.4480000000000002e-06
1459604430900,3.805,2.8960000000000003e-06
1459604430910,3.805,2.1719999999999997e-06
1459604430920,3.805,3.62e-06
1459604430930,3.805,2.1719999999999997e-06
1459604430940,3.805,3.982e-06
1459604430950,3.805,2.5340000000000002e-06
1459604430960,3.805,3.62e-06
1459604430970,3.805,2.1719999999999997e-06
1459604430980,3.805,3.258e-06
1459604430990,3.805,2.5340000000000002e-06
1459604431000,3.805,5.0680000000000004e-06
1459604431010,3.805,2.1719999999999997e-06
1459604431020,3.805,5.0680000000000004e-06
1459604431030,3.805,2.8960000000000003e-06
1459604431040,3.805,3.258e-06
1459604431050,3.805,1.81e-06
1459604431060,3.805,3.258e-06
1459604431070,3.805,2.8960000000000003e-06
1459604431080,3.805,4.706e-06
1459604431090,3.805,3.982e-06
1459604431100,3.805,5.0680000000000004e-06
1459604431110,3.805,4.343999999999999e-06
1459604431120,3.805,5.43e-06
1459604431130,3.805,2.5340000000000002e-06
1459604431140,3.805,2.8960000000000003e-06
1459604431150,3.805,2.1719999999999997e-06
1459604431160,3.805,2.5340000000000002e-06
1459604431170,3.805,1.81e-06
1459604431180,3.805,2.8960000000000003e-06
1459604431190,3.805,2.1719999999999997e-06
1459604431200,3.805,2.5340000000000002e-06
1459604431210,3.805,7.240000000000001e-07
1459604431220,3.805,2.1719999999999997e-06
1459604431230,3.805,1.4480000000000002e-06
1459604431240,3.805,1.81e-06
1459604431250,3.805,1.0859999999999999e-06
1459604431260,3.805,7.240000000000001e-07
1459604431270,3.805,1.4480000000000002e-06
1459604431280,3.805,7.240000000000001e-07
1459604431290,3.805,1.0859999999999999e-06
1459604431300,3.805,7.240000000000001e-07
1459604431310,3.805,7.240000000000001e-07
1459604431320,3.805,7.240000000000001e-07
1459604431330,3.805,1.4480000000000002e-06
1459604431340,3.805,3.6200000000000004e-07
1459604431350,3.805,1.0859999999999999e-06
1459604431360,3.805,7.240000000000001e-07
1459604431370,3.805,7.240000000000001e-07
1459604431380,3.805,7.240000000000001e-07
1459604431390,3.805,3.6200000000000004e-07
1459604431400,3.805,1.4480000000000002e-06
1459604431410,3.805,3.6200000000000004e-07
1459604431420,3.805,7.240000000000001e-07
