Timestamp,position,BLMTI.06R2.B1I10_TCLIB.6R2.B1
1459605650510,-1.65,1.81e-06
1459605650520,-1.65,1.0859999999999999e-06
1459605650530,-1.65,1.4480000000000002e-06
1459605650540,-1.65,1.81e-06
1459605650550,-1.65,7.240000000000001e-07
1459605650560,-1.65,1.0859999999999999e-06
1459605650570,-1.65,7.240000000000001e-07
1459605650580,-1.65,7.240000000000001e-07
1459605650590,-1.65,1.0859999999999999e-06
1459605650600,-1.65,1.4480000000000002e-06
1459605650610,-1.65,1.4480000000000002e-06
1459605650620,-1.65,1.4480000000000002e-06
1459605650630,-1.65,1.81e-06
1459605650640,-1.65,1.4480000000000002e-06
1459605650650,-1.65,1.0859999999999999e-06
1459605650660,-1.65,1.0859999999999999e-06
1459605650670,-1.65,1.0859999999999999e-06
1459605650680,-1.65,3.6200000000000004e-07
1459605650690,-1.65,1.0859999999999999e-06
1459605650700,-1.65,7.240000000000001e-07
1459605650710,-1.65,1.81e-06
1459605650720,-1.65,1.0859999999999999e-06
1459605650730,-1.65,3.6200000000000004e-07
1459605650740,-1.65,1.0859999999999999e-06
1459605650750,-1.65,7.240000000000001e-07
1459605650760,-1.65,1.81e-06
1459605650770,-1.65,1.4480000000000002e-06
1459605650780,-1.65,7.240000000000001e-07
1459605650790,-1.65,1.4480000000000002e-06
1459605650800,-1.65,1.81e-06
1459605650810,-1.65,7.240000000000001e-07
1459605650820,-1.65,1.81e-06
1459605650830,-1.65,1.0859999999999999e-06
1459605650840,-1.65,1.0859999999999999e-06
1459605650850,-1.65,1.0859999999999999e-06
1459605650860,-1.65,1.0859999999999999e-06
1459605650870,-1.65,7.240000000000001e-07
1459605650880,-1.65,1.81e-06
1459605650890,-1.65,1.0859999999999999e-06
1459605650900,-1.65,2.1719999999999997e-06
1459605650910,-1.65,1.0859999999999999e-06
1459605650920,-1.65,1.81e-06
1459605650930,-1.65,1.4480000000000002e-06
1459605650940,-1.65,1.0859999999999999e-06
1459605650950,-1.65,1.4480000000000002e-06
1459605650960,-1.65,1.4480000000000002e-06
1459605650970,-1.65,1.4480000000000002e-06
1459605650980,-1.65,1.81e-06
1459605650990,-1.65,1.81e-06
1459605651000,-1.65,1.81e-06
1459605651010,-1.65,1.4480000000000002e-06
1459605651020,-1.65,1.0859999999999999e-06
1459605651030,-1.65,2.5340000000000002e-06
1459605651040,-1.65,1.0859999999999999e-06
1459605651050,-1.65,1.81e-06
1459605651060,-1.65,7.240000000000001e-07
1459605651070,-1.65,1.0859999999999999e-06
1459605651080,-1.65,1.4480000000000002e-06
1459605651090,-1.65,1.0859999999999999e-06
1459605651100,-1.65,1.4480000000000002e-06
1459605651110,-1.65,1.0859999999999999e-06
1459605651120,-1.65,1.0859999999999999e-06
1459605651130,-1.65,1.4480000000000002e-06
1459605651140,-1.65,1.4480000000000002e-06
1459605651150,-1.65,1.4480000000000002e-06
1459605651160,-1.65,7.240000000000001e-07
1459605651170,-1.65,1.0859999999999999e-06
1459605651180,-1.65,1.0859999999999999e-06
1459605651190,-1.65,1.0859999999999999e-06
1459605651200,-1.65,1.4480000000000002e-06
1459605651210,-1.65,1.4480000000000002e-06
1459605651220,-1.65,1.0859999999999999e-06
1459605651230,-1.65,3.6200000000000004e-07
1459605651240,-1.65,7.240000000000001e-07
1459605651250,-1.65,1.4480000000000002e-06
1459605651260,-1.65,1.0859999999999999e-06
1459605651270,-1.65,1.0859999999999999e-06
1459605651280,-1.65,1.0859999999999999e-06
1459605651290,-1.65,7.240000000000001e-07
1459605651300,-1.65,3.6200000000000004e-07
1459605651310,-1.65,1.4480000000000002e-06
1459605651320,-1.65,1.81e-06
1459605651330,-1.65,1.0859999999999999e-06
1459605651340,-1.65,1.4480000000000002e-06
1459605651350,-1.65,3.6200000000000004e-07
1459605651360,-1.65,1.4480000000000002e-06
1459605651370,-1.65,1.81e-06
1459605651380,-1.65,1.0859999999999999e-06
1459605651390,-1.65,1.81e-06
1459605651400,-1.65,1.4480000000000002e-06
1459605651410,-1.65,1.4480000000000002e-06
1459605651420,-1.65,1.4480000000000002e-06
1459605651430,-1.65,7.240000000000001e-07
1459605651440,-1.65,1.4480000000000002e-06
1459605651450,-1.65,1.0859999999999999e-06
1459605651460,-1.65,1.81e-06
1459605651470,-1.65,1.4480000000000002e-06
1459605651480,-1.65,1.4480000000000002e-06
1459605651490,-1.65,3.6200000000000004e-07
1459605651500,-1.65,1.81e-06
1459605651510,-1.65,1.0859999999999999e-06
1459605651520,-1.65,1.81e-06
1459605651530,-1.65,7.240000000000001e-07
1459605651540,-1.65,1.4480000000000002e-06
1459605651550,-1.65,1.81e-06
1459605651560,-1.65,1.0859999999999999e-06
1459605651570,-1.65,1.0859999999999999e-06
1459605651580,-1.65,1.4480000000000002e-06
1459605651590,-1.65,1.4480000000000002e-06
1459605651600,-1.65,1.0859999999999999e-06
1459605651610,-1.65,2.1719999999999997e-06
1459605651620,-1.65,1.0859999999999999e-06
1459605651630,-1.65,1.81e-06
1459605651640,-1.65,3.6200000000000004e-07
1459605651650,-1.65,2.8960000000000003e-06
1459605651660,-1.65,3.6200000000000004e-07
1459605651670,-1.65,1.81e-06
1459605651680,-1.65,1.4480000000000002e-06
1459605651690,-1.65,1.0859999999999999e-06
1459605651700,-1.65,1.4480000000000002e-06
1459605651710,-1.65,7.240000000000001e-07
1459605651720,-1.65,1.81e-06
1459605651730,-1.65,7.240000000000001e-07
1459605651740,-1.65,1.0859999999999999e-06
1459605651750,-1.65,1.0859999999999999e-06
1459605651760,-1.65,2.5340000000000002e-06
1459605651770,-1.65,0.0
1459605651780,-1.65,1.0859999999999999e-06
1459605651790,-1.65,1.0859999999999999e-06
1459605651800,-1.65,1.4480000000000002e-06
1459605651810,-1.65,1.0859999999999999e-06
1459605651820,-1.65,1.4480000000000002e-06
1459605651830,-1.65,1.4480000000000002e-06
1459605651840,-1.65,0.0
1459605651850,-1.65,7.240000000000001e-07
1459605651860,-1.65,1.0859999999999999e-06
1459605651870,-1.65,1.4480000000000002e-06
1459605651880,-1.65,1.0859999999999999e-06
1459605651890,-1.65,1.4480000000000002e-06
1459605651900,-1.65,1.0859999999999999e-06
1459605651910,-1.65,1.4480000000000002e-06
1459605651920,-1.65,1.4480000000000002e-06
1459605651930,-1.65,7.240000000000001e-07
1459605651940,-1.65,1.0859999999999999e-06
1459605651950,-1.65,3.6200000000000004e-07
1459605651960,-1.65,1.81e-06
1459605651970,-1.65,3.6200000000000004e-07
1459605651980,-1.65,2.1719999999999997e-06
1459605651990,-1.65,7.240000000000001e-07
1459605652000,-1.65,7.240000000000001e-07
1459605652010,-1.65,1.81e-06
1459605652020,-1.65,1.81e-06
1459605652030,-1.65,1.81e-06
1459605652040,-1.65,1.0859999999999999e-06
1459605652050,-1.65,2.1719999999999997e-06
1459605652060,-1.65,3.6200000000000004e-07
1459605652070,-1.65,2.5340000000000002e-06
1459605652080,-1.65,7.240000000000001e-07
1459605652090,-1.65,1.81e-06
1459605652100,-1.65,1.0859999999999999e-06
1459605652110,-1.65,2.1719999999999997e-06
1459605652120,-1.65,2.1719999999999997e-06
1459605652130,-1.65,1.0859999999999999e-06
1459605652140,-1.65,1.0859999999999999e-06
1459605652150,-1.65,1.0859999999999999e-06
1459605652160,-1.65,2.5340000000000002e-06
1459605652170,-1.65,3.6200000000000004e-07
1459605652180,-1.65,1.81e-06
1459605652190,-1.65,1.0859999999999999e-06
1459605652200,-1.65,1.4480000000000002e-06
1459605652210,-1.65,7.240000000000001e-07
1459605652220,-1.65,1.4480000000000002e-06
1459605652230,-1.65,1.4480000000000002e-06
1459605652240,-1.65,1.0859999999999999e-06
1459605652250,-1.65,7.240000000000001e-07
1459605652260,-1.65,1.0859999999999999e-06
1459605652270,-1.65,1.0859999999999999e-06
1459605652280,-1.65,1.4480000000000002e-06
1459605652290,-1.65,1.4480000000000002e-06
1459605652300,-1.65,3.6200000000000004e-07
1459605652310,-1.65,1.0859999999999999e-06
1459605652320,-1.65,1.4480000000000002e-06
1459605652330,-1.65,3.6200000000000004e-07
1459605652340,-1.65,1.81e-06
1459605652350,-1.65,7.240000000000001e-07
1459605652360,-1.65,1.81e-06
1459605652370,-1.65,7.240000000000001e-07
1459605652380,-1.65,1.0859999999999999e-06
1459605652390,-1.65,7.240000000000001e-07
1459605652400,-1.65,1.0859999999999999e-06
1459605652410,-1.65,7.240000000000001e-07
1459605652420,-1.65,2.1719999999999997e-06
1459605652430,-1.65,7.240000000000001e-07
1459605652440,-1.65,7.240000000000001e-07
1459605652450,-1.65,1.0859999999999999e-06
1459605652460,-1.65,7.240000000000001e-07
1459605652470,-1.65,1.4480000000000002e-06
1459605652480,-1.65,7.240000000000001e-07
1459605652490,-1.65,1.81e-06
1459605652500,-1.65,7.240000000000001e-07
1459605652510,-1.65,1.0859999999999999e-06
1459605652520,-1.65,3.6200000000000004e-07
1459605652530,-1.65,3.6200000000000004e-07
1459605652540,-1.65,1.4480000000000002e-06
1459605652550,-1.65,7.240000000000001e-07
1459605652560,-1.65,1.0859999999999999e-06
1459605652570,-1.65,1.0859999999999999e-06
1459605652580,-1.65,1.4480000000000002e-06
1459605652590,-1.65,3.6200000000000004e-07
1459605652600,-1.65,7.240000000000001e-07
1459605652610,-1.65,3.6200000000000004e-07
1459605652620,-1.65,2.1719999999999997e-06
1459605652630,-1.65,3.6200000000000004e-07
1459605652640,-1.65,1.4480000000000002e-06
1459605652650,-1.65,1.0859999999999999e-06
1459605652660,-1.65,1.0859999999999999e-06
1459605652670,-1.65,0.0
1459605652680,-1.65,1.0859999999999999e-06
1459605652690,-1.65,1.4480000000000002e-06
1459605652700,-1.65,7.240000000000001e-07
1459605652710,-1.65,7.240000000000001e-07
1459605652720,-1.65,1.4480000000000002e-06
1459605652730,-1.65,1.81e-06
1459605652740,-1.65,1.0859999999999999e-06
1459605652750,-1.65,0.0
1459605652760,-1.65,1.4480000000000002e-06
1459605652770,-1.65,1.0859999999999999e-06
1459605652780,-1.65,1.0859999999999999e-06
1459605652790,-1.65,7.240000000000001e-07
1459605652800,-1.65,7.240000000000001e-07
1459605652810,-1.65,7.240000000000001e-07
1459605652820,-1.65,1.81e-06
1459605652830,-1.65,7.240000000000001e-07
1459605652840,-1.65,1.4480000000000002e-06
1459605652850,-1.65,1.4480000000000002e-06
1459605652860,-1.65,1.81e-06
1459605652870,-1.65,1.4480000000000002e-06
1459605652880,-1.65,7.240000000000001e-07
1459605652890,-1.65,1.0859999999999999e-06
1459605652900,-1.65,1.0859999999999999e-06
1459605652910,-1.65,7.240000000000001e-07
1459605652920,-1.65,1.0859999999999999e-06
1459605652930,-1.65,2.1719999999999997e-06
1459605652940,-1.65,1.0859999999999999e-06
1459605652950,-1.65,1.4480000000000002e-06
1459605652960,-1.65,1.4480000000000002e-06
1459605652970,-1.65,1.0859999999999999e-06
1459605652980,-1.65,3.6200000000000004e-07
1459605652990,-1.65,1.0859999999999999e-06
1459605653000,-1.65,7.240000000000001e-07
1459605653010,-1.65,1.0859999999999999e-06
1459605653020,-1.65,3.6200000000000004e-07
1459605653030,-1.65,1.81e-06
1459605653040,-1.65,1.0859999999999999e-06
1459605653050,-1.65,7.240000000000001e-07
1459605653060,-1.65,1.0859999999999999e-06
1459605653070,-1.65,7.240000000000001e-07
1459605653080,-1.65,1.4480000000000002e-06
1459605653090,-1.65,1.0859999999999999e-06
1459605653100,-1.65,7.240000000000001e-07
1459605653110,-1.65,1.4480000000000002e-06
1459605653120,-1.65,1.4480000000000002e-06
1459605653130,-1.65,1.0859999999999999e-06
1459605653140,-1.65,7.240000000000001e-07
1459605653150,-1.65,1.0859999999999999e-06
1459605653160,-1.65,1.4480000000000002e-06
1459605653170,-1.65,1.0859999999999999e-06
1459605653180,-1.65,1.4480000000000002e-06
1459605653190,-1.65,1.0859999999999999e-06
1459605653200,-1.65,1.0859999999999999e-06
1459605653210,-1.65,1.0859999999999999e-06
1459605653220,-1.65,1.0859999999999999e-06
1459605653230,-1.65,1.0859999999999999e-06
1459605653240,-1.65,1.0859999999999999e-06
1459605653250,-1.65,1.0859999999999999e-06
1459605653260,-1.65,1.0859999999999999e-06
1459605653270,-1.65,7.240000000000001e-07
1459605653280,-1.65,1.0859999999999999e-06
1459605653290,-1.65,1.0859999999999999e-06
1459605653300,-1.65,7.240000000000001e-07
1459605653310,-1.65,1.0859999999999999e-06
1459605653320,-1.65,1.4480000000000002e-06
1459605653330,-1.65,1.0859999999999999e-06
1459605653340,-1.65,1.4480000000000002e-06
1459605653350,-1.65,1.0859999999999999e-06
1459605653360,-1.65,7.240000000000001e-07
1459605653370,-1.65,1.0859999999999999e-06
1459605653380,-1.65,7.240000000000001e-07
1459605653390,-1.65,1.4480000000000002e-06
1459605653400,-1.65,3.6200000000000004e-07
1459605653410,-1.65,7.240000000000001e-07
1459605653420,-1.65,3.6200000000000004e-07
1459605653430,-1.65,1.81e-06
1459605653440,-1.65,7.240000000000001e-07
1459605653450,-1.65,7.240000000000001e-07
1459605653460,-1.65,1.4480000000000002e-06
1459605653470,-1.65,1.0859999999999999e-06
1459605653480,-1.65,1.0859999999999999e-06
1459605653490,-1.65,1.0859999999999999e-06
1459605653500,-1.65,7.240000000000001e-07
1459605653510,-1.65,7.240000000000001e-07
1459605653520,-1.65,1.4480000000000002e-06
1459605653530,-1.65,1.0859999999999999e-06
1459605653540,-1.65,1.0859999999999999e-06
1459605653550,-1.65,7.240000000000001e-07
1459605653560,-1.65,1.0859999999999999e-06
1459605653570,-1.65,1.4480000000000002e-06
1459605653580,-1.65,3.6200000000000004e-07
1459605653590,-1.65,1.4480000000000002e-06
1459605653600,-1.65,7.240000000000001e-07
1459605653610,-1.65,7.240000000000001e-07
1459605653620,-1.65,1.0859999999999999e-06
1459605653630,-1.65,1.4480000000000002e-06
1459605653640,-1.65,1.0859999999999999e-06
1459605653650,-1.65,2.5340000000000002e-06
1459605653660,-1.65,1.0859999999999999e-06
1459605653670,-1.65,3.6200000000000004e-07
1459605653680,-1.65,1.81e-06
1459605653690,-1.65,7.240000000000001e-07
1459605653700,-1.65,1.0859999999999999e-06
1459605653710,-1.65,7.240000000000001e-07
1459605653720,-1.65,3.6200000000000004e-07
1459605653730,-1.65,1.4480000000000002e-06
1459605653740,-1.65,1.81e-06
1459605653750,-1.65,0.0
1459605653760,-1.65,1.4480000000000002e-06
1459605653770,-1.65,1.0859999999999999e-06
1459605653780,-1.65,1.0859999999999999e-06
1459605653790,-1.65,1.0859999999999999e-06
1459605653800,-1.65,7.240000000000001e-07
1459605653810,-1.65,1.0859999999999999e-06
1459605653820,-1.65,0.0
1459605653830,-1.65,1.0859999999999999e-06
1459605653840,-1.65,1.0859999999999999e-06
1459605653850,-1.65,1.4480000000000002e-06
1459605653860,-1.65,7.240000000000001e-07
1459605653870,-1.65,1.81e-06
1459605653880,-1.65,7.240000000000001e-07
1459605653890,-1.65,7.240000000000001e-07
1459605653900,-1.65,7.240000000000001e-07
1459605653910,-1.65,1.81e-06
1459605653920,-1.65,1.0859999999999999e-06
1459605653930,-1.65,7.240000000000001e-07
1459605653940,-1.65,1.81e-06
1459605653950,-1.65,3.6200000000000004e-07
1459605653960,-1.65,2.1719999999999997e-06
1459605653970,-1.65,0.0
1459605653980,-1.65,1.4480000000000002e-06
1459605653990,-1.65,1.4480000000000002e-06
1459605654000,-1.65,1.4480000000000002e-06
1459605654010,-1.65,1.0859999999999999e-06
1459605654020,-1.65,7.240000000000001e-07
1459605654030,-1.65,1.0859999999999999e-06
1459605654040,-1.65,1.0859999999999999e-06
1459605654050,-1.65,1.0859999999999999e-06
1459605654060,-1.65,7.240000000000001e-07
1459605654070,-1.65,7.240000000000001e-07
1459605654080,-1.65,7.240000000000001e-07
1459605654090,-1.65,1.81e-06
1459605654100,-1.65,7.240000000000001e-07
1459605654110,-1.65,3.6200000000000004e-07
1459605654120,-1.65,1.0859999999999999e-06
1459605654130,-1.65,1.4480000000000002e-06
1459605654140,-1.65,1.0859999999999999e-06
1459605654150,-1.65,7.240000000000001e-07
1459605654160,-1.65,1.81e-06
1459605654170,-1.65,3.6200000000000004e-07
1459605654180,-1.65,1.0859999999999999e-06
1459605654190,-1.65,1.0859999999999999e-06
1459605654200,-1.65,1.4480000000000002e-06
1459605654210,-1.65,7.240000000000001e-07
1459605654220,-1.65,1.4480000000000002e-06
1459605654230,-1.65,1.4480000000000002e-06
1459605654240,-1.65,7.240000000000001e-07
1459605654250,-1.65,2.5340000000000002e-06
1459605654260,-1.65,1.0859999999999999e-06
1459605654270,-1.65,1.0859999999999999e-06
1459605654280,-1.65,1.0859999999999999e-06
1459605654290,-1.65,1.4480000000000002e-06
1459605654300,-1.65,1.0859999999999999e-06
1459605654310,-1.65,1.0859999999999999e-06
1459605654320,-1.65,7.240000000000001e-07
1459605654330,-1.65,1.4480000000000002e-06
1459605654340,-1.65,7.240000000000001e-07
1459605654350,-1.65,1.0859999999999999e-06
1459605654360,-1.65,1.0859999999999999e-06
1459605654370,-1.65,1.0859999999999999e-06
1459605654380,-1.65,1.0859999999999999e-06
1459605654390,-1.65,1.0859999999999999e-06
1459605654400,-1.65,7.240000000000001e-07
1459605654410,-1.65,1.81e-06
1459605654420,-1.65,7.240000000000001e-07
1459605654430,-1.65,1.81e-06
1459605654440,-1.65,1.0859999999999999e-06
1459605654450,-1.65,1.4480000000000002e-06
1459605654460,-1.65,1.4480000000000002e-06
