Timestamp,position,BLMTI.05L3.B2E10_TCLA.A5L3.B2
1459606264040,3.315,7.240000000000001e-07
1459606264050,3.315,7.240000000000001e-07
1459606264060,3.315,3.6200000000000004e-07
1459606264070,3.315,7.240000000000001e-07
1459606264080,3.315,7.240000000000001e-07
1459606264090,3.315,7.240000000000001e-07
1459606264100,3.315,3.6200000000000004e-07
1459606264110,3.315,7.240000000000001e-07
1459606264120,3.315,7.240000000000001e-07
1459606264130,3.315,7.240000000000001e-07
1459606264140,3.315,3.6200000000000004e-07
1459606264150,3.315,7.240000000000001e-07
1459606264160,3.315,1.4480000000000002e-06
1459606264170,3.315,7.240000000000001e-07
1459606264180,3.315,3.6200000000000004e-07
1459606264190,3.315,7.240000000000001e-07
1459606264200,3.315,3.6200000000000004e-07
1459606264210,3.315,7.240000000000001e-07
1459606264220,3.315,1.0859999999999999e-06
1459606264230,3.315,3.258e-06
1459606264240,3.315,2.5340000000000002e-06
1459606264250,3.315,3.982e-06
1459606264260,3.315,7.964e-06
1459606264270,3.315,7.24e-06
1459606264280,3.315,1.1584000000000001e-05
1459606264290,3.315,1.448e-05
1459606264300,3.315,1.448e-05
1459606264310,3.315,7.24e-06
1459606264320,3.315,5.43e-06
1459606264330,3.315,1.81e-06
1459606264340,3.315,1.81e-06
1459606264350,3.315,1.4480000000000002e-06
1459606264360,3.315,1.0859999999999999e-06
1459606264370,3.315,1.4480000000000002e-06
1459606264380,3.315,3.6200000000000004e-07
1459606264390,3.315,1.81e-06
1459606264400,3.315,1.81e-06
1459606264410,3.315,2.1719999999999997e-06
1459606264420,3.315,5.0680000000000004e-06
1459606264430,3.315,6.877999999999999e-06
1459606264440,3.315,2.0634e-05
1459606264450,3.315,1.7375999999999998e-05
1459606264460,3.315,1.7014e-05
1459606264470,3.315,9.774e-06
1459606264480,3.315,1.0498e-05
1459606264490,3.315,6.154e-06
1459606264500,3.315,5.43e-06
1459606264510,3.315,3.982e-06
1459606264520,3.315,3.258e-06
1459606264530,3.315,1.4480000000000002e-06
1459606264540,3.315,1.81e-06
1459606264550,3.315,1.0859999999999999e-06
1459606264560,3.315,3.6200000000000004e-07
1459606264570,3.315,7.240000000000001e-07
1459606264580,3.315,3.6200000000000004e-07
1459606264590,3.315,7.240000000000001e-07
1459606264600,3.315,7.240000000000001e-07
1459606264610,3.315,3.6200000000000004e-07
1459606264620,3.315,1.0859999999999999e-06
1459606264630,3.315,7.240000000000001e-07
1459606264640,3.315,3.6200000000000004e-07
1459606264650,3.315,0.0
1459606264660,3.315,3.6200000000000004e-07
1459606264670,3.315,1.0859999999999999e-06
1459606264680,3.315,1.0859999999999999e-06
1459606264690,3.315,7.240000000000001e-07
1459606264700,3.315,3.6200000000000004e-07
1459606264710,3.315,7.240000000000001e-07
1459606264720,3.315,7.240000000000001e-07
1459606264730,3.315,3.6200000000000004e-07
1459606264740,3.315,1.0859999999999999e-06
1459606264750,3.315,3.6200000000000004e-07
1459606264760,3.315,0.0
1459606264770,3.315,7.240000000000001e-07
1459606264780,3.315,3.6200000000000004e-07
1459606264790,3.315,3.6200000000000004e-07
1459606264800,3.315,3.6200000000000004e-07
1459606264810,3.315,1.0859999999999999e-06
1459606264820,3.315,0.0
1459606264830,3.315,3.6200000000000004e-07
1459606264840,3.315,3.6200000000000004e-07
1459606264850,3.315,3.6200000000000004e-07
1459606264860,3.315,3.6200000000000004e-07
1459606264870,3.315,3.6200000000000004e-07
1459606264880,3.315,3.6200000000000004e-07
1459606264890,3.315,1.0859999999999999e-06
1459606264900,3.315,1.4480000000000002e-06
1459606264910,3.315,1.4480000000000002e-06
1459606264920,3.315,2.1719999999999997e-06
1459606264930,3.315,2.1719999999999997e-06
1459606264940,3.315,2.5340000000000002e-06
1459606264950,3.315,1.81e-06
1459606264960,3.315,1.4480000000000002e-06
1459606264970,3.315,1.4480000000000002e-06
1459606264980,3.315,1.0859999999999999e-06
1459606264990,3.315,3.6200000000000004e-07
1459606265000,3.315,3.6200000000000004e-07
1459606265010,3.315,1.0859999999999999e-06
1459606265020,3.315,7.240000000000001e-07
1459606265030,3.315,7.240000000000001e-07
1459606265040,3.315,0.0
1459606265050,3.315,1.4480000000000002e-06
1459606265060,3.315,0.0
1459606265070,3.315,1.0859999999999999e-06
1459606265080,3.315,0.0
1459606265090,3.315,3.6200000000000004e-07
1459606265100,3.315,7.240000000000001e-07
1459606265110,3.315,3.6200000000000004e-07
1459606265120,3.315,7.240000000000001e-07
1459606265130,3.315,3.6200000000000004e-07
1459606265140,3.315,3.6200000000000004e-07
1459606265150,3.315,3.6200000000000004e-07
1459606265160,3.315,7.240000000000001e-07
1459606265170,3.315,3.6200000000000004e-07
1459606265180,3.315,7.240000000000001e-07
1459606265190,3.315,3.6200000000000004e-07
1459606265200,3.315,7.240000000000001e-07
1459606265210,3.315,7.240000000000001e-07
1459606265220,3.315,3.6200000000000004e-07
1459606265230,3.315,1.0859999999999999e-06
1459606265240,3.315,7.240000000000001e-07
1459606265250,3.315,1.4480000000000002e-06
1459606265260,3.315,7.240000000000001e-07
1459606265270,3.315,7.240000000000001e-07
1459606265280,3.315,7.240000000000001e-07
1459606265290,3.315,1.4480000000000002e-06
1459606265300,3.315,7.240000000000001e-07
1459606265310,3.315,1.4480000000000002e-06
1459606265320,3.315,3.6200000000000004e-07
1459606265330,3.315,7.240000000000001e-07
1459606265340,3.315,1.0859999999999999e-06
1459606265350,3.315,3.6200000000000004e-07
1459606265360,3.315,3.6200000000000004e-07
1459606265370,3.315,1.0859999999999999e-06
1459606265380,3.315,1.0859999999999999e-06
1459606265390,3.315,7.240000000000001e-07
1459606265400,3.315,1.0859999999999999e-06
1459606265410,3.315,1.0859999999999999e-06
1459606265420,3.315,1.0859999999999999e-06
