Timestamp,position,BLMTI.06R2.B1I10_TCLIB.6R2.B1
1459605594450,6.405,1.4480000000000002e-06
1459605594460,6.405,1.0859999999999999e-06
1459605594470,6.405,7.240000000000001e-07
1459605594480,6.405,3.6200000000000004e-07
1459605594490,6.405,3.6200000000000004e-07
1459605594500,6.405,1.0859999999999999e-06
1459605594510,6.405,3.6200000000000004e-07
1459605594520,6.405,1.0859999999999999e-06
1459605594530,6.405,3.6200000000000004e-07
1459605594540,6.405,7.240000000000001e-07
1459605594550,6.405,3.6200000000000004e-07
1459605594560,6.405,1.0859999999999999e-06
1459605594570,6.405,1.0859999999999999e-06
1459605594580,6.405,1.0859999999999999e-06
1459605594590,6.405,1.0859999999999999e-06
1459605594600,6.405,7.240000000000001e-07
1459605594610,6.405,7.240000000000001e-07
1459605594620,6.405,0.0
1459605594630,6.405,0.0
1459605594640,6.405,7.240000000000001e-07
1459605594650,6.405,7.240000000000001e-07
1459605594660,6.405,1.4480000000000002e-06
1459605594670,6.405,7.240000000000001e-07
1459605594680,6.405,7.240000000000001e-07
1459605594690,6.405,1.4480000000000002e-06
1459605594700,6.405,1.4480000000000002e-06
1459605594710,6.405,3.6200000000000004e-07
1459605594720,6.405,1.0859999999999999e-06
1459605594730,6.405,3.6200000000000004e-07
1459605594740,6.405,1.4480000000000002e-06
1459605594750,6.405,1.4480000000000002e-06
1459605594760,6.405,1.0859999999999999e-06
1459605594770,6.405,1.4480000000000002e-06
1459605594780,6.405,1.0859999999999999e-06
1459605594790,6.405,1.0859999999999999e-06
1459605594800,6.405,1.4480000000000002e-06
1459605594810,6.405,7.240000000000001e-07
1459605594820,6.405,1.4480000000000002e-06
1459605594830,6.405,0.0
1459605594840,6.405,1.0859999999999999e-06
1459605594850,6.405,1.0859999999999999e-06
1459605594860,6.405,7.240000000000001e-07
1459605594870,6.405,0.0
1459605594880,6.405,7.240000000000001e-07
1459605594890,6.405,1.0859999999999999e-06
1459605594900,6.405,1.0859999999999999e-06
1459605594910,6.405,0.0
1459605594920,6.405,0.0
1459605594930,6.405,7.240000000000001e-07
1459605594940,6.405,1.4480000000000002e-06
1459605594950,6.405,3.6200000000000004e-07
1459605594960,6.405,7.240000000000001e-07
1459605594970,6.405,1.0859999999999999e-06
1459605594980,6.405,1.81e-06
1459605594990,6.405,7.240000000000001e-07
1459605595000,6.405,2.1719999999999997e-06
1459605595010,6.405,7.240000000000001e-07
1459605595020,6.405,0.0
1459605595030,6.405,3.6200000000000004e-07
1459605595040,6.405,2.1719999999999997e-06
1459605595050,6.405,3.6200000000000004e-07
1459605595060,6.405,7.240000000000001e-07
1459605595070,6.405,3.6200000000000004e-07
1459605595080,6.405,1.0859999999999999e-06
1459605595090,6.405,0.0
1459605595100,6.405,7.240000000000001e-07
1459605595110,6.405,7.240000000000001e-07
1459605595120,6.405,1.0859999999999999e-06
1459605595130,6.405,1.0859999999999999e-06
1459605595140,6.405,7.240000000000001e-07
1459605595150,6.405,7.240000000000001e-07
1459605595160,6.405,1.81e-06
1459605595170,6.405,7.240000000000001e-07
1459605595180,6.405,3.6200000000000004e-07
1459605595190,6.405,7.240000000000001e-07
1459605595200,6.405,1.4480000000000002e-06
1459605595210,6.405,3.6200000000000004e-07
1459605595220,6.405,3.6200000000000004e-07
1459605595230,6.405,1.0859999999999999e-06
1459605595240,6.405,1.4480000000000002e-06
1459605595250,6.405,3.6200000000000004e-07
1459605595260,6.405,1.4480000000000002e-06
1459605595270,6.405,1.0859999999999999e-06
1459605595280,6.405,1.4480000000000002e-06
1459605595290,6.405,0.0
1459605595300,6.405,7.240000000000001e-07
1459605595310,6.405,1.4480000000000002e-06
1459605595320,6.405,3.6200000000000004e-07
1459605595330,6.405,1.4480000000000002e-06
1459605595340,6.405,3.6200000000000004e-07
1459605595350,6.405,7.240000000000001e-07
1459605595360,6.405,3.6200000000000004e-07
1459605595370,6.405,7.240000000000001e-07
1459605595380,6.405,1.4480000000000002e-06
1459605595390,6.405,3.6200000000000004e-07
1459605595400,6.405,7.240000000000001e-07
1459605595410,6.405,7.240000000000001e-07
1459605595420,6.405,1.0859999999999999e-06
1459605595430,6.405,3.6200000000000004e-07
1459605595440,6.405,1.0859999999999999e-06
1459605595450,6.405,0.0
1459605595460,6.405,1.4480000000000002e-06
1459605595470,6.405,3.6200000000000004e-07
1459605595480,6.405,1.81e-06
1459605595490,6.405,0.0
1459605595500,6.405,1.0859999999999999e-06
1459605595510,6.405,7.240000000000001e-07
1459605595520,6.405,3.6200000000000004e-07
1459605595530,6.405,1.0859999999999999e-06
1459605595540,6.405,1.0859999999999999e-06
1459605595550,6.405,0.0
1459605595560,6.405,3.6200000000000004e-07
1459605595570,6.405,7.240000000000001e-07
1459605595580,6.405,7.240000000000001e-07
1459605595590,6.405,7.240000000000001e-07
1459605595600,6.405,3.6200000000000004e-07
1459605595610,6.405,1.0859999999999999e-06
1459605595620,6.405,1.4480000000000002e-06
1459605595630,6.405,3.6200000000000004e-07
1459605595640,6.405,7.240000000000001e-07
1459605595650,6.405,3.6200000000000004e-07
1459605595660,6.405,1.0859999999999999e-06
1459605595670,6.405,3.6200000000000004e-07
1459605595680,6.405,1.0859999999999999e-06
1459605595690,6.405,3.6200000000000004e-07
1459605595700,6.405,1.4480000000000002e-06
1459605595710,6.405,7.240000000000001e-07
1459605595720,6.405,7.240000000000001e-07
1459605595730,6.405,1.0859999999999999e-06
1459605595740,6.405,3.6200000000000004e-07
1459605595750,6.405,7.240000000000001e-07
1459605595760,6.405,3.6200000000000004e-07
1459605595770,6.405,7.240000000000001e-07
1459605595780,6.405,0.0
1459605595790,6.405,1.81e-06
1459605595800,6.405,3.6200000000000004e-07
1459605595810,6.405,3.6200000000000004e-07
1459605595820,6.405,1.0859999999999999e-06
1459605595830,6.405,7.240000000000001e-07
1459605595840,6.405,1.4480000000000002e-06
1459605595850,6.405,3.6200000000000004e-07
1459605595860,6.405,1.4480000000000002e-06
1459605595870,6.405,3.6200000000000004e-07
1459605595880,6.405,1.0859999999999999e-06
1459605595890,6.405,0.0
1459605595900,6.405,1.81e-06
1459605595910,6.405,3.6200000000000004e-07
1459605595920,6.405,7.240000000000001e-07
1459605595930,6.405,7.240000000000001e-07
1459605595940,6.405,1.0859999999999999e-06
1459605595950,6.405,1.0859999999999999e-06
1459605595960,6.405,7.240000000000001e-07
1459605595970,6.405,1.4480000000000002e-06
1459605595980,6.405,1.0859999999999999e-06
1459605595990,6.405,3.6200000000000004e-07
1459605596000,6.405,1.0859999999999999e-06
1459605596010,6.405,1.0859999999999999e-06
1459605596020,6.405,7.240000000000001e-07
1459605596030,6.405,1.4480000000000002e-06
1459605596040,6.405,7.240000000000001e-07
1459605596050,6.405,7.240000000000001e-07
1459605596060,6.405,1.0859999999999999e-06
1459605596070,6.405,3.6200000000000004e-07
1459605596080,6.405,1.0859999999999999e-06
1459605596090,6.405,3.6200000000000004e-07
1459605596100,6.405,1.4480000000000002e-06
1459605596110,6.405,3.6200000000000004e-07
1459605596120,6.405,1.4480000000000002e-06
1459605596130,6.405,7.240000000000001e-07
1459605596140,6.405,7.240000000000001e-07
1459605596150,6.405,1.0859999999999999e-06
1459605596160,6.405,7.240000000000001e-07
1459605596170,6.405,0.0
1459605596180,6.405,3.6200000000000004e-07
1459605596190,6.405,3.6200000000000004e-07
1459605596200,6.405,1.0859999999999999e-06
1459605596210,6.405,7.240000000000001e-07
1459605596220,6.405,7.240000000000001e-07
1459605596230,6.405,3.6200000000000004e-07
1459605596240,6.405,3.6200000000000004e-07
1459605596250,6.405,3.6200000000000004e-07
1459605596260,6.405,7.240000000000001e-07
1459605596270,6.405,3.6200000000000004e-07
1459605596280,6.405,7.240000000000001e-07
1459605596290,6.405,3.6200000000000004e-07
1459605596300,6.405,7.240000000000001e-07
1459605596310,6.405,3.6200000000000004e-07
1459605596320,6.405,7.240000000000001e-07
1459605596330,6.405,3.6200000000000004e-07
1459605596340,6.405,1.4480000000000002e-06
1459605596350,6.405,3.6200000000000004e-07
1459605596360,6.405,3.6200000000000004e-07
1459605596370,6.405,0.0
1459605596380,6.405,7.240000000000001e-07
1459605596390,6.405,3.6200000000000004e-07
1459605596400,6.405,3.6200000000000004e-07
1459605596410,6.405,7.240000000000001e-07
1459605596420,6.405,7.240000000000001e-07
1459605596430,6.405,1.4480000000000002e-06
1459605596440,6.405,3.6200000000000004e-07
1459605596450,6.405,7.240000000000001e-07
1459605596460,6.405,3.6200000000000004e-07
1459605596470,6.405,7.240000000000001e-07
1459605596480,6.405,7.240000000000001e-07
1459605596490,6.405,3.6200000000000004e-07
1459605596500,6.405,7.240000000000001e-07
1459605596510,6.405,0.0
1459605596520,6.405,1.4480000000000002e-06
1459605596530,6.405,3.6200000000000004e-07
1459605596540,6.405,7.240000000000001e-07
1459605596550,6.405,7.240000000000001e-07
1459605596560,6.405,1.0859999999999999e-06
1459605596570,6.405,3.6200000000000004e-07
1459605596580,6.405,7.240000000000001e-07
1459605596590,6.405,3.6200000000000004e-07
1459605596600,6.405,7.240000000000001e-07
1459605596610,6.405,3.6200000000000004e-07
1459605596620,6.405,1.0859999999999999e-06
1459605596630,6.405,1.0859999999999999e-06
1459605596640,6.405,7.240000000000001e-07
1459605596650,6.405,3.6200000000000004e-07
1459605596660,6.405,3.6200000000000004e-07
1459605596670,6.405,3.6200000000000004e-07
1459605596680,6.405,1.0859999999999999e-06
1459605596690,6.405,1.0859999999999999e-06
1459605596700,6.405,7.240000000000001e-07
1459605596710,6.405,0.0
1459605596720,6.405,3.6200000000000004e-07
1459605596730,6.405,7.240000000000001e-07
1459605596740,6.405,7.240000000000001e-07
1459605596750,6.405,3.6200000000000004e-07
1459605596760,6.405,7.240000000000001e-07
1459605596770,6.405,3.6200000000000004e-07
1459605596780,6.405,1.0859999999999999e-06
1459605596790,6.405,0.0
1459605596800,6.405,7.240000000000001e-07
1459605596810,6.405,3.6200000000000004e-07
1459605596820,6.405,7.240000000000001e-07
1459605596830,6.405,1.4480000000000002e-06
1459605596840,6.405,0.0
1459605596850,6.405,7.240000000000001e-07
1459605596860,6.405,3.6200000000000004e-07
1459605596870,6.405,7.240000000000001e-07
1459605596880,6.405,1.0859999999999999e-06
1459605596890,6.405,7.240000000000001e-07
1459605596900,6.405,3.6200000000000004e-07
1459605596910,6.405,7.240000000000001e-07
1459605596920,6.405,3.6200000000000004e-07
1459605596930,6.405,7.240000000000001e-07
1459605596940,6.405,7.240000000000001e-07
1459605596950,6.405,7.240000000000001e-07
1459605596960,6.405,7.240000000000001e-07
1459605596970,6.405,7.240000000000001e-07
1459605596980,6.405,3.6200000000000004e-07
1459605596990,6.405,7.240000000000001e-07
1459605597000,6.405,0.0
1459605597010,6.405,1.0859999999999999e-06
1459605597020,6.405,7.240000000000001e-07
1459605597030,6.405,3.6200000000000004e-07
1459605597040,6.405,1.0859999999999999e-06
1459605597050,6.405,1.0859999999999999e-06
1459605597060,6.405,3.6200000000000004e-07
1459605597070,6.405,3.6200000000000004e-07
1459605597080,6.405,7.240000000000001e-07
1459605597090,6.405,0.0
1459605597100,6.405,1.0859999999999999e-06
1459605597110,6.405,3.6200000000000004e-07
1459605597120,6.405,7.240000000000001e-07
1459605597130,6.405,1.0859999999999999e-06
1459605597140,6.405,1.0859999999999999e-06
1459605597150,6.405,3.6200000000000004e-07
1459605597160,6.405,7.240000000000001e-07
1459605597170,6.405,3.6200000000000004e-07
1459605597180,6.405,1.4480000000000002e-06
1459605597190,6.405,0.0
1459605597200,6.405,1.0859999999999999e-06
1459605597210,6.405,7.240000000000001e-07
1459605597220,6.405,1.0859999999999999e-06
1459605597230,6.405,1.0859999999999999e-06
1459605597240,6.405,1.0859999999999999e-06
1459605597250,6.405,1.0859999999999999e-06
1459605597260,6.405,3.6200000000000004e-07
1459605597270,6.405,1.0859999999999999e-06
1459605597280,6.405,1.0859999999999999e-06
1459605597290,6.405,0.0
1459605597300,6.405,1.4480000000000002e-06
1459605597310,6.405,7.240000000000001e-07
1459605597320,6.405,7.240000000000001e-07
1459605597330,6.405,7.240000000000001e-07
1459605597340,6.405,7.240000000000001e-07
1459605597350,6.405,1.0859999999999999e-06
1459605597360,6.405,1.0859999999999999e-06
1459605597370,6.405,3.6200000000000004e-07
1459605597380,6.405,1.0859999999999999e-06
1459605597390,6.405,3.6200000000000004e-07
1459605597400,6.405,7.240000000000001e-07
1459605597410,6.405,3.6200000000000004e-07
1459605597420,6.405,1.0859999999999999e-06
1459605597430,6.405,3.6200000000000004e-07
1459605597440,6.405,7.240000000000001e-07
1459605597450,6.405,3.6200000000000004e-07
1459605597460,6.405,1.4480000000000002e-06
1459605597470,6.405,7.240000000000001e-07
1459605597480,6.405,7.240000000000001e-07
1459605597490,6.405,7.240000000000001e-07
1459605597500,6.405,1.0859999999999999e-06
1459605597510,6.405,0.0
1459605597520,6.405,1.81e-06
1459605597530,6.405,0.0
1459605597540,6.405,1.4480000000000002e-06
1459605597550,6.405,3.6200000000000004e-07
1459605597560,6.405,3.6200000000000004e-07
1459605597570,6.405,3.6200000000000004e-07
1459605597580,6.405,7.240000000000001e-07
1459605597590,6.405,1.4480000000000002e-06
1459605597600,6.405,3.6200000000000004e-07
1459605597610,6.405,1.4480000000000002e-06
1459605597620,6.405,7.240000000000001e-07
1459605597630,6.405,1.0859999999999999e-06
1459605597640,6.405,1.4480000000000002e-06
1459605597650,6.405,7.240000000000001e-07
1459605597660,6.405,2.1719999999999997e-06
1459605597670,6.405,0.0
1459605597680,6.405,1.81e-06
1459605597690,6.405,3.6200000000000004e-07
1459605597700,6.405,1.81e-06
1459605597710,6.405,7.240000000000001e-07
1459605597720,6.405,1.0859999999999999e-06
1459605597730,6.405,1.4480000000000002e-06
1459605597740,6.405,7.240000000000001e-07
1459605597750,6.405,7.240000000000001e-07
1459605597760,6.405,1.4480000000000002e-06
1459605597770,6.405,7.240000000000001e-07
1459605597780,6.405,1.4480000000000002e-06
1459605597790,6.405,3.6200000000000004e-07
1459605597800,6.405,7.240000000000001e-07
1459605597810,6.405,1.4480000000000002e-06
1459605597820,6.405,0.0
1459605597830,6.405,3.6200000000000004e-07
1459605597840,6.405,1.4480000000000002e-06
1459605597850,6.405,3.6200000000000004e-07
1459605597860,6.405,1.4480000000000002e-06
1459605597870,6.405,7.240000000000001e-07
1459605597880,6.405,1.0859999999999999e-06
1459605597890,6.405,3.6200000000000004e-07
1459605597900,6.405,1.0859999999999999e-06
1459605597910,6.405,7.240000000000001e-07
1459605597920,6.405,7.240000000000001e-07
1459605597930,6.405,7.240000000000001e-07
1459605597940,6.405,1.0859999999999999e-06
1459605597950,6.405,0.0
1459605597960,6.405,1.81e-06
1459605597970,6.405,0.0
1459605597980,6.405,7.240000000000001e-07
1459605597990,6.405,1.0859999999999999e-06
1459605598000,6.405,7.240000000000001e-07
1459605598010,6.405,7.240000000000001e-07
1459605598020,6.405,3.6200000000000004e-07
1459605598030,6.405,7.240000000000001e-07
1459605598040,6.405,3.6200000000000004e-07
1459605598050,6.405,3.6200000000000004e-07
1459605598060,6.405,7.240000000000001e-07
1459605598070,6.405,3.6200000000000004e-07
1459605598080,6.405,3.6200000000000004e-07
1459605598090,6.405,3.6200000000000004e-07
1459605598100,6.405,1.4480000000000002e-06
1459605598110,6.405,3.6200000000000004e-07
1459605598120,6.405,1.81e-06
1459605598130,6.405,3.6200000000000004e-07
1459605598140,6.405,1.0859999999999999e-06
1459605598150,6.405,3.6200000000000004e-07
