Timestamp,position,BLMTI.04L7.B1E10_TCSG.B4L7.B1
1459603709140,4.455,0.0
1459603709150,4.455,7.240000000000001e-07
1459603709160,4.455,7.240000000000001e-07
1459603709170,4.455,1.81e-06
1459603709180,4.455,0.0
1459603709190,4.455,3.6200000000000004e-07
1459603709200,4.455,7.240000000000001e-07
1459603709210,4.455,7.240000000000001e-07
1459603709220,4.455,0.0
1459603709230,4.455,7.240000000000001e-07
1459603709240,4.455,0.0
1459603709250,4.455,0.0
1459603709260,4.455,3.6200000000000004e-07
1459603709270,4.455,1.4480000000000002e-06
1459603709280,4.455,1.0859999999999999e-06
1459603709290,4.455,0.0
1459603709300,4.455,3.6200000000000004e-07
1459603709310,4.455,1.81e-06
1459603709320,4.455,0.0
1459603709330,4.455,1.0859999999999999e-06
1459603709340,4.455,3.6200000000000004e-07
1459603709350,4.455,2.8960000000000003e-06
1459603709360,4.455,1.0859999999999999e-06
1459603709370,4.455,1.0859999999999999e-06
1459603709380,4.455,1.0859999999999999e-06
1459603709390,4.455,7.240000000000001e-07
1459603709400,4.455,1.4480000000000002e-06
1459603709410,4.455,0.0
1459603709420,4.455,3.6200000000000004e-07
1459603709430,4.455,3.6200000000000004e-07
1459603709440,4.455,7.240000000000001e-07
1459603709450,4.455,7.240000000000001e-07
1459603709460,4.455,3.6200000000000004e-07
1459603709470,4.455,7.240000000000001e-07
1459603709480,4.455,1.4480000000000002e-06
1459603709490,4.455,0.0
1459603709500,4.455,0.0
1459603709510,4.455,7.240000000000001e-07
1459603709520,4.455,0.0
1459603709530,4.455,3.6200000000000004e-07
1459603709540,4.455,0.0
1459603709550,4.455,1.0859999999999999e-06
1459603709560,4.455,0.0
1459603709570,4.455,0.0
1459603709580,4.455,1.0859999999999999e-06
1459603709590,4.455,0.0
1459603709600,4.455,3.6200000000000004e-07
1459603709610,4.455,1.4480000000000002e-06
1459603709620,4.455,3.6200000000000004e-07
1459603709630,4.455,1.0859999999999999e-06
1459603709640,4.455,0.0
1459603709650,4.455,7.240000000000001e-07
1459603709660,4.455,3.6200000000000004e-07
1459603709670,4.455,3.6200000000000004e-07
1459603709680,4.455,0.0
1459603709690,4.455,7.240000000000001e-07
1459603709700,4.455,2.1719999999999997e-06
1459603709710,4.455,0.0
1459603709720,4.455,0.0
1459603709730,4.455,0.0
1459603709740,4.455,0.0
1459603709750,4.455,1.0859999999999999e-06
1459603709760,4.455,3.6200000000000004e-07
1459603709770,4.455,3.6200000000000004e-07
1459603709780,4.455,0.0
1459603709790,4.455,7.240000000000001e-07
1459603709800,4.455,7.240000000000001e-07
1459603709810,4.455,3.6200000000000004e-07
1459603709820,4.455,7.240000000000001e-07
1459603709830,4.455,0.0
1459603709840,4.455,0.0
1459603709850,4.455,3.6200000000000004e-07
1459603709860,4.455,7.240000000000001e-07
1459603709870,4.455,0.0
1459603709880,4.455,3.6200000000000004e-07
1459603709890,4.455,1.0859999999999999e-06
1459603709900,4.455,0.0
1459603709910,4.455,1.0859999999999999e-06
1459603709920,4.455,0.0
1459603709930,4.455,1.4480000000000002e-06
1459603709940,4.455,0.0
1459603709950,4.455,7.240000000000001e-07
1459603709960,4.455,7.240000000000001e-07
1459603709970,4.455,1.4480000000000002e-06
1459603709980,4.455,7.240000000000001e-07
1459603709990,4.455,1.81e-06
1459603710000,4.455,3.258e-06
1459603710010,4.455,3.6200000000000004e-07
1459603710020,4.455,1.0859999999999999e-06
1459603710030,4.455,1.4480000000000002e-06
1459603710040,4.455,0.0
1459603710050,4.455,2.5340000000000002e-06
1459603710060,4.455,7.240000000000001e-07
1459603710070,4.455,7.240000000000001e-07
1459603710080,4.455,0.0
1459603710090,4.455,7.240000000000001e-07
1459603710100,4.455,1.0859999999999999e-06
1459603710110,4.455,7.240000000000001e-07
1459603710120,4.455,3.6200000000000004e-07
1459603710130,4.455,7.240000000000001e-07
1459603710140,4.455,7.240000000000001e-07
1459603710150,4.455,0.0
1459603710160,4.455,0.0
1459603710170,4.455,3.6200000000000004e-07
1459603710180,4.455,3.6200000000000004e-07
1459603710190,4.455,3.6200000000000004e-07
1459603710200,4.455,7.240000000000001e-07
1459603710210,4.455,7.240000000000001e-07
1459603710220,4.455,3.6200000000000004e-07
1459603710230,4.455,1.0859999999999999e-06
1459603710240,4.455,1.0859999999999999e-06
1459603710250,4.455,1.4480000000000002e-06
1459603710260,4.455,1.4480000000000002e-06
1459603710270,4.455,1.0859999999999999e-06
1459603710280,4.455,3.6200000000000004e-07
1459603710290,4.455,1.81e-06
1459603710300,4.455,1.0859999999999999e-06
1459603710310,4.455,1.81e-06
1459603710320,4.455,0.0
1459603710330,4.455,1.4480000000000002e-06
1459603710340,4.455,7.240000000000001e-07
1459603710350,4.455,3.6200000000000004e-07
1459603710360,4.455,7.240000000000001e-07
1459603710370,4.455,3.6200000000000004e-07
1459603710380,4.455,3.6200000000000004e-07
1459603710390,4.455,1.4480000000000002e-06
1459603710400,4.455,0.0
1459603710410,4.455,3.6200000000000004e-07
1459603710420,4.455,7.240000000000001e-07
1459603710430,4.455,1.4480000000000002e-06
1459603710440,4.455,7.240000000000001e-07
1459603710450,4.455,3.62e-06
1459603710460,4.455,7.240000000000001e-07
1459603710470,4.455,2.8960000000000003e-06
1459603710480,4.455,3.6200000000000004e-07
1459603710490,4.455,2.1719999999999997e-06
1459603710500,4.455,7.240000000000001e-07
1459603710510,4.455,1.4480000000000002e-06
1459603710520,4.455,3.258e-06
1459603710530,4.455,0.0
1459603710540,4.455,0.0
1459603710550,4.455,7.240000000000001e-07
1459603710560,4.455,3.6200000000000004e-07
1459603710570,4.455,1.0859999999999999e-06
1459603710580,4.455,3.6200000000000004e-07
1459603710590,4.455,1.0859999999999999e-06
1459603710600,4.455,3.6200000000000004e-07
1459603710610,4.455,1.81e-06
1459603710620,4.455,7.240000000000001e-07
1459603710630,4.455,1.4480000000000002e-06
1459603710640,4.455,1.0859999999999999e-06
1459603710650,4.455,1.0859999999999999e-06
1459603710660,4.455,1.0859999999999999e-06
1459603710670,4.455,1.4480000000000002e-06
1459603710680,4.455,0.0
1459603710690,4.455,7.240000000000001e-07
1459603710700,4.455,0.0
1459603710710,4.455,1.81e-06
1459603710720,4.455,3.6200000000000004e-07
1459603710730,4.455,7.240000000000001e-07
1459603710740,4.455,3.6200000000000004e-07
1459603710750,4.455,3.6200000000000004e-07
1459603710760,4.455,1.0859999999999999e-06
1459603710770,4.455,1.0859999999999999e-06
1459603710780,4.455,7.240000000000001e-07
1459603710790,4.455,0.0
1459603710800,4.455,7.240000000000001e-07
1459603710810,4.455,1.0859999999999999e-06
1459603710820,4.455,3.6200000000000004e-07
1459603710830,4.455,1.4480000000000002e-06
1459603710840,4.455,3.6200000000000004e-07
1459603710850,4.455,0.0
1459603710860,4.455,0.0
1459603710870,4.455,2.1719999999999997e-06
1459603710880,4.455,0.0
1459603710890,4.455,2.1719999999999997e-06
1459603710900,4.455,3.6200000000000004e-07
1459603710910,4.455,1.0859999999999999e-06
1459603710920,4.455,1.0859999999999999e-06
1459603710930,4.455,2.8960000000000003e-06
1459603710940,4.455,0.0
1459603710950,4.455,1.0859999999999999e-06
1459603710960,4.455,0.0
1459603710970,4.455,1.4480000000000002e-06
1459603710980,4.455,0.0
1459603710990,4.455,1.4480000000000002e-06
1459603711000,4.455,1.0859999999999999e-06
1459603711010,4.455,0.0
1459603711020,4.455,0.0
1459603711030,4.455,1.0859999999999999e-06
1459603711040,4.455,1.0859999999999999e-06
1459603711050,4.455,0.0
1459603711060,4.455,0.0
1459603711070,4.455,7.240000000000001e-07
1459603711080,4.455,3.6200000000000004e-07
1459603711090,4.455,0.0
1459603711100,4.455,7.240000000000001e-07
1459603711110,4.455,1.0859999999999999e-06
1459603711120,4.455,3.6200000000000004e-07
1459603711130,4.455,1.4480000000000002e-06
1459603711140,4.455,3.6200000000000004e-07
1459603711150,4.455,3.6200000000000004e-07
1459603711160,4.455,7.240000000000001e-07
1459603711170,4.455,7.240000000000001e-07
1459603711180,4.455,0.0
1459603711190,4.455,1.0859999999999999e-06
1459603711200,4.455,0.0
1459603711210,4.455,3.6200000000000004e-07
1459603711220,4.455,0.0
1459603711230,4.455,3.6200000000000004e-07
1459603711240,4.455,0.0
1459603711250,4.455,7.240000000000001e-07
1459603711260,4.455,0.0
1459603711270,4.455,1.0859999999999999e-06
1459603711280,4.455,7.240000000000001e-07
1459603711290,4.455,7.240000000000001e-07
1459603711300,4.455,1.81e-06
1459603711310,4.455,2.1719999999999997e-06
1459603711320,4.455,0.0
1459603711330,4.455,7.240000000000001e-07
1459603711340,4.455,0.0
1459603711350,4.455,7.240000000000001e-07
1459603711360,4.455,0.0
1459603711370,4.455,0.0
1459603711380,4.455,3.6200000000000004e-07
1459603711390,4.455,0.0
1459603711400,4.455,0.0
1459603711410,4.455,3.6200000000000004e-07
1459603711420,4.455,7.240000000000001e-07
1459603711430,4.455,1.0859999999999999e-06
1459603711440,4.455,0.0
1459603711450,4.455,1.4480000000000002e-06
1459603711460,4.455,0.0
1459603711470,4.455,0.0
1459603711480,4.455,0.0
