Timestamp,position,BLMTI.04L1.B1I10_TCTPH.4L1.B1
1459602486900,-6.18,0.0
1459602486910,-6.18,0.0
1459602486920,-6.18,0.0
1459602486930,-6.18,0.0
1459602486940,-6.18,0.0
1459602486950,-6.18,0.0
1459602486960,-6.18,0.0
1459602486970,-6.18,0.0
1459602486980,-6.18,0.0
1459602486990,-6.18,0.0
1459602487000,-6.18,0.0
1459602487010,-6.18,0.0
1459602487020,-6.18,3.6200000000000004e-07
1459602487030,-6.18,7.240000000000001e-07
1459602487040,-6.18,0.0
1459602487050,-6.18,0.0
1459602487060,-6.18,1.0859999999999999e-06
1459602487070,-6.18,0.0
1459602487080,-6.18,1.4480000000000002e-06
1459602487090,-6.18,3.6200000000000004e-07
1459602487100,-6.18,0.0
1459602487110,-6.18,0.0
1459602487120,-6.18,0.0
1459602487130,-6.18,7.240000000000001e-07
1459602487140,-6.18,5.0680000000000004e-06
1459602487150,-6.18,3.6200000000000004e-07
1459602487160,-6.18,0.0
1459602487170,-6.18,3.6200000000000004e-07
1459602487180,-6.18,0.0
1459602487190,-6.18,7.240000000000001e-07
1459602487200,-6.18,0.0
1459602487210,-6.18,0.0
1459602487220,-6.18,0.0
1459602487230,-6.18,0.0
1459602487240,-6.18,7.240000000000001e-07
1459602487250,-6.18,0.0
1459602487260,-6.18,7.240000000000001e-07
1459602487270,-6.18,3.6200000000000004e-07
1459602487280,-6.18,0.0
1459602487290,-6.18,3.6200000000000004e-07
1459602487300,-6.18,3.6200000000000004e-07
1459602487310,-6.18,3.6200000000000004e-07
1459602487320,-6.18,3.6200000000000004e-07
1459602487330,-6.18,0.0
1459602487340,-6.18,1.0859999999999999e-06
1459602487350,-6.18,3.6200000000000004e-07
1459602487360,-6.18,0.0
1459602487370,-6.18,0.0
1459602487380,-6.18,0.0
1459602487390,-6.18,0.0
1459602487400,-6.18,0.0
1459602487410,-6.18,7.240000000000001e-07
1459602487420,-6.18,1.0859999999999999e-06
1459602487430,-6.18,0.0
1459602487440,-6.18,0.0
1459602487450,-6.18,0.0
1459602487460,-6.18,0.0
1459602487470,-6.18,0.0
1459602487480,-6.18,3.6200000000000004e-07
1459602487490,-6.18,3.6200000000000004e-07
1459602487500,-6.18,2.5340000000000002e-06
1459602487510,-6.18,3.6200000000000004e-07
1459602487520,-6.18,0.0
1459602487530,-6.18,3.6200000000000004e-07
1459602487540,-6.18,0.0
1459602487550,-6.18,0.0
1459602487560,-6.18,0.0
1459602487570,-6.18,3.6200000000000004e-07
1459602487580,-6.18,0.0
1459602487590,-6.18,3.6200000000000004e-07
1459602487600,-6.18,7.240000000000001e-07
1459602487610,-6.18,7.240000000000001e-07
1459602487620,-6.18,0.0
1459602487630,-6.18,3.6200000000000004e-07
1459602487640,-6.18,3.6200000000000004e-07
1459602487650,-6.18,3.6200000000000004e-07
1459602487660,-6.18,0.0
1459602487670,-6.18,0.0
1459602487680,-6.18,0.0
1459602487690,-6.18,0.0
1459602487700,-6.18,0.0
1459602487710,-6.18,0.0
1459602487720,-6.18,0.0
1459602487730,-6.18,0.0
1459602487740,-6.18,0.0
1459602487750,-6.18,0.0
1459602487760,-6.18,0.0
1459602487770,-6.18,0.0
1459602487780,-6.18,0.0
1459602487790,-6.18,0.0
1459602487800,-6.18,3.6200000000000004e-07
1459602487810,-6.18,0.0
1459602487820,-6.18,3.6200000000000004e-07
1459602487830,-6.18,0.0
1459602487840,-6.18,0.0
1459602487850,-6.18,3.6200000000000004e-07
1459602487860,-6.18,1.0859999999999999e-06
1459602487870,-6.18,3.6200000000000004e-07
1459602487880,-6.18,7.240000000000001e-07
1459602487890,-6.18,0.0
1459602487900,-6.18,3.6200000000000004e-07
1459602487910,-6.18,1.0859999999999999e-06
1459602487920,-6.18,7.240000000000001e-07
1459602487930,-6.18,2.5340000000000002e-06
1459602487940,-6.18,3.6200000000000004e-07
1459602487950,-6.18,2.5340000000000002e-06
1459602487960,-6.18,0.0
1459602487970,-6.18,3.6200000000000004e-07
1459602487980,-6.18,3.6200000000000004e-07
1459602487990,-6.18,0.0
1459602488000,-6.18,0.0
1459602488010,-6.18,0.0
1459602488020,-6.18,7.240000000000001e-07
1459602488030,-6.18,7.240000000000001e-07
1459602488040,-6.18,7.240000000000001e-07
1459602488050,-6.18,3.6200000000000004e-07
1459602488060,-6.18,0.0
1459602488070,-6.18,0.0
1459602488080,-6.18,2.8960000000000003e-06
1459602488090,-6.18,1.4480000000000002e-06
1459602488100,-6.18,0.0
1459602488110,-6.18,0.0
1459602488120,-6.18,0.0
1459602488130,-6.18,0.0
1459602488140,-6.18,0.0
1459602488150,-6.18,0.0
1459602488160,-6.18,0.0
1459602488170,-6.18,0.0
1459602488180,-6.18,0.0
1459602488190,-6.18,3.6200000000000004e-07
1459602488200,-6.18,0.0
1459602488210,-6.18,0.0
1459602488220,-6.18,0.0
1459602488230,-6.18,0.0
1459602488240,-6.18,0.0
1459602488250,-6.18,0.0
1459602488260,-6.18,0.0
1459602488270,-6.18,0.0
1459602488280,-6.18,0.0
1459602488290,-6.18,0.0
1459602488300,-6.18,0.0
1459602488310,-6.18,0.0
1459602488320,-6.18,0.0
1459602488330,-6.18,0.0
1459602488340,-6.18,0.0
1459602488350,-6.18,0.0
1459602488360,-6.18,0.0
1459602488370,-6.18,0.0
1459602488380,-6.18,0.0
