Timestamp,position,BLMTI.05R7.B1E10_TCSG.D5R7.B1
1459608343920,3.84,0.0
1459608343930,3.84,3.62e-06
1459608343940,3.84,0.0
1459608343950,3.84,1.4480000000000002e-06
1459608343960,3.84,0.0
1459608343970,3.84,2.1719999999999997e-06
1459608343980,3.84,0.0
1459608343990,3.84,2.8960000000000003e-06
1459608344000,3.84,0.0
1459608344010,3.84,1.4480000000000002e-06
1459608344020,3.84,0.0
1459608344030,3.84,3.6200000000000004e-07
1459608344040,3.84,0.0
1459608344050,3.84,2.1719999999999997e-06
1459608344060,3.84,0.0
1459608344070,3.84,1.0859999999999999e-06
1459608344080,3.84,0.0
1459608344090,3.84,3.6200000000000004e-07
1459608344100,3.84,1.0859999999999999e-06
1459608344110,3.84,1.81e-06
1459608344120,3.84,0.0
1459608344130,3.84,1.81e-06
1459608344140,3.84,0.0
1459608344150,3.84,3.6200000000000004e-07
1459608344160,3.84,0.0
1459608344170,3.84,1.4480000000000002e-06
1459608344180,3.84,0.0
1459608344190,3.84,2.1719999999999997e-06
1459608344200,3.84,0.0
1459608344210,3.84,1.0859999999999999e-06
1459608344220,3.84,0.0
1459608344230,3.84,2.8960000000000003e-06
1459608344240,3.84,1.4480000000000002e-06
1459608344250,3.84,2.8960000000000003e-06
1459608344260,3.84,0.0
1459608344270,3.84,7.240000000000001e-07
1459608344280,3.84,0.0
1459608344290,3.84,4.343999999999999e-06
1459608344300,3.84,0.0
1459608344310,3.84,2.5340000000000002e-06
1459608344320,3.84,0.0
1459608344330,3.84,1.0859999999999999e-06
1459608344340,3.84,0.0
1459608344350,3.84,1.4480000000000002e-06
1459608344360,3.84,0.0
1459608344370,3.84,1.0859999999999999e-06
1459608344380,3.84,0.0
1459608344390,3.84,7.240000000000001e-07
1459608344400,3.84,0.0
1459608344410,3.84,2.1719999999999997e-06
1459608344420,3.84,1.4480000000000002e-06
1459608344430,3.84,2.1719999999999997e-06
1459608344440,3.84,1.4480000000000002e-06
1459608344450,3.84,3.982e-06
1459608344460,3.84,2.1719999999999997e-06
1459608344470,3.84,3.982e-06
1459608344480,3.84,1.4480000000000002e-06
1459608344490,3.84,2.1719999999999997e-06
1459608344500,3.84,7.240000000000001e-07
1459608344510,3.84,0.0
1459608344520,3.84,1.0859999999999999e-06
1459608344530,3.84,1.0859999999999999e-06
1459608344540,3.84,7.240000000000001e-07
1459608344550,3.84,7.240000000000001e-07
1459608344560,3.84,2.1719999999999997e-06
1459608344570,3.84,0.0
1459608344580,3.84,1.0859999999999999e-06
1459608344590,3.84,0.0
1459608344600,3.84,1.4480000000000002e-06
1459608344610,3.84,0.0
1459608344620,3.84,1.4480000000000002e-06
1459608344630,3.84,3.6200000000000004e-07
1459608344640,3.84,3.258e-06
1459608344650,3.79,0.0
1459608344660,3.79,0.0
1459608344670,3.79,1.4480000000000002e-06
1459608344680,3.79,0.0
1459608344690,3.79,0.0
1459608344700,3.79,1.4480000000000002e-06
1459608344710,3.79,0.0
1459608344720,3.79,1.4480000000000002e-06
1459608344730,3.79,0.0
1459608344740,3.79,1.81e-06
1459608344750,3.79,0.0
1459608344760,3.79,2.8960000000000003e-06
1459608344770,3.79,0.0
1459608344780,3.79,2.1719999999999997e-06
1459608344790,3.79,1.0859999999999999e-06
1459608344800,3.79,1.0859999999999999e-06
1459608344810,3.79,7.240000000000001e-07
1459608344820,3.79,0.0
1459608344830,3.79,1.0859999999999999e-06
1459608344840,3.79,0.0
1459608344850,3.79,7.240000000000001e-07
1459608344860,3.79,2.1719999999999997e-06
1459608344870,3.79,1.81e-06
1459608344880,3.79,2.5340000000000002e-06
1459608344890,3.79,3.6200000000000004e-07
1459608344900,3.79,3.6200000000000004e-07
1459608344910,3.79,0.0
1459608344920,3.79,1.0859999999999999e-06
1459608344930,3.79,1.81e-06
1459608344940,3.79,0.0
1459608344950,3.79,1.81e-06
1459608344960,3.79,3.6200000000000004e-07
1459608344970,3.79,0.0
1459608344980,3.79,0.0
1459608344990,3.79,0.0
1459608345000,3.79,7.240000000000001e-07
1459608345010,3.79,7.240000000000001e-07
1459608345020,3.79,1.81e-06
1459608345030,3.79,6.877999999999999e-06
1459608345040,3.79,0.0
1459608345050,3.79,3.62e-06
1459608345060,3.79,2.5340000000000002e-06
1459608345070,3.79,9.774e-06
1459608345080,3.79,1.0498e-05
1459608345090,3.79,3.1132e-05
1459608345100,3.79,1.7375999999999998e-05
1459608345110,3.79,4.3078e-05
1459608345120,3.79,1.8100000000000003e-05
1459608345130,3.79,3.6562e-05
1459608345140,3.79,1.9186e-05
1459608345150,3.79,3.1494e-05
1459608345160,3.79,1.3032e-05
1459608345170,3.79,2.2444e-05
1459608345180,3.79,1.086e-05
1459608345190,3.79,2.896e-05
1459608345200,3.79,2.0272000000000002e-05
1459608345210,3.79,3.1494e-05
1459608345220,3.79,1.991e-05
1459608345230,3.79,2.8598000000000003e-05
1459608345240,3.79,1.1584000000000001e-05
1459608345250,3.79,1.8462e-05
1459608345260,3.79,5.0680000000000004e-06
1459608345270,3.79,1.7014e-05
1459608345280,3.79,3.982e-06
1459608345290,3.79,1.9186e-05
1459608345300,3.79,1.1222e-05
1459608345310,3.79,2.4978e-05
1459608345320,3.79,1.5204e-05
1459608345330,3.79,2.896e-05
1459608345340,3.79,1.3394000000000001e-05
1459608345350,3.79,1.8462e-05
1459608345360,3.79,5.0680000000000004e-06
1459608345370,3.79,1.3032e-05
1459608345380,3.79,3.6200000000000004e-07
1459608345390,3.79,7.964e-06
1459608345400,3.79,3.982e-06
1459608345410,3.79,5.0680000000000004e-06
1459608345420,3.79,7.240000000000001e-07
1459608345430,3.79,5.792000000000001e-06
1459608345440,3.79,0.0
1459608345450,3.79,3.62e-06
1459608345460,3.79,3.6200000000000004e-07
1459608345470,3.79,3.62e-06
1459608345480,3.79,7.240000000000001e-07
1459608345490,3.79,4.706e-06
1459608345500,3.79,1.4480000000000002e-06
1459608345510,3.79,5.43e-06
1459608345520,3.79,3.62e-06
1459608345530,3.79,1.1222e-05
1459608345540,3.79,5.0680000000000004e-06
1459608345550,3.79,1.1222e-05
1459608345560,3.79,4.343999999999999e-06
1459608345570,3.79,1.3755999999999998e-05
1459608345580,3.79,9.774e-06
1459608345590,3.79,1.8462e-05
1459608345600,3.79,1.2308e-05
1459608345610,3.79,2.6064e-05
1459608345620,3.79,1.8462e-05
1459608345630,3.79,2.4254000000000002e-05
1459608345640,3.79,1.8100000000000003e-05
1459608345650,3.79,2.534e-05
1459608345660,3.79,2.1358e-05
1459608345670,3.79,1.991e-05
1459608345680,3.79,1.6652e-05
1459608345690,3.79,1.7375999999999998e-05
1459608345700,3.79,1.2308e-05
1459608345710,3.79,1.5566e-05
1459608345720,3.79,1.1584000000000001e-05
1459608345730,3.79,9.774e-06
1459608345740,3.79,9.412e-06
1459608345750,3.79,9.774e-06
1459608345760,3.79,5.0680000000000004e-06
1459608345770,3.79,5.792000000000001e-06
1459608345780,3.79,8.326e-06
1459608345790,3.79,6.516e-06
1459608345800,3.79,5.0680000000000004e-06
1459608345810,3.79,7.24e-06
1459608345820,3.79,3.258e-06
1459608345830,3.79,5.792000000000001e-06
1459608345840,3.79,3.982e-06
1459608345850,3.79,3.982e-06
1459608345860,3.79,7.240000000000001e-07
1459608345870,3.79,2.1719999999999997e-06
1459608345880,3.79,2.5340000000000002e-06
1459608345890,3.79,1.4480000000000002e-06
1459608345900,3.79,3.62e-06
1459608345910,3.79,3.6200000000000004e-07
1459608345920,3.79,3.62e-06
1459608345930,3.79,7.240000000000001e-07
1459608345940,3.79,1.4480000000000002e-06
1459608345950,3.79,3.6200000000000004e-07
1459608345960,3.79,2.1719999999999997e-06
1459608345970,3.79,1.0859999999999999e-06
1459608345980,3.79,1.81e-06
1459608345990,3.79,3.6200000000000004e-07
1459608346000,3.79,3.6200000000000004e-07
1459608346010,3.79,3.258e-06
1459608346020,3.79,3.258e-06
1459608346030,3.79,1.81e-06
1459608346040,3.79,2.8960000000000003e-06
1459608346050,3.79,1.0859999999999999e-06
1459608346060,3.79,7.240000000000001e-07
1459608346070,3.79,2.8960000000000003e-06
1459608346080,3.79,7.240000000000001e-07
1459608346090,3.79,3.982e-06
1459608346100,3.79,0.0
1459608346110,3.79,5.43e-06
