Timestamp,position,BLMTI.04L8.B1E10_TCTPV.4L8.B1
1459606898760,0.355,3.982e-06
1459606898770,0.355,3.982e-06
1459606898780,0.355,3.258e-06
1459606898790,0.355,4.343999999999999e-06
1459606898800,0.355,2.8960000000000003e-06
1459606898810,0.355,5.43e-06
1459606898820,0.355,6.154e-06
1459606898830,0.355,5.0680000000000004e-06
1459606898840,0.355,5.43e-06
1459606898850,0.355,6.877999999999999e-06
1459606898860,0.355,4.343999999999999e-06
1459606898870,0.355,5.43e-06
1459606898880,0.355,5.43e-06
1459606898890,0.355,5.43e-06
1459606898900,0.355,4.706e-06
1459606898910,0.355,2.8960000000000003e-06
1459606898920,0.355,2.8960000000000003e-06
1459606898930,0.355,4.706e-06
1459606898940,0.355,4.343999999999999e-06
1459606898950,0.355,3.982e-06
1459606898960,0.355,3.982e-06
1459606898970,0.355,3.982e-06
1459606898980,0.355,3.982e-06
1459606898990,0.355,3.258e-06
1459606899000,0.355,2.5340000000000002e-06
1459606899010,0.355,4.706e-06
1459606899020,0.355,3.258e-06
1459606899030,0.355,2.8960000000000003e-06
1459606899040,0.355,2.8960000000000003e-06
1459606899050,0.355,5.43e-06
1459606899060,0.355,5.43e-06
1459606899070,0.355,3.258e-06
1459606899080,0.355,5.0680000000000004e-06
1459606899090,0.355,6.154e-06
1459606899100,0.355,3.982e-06
1459606899110,0.355,4.343999999999999e-06
1459606899120,0.355,4.343999999999999e-06
1459606899130,0.355,3.982e-06
1459606899140,0.355,4.343999999999999e-06
1459606899150,0.355,3.982e-06
1459606899160,0.355,3.258e-06
1459606899170,0.355,3.62e-06
1459606899180,0.355,4.343999999999999e-06
1459606899190,0.355,3.62e-06
1459606899200,0.355,2.5340000000000002e-06
1459606899210,0.355,3.982e-06
1459606899220,0.355,3.258e-06
1459606899230,0.355,2.8960000000000003e-06
1459606899240,0.355,3.62e-06
1459606899250,0.355,3.62e-06
1459606899260,0.355,2.5340000000000002e-06
1459606899270,0.355,3.982e-06
1459606899280,0.355,3.62e-06
1459606899290,0.355,2.8960000000000003e-06
1459606899300,0.355,2.1719999999999997e-06
1459606899310,0.355,4.706e-06
1459606899320,0.355,4.706e-06
1459606899330,0.355,4.706e-06
1459606899340,0.355,3.258e-06
1459606899350,0.355,5.0680000000000004e-06
1459606899360,0.355,5.0680000000000004e-06
1459606899370,0.355,5.0680000000000004e-06
1459606899380,0.355,5.792000000000001e-06
1459606899390,0.355,5.792000000000001e-06
1459606899400,0.355,5.792000000000001e-06
1459606899410,0.355,5.0680000000000004e-06
1459606899420,0.355,4.343999999999999e-06
1459606899430,0.355,4.706e-06
1459606899440,0.355,3.982e-06
1459606899450,0.355,3.982e-06
1459606899460,0.355,4.343999999999999e-06
1459606899470,0.355,3.258e-06
1459606899480,0.355,2.8960000000000003e-06
1459606899490,0.355,3.982e-06
1459606899500,0.355,2.5340000000000002e-06
1459606899510,0.355,3.62e-06
1459606899520,0.355,2.1719999999999997e-06
1459606899530,0.355,3.982e-06
1459606899540,0.355,2.8960000000000003e-06
1459606899550,0.355,2.1719999999999997e-06
1459606899560,0.355,2.5340000000000002e-06
1459606899570,0.355,2.8960000000000003e-06
1459606899580,0.355,2.1719999999999997e-06
1459606899590,0.355,3.258e-06
1459606899600,0.355,1.4480000000000002e-06
1459606899610,0.355,3.62e-06
1459606899620,0.355,2.5340000000000002e-06
1459606899630,0.355,1.81e-06
1459606899640,0.355,2.8960000000000003e-06
1459606899650,0.355,2.1719999999999997e-06
1459606899660,0.355,2.5340000000000002e-06
1459606899670,0.355,2.8960000000000003e-06
1459606899680,0.355,2.8960000000000003e-06
1459606899690,0.355,2.5340000000000002e-06
1459606899700,0.355,4.343999999999999e-06
1459606899710,0.355,3.258e-06
1459606899720,0.355,2.8960000000000003e-06
1459606899730,0.355,3.982e-06
1459606899740,0.355,3.258e-06
1459606899750,0.355,3.258e-06
1459606899760,0.355,3.258e-06
1459606899770,0.355,3.982e-06
1459606899780,0.355,3.62e-06
1459606899790,0.355,2.5340000000000002e-06
1459606899800,0.355,2.5340000000000002e-06
1459606899810,0.355,2.1719999999999997e-06
1459606899820,0.355,4.706e-06
1459606899830,0.355,4.343999999999999e-06
1459606899840,0.355,3.62e-06
1459606899850,0.355,5.0680000000000004e-06
1459606899860,0.355,5.43e-06
1459606899870,0.355,5.0680000000000004e-06
1459606899880,0.355,4.343999999999999e-06
1459606899890,0.355,5.43e-06
1459606899900,0.355,4.706e-06
1459606899910,0.355,4.343999999999999e-06
1459606899920,0.355,3.62e-06
1459606899930,0.355,3.62e-06
1459606899940,0.355,3.982e-06
1459606899950,0.355,2.5340000000000002e-06
1459606899960,0.355,1.81e-06
1459606899970,0.355,3.62e-06
1459606899980,0.355,2.1719999999999997e-06
1459606899990,0.355,3.258e-06
1459606900000,0.355,2.1719999999999997e-06
1459606900010,0.355,3.982e-06
1459606900020,0.355,2.1719999999999997e-06
1459606900030,0.355,2.8960000000000003e-06
1459606900040,0.355,2.1719999999999997e-06
1459606900050,0.355,4.706e-06
1459606900060,0.355,4.343999999999999e-06
