Timestamp,position,BLMTI.04L1.B1I10_TCTPV.4L1.B1
1459606715520,-7.645,3.6200000000000004e-07
1459606715530,-7.645,0.0
1459606715540,-7.645,2.8960000000000003e-06
1459606715550,-7.645,2.8960000000000003e-06
1459606715560,-7.645,5.0680000000000004e-06
1459606715570,-7.645,0.0
1459606715580,-7.645,7.240000000000001e-07
1459606715590,-7.645,3.6200000000000004e-07
1459606715600,-7.645,3.6200000000000004e-07
1459606715610,-7.645,0.0
1459606715620,-7.645,0.0
1459606715630,-7.645,0.0
1459606715640,-7.645,7.240000000000001e-07
1459606715650,-7.645,3.6200000000000004e-07
1459606715660,-7.645,0.0
1459606715670,-7.645,3.6200000000000004e-07
1459606715680,-7.645,3.6200000000000004e-07
1459606715690,-7.645,7.240000000000001e-07
1459606715700,-7.645,1.4480000000000002e-06
1459606715710,-7.645,3.6200000000000004e-07
1459606715720,-7.645,2.1719999999999997e-06
1459606715730,-7.645,7.240000000000001e-07
1459606715740,-7.645,2.1719999999999997e-06
1459606715750,-7.645,1.0859999999999999e-06
1459606715760,-7.645,4.343999999999999e-06
1459606715770,-7.645,3.6200000000000004e-07
1459606715780,-7.645,3.62e-06
1459606715790,-7.645,2.1719999999999997e-06
1459606715800,-7.645,4.706e-06
1459606715810,-7.645,3.258e-06
1459606715820,-7.645,3.258e-06
1459606715830,-7.645,3.62e-06
1459606715840,-7.645,4.343999999999999e-06
1459606715850,-7.645,3.982e-06
1459606715860,-7.645,4.343999999999999e-06
1459606715870,-7.645,3.258e-06
1459606715880,-7.645,4.706e-06
1459606715890,-7.645,3.258e-06
1459606715900,-7.645,5.792000000000001e-06
1459606715910,-7.645,3.62e-06
1459606715920,-7.645,5.792000000000001e-06
1459606715930,-7.645,5.792000000000001e-06
1459606715940,-7.645,7.602e-06
1459606715950,-7.645,4.343999999999999e-06
1459606715960,-7.645,6.877999999999999e-06
1459606715970,-7.645,3.62e-06
1459606715980,-7.645,5.43e-06
1459606715990,-7.645,1.4480000000000002e-06
1459606716000,-7.645,3.258e-06
1459606716010,-7.645,0.0
1459606716020,-7.645,1.0859999999999999e-06
1459606716030,-7.645,7.240000000000001e-07
1459606716040,-7.645,1.0859999999999999e-06
1459606716050,-7.645,0.0
1459606716060,-7.645,1.0859999999999999e-06
1459606716070,-7.645,3.6200000000000004e-07
1459606716080,-7.645,2.8960000000000003e-06
1459606716090,-7.645,3.258e-06
1459606716100,-7.645,3.62e-06
1459606716110,-7.645,7.240000000000001e-07
1459606716120,-7.645,7.240000000000001e-07
1459606716130,-7.645,0.0
1459606716140,-7.645,1.4480000000000002e-06
1459606716150,-7.645,3.6200000000000004e-07
1459606716160,-7.645,7.240000000000001e-07
1459606716170,-7.645,0.0
1459606716180,-7.645,1.0859999999999999e-06
1459606716190,-7.645,0.0
1459606716200,-7.645,0.0
1459606716210,-7.645,0.0
1459606716220,-7.645,3.6200000000000004e-07
1459606716230,-7.645,3.6200000000000004e-07
1459606716240,-7.645,1.0859999999999999e-06
1459606716250,-7.645,0.0
1459606716260,-7.645,1.4480000000000002e-06
1459606716270,-7.645,3.6200000000000004e-07
1459606716280,-7.645,0.0
1459606716290,-7.645,3.6200000000000004e-07
1459606716300,-7.645,3.6200000000000004e-07
1459606716310,-7.645,3.6200000000000004e-07
1459606716320,-7.645,1.4480000000000002e-06
1459606716330,-7.645,3.6200000000000004e-07
1459606716340,-7.645,7.240000000000001e-07
1459606716350,-7.645,0.0
1459606716360,-7.645,1.4480000000000002e-06
1459606716370,-7.645,0.0
1459606716380,-7.645,2.5340000000000002e-06
1459606716390,-7.645,0.0
1459606716400,-7.645,7.240000000000001e-07
1459606716410,-7.645,0.0
1459606716420,-7.645,1.81e-06
1459606716430,-7.645,7.240000000000001e-07
1459606716440,-7.645,2.5340000000000002e-06
1459606716450,-7.645,1.0859999999999999e-06
1459606716460,-7.645,1.0859999999999999e-06
1459606716470,-7.645,7.240000000000001e-07
1459606716480,-7.645,2.8960000000000003e-06
1459606716490,-7.645,1.4480000000000002e-06
1459606716500,-7.645,2.8960000000000003e-06
1459606716510,-7.645,3.6200000000000004e-07
1459606716520,-7.645,2.1719999999999997e-06
1459606716530,-7.645,1.4480000000000002e-06
1459606716540,-7.645,1.81e-06
1459606716550,-7.645,3.6200000000000004e-07
1459606716560,-7.645,0.0
1459606716570,-7.645,0.0
1459606716580,-7.645,0.0
1459606716590,-7.645,0.0
1459606716600,-7.645,7.240000000000001e-07
1459606716610,-7.645,0.0
1459606716620,-7.645,1.0859999999999999e-06
1459606716630,-7.645,0.0
1459606716640,-7.645,1.0859999999999999e-06
1459606716650,-7.645,0.0
1459606716660,-7.645,1.4480000000000002e-06
1459606716670,-7.645,7.240000000000001e-07
1459606716680,-7.645,3.258e-06
1459606716690,-7.645,0.0
1459606716700,-7.645,7.240000000000001e-07
1459606716710,-7.645,0.0
1459606716720,-7.645,1.4480000000000002e-06
1459606716730,-7.645,0.0
1459606716740,-7.645,1.0859999999999999e-06
1459606716750,-7.645,3.6200000000000004e-07
1459606716760,-7.645,7.24e-06
1459606716770,-7.645,1.0859999999999999e-06
1459606716780,-7.645,2.1719999999999997e-06
1459606716790,-7.645,1.0859999999999999e-06
1459606716800,-7.645,0.0
1459606716810,-7.645,0.0
1459606716820,-7.645,2.5340000000000002e-06
1459606716830,-7.645,0.0
1459606716840,-7.645,1.4480000000000002e-06
1459606716850,-7.645,3.6200000000000004e-07
1459606716860,-7.645,1.81e-06
1459606716870,-7.645,0.0
1459606716880,-7.645,1.0859999999999999e-06
1459606716890,-7.645,1.81e-06
1459606716900,-7.645,2.5340000000000002e-06
1459606716910,-7.645,3.6200000000000004e-07
1459606716920,-7.645,2.5340000000000002e-06
1459606716930,-7.645,7.240000000000001e-07
1459606716940,-7.645,2.8960000000000003e-06
1459606716950,-7.645,1.4480000000000002e-06
1459606716960,-7.645,4.706e-06
1459606716970,-7.645,5.43e-06
1459606716980,-7.645,5.792000000000001e-06
1459606716990,-7.645,7.964e-06
1459606717000,-7.645,1.1222e-05
1459606717010,-7.645,8.687999999999999e-06
1459606717020,-7.645,1.1222e-05
1459606717030,-7.645,6.154e-06
1459606717040,-7.645,9.05e-06
1459606717050,-7.645,7.602e-06
1459606717060,-7.645,1.0498e-05
1459606717070,-7.645,9.05e-06
1459606717080,-7.645,1.5566e-05
1459606717090,-7.645,1.4842000000000001e-05
1459606717100,-7.645,1.3755999999999998e-05
1459606717110,-7.645,5.792000000000001e-06
1459606717120,-7.645,5.0680000000000004e-06
1459606717130,-7.645,2.1719999999999997e-06
1459606717140,-7.645,7.240000000000001e-07
1459606717150,-7.645,3.6200000000000004e-07
1459606717160,-7.645,1.81e-06
1459606717170,-7.645,3.6200000000000004e-07
1459606717180,-7.645,2.1719999999999997e-06
1459606717190,-7.645,0.0
1459606717200,-7.645,1.4480000000000002e-06
1459606717210,-7.645,7.240000000000001e-07
1459606717220,-7.645,3.6200000000000004e-07
1459606717230,-7.645,7.240000000000001e-07
1459606717240,-7.645,1.0859999999999999e-06
1459606717250,-7.645,0.0
1459606717260,-7.645,3.6200000000000004e-07
1459606717270,-7.645,0.0
1459606717280,-7.645,1.0859999999999999e-06
1459606717290,-7.645,0.0
1459606717300,-7.645,2.1719999999999997e-06
1459606717310,-7.645,0.0
1459606717320,-7.645,1.0859999999999999e-06
1459606717330,-7.645,0.0
1459606717340,-7.645,1.4480000000000002e-06
1459606717350,-7.645,0.0
1459606717360,-7.645,7.240000000000001e-07
1459606717370,-7.645,7.240000000000001e-07
1459606717380,-7.645,5.43e-06
1459606717390,-7.645,2.1719999999999997e-06
1459606717400,-7.645,1.81e-06
1459606717410,-7.645,7.240000000000001e-07
1459606717420,-7.645,0.0
1459606717430,-7.645,0.0
1459606717440,-7.645,1.4480000000000002e-06
1459606717450,-7.645,3.6200000000000004e-07
1459606717460,-7.645,0.0
1459606717470,-7.645,0.0
1459606717480,-7.645,3.6200000000000004e-07
1459606717490,-7.645,3.6200000000000004e-07
1459606717500,-7.645,3.6200000000000004e-07
1459606717510,-7.645,0.0
1459606717520,-7.645,7.240000000000001e-07
1459606717530,-7.645,3.6200000000000004e-07
1459606717540,-7.645,1.4480000000000002e-06
1459606717550,-7.645,0.0
1459606717560,-7.645,7.240000000000001e-07
1459606717570,-7.645,3.6200000000000004e-07
1459606717580,-7.645,1.4480000000000002e-06
1459606717590,-7.645,0.0
1459606717600,-7.645,3.6200000000000004e-07
1459606717610,-7.645,7.240000000000001e-07
1459606717620,-7.645,1.4480000000000002e-06
1459606717630,-7.645,3.6200000000000004e-07
1459606717640,-7.645,1.4480000000000002e-06
1459606717650,-7.645,0.0
1459606717660,-7.645,1.81e-06
1459606717670,-7.645,0.0
1459606717680,-7.645,7.240000000000001e-07
1459606717690,-7.645,7.240000000000001e-07
1459606717700,-7.645,3.982e-06
1459606717710,-7.645,0.0
1459606717720,-7.645,1.0859999999999999e-06
1459606717730,-7.645,1.0859999999999999e-06
1459606717740,-7.645,1.4480000000000002e-06
1459606717750,-7.645,3.6200000000000004e-07
1459606717760,-7.645,2.5340000000000002e-06
1459606717770,-7.645,3.6200000000000004e-07
1459606717780,-7.645,3.62e-06
1459606717790,-7.645,1.0859999999999999e-06
1459606717800,-7.645,3.62e-06
1459606717810,-7.645,1.4480000000000002e-06
1459606717820,-7.645,2.5340000000000002e-06
1459606717830,-7.645,7.240000000000001e-07
1459606717840,-7.645,1.0859999999999999e-06
1459606717850,-7.645,0.0
1459606717860,-7.645,0.0
1459606717870,-7.645,0.0
1459606717880,-7.645,1.4480000000000002e-06
1459606717890,-7.645,3.6200000000000004e-07
1459606717900,-7.645,6.877999999999999e-06
1459606717910,-7.645,0.0
1459606717920,-7.645,3.6200000000000004e-07
1459606717930,-7.645,3.6200000000000004e-07
1459606717940,-7.645,1.4480000000000002e-06
1459606717950,-7.645,7.240000000000001e-07
1459606717960,-7.645,0.0
1459606717970,-7.645,0.0
1459606717980,-7.645,3.6200000000000004e-07
1459606717990,-7.645,1.0859999999999999e-06
1459606718000,-7.645,7.240000000000001e-07
1459606718010,-7.645,0.0
1459606718020,-7.645,2.5340000000000002e-06
1459606718030,-7.645,0.0
1459606718040,-7.645,3.6200000000000004e-07
1459606718050,-7.645,7.240000000000001e-07
1459606718060,-7.645,2.5340000000000002e-06
1459606718070,-7.645,0.0
1459606718080,-7.645,0.0
1459606718090,-7.645,0.0
1459606718100,-7.645,0.0
1459606718110,-7.645,0.0
1459606718120,-7.645,0.0
1459606718130,-7.645,0.0
1459606718140,-7.645,0.0
1459606718150,-7.645,0.0
1459606718160,-7.645,0.0
1459606718170,-7.645,0.0
1459606718180,-7.645,1.0859999999999999e-06
1459606718190,-7.645,0.0
1459606718200,-7.645,2.1719999999999997e-06
1459606718210,-7.645,3.6200000000000004e-07
1459606718220,-7.645,2.8960000000000003e-06
1459606718230,-7.645,3.6200000000000004e-07
1459606718240,-7.645,1.81e-06
1459606718250,-7.645,0.0
1459606718260,-7.645,2.8960000000000003e-06
1459606718270,-7.645,7.240000000000001e-07
1459606718280,-7.645,3.6200000000000004e-07
1459606718290,-7.645,3.6200000000000004e-07
1459606718300,-7.645,1.0859999999999999e-06
1459606718310,-7.645,3.6200000000000004e-07
1459606718320,-7.645,1.4480000000000002e-06
1459606718330,-7.645,2.1719999999999997e-06
1459606718340,-7.645,1.8100000000000003e-05
1459606718350,-7.645,2.5340000000000002e-06
1459606718360,-7.645,5.0680000000000004e-06
1459606718370,-7.645,2.5340000000000002e-06
1459606718380,-7.645,2.8960000000000003e-06
1459606718390,-7.645,3.6200000000000004e-07
1459606718400,-7.645,3.982e-06
1459606718410,-7.645,1.4480000000000002e-06
1459606718420,-7.645,7.240000000000001e-07
1459606718430,-7.645,3.6200000000000004e-07
1459606718440,-7.645,0.0
1459606718450,-7.645,0.0
1459606718460,-7.645,7.240000000000001e-07
1459606718470,-7.645,3.6200000000000004e-07
1459606718480,-7.645,1.81e-06
1459606718490,-7.645,0.0
1459606718500,-7.645,1.0859999999999999e-06
1459606718510,-7.645,0.0
1459606718520,-7.645,1.81e-06
1459606718530,-7.645,7.240000000000001e-07
1459606718540,-7.645,1.4480000000000002e-06
1459606718550,-7.645,0.0
1459606718560,-7.645,3.6200000000000004e-07
1459606718570,-7.645,3.6200000000000004e-07
1459606718580,-7.645,1.81e-06
1459606718590,-7.645,0.0
1459606718600,-7.645,1.0859999999999999e-06
1459606718610,-7.645,3.6200000000000004e-07
1459606718620,-7.645,3.6200000000000004e-07
1459606718630,-7.645,7.240000000000001e-07
1459606718640,-7.645,1.0859999999999999e-06
1459606718650,-7.645,0.0
1459606718660,-7.645,7.240000000000001e-07
1459606718670,-7.645,0.0
1459606718680,-7.645,1.81e-06
1459606718690,-7.645,3.6200000000000004e-07
1459606718700,-7.645,3.6200000000000004e-07
1459606718710,-7.645,3.6200000000000004e-07
1459606718720,-7.645,7.240000000000001e-07
1459606718730,-7.645,0.0
1459606718740,-7.645,0.0
1459606718750,-7.645,0.0
1459606718760,-7.645,2.8960000000000003e-06
1459606718770,-7.645,7.240000000000001e-07
1459606718780,-7.645,2.1719999999999997e-06
1459606718790,-7.645,3.6200000000000004e-07
1459606718800,-7.645,2.1719999999999997e-06
1459606718810,-7.645,1.0859999999999999e-06
1459606718820,-7.645,7.240000000000001e-07
1459606718830,-7.645,1.0859999999999999e-06
1459606718840,-7.645,7.240000000000001e-07
1459606718850,-7.645,7.240000000000001e-07
1459606718860,-7.645,1.4480000000000002e-06
1459606718870,-7.645,0.0
1459606718880,-7.645,2.1719999999999997e-06
1459606718890,-7.645,3.6200000000000004e-07
1459606718900,-7.645,1.81e-06
1459606718910,-7.645,1.0859999999999999e-06
1459606718920,-7.645,3.62e-06
1459606718930,-7.645,3.6200000000000004e-07
1459606718940,-7.645,2.1719999999999997e-06
1459606718950,-7.645,4.706e-06
1459606718960,-7.645,3.982e-06
1459606718970,-7.645,0.0
1459606718980,-7.645,3.6200000000000004e-07
1459606718990,-7.645,0.0
1459606719000,-7.645,1.81e-06
1459606719010,-7.645,0.0
1459606719020,-7.645,0.0
1459606719030,-7.645,3.6200000000000004e-07
1459606719040,-7.645,1.4480000000000002e-06
1459606719050,-7.645,0.0
1459606719060,-7.645,0.0
1459606719070,-7.645,0.0
1459606719080,-7.645,1.4480000000000002e-06
1459606719090,-7.645,0.0
1459606719100,-7.645,3.6200000000000004e-07
1459606719110,-7.645,0.0
1459606719120,-7.645,1.0859999999999999e-06
1459606719130,-7.645,1.0859999999999999e-06
1459606719140,-7.645,0.0
1459606719150,-7.645,3.6200000000000004e-07
1459606719160,-7.645,7.240000000000001e-07
1459606719170,-7.645,1.0859999999999999e-06
1459606719180,-7.645,0.0
1459606719190,-7.645,3.6200000000000004e-07
1459606719200,-7.645,1.4480000000000002e-06
1459606719210,-7.645,0.0
1459606719220,-7.645,0.0
1459606719230,-7.645,3.6200000000000004e-07
1459606719240,-7.645,1.0859999999999999e-06
1459606719250,-7.645,0.0
1459606719260,-7.645,1.0859999999999999e-06
1459606719270,-7.645,7.240000000000001e-07
1459606719280,-7.645,0.0
1459606719290,-7.645,7.240000000000001e-07
1459606719300,-7.645,7.240000000000001e-07
1459606719310,-7.645,0.0
1459606719320,-7.645,1.81e-06
1459606719330,-7.645,3.6200000000000004e-07
1459606719340,-7.645,1.81e-06
1459606719350,-7.645,3.6200000000000004e-07
1459606719360,-7.645,2.5340000000000002e-06
1459606719370,-7.645,2.1719999999999997e-06
1459606719380,-7.645,4.343999999999999e-06
1459606719390,-7.645,4.343999999999999e-06
1459606719400,-7.645,9.05e-06
1459606719410,-7.645,6.154e-06
1459606719420,-7.645,8.687999999999999e-06
1459606719430,-7.645,6.877999999999999e-06
1459606719440,-7.645,7.964e-06
