Timestamp,position,BLMTI.04R2.B1I10_TCLIA.4R2
1459605923280,8.77,1.0859999999999999e-06
1459605923290,8.77,1.0859999999999999e-06
1459605923300,8.77,1.0859999999999999e-06
1459605923310,8.77,1.81e-06
1459605923320,8.77,1.81e-06
1459605923330,8.77,1.4480000000000002e-06
1459605923340,8.77,1.4480000000000002e-06
1459605923350,8.77,1.0859999999999999e-06
1459605923360,8.77,1.81e-06
1459605923370,8.77,1.81e-06
1459605923380,8.77,1.4480000000000002e-06
1459605923390,8.77,3.6200000000000004e-07
1459605923400,8.77,1.0859999999999999e-06
1459605923410,8.77,1.0859999999999999e-06
1459605923420,8.77,1.4480000000000002e-06
1459605923430,8.77,1.0859999999999999e-06
1459605923440,8.77,1.4480000000000002e-06
1459605923450,8.77,7.240000000000001e-07
1459605923460,8.77,1.4480000000000002e-06
1459605923470,8.77,1.0859999999999999e-06
1459605923480,8.77,1.0859999999999999e-06
1459605923490,8.77,1.0859999999999999e-06
1459605923500,8.77,1.4480000000000002e-06
1459605923510,8.77,1.81e-06
1459605923520,8.77,1.0859999999999999e-06
1459605923530,8.77,3.6200000000000004e-07
1459605923540,8.77,2.1719999999999997e-06
1459605923550,8.77,1.4480000000000002e-06
1459605923560,8.77,1.0859999999999999e-06
1459605923570,8.77,3.6200000000000004e-07
1459605923580,8.77,1.4480000000000002e-06
1459605923590,8.77,3.6200000000000004e-07
1459605923600,8.77,7.240000000000001e-07
1459605923610,8.77,1.81e-06
1459605923620,8.77,3.6200000000000004e-07
1459605923630,8.77,7.240000000000001e-07
1459605923640,8.77,7.240000000000001e-07
1459605923650,8.77,7.240000000000001e-07
1459605923660,8.77,7.240000000000001e-07
1459605923670,8.77,7.240000000000001e-07
1459605923680,8.77,7.240000000000001e-07
1459605923690,8.77,7.240000000000001e-07
1459605923700,8.77,3.6200000000000004e-07
1459605923710,8.77,3.6200000000000004e-07
1459605923720,8.77,1.4480000000000002e-06
1459605923730,8.77,7.240000000000001e-07
1459605923740,8.77,1.4480000000000002e-06
1459605923750,8.77,3.6200000000000004e-07
1459605923760,8.77,1.81e-06
1459605923770,8.77,7.240000000000001e-07
1459605923780,8.77,3.6200000000000004e-07
1459605923790,8.77,3.6200000000000004e-07
1459605923800,8.77,7.240000000000001e-07
1459605923810,8.77,3.6200000000000004e-07
1459605923820,8.77,1.0859999999999999e-06
1459605923830,8.77,3.6200000000000004e-07
1459605923840,8.77,7.240000000000001e-07
1459605923850,8.77,1.0859999999999999e-06
1459605923860,8.77,3.6200000000000004e-07
1459605923870,8.77,7.240000000000001e-07
1459605923880,8.77,3.6200000000000004e-07
1459605923890,8.77,3.6200000000000004e-07
1459605923900,8.77,3.6200000000000004e-07
1459605923910,8.77,3.6200000000000004e-07
1459605923920,8.77,7.240000000000001e-07
1459605923930,8.77,1.0859999999999999e-06
1459605923940,8.77,1.0859999999999999e-06
1459605923950,8.77,1.0859999999999999e-06
1459605923960,8.77,1.0859999999999999e-06
1459605923970,8.77,1.81e-06
1459605923980,8.77,1.4480000000000002e-06
1459605923990,8.77,1.81e-06
1459605924000,8.77,1.0859999999999999e-06
1459605924010,8.77,1.81e-06
1459605924020,8.77,1.81e-06
1459605924030,8.77,2.5340000000000002e-06
1459605924040,8.77,2.1719999999999997e-06
1459605924050,8.77,2.5340000000000002e-06
1459605924060,8.77,1.81e-06
1459605924070,8.77,1.81e-06
1459605924080,8.77,7.240000000000001e-07
1459605924090,8.77,2.1719999999999997e-06
1459605924100,8.77,7.240000000000001e-07
1459605924110,8.77,1.81e-06
1459605924120,8.77,3.6200000000000004e-07
1459605924130,8.77,2.5340000000000002e-06
1459605924140,8.77,1.4480000000000002e-06
1459605924150,8.77,1.81e-06
1459605924160,8.77,1.0859999999999999e-06
1459605924170,8.77,1.0859999999999999e-06
1459605924180,8.77,1.0859999999999999e-06
1459605924190,8.77,1.0859999999999999e-06
