Timestamp,position,BLMTI.06R7.B1E10_TCLA.A6R7.B1
1459607169910,2.015,7.240000000000001e-07
1459607169920,2.015,1.81e-06
1459607169930,2.015,1.0859999999999999e-06
1459607169940,2.015,2.1719999999999997e-06
1459607169950,2.015,7.240000000000001e-07
1459607169960,2.015,2.5340000000000002e-06
1459607169970,2.015,1.0859999999999999e-06
1459607169980,2.015,2.1719999999999997e-06
1459607169990,2.015,1.4480000000000002e-06
1459607170000,2.015,1.81e-06
1459607170010,2.015,1.0859999999999999e-06
1459607170020,2.015,2.5340000000000002e-06
1459607170030,2.015,7.240000000000001e-07
1459607170040,2.015,3.258e-06
1459607170050,2.015,3.6200000000000004e-07
1459607170060,2.015,2.1719999999999997e-06
1459607170070,2.015,1.0859999999999999e-06
1459607170080,2.015,2.5340000000000002e-06
1459607170090,2.015,3.6200000000000004e-07
1459607170100,2.015,1.81e-06
1459607170110,2.015,3.6200000000000004e-07
1459607170120,2.015,2.5340000000000002e-06
1459607170130,2.015,7.240000000000001e-07
1459607170140,2.015,2.5340000000000002e-06
1459607170150,2.015,1.4480000000000002e-06
1459607170160,2.015,2.1719999999999997e-06
1459607170170,2.015,1.0859999999999999e-06
1459607170180,2.015,2.1719999999999997e-06
1459607170190,2.015,7.240000000000001e-07
1459607170200,2.015,2.1719999999999997e-06
1459607170210,2.015,3.6200000000000004e-07
1459607170220,2.015,2.5340000000000002e-06
1459607170230,2.015,3.6200000000000004e-07
1459607170240,2.015,1.81e-06
1459607170250,2.015,3.6200000000000004e-07
1459607170260,2.015,2.5340000000000002e-06
1459607170270,2.015,0.0
1459607170280,2.015,2.5340000000000002e-06
1459607170290,2.015,7.240000000000001e-07
1459607170300,2.015,2.5340000000000002e-06
1459607170310,2.015,3.6200000000000004e-07
1459607170320,2.015,1.81e-06
1459607170330,2.015,3.6200000000000004e-07
1459607170340,2.015,1.81e-06
1459607170350,2.015,7.240000000000001e-07
1459607170360,2.015,1.81e-06
1459607170370,2.015,7.240000000000001e-07
1459607170380,2.015,2.8960000000000003e-06
1459607170390,2.015,3.6200000000000004e-07
1459607170400,2.015,2.1719999999999997e-06
1459607170410,2.015,1.4480000000000002e-06
1459607170420,2.015,2.1719999999999997e-06
1459607170430,2.015,7.240000000000001e-07
1459607170440,2.015,2.5340000000000002e-06
1459607170450,2.015,7.240000000000001e-07
1459607170460,2.015,3.62e-06
1459607170470,2.015,1.4480000000000002e-06
1459607170480,2.015,3.982e-06
1459607170490,2.015,1.0859999999999999e-06
1459607170500,2.015,5.0680000000000004e-06
1459607170510,2.015,1.4480000000000002e-06
1459607170520,2.015,5.0680000000000004e-06
1459607170530,2.015,1.81e-06
1459607170540,2.015,4.706e-06
1459607170550,2.015,3.6200000000000004e-07
1459607170560,2.015,4.343999999999999e-06
1459607170570,2.015,1.4480000000000002e-06
1459607170580,2.015,3.258e-06
1459607170590,2.015,7.240000000000001e-07
1459607170600,2.015,2.5340000000000002e-06
1459607170610,2.015,1.0859999999999999e-06
1459607170620,2.015,1.81e-06
1459607170630,2.015,1.0859999999999999e-06
1459607170640,2.015,2.5340000000000002e-06
1459607170650,2.015,7.240000000000001e-07
1459607170660,2.015,1.4480000000000002e-06
1459607170670,2.015,7.240000000000001e-07
1459607170680,2.015,1.0859999999999999e-06
1459607170690,2.015,1.0859999999999999e-06
1459607170700,2.015,2.5340000000000002e-06
1459607170710,2.015,3.6200000000000004e-07
1459607170720,2.015,2.1719999999999997e-06
1459607170730,2.015,7.240000000000001e-07
1459607170740,2.015,2.5340000000000002e-06
1459607170750,2.015,3.6200000000000004e-07
1459607170760,2.015,2.8960000000000003e-06
1459607170770,2.015,7.240000000000001e-07
1459607170780,2.015,2.5340000000000002e-06
1459607170790,2.015,1.0859999999999999e-06
1459607170800,2.015,2.8960000000000003e-06
1459607170810,2.015,2.1719999999999997e-06
1459607170820,2.015,2.1719999999999997e-06
1459607170830,2.015,1.0859999999999999e-06
1459607170840,2.015,3.982e-06
1459607170850,2.015,1.81e-06
1459607170860,2.015,3.982e-06
1459607170870,2.015,7.240000000000001e-07
1459607170880,2.015,1.0859999999999999e-06
1459607170890,2.015,1.4480000000000002e-06
1459607170900,2.015,1.4480000000000002e-06
1459607170910,2.015,3.6200000000000004e-07
1459607170920,2.015,2.5340000000000002e-06
1459607170930,2.015,1.0859999999999999e-06
1459607170940,2.015,2.1719999999999997e-06
1459607170950,2.015,3.6200000000000004e-07
1459607170960,2.015,1.4480000000000002e-06
1459607170970,2.015,7.240000000000001e-07
1459607170980,2.015,2.5340000000000002e-06
1459607170990,2.015,3.6200000000000004e-07
1459607171000,2.015,2.8960000000000003e-06
1459607171010,2.015,1.4480000000000002e-06
1459607171020,2.015,2.5340000000000002e-06
1459607171030,2.015,3.6200000000000004e-07
1459607171040,2.015,1.4480000000000002e-06
1459607171050,2.015,1.81e-06
1459607171060,2.015,2.1719999999999997e-06
1459607171070,2.015,1.0859999999999999e-06
1459607171080,2.015,2.8960000000000003e-06
1459607171090,2.015,7.240000000000001e-07
1459607171100,2.015,3.258e-06
1459607171110,2.015,7.240000000000001e-07
1459607171120,2.015,1.81e-06
1459607171130,2.015,1.0859999999999999e-06
1459607171140,2.015,2.1719999999999997e-06
1459607171150,2.015,7.240000000000001e-07
1459607171160,2.015,2.8960000000000003e-06
1459607171170,2.015,0.0
1459607171180,2.015,2.1719999999999997e-06
1459607171190,2.015,7.240000000000001e-07
1459607171200,2.015,1.81e-06
1459607171210,2.015,3.6200000000000004e-07
1459607171220,2.015,2.1719999999999997e-06
1459607171230,2.015,7.240000000000001e-07
1459607171240,2.015,2.1719999999999997e-06
1459607171250,2.015,0.0
1459607171260,2.015,2.1719999999999997e-06
1459607171270,2.015,3.6200000000000004e-07
1459607171280,2.015,2.5340000000000002e-06
1459607171290,2.015,3.6200000000000004e-07
1459607171300,2.015,2.1719999999999997e-06
1459607171310,2.015,1.0859999999999999e-06
1459607171320,2.015,2.1719999999999997e-06
1459607171330,2.015,3.6200000000000004e-07
1459607171340,2.015,2.5340000000000002e-06
1459607171350,2.015,3.6200000000000004e-07
1459607171360,2.015,1.81e-06
1459607171370,2.015,7.240000000000001e-07
1459607171380,2.015,2.1719999999999997e-06
1459607171390,2.015,3.6200000000000004e-07
1459607171400,2.015,1.4480000000000002e-06
1459607171410,2.015,1.0859999999999999e-06
1459607171420,2.015,2.1719999999999997e-06
1459607171430,2.015,7.240000000000001e-07
1459607171440,2.015,2.8960000000000003e-06
1459607171450,2.015,7.240000000000001e-07
1459607171460,2.015,2.1719999999999997e-06
1459607171470,2.015,7.240000000000001e-07
