Timestamp,position,BLMTI.06L7.B2I10_TCLA.C6L7.B2
1459606548220,4.29,7.240000000000001e-07
1459606548230,4.29,1.4480000000000002e-06
1459606548240,4.29,7.240000000000001e-07
1459606548250,4.29,1.0859999999999999e-06
1459606548260,4.29,7.240000000000001e-07
1459606548270,4.29,1.4480000000000002e-06
1459606548280,4.29,7.240000000000001e-07
1459606548290,4.29,1.4480000000000002e-06
1459606548300,4.29,7.240000000000001e-07
1459606548310,4.29,1.81e-06
1459606548320,4.29,7.240000000000001e-07
1459606548330,4.29,1.0859999999999999e-06
1459606548340,4.29,2.1719999999999997e-06
1459606548350,4.29,2.1719999999999997e-06
1459606548360,4.29,3.258e-06
1459606548370,4.29,1.81e-06
1459606548380,4.29,2.5340000000000002e-06
1459606548390,4.29,1.0859999999999999e-06
1459606548400,4.29,1.4480000000000002e-06
1459606548410,4.29,1.0859999999999999e-06
1459606548420,4.29,7.240000000000001e-07
1459606548430,4.29,3.6200000000000004e-07
1459606548440,4.29,1.0859999999999999e-06
1459606548450,4.29,1.0859999999999999e-06
1459606548460,4.29,1.0859999999999999e-06
1459606548470,4.29,1.0859999999999999e-06
1459606548480,4.29,1.0859999999999999e-06
1459606548490,4.29,1.4480000000000002e-06
1459606548500,4.29,7.240000000000001e-07
1459606548510,4.29,1.0859999999999999e-06
1459606548520,4.29,2.8960000000000003e-06
1459606548530,4.29,4.343999999999999e-06
1459606548540,4.29,2.5340000000000002e-06
1459606548550,4.29,1.81e-06
1459606548560,4.29,2.5340000000000002e-06
1459606548570,4.29,1.81e-06
1459606548580,4.29,1.0859999999999999e-06
1459606548590,4.29,1.4480000000000002e-06
1459606548600,4.29,7.240000000000001e-07
1459606548610,4.29,1.0859999999999999e-06
1459606548620,4.29,1.0859999999999999e-06
1459606548630,4.29,1.81e-06
1459606548640,4.29,1.4480000000000002e-06
1459606548650,4.29,1.0859999999999999e-06
1459606548660,4.29,1.81e-06
1459606548670,4.29,1.81e-06
1459606548680,4.29,2.1719999999999997e-06
1459606548690,4.29,2.8960000000000003e-06
1459606548700,4.29,2.8960000000000003e-06
1459606548710,4.29,3.258e-06
1459606548720,4.29,3.982e-06
1459606548730,4.29,5.0680000000000004e-06
1459606548740,4.29,4.706e-06
1459606548750,4.29,5.43e-06
1459606548760,4.29,4.343999999999999e-06
1459606548770,4.29,5.0680000000000004e-06
1459606548780,4.29,7.964e-06
1459606548790,4.29,1.2308e-05
1459606548800,4.29,1.5566e-05
1459606548810,4.29,1.448e-05
1459606548820,4.29,1.991e-05
1459606548830,4.29,1.8462e-05
1459606548840,4.29,2.6788000000000002e-05
1459606548850,4.29,1.629e-05
1459606548860,4.29,1.1945999999999999e-05
1459606548870,4.29,4.343999999999999e-06
1459606548880,4.29,2.5340000000000002e-06
1459606548890,4.29,2.1719999999999997e-06
1459606548900,4.29,3.6200000000000004e-07
1459606548910,4.29,1.4480000000000002e-06
1459606548920,4.29,0.0
1459606548930,4.29,2.5340000000000002e-06
1459606548940,4.29,7.240000000000001e-07
1459606548950,4.29,1.4480000000000002e-06
1459606548960,4.29,1.81e-06
1459606548970,4.29,2.5340000000000002e-06
1459606548980,4.29,4.706e-06
1459606548990,4.29,7.24e-06
1459606549000,4.29,1.448e-05
1459606549010,4.29,1.4118e-05
1459606549020,4.29,1.5204e-05
1459606549030,4.29,8.326e-06
1459606549040,4.29,1.0498e-05
1459606549050,4.29,5.0680000000000004e-06
1459606549060,4.29,4.706e-06
1459606549070,4.29,2.8960000000000003e-06
1459606549080,4.29,2.5340000000000002e-06
1459606549090,4.29,2.1719999999999997e-06
1459606549100,4.29,1.4480000000000002e-06
1459606549110,4.29,2.5340000000000002e-06
1459606549120,4.29,1.0859999999999999e-06
1459606549130,4.29,1.81e-06
1459606549140,4.29,7.240000000000001e-07
1459606549150,4.29,1.81e-06
1459606549160,4.29,1.0859999999999999e-06
1459606549170,4.29,1.0859999999999999e-06
1459606549180,4.29,1.4480000000000002e-06
1459606549190,4.29,2.1719999999999997e-06
1459606549200,4.29,1.81e-06
1459606549210,4.29,2.5340000000000002e-06
1459606549220,4.29,2.8960000000000003e-06
1459606549230,4.29,1.4480000000000002e-06
1459606549240,4.29,3.258e-06
1459606549250,4.29,1.81e-06
1459606549260,4.29,3.62e-06
1459606549270,4.29,2.5340000000000002e-06
1459606549280,4.29,3.258e-06
1459606549290,4.29,2.5340000000000002e-06
1459606549300,4.29,1.81e-06
1459606549310,4.29,2.1719999999999997e-06
1459606549320,4.29,1.81e-06
1459606549330,4.29,1.4480000000000002e-06
1459606549340,4.29,7.240000000000001e-07
1459606549350,4.29,1.4480000000000002e-06
1459606549360,4.29,1.0859999999999999e-06
1459606549370,4.29,2.1719999999999997e-06
1459606549380,4.29,1.81e-06
1459606549390,4.29,1.4480000000000002e-06
1459606549400,4.29,2.5340000000000002e-06
1459606549410,4.29,1.81e-06
1459606549420,4.29,1.81e-06
1459606549430,4.29,7.240000000000001e-07
1459606549440,4.29,1.4480000000000002e-06
1459606549450,4.29,1.0859999999999999e-06
1459606549460,4.29,7.240000000000001e-07
1459606549470,4.29,1.81e-06
1459606549480,4.29,7.240000000000001e-07
1459606549490,4.29,1.81e-06
1459606549500,4.29,3.6200000000000004e-07
1459606549510,4.29,2.5340000000000002e-06
1459606549520,4.29,0.0
1459606549530,4.29,2.1719999999999997e-06
1459606549540,4.29,7.240000000000001e-07
1459606549550,4.29,1.4480000000000002e-06
1459606549560,4.29,7.240000000000001e-07
1459606549570,4.29,1.0859999999999999e-06
1459606549580,4.29,1.4480000000000002e-06
1459606549590,4.29,1.81e-06
1459606549600,4.29,3.982e-06
1459606549610,4.29,5.43e-06
1459606549620,4.29,1.1584000000000001e-05
1459606549630,4.29,1.5204e-05
1459606549640,4.29,2.7511999999999997e-05
1459606549650,4.29,3.6924e-05
1459606549660,4.29,4.5611999999999996e-05
1459606549670,4.29,3.5476e-05
1459606549680,4.29,3.6562e-05
1459606549690,4.29,2.172e-05
1459606549700,4.29,2.6426e-05
1459606549710,4.29,1.8824e-05
1459606549720,4.29,2.0996e-05
1459606549730,4.29,9.412e-06
1459606549740,4.29,1.1222e-05
1459606549750,4.29,8.326e-06
1459606549760,4.29,8.326e-06
1459606549770,4.29,3.982e-06
1459606549780,4.29,6.154e-06
1459606549790,4.29,3.982e-06
1459606549800,4.29,5.43e-06
1459606549810,4.29,2.8960000000000003e-06
1459606549820,4.29,4.706e-06
1459606549830,4.29,1.81e-06
1459606549840,4.29,3.62e-06
1459606549850,4.29,1.0859999999999999e-06
1459606549860,4.29,3.62e-06
1459606549870,4.29,2.1719999999999997e-06
1459606549880,4.29,2.1719999999999997e-06
1459606549890,4.29,1.4480000000000002e-06
1459606549900,4.29,2.8960000000000003e-06
1459606549910,4.29,2.5340000000000002e-06
1459606549920,4.29,3.62e-06
1459606549930,4.29,5.43e-06
1459606549940,4.29,8.687999999999999e-06
1459606549950,4.29,8.687999999999999e-06
1459606549960,4.29,9.05e-06
1459606549970,4.29,7.964e-06
1459606549980,4.29,6.154e-06
1459606549990,4.29,3.982e-06
1459606550000,4.29,2.5340000000000002e-06
1459606550010,4.29,1.0859999999999999e-06
1459606550020,4.29,1.0859999999999999e-06
1459606550030,4.29,3.6200000000000004e-07
1459606550040,4.29,1.81e-06
1459606550050,4.29,3.6200000000000004e-07
