Timestamp,position,BLMTI.06L7.B2I10_TCSG.6L7.B2
1459601004900,9.06,3.6200000000000004e-07
1459601004910,9.06,0.0
1459601004920,9.06,7.240000000000001e-07
1459601004930,9.06,3.6200000000000004e-07
1459601004940,9.06,7.240000000000001e-07
1459601004950,9.06,0.0
1459601004960,9.06,7.240000000000001e-07
1459601004970,9.06,0.0
1459601004980,9.06,3.6200000000000004e-07
1459601004990,9.06,0.0
1459601005000,9.06,1.0859999999999999e-06
1459601005010,9.06,0.0
1459601005020,9.06,3.6200000000000004e-07
1459601005030,9.06,0.0
1459601005040,9.06,3.6200000000000004e-07
1459601005050,9.06,0.0
1459601005060,9.06,1.0859999999999999e-06
1459601005070,9.06,0.0
1459601005080,9.06,0.0
1459601005090,9.06,0.0
1459601005100,9.06,7.240000000000001e-07
1459601005110,9.06,0.0
1459601005120,9.06,3.6200000000000004e-07
1459601005130,9.06,0.0
1459601005140,9.06,1.0859999999999999e-06
1459601005150,9.06,0.0
1459601005160,9.06,3.6200000000000004e-07
1459601005170,9.06,0.0
1459601005180,9.06,3.6200000000000004e-07
1459601005190,9.06,0.0
1459601005200,9.06,1.0859999999999999e-06
1459601005210,9.06,0.0
1459601005220,9.06,3.6200000000000004e-07
1459601005230,9.06,0.0
1459601005240,9.06,7.240000000000001e-07
1459601005250,9.06,0.0
1459601005260,9.06,7.240000000000001e-07
1459601005270,9.06,0.0
1459601005280,9.06,7.240000000000001e-07
1459601005290,9.06,0.0
1459601005300,9.06,3.6200000000000004e-07
1459601005310,9.06,0.0
1459601005320,9.06,1.0859999999999999e-06
1459601005330,9.06,0.0
1459601005340,9.06,3.6200000000000004e-07
1459601005350,9.06,0.0
1459601005360,9.06,7.240000000000001e-07
1459601005370,9.06,0.0
1459601005380,9.06,3.6200000000000004e-07
1459601005390,9.06,0.0
1459601005400,9.06,1.0859999999999999e-06
1459601005410,9.06,0.0
1459601005420,9.06,3.6200000000000004e-07
1459601005430,9.06,0.0
1459601005440,9.06,7.240000000000001e-07
1459601005450,9.06,0.0
1459601005460,9.06,7.240000000000001e-07
1459601005470,9.06,0.0
1459601005480,9.06,1.0859999999999999e-06
1459601005490,9.06,0.0
1459601005500,9.06,3.6200000000000004e-07
1459601005510,9.06,0.0
1459601005520,9.06,7.240000000000001e-07
1459601005530,9.06,0.0
1459601005540,9.06,7.240000000000001e-07
1459601005550,9.06,0.0
1459601005560,9.06,3.6200000000000004e-07
1459601005570,9.06,0.0
1459601005580,9.06,7.240000000000001e-07
1459601005590,9.06,0.0
1459601005600,9.06,3.6200000000000004e-07
1459601005610,9.06,0.0
1459601005620,9.06,3.6200000000000004e-07
1459601005630,9.06,3.6200000000000004e-07
1459601005640,9.06,3.6200000000000004e-07
1459601005650,9.06,0.0
1459601005660,9.06,7.240000000000001e-07
1459601005670,9.06,3.6200000000000004e-07
1459601005680,9.06,0.0
1459601005690,9.06,3.6200000000000004e-07
1459601005700,9.06,0.0
1459601005710,9.06,3.6200000000000004e-07
1459601005720,9.06,7.240000000000001e-07
1459601005730,9.06,7.240000000000001e-07
1459601005740,9.06,1.81e-06
1459601005750,9.06,0.0
1459601005760,9.06,1.81e-06
1459601005770,9.06,0.0
1459601005780,9.06,7.240000000000001e-07
1459601005790,9.06,3.6200000000000004e-07
1459601005800,9.06,3.6200000000000004e-07
1459601005810,9.06,0.0
1459601005820,9.06,7.240000000000001e-07
1459601005830,9.06,3.6200000000000004e-07
1459601005840,9.06,7.240000000000001e-07
1459601005850,9.06,0.0
1459601005860,9.06,7.240000000000001e-07
1459601005870,9.06,0.0
1459601005880,9.06,1.0859999999999999e-06
1459601005890,9.06,0.0
1459601005900,9.06,3.6200000000000004e-07
1459601005910,9.06,0.0
1459601005920,9.06,1.0859999999999999e-06
1459601005930,9.06,0.0
1459601005940,9.06,7.240000000000001e-07
1459601005950,9.06,0.0
1459601005960,9.06,7.240000000000001e-07
1459601005970,9.06,0.0
1459601005980,9.06,7.240000000000001e-07
1459601005990,9.06,0.0
1459601006000,9.06,1.0859999999999999e-06
1459601006010,9.06,0.0
1459601006020,9.06,3.6200000000000004e-07
1459601006030,9.06,0.0
1459601006040,9.06,7.240000000000001e-07
1459601006050,9.06,0.0
1459601006060,9.06,3.6200000000000004e-07
1459601006070,9.06,3.6200000000000004e-07
1459601006080,9.06,7.240000000000001e-07
1459601006090,9.06,0.0
1459601006100,9.06,3.6200000000000004e-07
1459601006110,9.06,0.0
1459601006120,9.06,1.0859999999999999e-06
1459601006130,9.06,0.0
1459601006140,9.06,0.0
1459601006150,9.06,0.0
1459601006160,9.06,7.240000000000001e-07
1459601006170,9.06,0.0
1459601006180,9.06,7.240000000000001e-07
1459601006190,9.06,0.0
1459601006200,9.06,3.6200000000000004e-07
1459601006210,9.06,0.0
1459601006220,9.06,1.81e-06
1459601006230,9.06,0.0
1459601006240,9.06,0.0
1459601006250,9.06,0.0
1459601006260,9.06,0.0
1459601006270,9.06,0.0
1459601006280,9.06,3.6200000000000004e-07
1459601006290,9.06,0.0
1459601006300,9.06,1.0859999999999999e-06
1459601006310,9.06,0.0
1459601006320,9.06,3.6200000000000004e-07
1459601006330,9.06,0.0
1459601006340,9.06,7.240000000000001e-07
1459601006350,9.06,0.0
1459601006360,9.06,7.240000000000001e-07
1459601006370,9.06,0.0
1459601006380,9.06,7.240000000000001e-07
1459601006390,9.06,0.0
1459601006400,9.06,0.0
1459601006410,9.06,0.0
1459601006420,9.06,1.0859999999999999e-06
1459601006430,9.06,0.0
1459601006440,9.06,3.6200000000000004e-07
1459601006450,9.06,0.0
1459601006460,9.06,0.0
1459601006470,9.06,3.6200000000000004e-07
1459601006480,9.06,0.0
1459601006490,9.06,0.0
1459601006500,9.06,7.240000000000001e-07
1459601006510,9.06,0.0
1459601006520,9.06,7.240000000000001e-07
1459601006530,9.06,0.0
1459601006540,9.06,7.240000000000001e-07
1459601006550,9.06,0.0
1459601006560,9.06,1.0859999999999999e-06
1459601006570,9.06,0.0
1459601006580,9.06,0.0
1459601006590,9.06,0.0
1459601006600,9.06,3.6200000000000004e-07
1459601006610,9.06,0.0
1459601006620,9.06,3.6200000000000004e-07
1459601006630,9.06,0.0
1459601006640,9.06,1.0859999999999999e-06
1459601006650,9.06,0.0
1459601006660,9.06,0.0
1459601006670,9.06,0.0
1459601006680,9.06,7.240000000000001e-07
1459601006690,9.06,3.6200000000000004e-07
1459601006700,9.06,3.6200000000000004e-07
1459601006710,9.06,0.0
1459601006720,9.06,7.240000000000001e-07
1459601006730,9.06,0.0
1459601006740,9.06,7.240000000000001e-07
1459601006750,9.06,0.0
1459601006760,9.06,0.0
1459601006770,9.06,0.0
1459601006780,9.06,7.240000000000001e-07
1459601006790,9.06,0.0
1459601006800,9.06,0.0
1459601006810,9.06,0.0
1459601006820,9.06,7.240000000000001e-07
1459601006830,9.06,0.0
1459601006840,9.06,7.240000000000001e-07
1459601006850,9.06,0.0
1459601006860,9.06,0.0
1459601006870,9.06,0.0
1459601006880,9.06,3.6200000000000004e-07
1459601006890,9.06,3.6200000000000004e-07
