Timestamp,position,BLMTI.06L3.B1I10_TCP.6L3.B1
1459603858090,6.44,0.0
1459603858100,6.44,7.240000000000001e-07
1459603858110,6.44,7.240000000000001e-07
1459603858120,6.44,0.0
1459603858130,6.44,3.6200000000000004e-07
1459603858140,6.44,3.6200000000000004e-07
1459603858150,6.44,7.240000000000001e-07
1459603858160,6.44,7.240000000000001e-07
1459603858170,6.44,3.6200000000000004e-07
1459603858180,6.44,7.240000000000001e-07
1459603858190,6.44,7.240000000000001e-07
1459603858200,6.44,0.0
1459603858210,6.44,7.240000000000001e-07
1459603858220,6.44,0.0
1459603858230,6.44,1.0859999999999999e-06
1459603858240,6.44,0.0
1459603858250,6.44,3.6200000000000004e-07
1459603858260,6.44,0.0
1459603858270,6.44,1.4480000000000002e-06
1459603858280,6.44,0.0
1459603858290,6.44,7.240000000000001e-07
1459603858300,6.44,0.0
1459603858310,6.44,0.0
1459603858320,6.44,3.6200000000000004e-07
1459603858330,6.44,3.6200000000000004e-07
1459603858340,6.44,0.0
1459603858350,6.44,3.6200000000000004e-07
1459603858360,6.44,0.0
1459603858370,6.44,7.240000000000001e-07
1459603858380,6.44,0.0
1459603858390,6.44,1.0859999999999999e-06
1459603858400,6.44,3.6200000000000004e-07
1459603858410,6.44,3.6200000000000004e-07
1459603858420,6.44,0.0
1459603858430,6.44,1.0859999999999999e-06
1459603858440,6.44,0.0
1459603858450,6.44,3.6200000000000004e-07
1459603858460,6.44,0.0
1459603858470,6.44,3.6200000000000004e-07
1459603858480,6.44,3.6200000000000004e-07
1459603858490,6.44,3.6200000000000004e-07
1459603858500,6.44,0.0
1459603858510,6.44,3.6200000000000004e-07
1459603858520,6.44,7.240000000000001e-07
1459603858530,6.44,3.6200000000000004e-07
1459603858540,6.44,3.6200000000000004e-07
1459603858550,6.44,3.6200000000000004e-07
1459603858560,6.44,7.240000000000001e-07
1459603858570,6.44,3.6200000000000004e-07
1459603858580,6.44,0.0
1459603858590,6.44,7.240000000000001e-07
1459603858600,6.44,0.0
1459603858610,6.44,7.240000000000001e-07
1459603858620,6.44,0.0
