Timestamp,position,BLMTI.06L7.B2I10_TCLA.B6L7.B2
1459604130920,4.02,3.6200000000000004e-07
1459604130930,4.02,0.0
1459604130940,4.02,3.6200000000000004e-07
1459604130950,4.02,1.4480000000000002e-06
1459604130960,4.02,3.6200000000000004e-07
1459604130970,4.02,7.240000000000001e-07
1459604130980,4.02,7.240000000000001e-07
1459604130990,4.02,1.0859999999999999e-06
1459604131000,4.02,7.240000000000001e-07
1459604131010,4.02,1.0859999999999999e-06
1459604131020,4.02,1.0859999999999999e-06
1459604131030,4.02,7.240000000000001e-07
1459604131040,4.02,7.240000000000001e-07
1459604131050,4.02,7.240000000000001e-07
1459604131060,4.02,3.6200000000000004e-07
1459604131070,4.02,7.240000000000001e-07
1459604131080,4.02,7.240000000000001e-07
1459604131090,4.02,3.6200000000000004e-07
1459604131100,4.02,1.81e-06
1459604131110,4.02,1.4480000000000002e-06
1459604131120,4.02,3.6200000000000004e-07
1459604131130,4.02,7.240000000000001e-07
1459604131140,4.02,1.0859999999999999e-06
1459604131150,4.02,0.0
1459604131160,4.02,1.0859999999999999e-06
1459604131170,4.02,3.6200000000000004e-07
1459604131180,4.02,7.240000000000001e-07
1459604131190,4.02,0.0
1459604131200,4.02,1.0859999999999999e-06
1459604131210,4.02,3.6200000000000004e-07
1459604131220,4.02,7.240000000000001e-07
1459604131230,4.02,1.0859999999999999e-06
1459604131240,4.02,3.6200000000000004e-07
1459604131250,4.02,1.4480000000000002e-06
1459604131260,4.02,1.0859999999999999e-06
1459604131270,4.02,1.0859999999999999e-06
1459604131280,4.02,7.240000000000001e-07
1459604131290,4.02,0.0
1459604131300,4.02,7.240000000000001e-07
1459604131310,4.02,7.240000000000001e-07
1459604131320,4.02,7.240000000000001e-07
1459604131330,4.02,1.4480000000000002e-06
1459604131340,4.02,3.6200000000000004e-07
1459604131350,4.02,7.240000000000001e-07
1459604131360,4.02,1.0859999999999999e-06
1459604131370,4.02,7.240000000000001e-07
1459604131380,4.02,1.0859999999999999e-06
1459604131390,4.02,0.0
1459604131400,4.02,7.240000000000001e-07
1459604131410,4.02,1.0859999999999999e-06
1459604131420,4.02,3.6200000000000004e-07
1459604131430,4.02,3.6200000000000004e-07
1459604131440,4.02,0.0
1459604131450,4.02,7.240000000000001e-07
1459604131460,4.02,7.240000000000001e-07
1459604131470,4.02,1.4480000000000002e-06
1459604131480,4.02,3.6200000000000004e-07
1459604131490,4.02,1.0859999999999999e-06
1459604131500,4.02,1.4480000000000002e-06
1459604131510,4.02,2.1719999999999997e-06
