Timestamp,position,BLMTI.06L7.B2I10_TCLA.D6L7.B2
1459603945130,2.685,0.0
1459603945140,2.685,7.240000000000001e-07
1459603945150,2.685,0.0
1459603945160,2.685,1.0859999999999999e-06
1459603945170,2.685,0.0
1459603945180,2.685,1.4480000000000002e-06
1459603945190,2.685,0.0
1459603945200,2.685,1.4480000000000002e-06
1459603945210,2.685,0.0
1459603945220,2.685,1.0859999999999999e-06
1459603945230,2.685,3.6200000000000004e-07
1459603945240,2.685,1.81e-06
1459603945250,2.685,3.6200000000000004e-07
1459603945260,2.685,1.0859999999999999e-06
1459603945270,2.685,0.0
1459603945280,2.685,1.81e-06
1459603945290,2.685,0.0
1459603945300,2.685,1.0859999999999999e-06
1459603945310,2.685,7.240000000000001e-07
1459603945320,2.685,3.6200000000000004e-07
1459603945330,2.685,0.0
1459603945340,2.685,1.0859999999999999e-06
1459603945350,2.685,0.0
1459603945360,2.685,7.240000000000001e-07
1459603945370,2.685,3.6200000000000004e-07
1459603945380,2.685,1.0859999999999999e-06
1459603945390,2.685,0.0
1459603945400,2.685,1.4480000000000002e-06
1459603945410,2.685,3.6200000000000004e-07
1459603945420,2.685,1.4480000000000002e-06
1459603945430,2.685,3.6200000000000004e-07
1459603945440,2.685,1.0859999999999999e-06
1459603945450,2.685,3.6200000000000004e-07
1459603945460,2.685,1.0859999999999999e-06
1459603945470,2.685,3.6200000000000004e-07
1459603945480,2.685,7.240000000000001e-07
1459603945490,2.685,0.0
1459603945500,2.685,7.240000000000001e-07
1459603945510,2.685,3.6200000000000004e-07
1459603945520,2.685,1.81e-06
1459603945530,2.685,0.0
1459603945540,2.685,7.240000000000001e-07
1459603945550,2.685,0.0
1459603945560,2.685,7.240000000000001e-07
1459603945570,2.685,0.0
1459603945580,2.685,1.0859999999999999e-06
1459603945590,2.685,3.6200000000000004e-07
1459603945600,2.685,1.0859999999999999e-06
1459603945610,2.685,0.0
1459603945620,2.685,7.240000000000001e-07
1459603945630,2.685,0.0
1459603945640,2.685,7.240000000000001e-07
1459603945650,2.685,0.0
1459603945660,2.685,1.0859999999999999e-06
1459603945670,2.685,0.0
1459603945680,2.685,1.0859999999999999e-06
1459603945690,2.685,0.0
1459603945700,2.685,1.0859999999999999e-06
1459603945710,2.685,3.6200000000000004e-07
1459603945720,2.685,1.0859999999999999e-06
1459603945730,2.685,0.0
1459603945740,2.685,7.240000000000001e-07
1459603945750,2.685,0.0
1459603945760,2.685,1.4480000000000002e-06
1459603945770,2.685,0.0
1459603945780,2.685,1.4480000000000002e-06
1459603945790,2.685,0.0
1459603945800,2.685,1.0859999999999999e-06
1459603945810,2.685,0.0
1459603945820,2.685,7.240000000000001e-07
1459603945830,2.685,3.6200000000000004e-07
1459603945840,2.685,1.0859999999999999e-06
1459603945850,2.685,0.0
1459603945860,2.685,7.240000000000001e-07
1459603945870,2.685,3.6200000000000004e-07
1459603945880,2.685,1.0859999999999999e-06
1459603945890,2.685,0.0
1459603945900,2.685,1.0859999999999999e-06
1459603945910,2.685,0.0
1459603945920,2.685,7.240000000000001e-07
1459603945930,2.685,0.0
1459603945940,2.685,1.0859999999999999e-06
1459603945950,2.685,3.6200000000000004e-07
1459603945960,2.685,1.4480000000000002e-06
1459603945970,2.685,0.0
1459603945980,2.685,7.240000000000001e-07
1459603945990,2.685,3.6200000000000004e-07
1459603946000,2.685,1.4480000000000002e-06
1459603946010,2.685,0.0
1459603946020,2.685,3.6200000000000004e-07
1459603946030,2.685,0.0
1459603946040,2.685,1.4480000000000002e-06
1459603946050,2.685,0.0
1459603946060,2.685,7.240000000000001e-07
1459603946070,2.685,0.0
1459603946080,2.685,1.0859999999999999e-06
1459603946090,2.685,0.0
1459603946100,2.685,7.240000000000001e-07
1459603946110,2.685,3.6200000000000004e-07
1459603946120,2.685,7.240000000000001e-07
1459603946130,2.685,3.6200000000000004e-07
1459603946140,2.685,7.240000000000001e-07
1459603946150,2.685,0.0
1459603946160,2.685,1.4480000000000002e-06
1459603946170,2.685,0.0
1459603946180,2.685,1.0859999999999999e-06
1459603946190,2.685,7.240000000000001e-07
1459603946200,2.685,0.0
1459603946210,2.685,1.0859999999999999e-06
1459603946220,2.685,3.6200000000000004e-07
1459603946230,2.685,0.0
1459603946240,2.685,7.240000000000001e-07
1459603946250,2.685,0.0
1459603946260,2.685,1.4480000000000002e-06
1459603946270,2.685,3.6200000000000004e-07
1459603946280,2.685,7.240000000000001e-07
1459603946290,2.685,0.0
1459603946300,2.685,7.240000000000001e-07
1459603946310,2.685,3.6200000000000004e-07
1459603946320,2.685,3.6200000000000004e-07
1459603946330,2.685,3.6200000000000004e-07
1459603946340,2.685,3.6200000000000004e-07
1459603946350,2.685,0.0
1459603946360,2.685,1.4480000000000002e-06
1459603946370,2.685,0.0
1459603946380,2.685,7.240000000000001e-07
1459603946390,2.685,3.6200000000000004e-07
1459603946400,2.685,7.240000000000001e-07
1459603946410,2.685,0.0
1459603946420,2.685,3.6200000000000004e-07
1459603946430,2.685,3.6200000000000004e-07
1459603946440,2.685,7.240000000000001e-07
1459603946450,2.685,3.6200000000000004e-07
1459603946460,2.685,7.240000000000001e-07
1459603946470,2.685,3.6200000000000004e-07
1459603946480,2.685,7.240000000000001e-07
1459603946490,2.685,3.6200000000000004e-07
1459603946500,2.685,7.240000000000001e-07
1459603946510,2.685,0.0
1459603946520,2.685,1.4480000000000002e-06
1459603946530,2.685,0.0
1459603946540,2.685,1.0859999999999999e-06
1459603946550,2.685,3.6200000000000004e-07
1459603946560,2.665,3.6200000000000004e-07
1459603946570,2.665,0.0
1459603946580,2.665,1.4480000000000002e-06
1459603946590,2.665,0.0
1459603946600,2.665,1.0859999999999999e-06
1459603946610,2.665,3.6200000000000004e-07
1459603946620,2.665,3.6200000000000004e-07
1459603946630,2.665,7.240000000000001e-07
1459603946640,2.665,3.6200000000000004e-07
1459603946650,2.665,3.6200000000000004e-07
1459603946660,2.665,1.0859999999999999e-06
1459603946670,2.665,0.0
1459603946680,2.665,7.240000000000001e-07
1459603946690,2.665,3.6200000000000004e-07
1459603946700,2.665,3.6200000000000004e-07
1459603946710,2.665,0.0
1459603946720,2.665,7.240000000000001e-07
1459603946730,2.665,3.6200000000000004e-07
1459603946740,2.665,1.0859999999999999e-06
1459603946750,2.665,0.0
1459603946760,2.665,7.240000000000001e-07
1459603946770,2.665,7.240000000000001e-07
1459603946780,2.665,7.240000000000001e-07
1459603946790,2.665,3.6200000000000004e-07
1459603946800,2.665,1.0859999999999999e-06
1459603946810,2.665,0.0
1459603946820,2.665,1.0859999999999999e-06
1459603946830,2.665,7.240000000000001e-07
1459603946840,2.665,3.6200000000000004e-07
1459603946850,2.665,3.6200000000000004e-07
1459603946860,2.665,0.0
1459603946870,2.665,3.6200000000000004e-07
1459603946880,2.665,1.4480000000000002e-06
1459603946890,2.665,0.0
1459603946900,2.665,1.0859999999999999e-06
1459603946910,2.665,0.0
1459603946920,2.665,1.81e-06
1459603946930,2.665,3.6200000000000004e-07
1459603946940,2.665,4.343999999999999e-06
1459603946950,2.665,1.0859999999999999e-06
1459603946960,2.665,7.24e-06
1459603946970,2.665,2.5340000000000002e-06
1459603946980,2.665,9.412e-06
1459603946990,2.665,4.706e-06
1459603947000,2.665,8.326e-06
1459603947010,2.665,7.24e-06
1459603947020,2.665,7.964e-06
1459603947030,2.665,3.258e-06
1459603947040,2.665,4.706e-06
1459603947050,2.665,7.240000000000001e-07
1459603947060,2.665,4.343999999999999e-06
1459603947070,2.665,0.0
1459603947080,2.665,7.240000000000001e-07
1459603947090,2.665,7.240000000000001e-07
1459603947100,2.665,7.240000000000001e-07
1459603947110,2.665,1.0859999999999999e-06
1459603947120,2.665,1.0859999999999999e-06
1459603947130,2.665,3.6200000000000004e-07
1459603947140,2.665,1.81e-06
1459603947150,2.665,3.6200000000000004e-07
1459603947160,2.665,1.0859999999999999e-06
1459603947170,2.665,3.6200000000000004e-07
1459603947180,2.665,1.0859999999999999e-06
1459603947190,2.665,3.6200000000000004e-07
1459603947200,2.665,7.240000000000001e-07
1459603947210,2.665,0.0
1459603947220,2.665,7.240000000000001e-07
1459603947230,2.665,1.0859999999999999e-06
1459603947240,2.665,3.6200000000000004e-07
1459603947250,2.665,1.0859999999999999e-06
1459603947260,2.665,3.6200000000000004e-07
1459603947270,2.665,0.0
1459603947280,2.665,1.0859999999999999e-06
1459603947290,2.665,0.0
1459603947300,2.665,1.81e-06
1459603947310,2.665,0.0
1459603947320,2.665,7.240000000000001e-07
1459603947330,2.665,0.0
1459603947340,2.665,3.6200000000000004e-07
1459603947350,2.665,0.0
1459603947360,2.665,1.0859999999999999e-06
1459603947370,2.665,0.0
1459603947380,2.665,7.240000000000001e-07
1459603947390,2.665,0.0
1459603947400,2.665,1.0859999999999999e-06
1459603947410,2.665,0.0
1459603947420,2.665,1.0859999999999999e-06
1459603947430,2.665,0.0
1459603947440,2.665,1.0859999999999999e-06
1459603947450,2.665,0.0
1459603947460,2.665,3.6200000000000004e-07
1459603947470,2.665,0.0
1459603947480,2.665,1.81e-06
1459603947490,2.665,7.240000000000001e-07
1459603947500,2.665,1.0859999999999999e-06
1459603947510,2.665,0.0
1459603947520,2.665,7.240000000000001e-07
1459603947530,2.665,0.0
1459603947540,2.665,1.0859999999999999e-06
1459603947550,2.665,7.240000000000001e-07
1459603947560,2.665,1.81e-06
