Timestamp,position,BLMTI.04L7.B2I10_TCSG.A4L7.B2
1494682481370,-1.785,1.81e-06
1494682481380,-1.785,7.240000000000001e-07
1494682481390,-1.785,2.1719999999999997e-06
1494682481400,-1.785,3.6200000000000004e-07
1494682481410,-1.785,2.1719999999999997e-06
1494682481420,-1.785,1.81e-06
1494682481430,-1.785,1.81e-06
1494682481440,-1.785,1.4480000000000002e-06
1494682481450,-1.785,1.81e-06
1494682481460,-1.785,2.1719999999999997e-06
1494682481470,-1.785,2.1719999999999997e-06
1494682481480,-1.785,1.0859999999999999e-06
1494682481490,-1.785,1.0859999999999999e-06
1494682481500,-1.785,2.1719999999999997e-06
1494682481510,-1.785,1.81e-06
1494682481520,-1.785,2.1719999999999997e-06
1494682481530,-1.785,1.0859999999999999e-06
1494682481540,-1.785,2.5340000000000002e-06
1494682481550,-1.785,7.240000000000001e-07
1494682481560,-1.785,2.5340000000000002e-06
1494682481570,-1.785,1.4480000000000002e-06
1494682481580,-1.785,2.1719999999999997e-06
1494682481590,-1.785,7.240000000000001e-07
1494682481600,-1.785,2.1719999999999997e-06
1494682481610,-1.785,1.81e-06
1494682481620,-1.785,1.0859999999999999e-06
1494682481630,-1.785,1.0859999999999999e-06
1494682481640,-1.785,2.1719999999999997e-06
1494682481650,-1.785,1.81e-06
1494682481660,-1.785,1.0859999999999999e-06
1494682481670,-1.785,2.1719999999999997e-06
1494682481680,-1.785,3.6200000000000004e-07
1494682481690,-1.785,2.1719999999999997e-06
1494682481700,-1.785,3.6200000000000004e-07
1494682481710,-1.785,2.5340000000000002e-06
1494682481720,-1.785,7.240000000000001e-07
1494682481730,-1.785,1.0859999999999999e-06
1494682481740,-1.785,2.1719999999999997e-06
1494682481750,-1.785,1.4480000000000002e-06
1494682481760,-1.785,2.5340000000000002e-06
1494682481770,-1.785,2.8960000000000003e-06
1494682481780,-1.785,7.240000000000001e-07
1494682481790,-1.785,2.8960000000000003e-06
1494682481800,-1.785,1.4480000000000002e-06
1494682481810,-1.785,1.81e-06
1494682481820,-1.785,2.1719999999999997e-06
1494682481830,-1.785,1.81e-06
1494682481840,-1.785,2.1719999999999997e-06
1494682481850,-1.785,2.1719999999999997e-06
1494682481860,-1.785,1.81e-06
1494682481870,-1.785,3.6200000000000004e-07
1494682481880,-1.785,1.81e-06
1494682481890,-1.785,3.258e-06
1494682481900,-1.785,2.5340000000000002e-06
1494682481910,-1.785,1.81e-06
1494682481920,-1.785,1.0859999999999999e-06
1494682481930,-1.785,1.4480000000000002e-06
1494682481940,-1.785,1.0859999999999999e-06
1494682481950,-1.785,0.0
1494682481960,-1.785,1.81e-06
1494682481970,-1.785,2.1719999999999997e-06
1494682481980,-1.785,1.81e-06
1494682481990,-1.785,2.5340000000000002e-06
1494682482000,-1.785,7.240000000000001e-07
1494682482010,-1.785,2.1719999999999997e-06
1494682482020,-1.785,1.0859999999999999e-06
1494682482030,-1.785,3.258e-06
1494682482040,-1.785,3.6200000000000004e-07
1494682482050,-1.785,2.5340000000000002e-06
1494682482060,-1.785,2.1719999999999997e-06
1494682482070,-1.785,2.1719999999999997e-06
1494682482080,-1.785,1.0859999999999999e-06
1494682482090,-1.785,1.81e-06
1494682482100,-1.785,3.62e-06
1494682482110,-1.785,1.81e-06
1494682482120,-1.785,7.240000000000001e-07
1494682482130,-1.785,2.5340000000000002e-06
1494682482140,-1.785,1.81e-06
1494682482150,-1.785,2.5340000000000002e-06
1494682482160,-1.785,1.0859999999999999e-06
1494682482170,-1.785,1.81e-06
1494682482180,-1.785,7.240000000000001e-07
1494682482190,-1.785,3.258e-06
1494682482200,-1.785,2.5340000000000002e-06
1494682482210,-1.785,1.81e-06
1494682482220,-1.785,2.8960000000000003e-06
1494682482230,-1.785,2.1719999999999997e-06
1494682482240,-1.785,1.81e-06
1494682482250,-1.785,1.81e-06
1494682482260,-1.785,1.81e-06
1494682482270,-1.785,2.1719999999999997e-06
1494682482280,-1.785,2.1719999999999997e-06
1494682482290,-1.785,1.4480000000000002e-06
1494682482300,-1.785,2.1719999999999997e-06
1494682482310,-1.785,2.1719999999999997e-06
1494682482320,-1.785,1.4480000000000002e-06
1494682482330,-1.785,2.1719999999999997e-06
1494682482340,-1.785,1.0859999999999999e-06
1494682482350,-1.785,1.81e-06
1494682482360,-1.785,2.1719999999999997e-06
1494682482370,-1.785,0.0
1494682482380,-1.785,0.0
1494682482390,-1.785,0.0
1494682482400,-1.785,0.0
1494682482410,-1.785,0.0
1494682482420,-1.785,0.0
1494682482430,-1.785,1.81e-06
1494682482440,-1.785,1.4480000000000002e-06
1494682482450,-1.785,3.258e-06
1494682482460,-1.785,3.62e-06
1494682482470,-1.785,2.5340000000000002e-06
1494682482480,-1.785,2.1719999999999997e-06
1494682482490,-1.785,1.4480000000000002e-06
1494682482500,-1.785,2.8960000000000003e-06
1494682482510,-1.785,2.1719999999999997e-06
1494682482520,-1.785,1.4480000000000002e-06
1494682482530,-1.785,3.258e-06
1494682482540,-1.785,2.8960000000000003e-06
1494682482550,-1.785,1.0859999999999999e-06
1494682482560,-1.785,2.1719999999999997e-06
1494682482570,-1.785,1.4480000000000002e-06
1494682482580,-1.785,2.8960000000000003e-06
1494682482590,-1.785,0.0
1494682482600,-1.785,1.81e-06
1494682482610,-1.785,1.4480000000000002e-06
1494682482620,-1.785,2.5340000000000002e-06
1494682482630,-1.785,2.8960000000000003e-06
1494682482640,-1.785,2.1719999999999997e-06
1494682482650,-1.785,1.0859999999999999e-06
1494682482660,-1.785,2.8960000000000003e-06
1494682482670,-1.785,2.8960000000000003e-06
1494682482680,-1.785,7.240000000000001e-07
1494682482690,-1.785,1.0859999999999999e-06
1494682482700,-1.785,1.4480000000000002e-06
1494682482710,-1.785,2.8960000000000003e-06
1494682482720,-1.785,1.81e-06
1494682482730,-1.785,1.81e-06
1494682482740,-1.785,2.5340000000000002e-06
1494682482750,-1.785,1.81e-06
1494682482760,-1.785,2.8960000000000003e-06
1494682482770,-1.785,2.5340000000000002e-06
1494682482780,-1.785,2.1719999999999997e-06
1494682482790,-1.785,2.1719999999999997e-06
1494682482800,-1.785,2.1719999999999997e-06
1494682482810,-1.785,2.1719999999999997e-06
1494682482820,-1.785,2.1719999999999997e-06
1494682482830,-1.785,2.1719999999999997e-06
1494682482840,-1.785,3.982e-06
1494682482850,-1.785,1.4480000000000002e-06
1494682482860,-1.785,7.240000000000001e-07
1494682482870,-1.785,3.62e-06
1494682482880,-1.785,2.8960000000000003e-06
1494682482890,-1.785,2.1719999999999997e-06
1494682482900,-1.785,3.258e-06
1494682482910,-1.785,1.4480000000000002e-06
1494682482920,-1.785,2.5340000000000002e-06
1494682482930,-1.785,1.4480000000000002e-06
1494682482940,-1.785,2.1719999999999997e-06
1494682482950,-1.785,2.1719999999999997e-06
1494682482960,-1.785,2.5340000000000002e-06
1494682482970,-1.785,2.5340000000000002e-06
1494682482980,-1.785,1.4480000000000002e-06
1494682482990,-1.785,3.982e-06
1494682483000,-1.785,1.0859999999999999e-06
1494682483010,-1.785,1.81e-06
1494682483020,-1.785,1.81e-06
1494682483030,-1.785,1.81e-06
1494682483040,-1.785,1.0859999999999999e-06
1494682483050,-1.785,1.81e-06
1494682483060,-1.785,7.240000000000001e-07
1494682483070,-1.785,3.258e-06
1494682483080,-1.785,1.0859999999999999e-06
1494682483090,-1.785,2.5340000000000002e-06
1494682483100,-1.785,2.5340000000000002e-06
1494682483110,-1.785,1.4480000000000002e-06
1494682483120,-1.785,2.8960000000000003e-06
1494682483130,-1.785,1.81e-06
1494682483140,-1.785,1.0859999999999999e-06
1494682483150,-1.785,1.4480000000000002e-06
1494682483160,-1.785,3.258e-06
1494682483170,-1.785,1.0859999999999999e-06
1494682483180,-1.785,1.4480000000000002e-06
1494682483190,-1.785,1.0859999999999999e-06
1494682483200,-1.785,2.8960000000000003e-06
1494682483210,-1.785,7.240000000000001e-07
1494682483220,-1.785,2.1719999999999997e-06
1494682483230,-1.785,1.4480000000000002e-06
1494682483240,-1.785,1.0859999999999999e-06
1494682483250,-1.785,1.4480000000000002e-06
1494682483260,-1.785,2.1719999999999997e-06
1494682483270,-1.785,1.4480000000000002e-06
1494682483280,-1.785,1.0859999999999999e-06
1494682483290,-1.785,2.1719999999999997e-06
1494682483300,-1.785,1.0859999999999999e-06
1494682483310,-1.785,2.1719999999999997e-06
1494682483320,-1.785,1.81e-06
1494682483330,-1.785,2.8960000000000003e-06
1494682483340,-1.785,1.4480000000000002e-06
1494682483350,-1.785,2.5340000000000002e-06
1494682483360,-1.785,7.240000000000001e-07
1494682483370,-1.785,2.5340000000000002e-06
1494682483380,-1.785,1.4480000000000002e-06
1494682483390,-1.785,7.240000000000001e-07
1494682483400,-1.785,1.0859999999999999e-06
1494682483410,-1.785,1.81e-06
1494682483420,-1.785,2.1719999999999997e-06
1494682483430,-1.785,1.4480000000000002e-06
1494682483440,-1.785,1.81e-06
1494682483450,-1.785,2.1719999999999997e-06
1494682483460,-1.785,3.6200000000000004e-07
1494682483470,-1.785,1.81e-06
1494682483480,-1.785,2.5340000000000002e-06
1494682483490,-1.785,2.1719999999999997e-06
1494682483500,-1.785,1.4480000000000002e-06
1494682483510,-1.785,1.4480000000000002e-06
1494682483520,-1.785,2.1719999999999997e-06
1494682483530,-1.785,1.0859999999999999e-06
1494682483540,-1.785,1.4480000000000002e-06
1494682483550,-1.785,2.5340000000000002e-06
1494682483560,-1.785,1.81e-06
1494682483570,-1.785,1.0859999999999999e-06
1494682483580,-1.785,2.1719999999999997e-06
1494682483590,-1.785,1.4480000000000002e-06
1494682483600,-1.785,2.5340000000000002e-06
1494682483610,-1.785,1.0859999999999999e-06
1494682483620,-1.785,2.8960000000000003e-06
1494682483630,-1.785,7.240000000000001e-07
1494682483640,-1.785,2.8960000000000003e-06
1494682483650,-1.785,1.81e-06
1494682483660,-1.785,1.4480000000000002e-06
1494682483670,-1.785,2.5340000000000002e-06
1494682483680,-1.785,7.240000000000001e-07
1494682483690,-1.785,2.1719999999999997e-06
1494682483700,-1.785,3.6200000000000004e-07
1494682483710,-1.785,2.1719999999999997e-06
1494682483720,-1.785,2.5340000000000002e-06
1494682483730,-1.785,1.4480000000000002e-06
1494682483740,-1.785,2.5340000000000002e-06
1494682483750,-1.785,1.0859999999999999e-06
1494682483760,-1.785,3.982e-06
1494682483770,-1.785,2.5340000000000002e-06
1494682483780,-1.785,2.5340000000000002e-06
1494682483790,-1.785,2.8960000000000003e-06
1494682483800,-1.785,2.5340000000000002e-06
1494682483810,-1.785,1.81e-06
1494682483820,-1.785,2.8960000000000003e-06
1494682483830,-1.785,1.0859999999999999e-06
1494682483840,-1.785,1.4480000000000002e-06
1494682483850,-1.785,2.5340000000000002e-06
1494682483860,-1.785,1.0859999999999999e-06
1494682483870,-1.785,2.1719999999999997e-06
1494682483880,-1.785,2.5340000000000002e-06
1494682483890,-1.785,1.81e-06
1494682483900,-1.785,1.81e-06
1494682483910,-1.785,1.81e-06
1494682483920,-1.785,1.81e-06
1494682483930,-1.785,1.4480000000000002e-06
1494682483940,-1.785,1.4480000000000002e-06
1494682483950,-1.785,1.4480000000000002e-06
1494682483960,-1.785,2.1719999999999997e-06
1494682483970,-1.785,2.5340000000000002e-06
1494682483980,-1.785,1.0859999999999999e-06
1494682483990,-1.785,1.81e-06
1494682484000,-1.785,1.81e-06
1494682484010,-1.785,1.81e-06
1494682484020,-1.785,1.81e-06
1494682484030,-1.785,1.4480000000000002e-06
1494682484040,-1.785,1.81e-06
1494682484050,-1.785,1.0859999999999999e-06
1494682484060,-1.785,2.8960000000000003e-06
1494682484070,-1.785,1.81e-06
1494682484080,-1.785,1.81e-06
1494682484090,-1.785,2.1719999999999997e-06
1494682484100,-1.785,2.1719999999999997e-06
1494682484110,-1.785,7.240000000000001e-07
1494682484120,-1.785,1.4480000000000002e-06
1494682484130,-1.785,1.4480000000000002e-06
1494682484140,-1.785,1.4480000000000002e-06
1494682484150,-1.785,1.0859999999999999e-06
1494682484160,-1.785,1.81e-06
1494682484170,-1.785,1.0859999999999999e-06
1494682484180,-1.785,1.4480000000000002e-06
