Timestamp,position,BLMTI.04R3.B1I10_TCSG.4R3.B1
1494678316760,-0.68,3.6200000000000004e-07
1494678316770,-0.68,1.0859999999999999e-06
1494678316780,-0.68,7.240000000000001e-07
1494678316790,-0.68,1.4480000000000002e-06
1494678316800,-0.68,7.240000000000001e-07
1494678316810,-0.68,3.6200000000000004e-07
1494678316820,-0.68,7.240000000000001e-07
1494678316830,-0.68,3.6200000000000004e-07
1494678316840,-0.68,7.240000000000001e-07
1494678316850,-0.68,7.240000000000001e-07
1494678316860,-0.68,3.6200000000000004e-07
1494678316870,-0.68,7.240000000000001e-07
1494678316880,-0.68,7.240000000000001e-07
1494678316890,-0.68,1.0859999999999999e-06
1494678316900,-0.68,7.240000000000001e-07
1494678316910,-0.68,7.240000000000001e-07
1494678316920,-0.68,0.0
1494678316930,-0.68,7.240000000000001e-07
1494678316940,-0.68,7.240000000000001e-07
1494678316950,-0.68,7.240000000000001e-07
1494678316960,-0.68,0.0
1494678316970,-0.68,7.240000000000001e-07
1494678316980,-0.68,7.240000000000001e-07
1494678316990,-0.68,7.240000000000001e-07
1494678317000,-0.68,7.240000000000001e-07
1494678317010,-0.68,3.6200000000000004e-07
1494678317020,-0.68,3.6200000000000004e-07
1494678317030,-0.68,1.4480000000000002e-06
1494678317040,-0.68,3.6200000000000004e-07
1494678317050,-0.68,0.0
1494678317060,-0.68,7.240000000000001e-07
1494678317070,-0.68,1.4480000000000002e-06
1494678317080,-0.68,3.6200000000000004e-07
1494678317090,-0.68,7.240000000000001e-07
1494678317100,-0.68,0.0
1494678317110,-0.68,1.0859999999999999e-06
1494678317120,-0.68,0.0
1494678317130,-0.68,7.240000000000001e-07
1494678317140,-0.68,3.6200000000000004e-07
1494678317150,-0.68,7.240000000000001e-07
1494678317160,-0.68,7.240000000000001e-07
1494678317170,-0.68,7.240000000000001e-07
1494678317180,-0.68,0.0
1494678317190,-0.68,7.240000000000001e-07
1494678317200,-0.68,7.240000000000001e-07
1494678317210,-0.68,3.6200000000000004e-07
1494678317220,-0.68,7.240000000000001e-07
1494678317230,-0.68,3.6200000000000004e-07
1494678317240,-0.68,7.240000000000001e-07
1494678317250,-0.68,1.0859999999999999e-06
1494678317260,-0.68,7.240000000000001e-07
1494678317270,-0.68,7.240000000000001e-07
1494678317280,-0.68,1.0859999999999999e-06
1494678317290,-0.68,7.240000000000001e-07
1494678317300,-0.68,3.6200000000000004e-07
1494678317310,-0.68,1.0859999999999999e-06
1494678317320,-0.68,0.0
1494678317330,-0.68,1.0859999999999999e-06
1494678317340,-0.68,0.0
1494678317350,-0.68,1.0859999999999999e-06
1494678317360,-0.68,0.0
1494678317370,-0.68,7.240000000000001e-07
1494678317380,-0.68,7.240000000000001e-07
1494678317390,-0.68,1.0859999999999999e-06
1494678317400,-0.68,3.6200000000000004e-07
1494678317410,-0.68,7.240000000000001e-07
1494678317420,-0.68,1.0859999999999999e-06
1494678317430,-0.68,3.6200000000000004e-07
1494678317440,-0.68,7.240000000000001e-07
1494678317450,-0.68,7.240000000000001e-07
1494678317460,-0.68,7.240000000000001e-07
1494678317470,-0.68,3.6200000000000004e-07
1494678317480,-0.68,3.6200000000000004e-07
1494678317490,-0.68,1.0859999999999999e-06
1494678317500,-0.68,0.0
1494678317510,-0.68,1.0859999999999999e-06
1494678317520,-0.68,3.6200000000000004e-07
1494678317530,-0.68,1.4480000000000002e-06
1494678317540,-0.68,0.0
1494678317550,-0.68,7.240000000000001e-07
1494678317560,-0.68,7.240000000000001e-07
1494678317570,-0.68,7.240000000000001e-07
1494678317580,-0.68,1.0859999999999999e-06
1494678317590,-0.68,7.240000000000001e-07
1494678317600,-0.68,3.6200000000000004e-07
1494678317610,-0.68,0.0
1494678317620,-0.68,7.240000000000001e-07
1494678317630,-0.68,3.6200000000000004e-07
1494678317640,-0.68,7.240000000000001e-07
1494678317650,-0.68,7.240000000000001e-07
1494678317660,-0.68,7.240000000000001e-07
1494678317670,-0.68,7.240000000000001e-07
1494678317680,-0.68,3.6200000000000004e-07
1494678317690,-0.68,7.240000000000001e-07
1494678317700,-0.68,3.6200000000000004e-07
1494678317710,-0.68,1.4480000000000002e-06
1494678317720,-0.68,0.0
1494678317730,-0.68,1.0859999999999999e-06
1494678317740,-0.68,3.6200000000000004e-07
1494678317750,-0.68,3.6200000000000004e-07
1494678317760,-0.68,3.6200000000000004e-07
1494678317770,-0.68,3.6200000000000004e-07
1494678317780,-0.68,7.240000000000001e-07
1494678317790,-0.68,7.240000000000001e-07
1494678317800,-0.68,7.240000000000001e-07
1494678317810,-0.68,3.6200000000000004e-07
1494678317820,-0.68,1.4480000000000002e-06
1494678317830,-0.68,3.6200000000000004e-07
1494678317840,-0.68,1.4480000000000002e-06
1494678317850,-0.68,1.0859999999999999e-06
1494678317860,-0.68,3.6200000000000004e-07
1494678317870,-0.68,3.6200000000000004e-07
1494678317880,-0.68,1.0859999999999999e-06
1494678317890,-0.68,7.240000000000001e-07
1494678317900,-0.68,0.0
1494678317910,-0.68,1.0859999999999999e-06
1494678317920,-0.68,3.6200000000000004e-07
1494678317930,-0.68,1.0859999999999999e-06
1494678317940,-0.68,0.0
1494678317950,-0.68,3.6200000000000004e-07
1494678317960,-0.68,3.6200000000000004e-07
1494678317970,-0.68,7.240000000000001e-07
1494678317980,-0.68,3.6200000000000004e-07
1494678317990,-0.68,3.6200000000000004e-07
1494678318000,-0.68,7.240000000000001e-07
1494678318010,-0.68,3.6200000000000004e-07
1494678318020,-0.68,0.0
1494678318030,-0.68,7.240000000000001e-07
1494678318040,-0.68,3.6200000000000004e-07
1494678318050,-0.68,3.6200000000000004e-07
1494678318060,-0.68,1.81e-06
1494678318070,-0.68,3.6200000000000004e-07
1494678318080,-0.68,7.240000000000001e-07
1494678318090,-0.68,7.240000000000001e-07
1494678318100,-0.68,7.240000000000001e-07
1494678318110,-0.68,3.6200000000000004e-07
1494678318120,-0.68,3.6200000000000004e-07
1494678318130,-0.68,1.0859999999999999e-06
1494678318140,-0.68,3.6200000000000004e-07
1494678318150,-0.68,1.4480000000000002e-06
1494678318160,-0.68,0.0
1494678318170,-0.68,1.4480000000000002e-06
1494678318180,-0.68,0.0
1494678318190,-0.68,3.6200000000000004e-07
1494678318200,-0.68,1.0859999999999999e-06
1494678318210,-0.68,3.6200000000000004e-07
1494678318220,-0.68,3.6200000000000004e-07
1494678318230,-0.68,7.240000000000001e-07
1494678318240,-0.68,7.240000000000001e-07
1494678318250,-0.68,1.0859999999999999e-06
1494678318260,-0.68,7.240000000000001e-07
1494678318270,-0.68,0.0
1494678318280,-0.68,7.240000000000001e-07
1494678318290,-0.68,7.240000000000001e-07
1494678318300,-0.68,0.0
1494678318310,-0.68,1.0859999999999999e-06
1494678318320,-0.68,7.240000000000001e-07
1494678318330,-0.68,7.240000000000001e-07
1494678318340,-0.68,7.240000000000001e-07
1494678318350,-0.68,3.6200000000000004e-07
1494678318360,-0.68,3.6200000000000004e-07
1494678318370,-0.68,1.0859999999999999e-06
1494678318380,-0.68,3.6200000000000004e-07
1494678318390,-0.68,3.6200000000000004e-07
1494678318400,-0.68,3.6200000000000004e-07
1494678318410,-0.68,3.6200000000000004e-07
1494678318420,-0.68,1.0859999999999999e-06
1494678318430,-0.68,3.6200000000000004e-07
1494678318440,-0.68,7.240000000000001e-07
1494678318450,-0.68,1.0859999999999999e-06
1494678318460,-0.68,7.240000000000001e-07
1494678318470,-0.68,7.240000000000001e-07
1494678318480,-0.68,1.4480000000000002e-06
1494678318490,-0.68,0.0
1494678318500,-0.68,3.6200000000000004e-07
1494678318510,-0.68,7.240000000000001e-07
1494678318520,-0.68,3.6200000000000004e-07
1494678318530,-0.68,1.0859999999999999e-06
1494678318540,-0.68,1.4480000000000002e-06
1494678318550,-0.68,3.6200000000000004e-07
1494678318560,-0.68,1.0859999999999999e-06
1494678318570,-0.68,1.0859999999999999e-06
1494678318580,-0.68,0.0
1494678318590,-0.68,1.0859999999999999e-06
1494678318600,-0.68,3.6200000000000004e-07
1494678318610,-0.68,1.4480000000000002e-06
1494678318620,-0.68,3.6200000000000004e-07
1494678318630,-0.68,3.6200000000000004e-07
1494678318640,-0.68,7.240000000000001e-07
1494678318650,-0.68,7.240000000000001e-07
1494678318660,-0.68,7.240000000000001e-07
1494678318670,-0.68,3.6200000000000004e-07
1494678318680,-0.68,7.240000000000001e-07
1494678318690,-0.68,1.0859999999999999e-06
1494678318700,-0.68,3.6200000000000004e-07
1494678318710,-0.68,3.6200000000000004e-07
1494678318720,-0.68,3.6200000000000004e-07
1494678318730,-0.68,1.0859999999999999e-06
1494678318740,-0.68,3.6200000000000004e-07
1494678318750,-0.68,3.6200000000000004e-07
1494678318760,-0.68,3.6200000000000004e-07
1494678318770,-0.68,1.0859999999999999e-06
1494678318780,-0.68,0.0
1494678318790,-0.68,1.0859999999999999e-06
1494678318800,-0.68,0.0
1494678318810,-0.68,7.240000000000001e-07
1494678318820,-0.68,7.240000000000001e-07
1494678318830,-0.68,7.240000000000001e-07
1494678318840,-0.68,1.0859999999999999e-06
1494678318850,-0.68,7.240000000000001e-07
1494678318860,-0.68,7.240000000000001e-07
1494678318870,-0.68,3.6200000000000004e-07
1494678318880,-0.68,1.4480000000000002e-06
1494678318890,-0.68,0.0
1494678318900,-0.68,7.240000000000001e-07
1494678318910,-0.68,7.240000000000001e-07
1494678318920,-0.68,3.6200000000000004e-07
1494678318930,-0.68,1.4480000000000002e-06
1494678318940,-0.68,0.0
1494678318950,-0.68,1.0859999999999999e-06
1494678318960,-0.68,3.6200000000000004e-07
1494678318970,-0.68,7.240000000000001e-07
1494678318980,-0.68,1.0859999999999999e-06
1494678318990,-0.68,3.6200000000000004e-07
1494678319000,-0.68,1.0859999999999999e-06
1494678319010,-0.68,3.6200000000000004e-07
1494678319020,-0.68,7.240000000000001e-07
1494678319030,-0.68,3.6200000000000004e-07
1494678319040,-0.68,7.240000000000001e-07
1494678319050,-0.68,1.0859999999999999e-06
1494678319060,-0.68,3.6200000000000004e-07
1494678319070,-0.68,7.240000000000001e-07
1494678319080,-0.68,3.6200000000000004e-07
1494678319090,-0.68,3.6200000000000004e-07
1494678319100,-0.68,1.0859999999999999e-06
1494678319110,-0.68,7.240000000000001e-07
1494678319120,-0.68,7.240000000000001e-07
1494678319130,-0.68,3.6200000000000004e-07
1494678319140,-0.68,3.6200000000000004e-07
1494678319150,-0.68,1.0859999999999999e-06
1494678319160,-0.68,7.240000000000001e-07
1494678319170,-0.68,7.240000000000001e-07
1494678319180,-0.68,3.6200000000000004e-07
1494678319190,-0.68,1.4480000000000002e-06
1494678319200,-0.68,0.0
1494678319210,-0.68,1.0859999999999999e-06
1494678319220,-0.68,3.6200000000000004e-07
1494678319230,-0.68,1.0859999999999999e-06
1494678319240,-0.68,7.240000000000001e-07
1494678319250,-0.68,0.0
1494678319260,-0.68,7.240000000000001e-07
1494678319270,-0.68,7.240000000000001e-07
1494678319280,-0.68,3.6200000000000004e-07
1494678319290,-0.68,1.0859999999999999e-06
1494678319300,-0.68,3.6200000000000004e-07
1494678319310,-0.68,7.240000000000001e-07
1494678319320,-0.68,3.6200000000000004e-07
1494678319330,-0.68,1.0859999999999999e-06
1494678319340,-0.68,0.0
1494678319350,-0.68,1.0859999999999999e-06
1494678319360,-0.68,7.240000000000001e-07
1494678319370,-0.68,1.0859999999999999e-06
1494678319380,-0.68,3.6200000000000004e-07
1494678319390,-0.68,1.0859999999999999e-06
1494678319400,-0.68,3.6200000000000004e-07
1494678319410,-0.68,1.4480000000000002e-06
1494678319420,-0.68,7.240000000000001e-07
1494678319430,-0.68,3.6200000000000004e-07
1494678319440,-0.68,1.0859999999999999e-06
1494678319450,-0.68,7.240000000000001e-07
1494678319460,-0.68,3.6200000000000004e-07
1494678319470,-0.68,7.240000000000001e-07
1494678319480,-0.68,0.0
1494678319490,-0.68,1.0859999999999999e-06
1494678319500,-0.68,1.0859999999999999e-06
1494678319510,-0.68,1.0859999999999999e-06
1494678319520,-0.68,0.0
1494678319530,-0.68,7.240000000000001e-07
1494678319540,-0.68,7.240000000000001e-07
1494678319550,-0.68,1.0859999999999999e-06
1494678319560,-0.68,3.6200000000000004e-07
1494678319570,-0.68,7.240000000000001e-07
1494678319580,-0.68,7.240000000000001e-07
1494678319590,-0.68,1.4480000000000002e-06
1494678319600,-0.68,7.240000000000001e-07
1494678319610,-0.68,7.240000000000001e-07
1494678319620,-0.68,3.6200000000000004e-07
1494678319630,-0.68,7.240000000000001e-07
1494678319640,-0.68,1.4480000000000002e-06
1494678319650,-0.68,0.0
1494678319660,-0.68,3.6200000000000004e-07
1494678319670,-0.68,1.0859999999999999e-06
1494678319680,-0.68,7.240000000000001e-07
1494678319690,-0.68,1.0859999999999999e-06
1494678319700,-0.68,0.0
1494678319710,-0.68,7.240000000000001e-07
1494678319720,-0.68,0.0
1494678319730,-0.68,3.6200000000000004e-07
1494678319740,-0.68,0.0
1494678319750,-0.68,1.0859999999999999e-06
1494678319760,-0.68,0.0
1494678319770,-0.68,1.0859999999999999e-06
1494678319780,-0.68,0.0
1494678319790,-0.68,1.0859999999999999e-06
1494678319800,-0.68,3.6200000000000004e-07
1494678319810,-0.68,7.240000000000001e-07
1494678319820,-0.68,1.0859999999999999e-06
1494678319830,-0.68,3.6200000000000004e-07
1494678319840,-0.68,1.0859999999999999e-06
1494678319850,-0.68,7.240000000000001e-07
1494678319860,-0.68,3.6200000000000004e-07
1494678319870,-0.68,7.240000000000001e-07
1494678319880,-0.68,1.0859999999999999e-06
1494678319890,-0.68,3.6200000000000004e-07
1494678319900,-0.68,1.0859999999999999e-06
1494678319910,-0.68,7.240000000000001e-07
1494678319920,-0.68,7.240000000000001e-07
1494678319930,-0.68,0.0
1494678319940,-0.68,0.0
1494678319950,-0.68,1.0859999999999999e-06
1494678319960,-0.68,0.0
1494678319970,-0.68,7.240000000000001e-07
1494678319980,-0.68,3.6200000000000004e-07
1494678319990,-0.68,1.0859999999999999e-06
1494678320000,-0.68,3.6200000000000004e-07
1494678320010,-0.68,7.240000000000001e-07
1494678320020,-0.68,0.0
1494678320030,-0.68,7.240000000000001e-07
1494678320040,-0.68,3.6200000000000004e-07
1494678320050,-0.68,1.0859999999999999e-06
1494678320060,-0.68,3.6200000000000004e-07
1494678320070,-0.68,3.6200000000000004e-07
1494678320080,-0.68,1.81e-06
1494678320090,-0.68,0.0
1494678320100,-0.68,3.6200000000000004e-07
1494678320110,-0.68,1.0859999999999999e-06
1494678320120,-0.68,0.0
1494678320130,-0.68,1.81e-06
1494678320140,-0.68,3.6200000000000004e-07
1494678320150,-0.68,7.240000000000001e-07
1494678320160,-0.68,0.0
1494678320170,-0.68,1.0859999999999999e-06
1494678320180,-0.68,3.6200000000000004e-07
1494678320190,-0.68,1.4480000000000002e-06
1494678320200,-0.68,0.0
1494678320210,-0.68,1.0859999999999999e-06
1494678320220,-0.68,1.0859999999999999e-06
1494678320230,-0.68,7.240000000000001e-07
1494678320240,-0.68,7.240000000000001e-07
1494678320250,-0.68,1.0859999999999999e-06
1494678320260,-0.68,1.0859999999999999e-06
1494678320270,-0.68,7.240000000000001e-07
1494678320280,-0.68,1.4480000000000002e-06
1494678320290,-0.68,3.6200000000000004e-07
1494678320300,-0.68,1.0859999999999999e-06
1494678320310,-0.68,7.240000000000001e-07
1494678320320,-0.68,7.240000000000001e-07
1494678320330,-0.68,7.240000000000001e-07
1494678320340,-0.68,0.0
1494678320350,-0.68,3.6200000000000004e-07
1494678320360,-0.68,0.0
1494678320370,-0.68,1.4480000000000002e-06
1494678320380,-0.68,0.0
1494678320390,-0.68,1.0859999999999999e-06
1494678320400,-0.68,0.0
1494678320410,-0.68,1.0859999999999999e-06
1494678320420,-0.68,0.0
1494678320430,-0.68,1.4480000000000002e-06
1494678320440,-0.68,0.0
1494678320450,-0.68,1.0859999999999999e-06
1494678320460,-0.68,3.6200000000000004e-07
1494678320470,-0.68,3.6200000000000004e-07
1494678320480,-0.68,0.0
1494678320490,-0.68,1.0859999999999999e-06
1494678320500,-0.68,1.0859999999999999e-06
1494678320510,-0.68,3.6200000000000004e-07
1494678320520,-0.68,1.4480000000000002e-06
1494678320530,-0.68,3.6200000000000004e-07
1494678320540,-0.68,1.0859999999999999e-06
1494678320550,-0.68,0.0
1494678320560,-0.68,7.240000000000001e-07
1494678320570,-0.68,1.0859999999999999e-06
1494678320580,-0.68,3.6200000000000004e-07
1494678320590,-0.68,7.240000000000001e-07
1494678320600,-0.68,7.240000000000001e-07
1494678320610,-0.68,7.240000000000001e-07
1494678320620,-0.68,3.6200000000000004e-07
1494678320630,-0.68,7.240000000000001e-07
1494678320640,-0.68,7.240000000000001e-07
1494678320650,-0.68,1.81e-06
1494678320660,-0.68,7.240000000000001e-07
1494678320670,-0.68,1.0859999999999999e-06
1494678320680,-0.68,0.0
1494678320690,-0.68,7.240000000000001e-07
1494678320700,-0.68,0.0
1494678320710,-0.68,3.6200000000000004e-07
1494678320720,-0.68,7.240000000000001e-07
1494678320730,-0.68,0.0
1494678320740,-0.68,7.240000000000001e-07
1494678320750,-0.68,1.4480000000000002e-06
1494678320760,-0.68,1.81e-06
1494678320770,-0.68,7.240000000000001e-07
1494678320780,-0.68,7.240000000000001e-07
1494678320790,-0.68,7.240000000000001e-07
1494678320800,-0.68,3.6200000000000004e-07
1494678320810,-0.68,1.0859999999999999e-06
1494678320820,-0.68,3.6200000000000004e-07
1494678320830,-0.68,7.240000000000001e-07
1494678320840,-0.68,0.0
1494678320850,-0.68,7.240000000000001e-07
1494678320860,-0.68,1.0859999999999999e-06
1494678320870,-0.68,3.6200000000000004e-07
1494678320880,-0.68,7.240000000000001e-07
1494678320890,-0.68,7.240000000000001e-07
1494678320900,-0.68,1.0859999999999999e-06
1494678320910,-0.68,7.240000000000001e-07
1494678320920,-0.68,3.6200000000000004e-07
1494678320930,-0.68,3.6200000000000004e-07
1494678320940,-0.68,7.240000000000001e-07
1494678320950,-0.68,2.1719999999999997e-06
1494678320960,-0.68,1.0859999999999999e-06
1494678320970,-0.68,3.6200000000000004e-07
1494678320980,-0.68,1.0859999999999999e-06
1494678320990,-0.68,3.6200000000000004e-07
1494678321000,-0.68,0.0
1494678321010,-0.68,7.240000000000001e-07
1494678321020,-0.68,3.6200000000000004e-07
1494678321030,-0.68,7.240000000000001e-07
1494678321040,-0.68,1.4480000000000002e-06
1494678321050,-0.68,1.0859999999999999e-06
1494678321060,-0.68,3.6200000000000004e-07
1494678321070,-0.68,3.6200000000000004e-07
1494678321080,-0.68,7.240000000000001e-07
1494678321090,-0.68,7.240000000000001e-07
1494678321100,-0.68,7.240000000000001e-07
1494678321110,-0.68,7.240000000000001e-07
1494678321120,-0.68,0.0
1494678321130,-0.68,3.6200000000000004e-07
1494678321140,-0.68,0.0
1494678321150,-0.68,3.6200000000000004e-07
1494678321160,-0.68,7.240000000000001e-07
1494678321170,-0.68,3.6200000000000004e-07
1494678321180,-0.68,3.6200000000000004e-07
1494678321190,-0.68,7.240000000000001e-07
1494678321200,-0.68,3.6200000000000004e-07
1494678321210,-0.68,7.240000000000001e-07
1494678321220,-0.68,3.6200000000000004e-07
1494678321230,-0.68,1.4480000000000002e-06
1494678321240,-0.68,0.0
1494678321250,-0.68,7.240000000000001e-07
1494678321260,-0.68,3.6200000000000004e-07
1494678321270,-0.68,3.6200000000000004e-07
1494678321280,-0.68,3.6200000000000004e-07
1494678321290,-0.68,7.240000000000001e-07
1494678321300,-0.68,3.6200000000000004e-07
1494678321310,-0.68,1.0859999999999999e-06
1494678321320,-0.68,7.240000000000001e-07
1494678321330,-0.68,7.240000000000001e-07
1494678321340,-0.68,3.6200000000000004e-07
1494678321350,-0.68,7.240000000000001e-07
1494678321360,-0.68,7.240000000000001e-07
1494678321370,-0.68,7.240000000000001e-07
1494678321380,-0.68,0.0
1494678321390,-0.68,1.0859999999999999e-06
1494678321400,-0.68,3.6200000000000004e-07
1494678321410,-0.68,1.0859999999999999e-06
1494678321420,-0.68,3.6200000000000004e-07
1494678321430,-0.68,7.240000000000001e-07
1494678321440,-0.68,3.6200000000000004e-07
1494678321450,-0.68,1.4480000000000002e-06
1494678321460,-0.68,7.240000000000001e-07
1494678321470,-0.68,1.0859999999999999e-06
1494678321480,-0.68,7.240000000000001e-07
1494678321490,-0.68,7.240000000000001e-07
1494678321500,-0.68,1.4480000000000002e-06
1494678321510,-0.68,3.6200000000000004e-07
1494678321520,-0.68,1.0859999999999999e-06
1494678321530,-0.68,0.0
1494678321540,-0.68,1.0859999999999999e-06
1494678321550,-0.68,3.6200000000000004e-07
1494678321560,-0.68,3.6200000000000004e-07
1494678321570,-0.68,3.6200000000000004e-07
1494678321580,-0.68,1.4480000000000002e-06
1494678321590,-0.68,7.240000000000001e-07
1494678321600,-0.68,3.6200000000000004e-07
1494678321610,-0.68,7.240000000000001e-07
1494678321620,-0.68,0.0
1494678321630,-0.68,1.0859999999999999e-06
1494678321640,-0.68,0.0
1494678321650,-0.68,3.6200000000000004e-07
1494678321660,-0.68,7.240000000000001e-07
1494678321670,-0.68,7.240000000000001e-07
1494678321680,-0.68,0.0
1494678321690,-0.68,7.240000000000001e-07
1494678321700,-0.68,7.240000000000001e-07
1494678321710,-0.68,3.6200000000000004e-07
1494678321720,-0.68,3.6200000000000004e-07
1494678321730,-0.68,3.6200000000000004e-07
1494678321740,-0.68,1.0859999999999999e-06
1494678321750,-0.68,7.240000000000001e-07
1494678321760,-0.68,1.0859999999999999e-06
1494678321770,-0.68,3.6200000000000004e-07
1494678321780,-0.68,3.6200000000000004e-07
1494678321790,-0.68,7.240000000000001e-07
1494678321800,-0.68,0.0
1494678321810,-0.68,1.0859999999999999e-06
1494678321820,-0.68,0.0
1494678321830,-0.68,1.4480000000000002e-06
1494678321840,-0.68,3.6200000000000004e-07
1494678321850,-0.68,1.0859999999999999e-06
1494678321860,-0.68,0.0
