Timestamp,position,BLMTI.06R7.B2I10_TCP.C6R7.B2
1494680015730,-0.73,1.3032e-05
1494680015740,-0.73,1.4842000000000001e-05
1494680015750,-0.73,1.3394000000000001e-05
1494680015760,-0.73,1.3032e-05
1494680015770,-0.73,1.267e-05
1494680015780,-0.73,1.5204e-05
1494680015790,-0.73,1.3032e-05
1494680015800,-0.73,1.6652e-05
1494680015810,-0.73,1.086e-05
1494680015820,-0.73,1.4842000000000001e-05
1494680015830,-0.73,1.086e-05
1494680015840,-0.73,1.5566e-05
1494680015850,-0.73,1.1945999999999999e-05
1494680015860,-0.73,1.1222e-05
1494680015870,-0.73,9.774e-06
1494680015880,-0.73,2.4978e-05
1494680015890,-0.73,3.0046e-05
1494680015900,-0.73,3.439e-05
1494680015910,-0.73,1.3755999999999998e-05
1494680015920,-0.73,1.3755999999999998e-05
1494680015930,-0.73,1.0136000000000001e-05
1494680015940,-0.73,1.5928e-05
1494680015950,-0.73,1.1584000000000001e-05
1494680015960,-0.73,1.1945999999999999e-05
1494680015970,-0.73,1.1584000000000001e-05
1494680015980,-0.73,1.7738e-05
1494680015990,-0.73,1.3032e-05
1494680016000,-0.73,1.4842000000000001e-05
1494680016010,-0.73,1.0136000000000001e-05
1494680016020,-0.73,1.267e-05
1494680016030,-0.73,7.964e-06
1494680016040,-0.73,1.0136000000000001e-05
1494680016050,-0.73,6.154e-06
1494680016060,-0.73,1.1222e-05
1494680016070,-0.73,7.964e-06
1494680016080,-0.73,1.448e-05
1494680016090,-0.73,1.086e-05
1494680016100,-0.73,1.8824e-05
1494680016110,-0.73,1.0136000000000001e-05
1494680016120,-0.73,1.5204e-05
1494680016130,-0.73,9.412e-06
1494680016140,-0.73,1.267e-05
1494680016150,-0.73,9.05e-06
1494680016160,-0.73,1.3394000000000001e-05
1494680016170,-0.73,1.0136000000000001e-05
1494680016180,-0.73,1.3394000000000001e-05
1494680016190,-0.73,9.412e-06
1494680016200,-0.73,1.3394000000000001e-05
1494680016210,-0.73,8.687999999999999e-06
1494680016220,-0.73,1.5928e-05
1494680016230,-0.73,1.2308e-05
1494680016240,-0.73,1.5928e-05
1494680016250,-0.73,1.0498e-05
1494680016260,-0.73,1.0136000000000001e-05
1494680016270,-0.73,7.602e-06
1494680016280,-0.73,1.086e-05
1494680016290,-0.73,7.602e-06
1494680016300,-0.73,1.1584000000000001e-05
1494680016310,-0.73,9.412e-06
1494680016320,-0.73,1.5928e-05
1494680016330,-0.73,1.3755999999999998e-05
1494680016340,-0.73,1.6652e-05
1494680016350,-0.73,9.05e-06
1494680016360,-0.73,9.774e-06
1494680016370,-0.73,7.24e-06
1494680016380,-0.73,7.964e-06
1494680016390,-0.73,6.877999999999999e-06
1494680016400,-0.73,1.0136000000000001e-05
1494680016410,-0.73,9.412e-06
1494680016420,-0.73,1.3394000000000001e-05
1494680016430,-0.73,8.326e-06
1494680016440,-0.73,1.1584000000000001e-05
1494680016450,-0.73,7.602e-06
1494680016460,-0.73,9.774e-06
1494680016470,-0.73,7.602e-06
1494680016480,-0.73,1.086e-05
1494680016490,-0.73,1.0498e-05
1494680016500,-0.73,2.1358e-05
1494680016510,-0.73,1.7375999999999998e-05
1494680016520,-0.73,1.629e-05
1494680016530,-0.73,7.24e-06
1494680016540,-0.73,9.05e-06
1494680016550,-0.73,6.877999999999999e-06
1494680016560,-0.73,1.1945999999999999e-05
1494680016570,-0.73,5.0680000000000004e-06
1494680016580,-0.73,8.326e-06
1494680016590,-0.73,7.964e-06
1494680016600,-0.73,2.3168000000000002e-05
1494680016610,-0.73,1.3394000000000001e-05
1494680016620,-0.73,1.0498e-05
1494680016630,-0.73,7.602e-06
1494680016640,-0.73,9.412e-06
1494680016650,-0.73,7.24e-06
1494680016660,-0.73,1.086e-05
1494680016670,-0.73,9.412e-06
1494680016680,-0.73,1.1584000000000001e-05
1494680016690,-0.73,6.516e-06
1494680016700,-0.73,1.0498e-05
1494680016710,-0.73,6.516e-06
1494680016720,-0.73,9.774e-06
1494680016730,-0.73,6.877999999999999e-06
1494680016740,-0.73,1.086e-05
1494680016750,-0.73,6.154e-06
1494680016760,-0.73,9.05e-06
1494680016770,-0.73,6.516e-06
1494680016780,-0.73,1.448e-05
1494680016790,-0.73,1.086e-05
1494680016800,-0.73,1.5928e-05
1494680016810,-0.73,7.602e-06
1494680016820,-0.73,1.267e-05
1494680016830,-0.73,7.964e-06
1494680016840,-0.73,9.412e-06
1494680016850,-0.73,8.326e-06
1494680016860,-0.73,1.1945999999999999e-05
1494680016870,-0.73,7.24e-06
1494680016880,-0.73,9.412e-06
1494680016890,-0.73,5.43e-06
1494680016900,-0.73,9.774e-06
1494680016910,-0.73,6.154e-06
1494680016920,-0.73,1.0136000000000001e-05
1494680016930,-0.73,9.412e-06
1494680016940,-0.73,1.7014e-05
1494680016950,-0.73,1.1945999999999999e-05
1494680016960,-0.73,1.3755999999999998e-05
1494680016970,-0.73,5.792000000000001e-06
1494680016980,-0.73,9.412e-06
1494680016990,-0.73,5.0680000000000004e-06
1494680017000,-0.73,1.0136000000000001e-05
1494680017010,-0.73,6.154e-06
1494680017020,-0.73,9.412e-06
1494680017030,-0.73,5.0680000000000004e-06
1494680017040,-0.73,9.412e-06
1494680017050,-0.73,4.706e-06
1494680017060,-0.73,1.0498e-05
1494680017070,-0.73,5.43e-06
1494680017080,-0.73,6.877999999999999e-06
1494680017090,-0.73,5.43e-06
1494680017100,-0.73,9.412e-06
1494680017110,-0.73,6.877999999999999e-06
1494680017120,-0.73,1.0498e-05
1494680017130,-0.73,9.05e-06
1494680017140,-0.73,1.3032e-05
1494680017150,-0.73,6.516e-06
1494680017160,-0.73,9.412e-06
1494680017170,-0.73,6.154e-06
1494680017180,-0.73,1.0498e-05
1494680017190,-0.73,6.516e-06
1494680017200,-0.73,1.1584000000000001e-05
1494680017210,-0.73,7.24e-06
1494680017220,-0.73,1.086e-05
1494680017230,-0.73,4.343999999999999e-06
1494680017240,-0.73,8.326e-06
1494680017250,-0.73,4.343999999999999e-06
1494680017260,-0.73,7.964e-06
1494680017270,-0.73,4.343999999999999e-06
1494680017280,-0.73,1.0498e-05
1494680017290,-0.73,7.964e-06
1494680017300,-0.73,1.448e-05
1494680017310,-0.73,6.516e-06
1494680017320,-0.73,9.05e-06
1494680017330,-0.73,5.792000000000001e-06
1494680017340,-0.73,9.412e-06
1494680017350,-0.73,3.982e-06
1494680017360,-0.73,7.964e-06
1494680017370,-0.73,3.982e-06
1494680017380,-0.73,8.687999999999999e-06
1494680017390,-0.73,5.43e-06
1494680017400,-0.73,9.412e-06
