Timestamp,position,BLMTI.06R3.B2E10_TCP.6R3.B2
1494680297330,1.455,3.6200000000000004e-07
1494680297340,1.455,2.1719999999999997e-06
1494680297350,1.455,7.240000000000001e-07
1494680297360,1.455,2.1719999999999997e-06
1494680297370,1.455,7.240000000000001e-07
1494680297380,1.455,2.1719999999999997e-06
1494680297390,1.455,3.6200000000000004e-07
1494680297400,1.455,2.1719999999999997e-06
1494680297410,1.455,1.0859999999999999e-06
1494680297420,1.455,3.6200000000000004e-07
1494680297430,1.455,1.0859999999999999e-06
1494680297440,1.455,1.81e-06
1494680297450,1.455,7.240000000000001e-07
1494680297460,1.455,2.1719999999999997e-06
1494680297470,1.455,0.0
1494680297480,1.455,1.81e-06
1494680297490,1.455,3.6200000000000004e-07
1494680297500,1.455,2.1719999999999997e-06
1494680297510,1.455,3.6200000000000004e-07
1494680297520,1.455,1.4480000000000002e-06
1494680297530,1.455,7.240000000000001e-07
1494680297540,1.455,1.4480000000000002e-06
1494680297550,1.455,7.240000000000001e-07
1494680297560,1.455,2.5340000000000002e-06
1494680297570,1.455,3.6200000000000004e-07
1494680297580,1.455,1.81e-06
1494680297590,1.455,1.0859999999999999e-06
1494680297600,1.455,1.4480000000000002e-06
1494680297610,1.455,1.0859999999999999e-06
1494680297620,1.455,1.81e-06
1494680297630,1.455,7.240000000000001e-07
1494680297640,1.455,2.5340000000000002e-06
1494680297650,1.455,3.6200000000000004e-07
1494680297660,1.455,2.1719999999999997e-06
1494680297670,1.455,7.240000000000001e-07
1494680297680,1.455,1.4480000000000002e-06
1494680297690,1.455,7.240000000000001e-07
1494680297700,1.455,2.8960000000000003e-06
1494680297710,1.455,0.0
1494680297720,1.455,2.1719999999999997e-06
1494680297730,1.455,1.0859999999999999e-06
1494680297740,1.455,2.8960000000000003e-06
1494680297750,1.455,3.6200000000000004e-07
1494680297760,1.455,2.5340000000000002e-06
1494680297770,1.455,3.6200000000000004e-07
1494680297780,1.455,3.258e-06
1494680297790,1.455,1.4480000000000002e-06
1494680297800,1.455,1.4480000000000002e-06
1494680297810,1.455,1.0859999999999999e-06
1494680297820,1.455,2.5340000000000002e-06
1494680297830,1.455,3.6200000000000004e-07
1494680297840,1.455,1.81e-06
1494680297850,1.455,7.240000000000001e-07
1494680297860,1.455,2.5340000000000002e-06
1494680297870,1.455,7.240000000000001e-07
1494680297880,1.455,1.81e-06
1494680297890,1.455,3.6200000000000004e-07
1494680297900,1.455,2.8960000000000003e-06
1494680297910,1.455,0.0
1494680297920,1.455,2.1719999999999997e-06
1494680297930,1.455,3.6200000000000004e-07
1494680297940,1.455,2.1719999999999997e-06
1494680297950,1.455,1.0859999999999999e-06
1494680297960,1.455,1.4480000000000002e-06
1494680297970,1.455,0.0
1494680297980,1.455,2.1719999999999997e-06
1494680297990,1.455,7.240000000000001e-07
1494680298000,1.455,1.81e-06
1494680298010,1.455,3.6200000000000004e-07
1494680298020,1.455,1.4480000000000002e-06
1494680298030,1.455,3.6200000000000004e-07
1494680298040,1.455,1.81e-06
1494680298050,1.455,1.0859999999999999e-06
1494680298060,1.455,1.4480000000000002e-06
1494680298070,1.455,1.4480000000000002e-06
1494680298080,1.455,1.4480000000000002e-06
1494680298090,1.455,3.6200000000000004e-07
1494680298100,1.455,2.8960000000000003e-06
1494680298110,1.455,7.240000000000001e-07
1494680298120,1.455,2.1719999999999997e-06
1494680298130,1.455,0.0
1494680298140,1.455,1.81e-06
1494680298150,1.455,3.6200000000000004e-07
1494680298160,1.455,3.258e-06
1494680298170,1.455,7.240000000000001e-07
1494680298180,1.455,2.8960000000000003e-06
1494680298190,1.455,3.6200000000000004e-07
1494680298200,1.455,2.5340000000000002e-06
1494680298210,1.455,0.0
1494680298220,1.455,2.5340000000000002e-06
1494680298230,1.455,3.6200000000000004e-07
1494680298240,1.455,1.81e-06
1494680298250,1.455,7.240000000000001e-07
1494680298260,1.455,1.81e-06
1494680298270,1.455,1.0859999999999999e-06
1494680298280,1.455,1.81e-06
1494680298290,1.455,0.0
1494680298300,1.455,1.81e-06
1494680298310,1.455,0.0
1494680298320,1.455,2.1719999999999997e-06
1494680298330,1.455,0.0
1494680298340,1.455,1.81e-06
1494680298350,1.455,3.6200000000000004e-07
1494680298360,1.455,2.8960000000000003e-06
1494680298370,1.455,0.0
1494680298380,1.455,2.5340000000000002e-06
1494680298390,1.455,7.240000000000001e-07
1494680298400,1.455,2.5340000000000002e-06
1494680298410,1.455,3.6200000000000004e-07
1494680298420,1.455,2.5340000000000002e-06
1494680298430,1.455,0.0
1494680298440,1.455,2.5340000000000002e-06
1494680298450,1.455,3.6200000000000004e-07
1494680298460,1.455,2.1719999999999997e-06
1494680298470,1.455,3.6200000000000004e-07
1494680298480,1.455,2.5340000000000002e-06
1494680298490,1.455,0.0
1494680298500,1.455,2.5340000000000002e-06
1494680298510,1.455,3.6200000000000004e-07
1494680298520,1.455,1.81e-06
1494680298530,1.455,7.240000000000001e-07
1494680298540,1.455,2.8960000000000003e-06
1494680298550,1.455,7.240000000000001e-07
1494680298560,1.455,2.1719999999999997e-06
1494680298570,1.455,3.6200000000000004e-07
1494680298580,1.455,2.5340000000000002e-06
1494680298590,1.455,0.0
1494680298600,1.455,2.5340000000000002e-06
1494680298610,1.455,0.0
1494680298620,1.455,2.5340000000000002e-06
1494680298630,1.455,7.240000000000001e-07
1494680298640,1.455,1.81e-06
1494680298650,1.455,0.0
1494680298660,1.455,1.81e-06
1494680298670,1.455,3.6200000000000004e-07
1494680298680,1.455,2.5340000000000002e-06
1494680298690,1.455,0.0
1494680298700,1.455,1.4480000000000002e-06
1494680298710,1.455,7.240000000000001e-07
1494680298720,1.455,1.81e-06
1494680298730,1.455,7.240000000000001e-07
1494680298740,1.455,1.4480000000000002e-06
1494680298750,1.455,3.6200000000000004e-07
1494680298760,1.455,2.5340000000000002e-06
1494680298770,1.455,7.240000000000001e-07
1494680298780,1.455,1.0859999999999999e-06
1494680298790,1.455,3.6200000000000004e-07
1494680298800,1.455,2.5340000000000002e-06
1494680298810,1.455,3.6200000000000004e-07
1494680298820,1.455,1.81e-06
1494680298830,1.455,7.240000000000001e-07
1494680298840,1.455,2.1719999999999997e-06
1494680298850,1.455,3.6200000000000004e-07
1494680298860,1.455,2.1719999999999997e-06
1494680298870,1.455,7.240000000000001e-07
1494680298880,1.455,2.5340000000000002e-06
1494680298890,1.455,7.240000000000001e-07
1494680298900,1.455,2.5340000000000002e-06
1494680298910,1.455,3.6200000000000004e-07
1494680298920,1.455,2.5340000000000002e-06
1494680298930,1.455,3.6200000000000004e-07
1494680298940,1.455,2.5340000000000002e-06
1494680298950,1.455,0.0
1494680298960,1.455,2.1719999999999997e-06
1494680298970,1.455,1.0859999999999999e-06
1494680298980,1.455,2.5340000000000002e-06
1494680298990,1.455,3.6200000000000004e-07
1494680299000,1.455,2.1719999999999997e-06
1494680299010,1.455,7.240000000000001e-07
1494680299020,1.455,2.8960000000000003e-06
1494680299030,1.455,0.0
1494680299040,1.455,2.1719999999999997e-06
1494680299050,1.455,7.240000000000001e-07
1494680299060,1.455,2.1719999999999997e-06
1494680299070,1.455,3.6200000000000004e-07
1494680299080,1.455,1.4480000000000002e-06
1494680299090,1.455,3.6200000000000004e-07
1494680299100,1.455,2.1719999999999997e-06
1494680299110,1.455,3.6200000000000004e-07
1494680299120,1.455,2.1719999999999997e-06
1494680299130,1.455,0.0
1494680299140,1.455,2.1719999999999997e-06
1494680299150,1.455,3.6200000000000004e-07
1494680299160,1.455,2.8960000000000003e-06
1494680299170,1.455,0.0
1494680299180,1.455,1.0859999999999999e-06
1494680299190,1.455,0.0
1494680299200,1.455,3.982e-06
1494680299210,1.455,7.240000000000001e-07
1494680299220,1.455,1.81e-06
1494680299230,1.455,0.0
1494680299240,1.455,1.81e-06
1494680299250,1.455,7.240000000000001e-07
1494680299260,1.43,1.4480000000000002e-06
1494680299270,1.43,3.6200000000000004e-07
1494680299280,1.43,1.81e-06
1494680299290,1.43,0.0
1494680299300,1.43,2.1719999999999997e-06
1494680299310,1.43,0.0
