Timestamp,position,BLMTI.05R3.B1I10_TCSG.B5R3.B1
1494678055460,-1.3,2.1719999999999997e-06
1494678055470,-1.3,1.81e-06
1494678055480,-1.3,2.1719999999999997e-06
1494678055490,-1.3,1.4480000000000002e-06
1494678055500,-1.3,2.5340000000000002e-06
1494678055510,-1.3,1.4480000000000002e-06
1494678055520,-1.3,2.1719999999999997e-06
1494678055530,-1.3,1.81e-06
1494678055540,-1.3,1.4480000000000002e-06
1494678055550,-1.3,1.81e-06
1494678055560,-1.3,2.1719999999999997e-06
1494678055570,-1.3,1.0859999999999999e-06
1494678055580,-1.3,1.4480000000000002e-06
1494678055590,-1.3,7.240000000000001e-07
1494678055600,-1.3,3.258e-06
1494678055610,-1.3,1.4480000000000002e-06
1494678055620,-1.3,2.1719999999999997e-06
1494678055630,-1.3,1.0859999999999999e-06
1494678055640,-1.3,1.4480000000000002e-06
1494678055650,-1.3,1.81e-06
1494678055660,-1.3,2.5340000000000002e-06
1494678055670,-1.3,7.240000000000001e-07
1494678055680,-1.3,2.1719999999999997e-06
1494678055690,-1.3,1.0859999999999999e-06
1494678055700,-1.3,2.1719999999999997e-06
1494678055710,-1.3,1.81e-06
1494678055720,-1.3,2.1719999999999997e-06
1494678055730,-1.3,1.0859999999999999e-06
1494678055740,-1.3,2.5340000000000002e-06
1494678055750,-1.3,1.0859999999999999e-06
1494678055760,-1.3,1.81e-06
1494678055770,-1.3,1.0859999999999999e-06
1494678055780,-1.3,1.81e-06
1494678055790,-1.3,1.4480000000000002e-06
1494678055800,-1.3,2.5340000000000002e-06
1494678055810,-1.3,7.240000000000001e-07
1494678055820,-1.3,2.1719999999999997e-06
1494678055830,-1.3,1.0859999999999999e-06
1494678055840,-1.3,1.0859999999999999e-06
1494678055850,-1.3,7.240000000000001e-07
1494678055860,-1.3,2.5340000000000002e-06
1494678055870,-1.3,1.0859999999999999e-06
1494678055880,-1.3,2.5340000000000002e-06
1494678055890,-1.3,1.4480000000000002e-06
1494678055900,-1.3,1.0859999999999999e-06
1494678055910,-1.3,1.0859999999999999e-06
1494678055920,-1.3,1.4480000000000002e-06
1494678055930,-1.3,1.4480000000000002e-06
1494678055940,-1.3,1.81e-06
1494678055950,-1.3,1.4480000000000002e-06
1494678055960,-1.3,7.240000000000001e-07
