Timestamp,position,BLMTI.04L7.B1E10_TCSG.B4L7.B1
1469746368940,-0.605,2.9684000000000002e-05
1469746368950,-0.605,2.6064e-05
1469746368960,-0.605,2.6426e-05
1469746368970,-0.605,2.2444e-05
1469746368980,-0.605,2.2444e-05
1469746368990,-0.605,2.1358e-05
1469746369000,-0.605,2.0272000000000002e-05
1469746369010,-0.605,2.4616e-05
1469746369020,-0.605,2.715e-05
1469746369030,-0.605,3.7286e-05
1469746369040,-0.605,3.7648e-05
1469746369050,-0.605,3.3666e-05
1469746369060,-0.605,3.2218e-05
1469746369070,-0.605,2.9684000000000002e-05
1469746369080,-0.605,2.896e-05
1469746369090,-0.605,3.1132e-05
1469746369100,-0.605,2.7874e-05
1469746369110,-0.605,2.9684000000000002e-05
1469746369120,-0.605,2.4978e-05
1469746369130,-0.605,2.5702e-05
1469746369140,-0.605,2.353e-05
1469746369150,-0.605,1.267e-05
1469746369160,-0.605,2.2082e-05
1469746369170,-0.605,2.0272000000000002e-05
1469746369180,-0.605,1.991e-05
1469746369190,-0.605,2.8598000000000003e-05
1469746369200,-0.605,3.4028e-05
1469746369210,-0.605,3.258e-05
1469746369220,-0.605,2.7874e-05
1469746369230,-0.605,2.3891999999999998e-05
1469746369240,-0.605,2.2082e-05
1469746369250,-0.605,2.2444e-05
1469746369260,-0.605,1.8100000000000003e-05
1469746369270,-0.605,1.7375999999999998e-05
1469746369280,-0.605,2.0272000000000002e-05
1469746369290,-0.605,2.3891999999999998e-05
1469746369300,-0.605,2.6788000000000002e-05
1469746369310,-0.605,2.0634e-05
1469746369320,-0.605,2.1358e-05
1469746369330,-0.605,2.2444e-05
1469746369340,-0.605,1.991e-05
1469746369350,-0.605,1.9186e-05
1469746369360,-0.605,1.8100000000000003e-05
1469746369370,-0.605,1.8462e-05
1469746369380,-0.605,2.0272000000000002e-05
1469746369390,-0.605,2.2444e-05
1469746369400,-0.605,1.9548e-05
1469746369410,-0.605,2.172e-05
1469746369420,-0.605,1.7014e-05
1469746369430,-0.605,1.9548e-05
1469746369440,-0.605,1.629e-05
1469746369450,-0.605,1.7014e-05
1469746369460,-0.605,1.9186e-05
1469746369470,-0.605,1.8824e-05
1469746369480,-0.605,2.0996e-05
1469746369490,-0.605,1.629e-05
1469746369500,-0.605,1.9548e-05
1469746369510,-0.605,1.629e-05
1469746369520,-0.605,1.5566e-05
1469746369530,-0.605,1.267e-05
1469746369540,-0.605,1.8100000000000003e-05
1469746369550,-0.605,2.3891999999999998e-05
1469746369560,-0.605,2.3168000000000002e-05
1469746369570,-0.605,2.0634e-05
1469746369580,-0.605,1.6652e-05
1469746369590,-0.605,1.7375999999999998e-05
1469746369600,-0.605,1.6652e-05
1469746369610,-0.605,1.629e-05
1469746369620,-0.605,1.5928e-05
1469746369630,-0.605,1.5566e-05
1469746369640,-0.605,1.3394000000000001e-05
1469746369650,-0.605,1.7375999999999998e-05
1469746369660,-0.605,1.4842000000000001e-05
1469746369670,-0.605,1.7375999999999998e-05
1469746369680,-0.605,1.5566e-05
1469746369690,-0.605,1.4842000000000001e-05
1469746369700,-0.605,1.3032e-05
1469746369710,-0.605,1.5204e-05
1469746369720,-0.605,1.8462e-05
1469746369730,-0.605,1.9548e-05
1469746369740,-0.605,1.8824e-05
1469746369750,-0.605,1.9186e-05
1469746369760,-0.605,1.086e-05
1469746369770,-0.605,1.8462e-05
1469746369780,-0.605,1.9548e-05
1469746369790,-0.605,1.7738e-05
1469746369800,-0.605,1.8100000000000003e-05
1469746369810,-0.605,1.7738e-05
1469746369820,-0.605,1.629e-05
1469746369830,-0.605,1.6652e-05
1469746369840,-0.605,1.4842000000000001e-05
