Timestamp,position,BLMTI.06L7.B2I10_TCLA.B6L7.B2
1469746333930,1.25,7.276199999999999e-05
1469746333940,1.25,6.516e-05
1469746333950,1.25,5.9006000000000004e-05
1469746333960,1.25,5.0318e-05
1469746333970,1.25,4.4526e-05
1469746333980,1.25,4.5974e-05
1469746333990,1.25,4.344e-05
1469746334000,1.25,4.5974e-05
1469746334010,1.25,4.2716e-05
1469746334020,1.25,5.3576000000000003e-05
1469746334030,1.25,5.7196000000000006e-05
1469746334040,1.25,7.059e-05
1469746334050,1.25,6.4436e-05
1469746334060,1.25,6.6246e-05
1469746334070,1.25,5.8281999999999995e-05
1469746334080,1.25,7.5658e-05
1469746334090,1.25,8.3622e-05
1469746334100,1.25,7.9278e-05
1469746334110,1.25,0.00010642799999999999
1469746334120,1.25,7.276199999999999e-05
1469746334130,1.25,0.00011620200000000001
1469746334140,1.25,5.973e-05
1469746334150,1.25,5.6472e-05
1469746334160,1.25,4.7783999999999995e-05
1469746334170,1.25,4.887e-05
1469746334180,1.25,3.9096e-05
1469746334190,1.25,6.1902e-05
1469746334200,1.25,6.2988e-05
1469746334210,1.25,6.4436e-05
1469746334220,1.25,6.2626e-05
1469746334230,1.25,5.429999999999999e-05
1469746334240,1.25,4.9232e-05
1469746334250,1.25,4.1992e-05
1469746334260,1.25,0.000121994
1469746334270,1.25,0.00010859999999999998
1469746334280,1.25,0.00016833
1469746334290,1.25,5.9006000000000004e-05
1469746334300,1.25,4.2716e-05
1469746334310,1.25,3.7286e-05
1469746334320,1.25,4.0544000000000003e-05
1469746334330,1.25,4.7422e-05
1469746334340,1.25,5.2852e-05
1469746334350,1.25,6.154e-05
1469746334360,1.25,5.8281999999999995e-05
1469746334370,1.25,6.6246e-05
1469746334380,1.25,4.8508000000000004e-05
1469746334390,1.25,4.3078e-05
1469746334400,1.25,3.8734e-05
1469746334410,1.25,4.0181999999999996e-05
1469746334420,1.25,3.7286e-05
1469746334430,1.25,6.7332e-05
1469746334440,1.25,9.737799999999999e-05
1469746334450,1.25,9.8102e-05
1469746334460,1.25,9.8826e-05
1469746334470,1.25,5.1404e-05
1469746334480,1.25,4.1992e-05
1469746334490,1.25,3.8372e-05
1469746334500,1.25,3.9096e-05
1469746334510,1.25,3.2218e-05
1469746334520,1.25,5.792e-05
1469746334530,1.25,7.1314e-05
1469746334540,1.25,0.000154574
1469746334550,1.25,0.000109324
1469746334560,1.25,6.9866e-05
1469746334570,1.25,4.8146e-05
1469746334580,1.25,3.5838000000000005e-05
1469746334590,1.25,3.5114e-05
1469746334600,1.25,3.3666e-05
1469746334610,1.25,3.8372e-05
1469746334620,1.25,4.706e-05
1469746334630,1.25,8.7966e-05
1469746334640,1.25,5.5023999999999994e-05
1469746334650,1.25,4.2716e-05
1469746334660,1.25,3.1132e-05
1469746334670,1.25,3.2942e-05
1469746334680,1.25,3.2942e-05
1469746334690,1.25,3.7286e-05
1469746334700,1.25,5.249e-05
1469746334710,1.25,6.6608e-05
1469746334720,1.25,9.955e-05
1469746334730,1.25,6.2264e-05
1469746334740,1.25,5.6472e-05
1469746334750,1.25,3.5114e-05
