Timestamp,position,BLMTI.06R7.B1E10_TCLA.A6R7.B1
1469747639340,1.145,4.887e-05
1469747639350,1.145,3.6924e-05
1469747639360,1.145,3.439e-05
1469747639370,1.145,3.1494e-05
1469747639380,1.145,3.3304e-05
1469747639390,1.145,3.5114e-05
1469747639400,1.145,3.258e-05
1469747639410,1.145,3.1856e-05
1469747639420,1.145,3.077e-05
1469747639430,1.145,3.258e-05
1469747639440,1.145,3.1856e-05
1469747639450,1.145,3.7648e-05
1469747639460,1.145,3.439e-05
1469747639470,1.145,3.4751999999999995e-05
1469747639480,1.145,3.5476e-05
1469747639490,1.145,6.841800000000001e-05
1469747639500,1.145,5.068e-05
1469747639510,1.145,5.5748e-05
1469747639520,1.145,4.3078e-05
1469747639530,1.145,4.0906e-05
1469747639540,1.145,4.7783999999999995e-05
1469747639550,1.145,3.7648e-05
1469747639560,1.145,3.801e-05
1469747639570,1.145,3.6562e-05
1469747639580,1.145,5.0318e-05
1469747639590,1.145,3.6200000000000006e-05
1469747639600,1.145,3.8372e-05
1469747639610,1.145,3.5114e-05
1469747639620,1.145,7.240000000000001e-05
1469747639630,1.145,4.706e-05
1469747639640,1.145,3.5114e-05
1469747639650,1.145,3.1856e-05
1469747639660,1.145,4.1992e-05
1469747639670,1.145,6.1902e-05
1469747639680,1.145,3.801e-05
1469747639690,1.145,3.5838000000000005e-05
1469747639700,1.145,3.1132e-05
1469747639710,1.145,5.8281999999999995e-05
1469747639720,1.145,3.7286e-05
1469747639730,1.145,6.4074e-05
1469747639740,1.145,4.2716e-05
1469747639750,1.145,5.3938000000000004e-05
1469747639760,1.145,4.9232e-05
1469747639770,1.145,5.5386e-05
1469747639780,1.145,8.7242e-05
1469747639790,1.145,5.9368000000000005e-05
1469747639800,1.145,6.0816e-05
1469747639810,1.145,3.6562e-05
1469747639820,1.145,4.6698e-05
1469747639830,1.145,3.801e-05
1469747639840,1.145,4.344e-05
1469747639850,1.145,3.1494e-05
1469747639860,1.145,3.2218e-05
1469747639870,1.145,3.1856e-05
1469747639880,1.145,3.0408e-05
1469747639890,1.145,2.8598000000000003e-05
1469747639900,1.145,3.0046e-05
1469747639910,1.145,3.2218e-05
1469747639920,1.145,3.1132e-05
1469747639930,1.145,3.7648e-05
1469747639940,1.145,3.3666e-05
1469747639950,1.145,4.3802e-05
1469747639960,1.145,3.5476e-05
1469747639970,1.145,4.5611999999999996e-05
1469747639980,1.145,3.4028e-05
1469747639990,1.145,4.3078e-05
1469747640000,1.145,4.163e-05
1469747640010,1.145,3.8734e-05
1469747640020,1.145,4.525e-05
1469747640030,1.145,3.6924e-05
1469747640040,1.145,4.0544000000000003e-05
1469747640050,1.145,3.0046e-05
1469747640060,1.145,3.7648e-05
1469747640070,1.145,3.077e-05
1469747640080,1.145,3.5838000000000005e-05
1469747640090,1.145,3.2942e-05
1469747640100,1.145,3.258e-05
1469747640110,1.145,3.2218e-05
1469747640120,1.145,3.2942e-05
1469747640130,1.145,3.1132e-05
1469747640140,1.145,2.9684000000000002e-05
1469747640150,1.145,3.1856e-05
1469747640160,1.145,3.077e-05
1469747640170,1.145,3.7648e-05
1469747640180,1.145,3.1494e-05
1469747640190,1.145,4.8508000000000004e-05
1469747640200,1.145,3.5476e-05
1469747640210,1.145,0.00010534200000000001
1469747640220,1.145,9.9912e-05
1469747640230,1.145,8.2536e-05
1469747640240,1.145,6.516e-05
1469747640250,1.145,6.5884e-05
1469747640260,1.145,7.276199999999999e-05
1469747640270,1.145,4.3078e-05
1469747640280,1.145,4.344e-05
1469747640290,1.145,3.7648e-05
1469747640300,1.145,3.6924e-05
1469747640310,1.145,3.258e-05
1469747640320,1.145,3.1494e-05
1469747640330,1.145,2.9684000000000002e-05
1469747640340,1.145,3.6562e-05
1469747640350,1.145,3.2942e-05
1469747640360,1.145,3.0046e-05
1469747640370,1.145,2.9321999999999998e-05
1469747640380,1.145,3.6200000000000006e-05
1469747640390,1.145,4.7422e-05
1469747640400,1.145,3.6200000000000006e-05
1469747640410,1.145,5.0318e-05
1469747640420,1.145,3.5476e-05
1469747640430,1.145,4.7783999999999995e-05
1469747640440,1.145,3.801e-05
1469747640450,1.145,4.9232e-05
1469747640460,1.145,4.2716e-05
1469747640470,1.145,5.3213999999999996e-05
1469747640480,1.145,4.3078e-05
1469747640490,1.145,3.1494e-05
1469747640500,1.145,3.4751999999999995e-05
1469747640510,1.145,4.0906e-05
1469747640520,1.145,4.0906e-05
