Timestamp,position,BLMTI.06R7.B2I10_TCP.B6R7.B2
1469747741290,0.725,9.774e-06
1469747741300,0.725,1.1945999999999999e-05
1469747741310,0.725,1.0498e-05
1469747741320,0.725,1.267e-05
1469747741330,0.725,9.774e-06
1469747741340,0.725,1.3394000000000001e-05
1469747741350,0.725,9.774e-06
1469747741360,0.725,1.3755999999999998e-05
1469747741370,0.725,7.602e-06
1469747741380,0.725,1.1584000000000001e-05
1469747741390,0.725,9.05e-06
1469747741400,0.725,1.3394000000000001e-05
1469747741410,0.725,1.086e-05
1469747741420,0.725,1.3755999999999998e-05
1469747741430,0.725,1.1584000000000001e-05
1469747741440,0.725,1.4118e-05
1469747741450,0.725,8.687999999999999e-06
1469747741460,0.725,1.1945999999999999e-05
1469747741470,0.725,9.412e-06
1469747741480,0.725,1.3755999999999998e-05
1469747741490,0.725,1.1945999999999999e-05
1469747741500,0.725,1.4842000000000001e-05
1469747741510,0.725,1.0136000000000001e-05
1469747741520,0.725,1.2308e-05
1469747741530,0.725,9.05e-06
1469747741540,0.725,1.1222e-05
1469747741550,0.725,9.774e-06
1469747741560,0.725,1.3755999999999998e-05
1469747741570,0.725,1.0498e-05
1469747741580,0.725,1.0498e-05
1469747741590,0.725,9.05e-06
1469747741600,0.725,1.448e-05
1469747741610,0.725,9.412e-06
1469747741620,0.725,1.3394000000000001e-05
1469747741630,0.725,1.0136000000000001e-05
1469747741640,0.725,1.1945999999999999e-05
1469747741650,0.725,1.086e-05
1469747741660,0.725,1.3032e-05
1469747741670,0.725,1.1222e-05
1469747741680,0.725,1.5204e-05
1469747741690,0.725,9.774e-06
1469747741700,0.725,1.1222e-05
1469747741710,0.725,9.774e-06
1469747741720,0.725,1.0498e-05
1469747741730,0.725,8.326e-06
1469747741740,0.725,1.1945999999999999e-05
1469747741750,0.725,7.602e-06
1469747741760,0.725,1.3394000000000001e-05
1469747741770,0.725,1.086e-05
1469747741780,0.725,1.3032e-05
1469747741790,0.725,1.0498e-05
1469747741800,0.725,1.2308e-05
1469747741810,0.725,8.687999999999999e-06
1469747741820,0.725,1.2308e-05
1469747741830,0.725,8.326e-06
1469747741840,0.725,1.2308e-05
1469747741850,0.725,8.326e-06
1469747741860,0.725,1.3755999999999998e-05
1469747741870,0.725,8.687999999999999e-06
1469747741880,0.725,1.267e-05
1469747741890,0.725,1.0136000000000001e-05
1469747741900,0.725,1.3394000000000001e-05
1469747741910,0.725,9.05e-06
1469747741920,0.725,1.3755999999999998e-05
1469747741930,0.725,8.326e-06
1469747741940,0.725,1.267e-05
1469747741950,0.725,7.602e-06
1469747741960,0.725,1.1584000000000001e-05
1469747741970,0.725,9.412e-06
1469747741980,0.725,1.1945999999999999e-05
1469747741990,0.725,9.05e-06
1469747742000,0.725,1.1222e-05
1469747742010,0.725,8.326e-06
1469747742020,0.725,1.3032e-05
1469747742030,0.725,9.05e-06
1469747742040,0.725,1.267e-05
1469747742050,0.725,1.1222e-05
1469747742060,0.725,1.3032e-05
1469747742070,0.725,1.0136000000000001e-05
1469747742080,0.725,1.0498e-05
1469747742090,0.725,8.687999999999999e-06
1469747742100,0.725,1.3394000000000001e-05
1469747742110,0.725,7.602e-06
1469747742120,0.725,1.3394000000000001e-05
1469747742130,0.725,1.1584000000000001e-05
1469747742140,0.725,1.3394000000000001e-05
1469747742150,0.725,1.0136000000000001e-05
1469747742160,0.725,1.2308e-05
1469747742170,0.725,8.687999999999999e-06
1469747742180,0.725,1.3032e-05
1469747742190,0.725,7.964e-06
1469747742200,0.725,1.1945999999999999e-05
1469747742210,0.725,8.326e-06
1469747742220,0.725,1.267e-05
