Timestamp,position,BLMTI.06L7.B2I10_TCLA.B6L7.B2
1469746290710,1.29,3.9458e-05
1469746290720,1.29,3.6200000000000006e-05
1469746290730,1.29,2.896e-05
1469746290740,1.29,2.7511999999999997e-05
1469746290750,1.29,3.3304e-05
1469746290760,1.29,3.9458e-05
1469746290770,1.29,5.8281999999999995e-05
1469746290780,1.29,8.7604e-05
1469746290790,1.29,9.774e-05
1469746290800,1.29,8.0002e-05
1469746290810,1.29,6.4798e-05
1469746290820,1.29,4.4164e-05
1469746290830,1.29,3.6200000000000006e-05
1469746290840,1.29,3.6200000000000006e-05
1469746290850,1.29,3.258e-05
1469746290860,1.29,3.5114e-05
1469746290870,1.29,3.3304e-05
1469746290880,1.29,3.5114e-05
1469746290890,1.29,4.0181999999999996e-05
1469746290900,1.29,4.1992e-05
1469746290910,1.29,5.1404e-05
1469746290920,1.29,4.4526e-05
1469746290930,1.29,4.3802e-05
1469746290940,1.29,5.7558e-05
1469746290950,1.29,7.276199999999999e-05
1469746290960,1.29,6.9866e-05
1469746290970,1.29,5.1042e-05
1469746290980,1.29,2.9684000000000002e-05
1469746290990,1.29,3.1494e-05
1469746291000,1.29,2.7511999999999997e-05
1469746291010,1.29,2.4978e-05
1469746291020,1.29,2.715e-05
1469746291030,1.29,2.8236e-05
1469746291040,1.29,3.258e-05
1469746291050,1.29,4.344e-05
1469746291060,1.29,4.6698e-05
1469746291070,1.29,4.3078e-05
1469746291080,1.29,4.4888e-05
1469746291090,1.29,4.1268e-05
1469746291100,1.29,3.7648e-05
1469746291110,1.29,4.3802e-05
1469746291120,1.29,4.706e-05
1469746291130,1.29,4.5611999999999996e-05
1469746291140,1.29,4.8146e-05
1469746291150,1.29,4.1268e-05
1469746291160,1.29,3.3666e-05
1469746291170,1.29,2.715e-05
1469746291180,1.29,2.6426e-05
1469746291190,1.29,2.896e-05
1469746291200,1.29,3.0408e-05
1469746291210,1.29,3.258e-05
1469746291220,1.29,4.163e-05
