Timestamp,position,BLMTI.05R7.B1E10_TCSG.B5R7.B1
1469748857260,1.27,0.000147696
1469748857270,1.27,0.00014661
1469748857280,1.27,0.000134664
1469748857290,1.27,0.000136474
1469748857300,1.27,0.000157832
1469748857310,1.27,0.000163624
1469748857320,1.27,0.000156746
1469748857330,1.27,0.000151316
1469748857340,1.27,0.000154212
1469748857350,1.27,0.000150954
1469748857360,1.27,0.00015964200000000001
1469748857370,1.27,0.000166882
1469748857380,1.27,0.000178104
1469748857390,1.27,0.000167968
1469748857400,1.27,0.00015602200000000002
1469748857410,1.27,0.000143714
1469748857420,1.27,0.000131768
1469748857430,1.27,0.000127424
1469748857440,1.27,0.00012670000000000002
1469748857450,1.27,0.000125252
1469748857460,1.27,0.00013937
1469748857470,1.27,0.000140818
1469748857480,1.27,0.000127786
1469748857490,1.27,0.000140456
1469748857500,1.27,0.000148782
1469748857510,1.27,0.000160366
1469748857520,1.27,0.000149868
1469748857530,1.27,0.000142628
1469748857540,1.27,0.000164348
1469748857550,1.27,0.000166882
1469748857560,1.27,0.00014950600000000001
1469748857570,1.27,0.000131406
1469748857580,1.27,0.00014552399999999998
1469748857590,1.27,0.000129958
1469748857600,1.27,0.000129596
1469748857610,1.27,0.00011765
1469748857620,1.27,0.000128148
1469748857630,1.27,0.000136474
1469748857640,1.27,0.00013538799999999999
1469748857650,1.27,0.00012416600000000002
1469748857660,1.27,0.000116926
1469748857670,1.27,0.000121994
1469748857680,1.27,0.000129234
1469748857690,1.27,0.000128872
1469748857700,1.27,0.000124528
1469748857710,1.27,0.000111858
1469748857720,1.27,0.000109686
1469748857730,1.27,0.00011475399999999999
1469748857740,1.27,0.000120184
1469748857750,1.27,0.000112944
1469748857760,1.27,0.000112944
1469748857770,1.27,0.000106066
1469748857780,1.27,0.00011620200000000001
1469748857790,1.27,0.000119822
1469748857800,1.27,0.00011765
1469748857810,1.27,0.000115478
1469748857820,1.27,0.000136474
1469748857830,1.27,0.00015023
1469748857840,1.27,0.000141904
1469748857850,1.27,0.00011584
1469748857860,1.27,0.00012127
1469748857870,1.27,0.000120184
1469748857880,1.27,0.00011041
1469748857890,1.27,0.000100998
1469748857900,1.27,0.000102446
1469748857910,1.27,0.000107514
1469748857920,1.27,0.000113306
1469748857930,1.27,0.000121994
1469748857940,1.27,0.00011946
1469748857950,1.27,0.000137922
1469748857960,1.27,0.000125614
1469748857970,1.27,0.00012416600000000002
1469748857980,1.27,0.000107514
1469748857990,1.27,9.6292e-05
1469748858000,1.27,9.918799999999999e-05
1469748858010,1.27,0.00010715200000000001
1469748858020,1.27,0.000128148
1469748858030,1.27,0.00012054600000000001
1469748858040,1.27,0.000111858
1469748858050,1.27,0.00010679
1469748858060,1.27,0.000122356
1469748858070,1.27,0.000122356
1469748858080,1.27,0.00013430200000000002
1469748858090,1.27,0.000115116
1469748858100,1.27,0.00011403
1469748858110,1.27,0.00011656399999999999
1469748858120,1.27,0.000113306
1469748858130,1.27,0.000111134
1469748858140,1.27,0.00010823799999999999
1469748858150,1.27,0.000115116
1469748858160,1.27,0.00010679
1469748858170,1.27,0.00010498
1469748858180,1.27,0.00010715200000000001
1469748858190,1.27,0.000128872
1469748858200,1.27,0.00011222
1469748858210,1.27,0.000115116
1469748858220,1.27,0.00011873600000000001
1469748858230,1.27,0.00012271799999999999
1469748858240,1.27,0.000118374
1469748858250,1.27,0.00010715200000000001
1469748858260,1.27,0.000102084
1469748858270,1.27,9.556799999999999e-05
1469748858280,1.27,9.8464e-05
1469748858290,1.27,0.00010136
1469748858300,1.27,0.000104618
1469748858310,1.27,9.8102e-05
1469748858320,1.27,9.412e-05
1469748858330,1.27,9.267200000000001e-05
1469748858340,1.27,0.00010679
1469748858350,1.27,0.00011403
1469748858360,1.27,0.00011728799999999999
1469748858370,1.27,0.000109686
1469748858380,1.27,0.000108962
1469748858390,1.27,0.000102084
1469748858400,1.27,9.701600000000001e-05
1469748858410,1.27,0.00010136
1469748858420,1.27,8.9414e-05
1469748858430,1.27,0.000102808
1469748858440,1.27,0.000118374
1469748858450,1.27,0.00014335200000000002
1469748858460,1.27,0.00014552399999999998
1469748858470,1.27,0.00015167799999999998
1469748858480,1.27,0.00011620200000000001
1469748858490,1.27,9.520600000000001e-05
1469748858500,1.27,9.918799999999999e-05
1469748858510,1.27,0.00010172200000000001
1469748858520,1.27,0.000104618
1469748858530,1.27,0.000104618
1469748858540,1.27,0.000119822
1469748858550,1.27,0.000138284
1469748858560,1.27,0.000144438
1469748858570,1.27,0.000135026
1469748858580,1.27,0.000113668
1469748858590,1.27,9.6654e-05
1469748858600,1.27,8.9776e-05
1469748858610,1.27,9.267200000000001e-05
1469748858620,1.27,0.00010317
1469748858630,1.27,0.000122356
1469748858640,1.27,0.000129958
1469748858650,1.27,0.00012851
1469748858660,1.27,0.00011475399999999999
1469748858670,1.27,0.00010787600000000001
1469748858680,1.27,9.303399999999999e-05
1469748858690,1.27,8.9776e-05
1469748858700,1.27,9.556799999999999e-05
1469748858710,1.27,0.000113668
1469748858720,1.27,0.00012416600000000002
1469748858730,1.27,0.00013756
1469748858740,1.27,0.000136112
1469748858750,1.27,0.000112582
1469748858760,1.27,9.955e-05
1469748858770,1.27,9.05e-05
1469748858780,1.27,0.000102446
1469748858790,1.27,0.00010353200000000001
1469748858800,1.27,0.00010642799999999999
1469748858810,1.27,0.000105704
1469748858820,1.27,0.00010715200000000001
1469748858830,1.27,0.00010787600000000001
1469748858840,1.27,0.00011041
1469748858850,1.27,0.000100636
1469748858860,1.27,8.6156e-05
1469748858870,1.27,8.326e-05
1469748858880,1.27,8.5432e-05
1469748858890,1.27,9.375799999999999e-05
1469748858900,1.27,0.00010389399999999999
1469748858910,1.27,0.00011909799999999999
1469748858920,1.27,0.00010823799999999999
1469748858930,1.27,0.00010136
1469748858940,1.27,9.3396e-05
1469748858950,1.27,9.737799999999999e-05
1469748858960,1.27,8.869e-05
1469748858970,1.27,8.651799999999999e-05
1469748858980,1.27,8.9776e-05
1469748858990,1.27,0.00010389399999999999
1469748859000,1.27,0.000107514
1469748859010,1.27,9.4844e-05
1469748859020,1.27,8.7966e-05
1469748859030,1.27,8.688e-05
1469748859040,1.27,9.701600000000001e-05
1469748859050,1.27,9.4844e-05
1469748859060,1.27,9.122399999999999e-05
1469748859070,1.27,9.0138e-05
1469748859080,1.27,9.375799999999999e-05
1469748859090,1.27,8.507e-05
1469748859100,1.27,8.326e-05
1469748859110,1.27,8.108800000000001e-05
1469748859120,1.27,8.2174e-05
1469748859130,1.27,8.9052e-05
1469748859140,1.27,9.8102e-05
1469748859150,1.27,0.000115116
1469748859160,1.27,9.1948e-05
1469748859170,1.27,9.303399999999999e-05
1469748859180,1.27,8.869e-05
1469748859190,1.27,8.289799999999999e-05
1469748859200,1.27,7.8916e-05
1469748859210,1.27,7.4572e-05
1469748859220,1.27,8.2174e-05
1469748859230,1.27,9.1586e-05
1469748859240,1.27,0.00010389399999999999
1469748859250,1.27,9.774e-05
1469748859260,1.27,0.00010389399999999999
1469748859270,1.27,0.00010534200000000001
1469748859280,1.27,0.000107514
1469748859290,1.27,8.5432e-05
1469748859300,1.27,7.4572e-05
1469748859310,1.27,7.4572e-05
1469748859320,1.27,7.9278e-05
1469748859330,1.27,8.1812e-05
1469748859340,1.27,8.0002e-05
1469748859350,1.27,7.602e-05
1469748859360,1.27,7.6744e-05
1469748859370,1.27,8.145e-05
1469748859380,1.27,9.122399999999999e-05
1469748859390,1.27,0.00010823799999999999
1469748859400,1.27,0.000105704
1469748859410,1.27,0.000113668
1469748859420,1.27,0.000104618
1469748859430,1.27,0.00011041
1469748859440,1.27,0.00010859999999999998
1469748859450,1.27,9.556799999999999e-05
1469748859460,1.27,9.122399999999999e-05
1469748859470,1.27,8.9052e-05
1469748859480,1.27,8.3622e-05
1469748859490,1.27,7.964e-05
1469748859500,1.27,8.2536e-05
1469748859510,1.27,8.289799999999999e-05
1469748859520,1.27,8.3622e-05
1469748859530,1.27,7.167600000000001e-05
1469748859540,1.27,8.0726e-05
1469748859550,1.27,8.5794e-05
1469748859560,1.27,9.955e-05
1469748859570,1.27,8.9052e-05
1469748859580,1.27,8.470799999999999e-05
1469748859590,1.27,8.145e-05
1469748859600,1.27,8.0002e-05
1469748859610,1.27,7.783e-05
1469748859620,1.27,7.4572e-05
1469748859630,1.27,7.8192e-05
1469748859640,1.27,8.6156e-05
1469748859650,1.27,9.737799999999999e-05
1469748859660,1.27,9.375799999999999e-05
1469748859670,1.27,9.955e-05
1469748859680,1.27,9.05e-05
1469748859690,1.27,8.1812e-05
1469748859700,1.27,7.4934e-05
1469748859710,1.27,8.6156e-05
1469748859720,1.27,9.267200000000001e-05
1469748859730,1.27,9.520600000000001e-05
1469748859740,1.27,0.000109686
1469748859750,1.27,0.00012090799999999999
1469748859760,1.27,0.00011946
1469748859770,1.27,8.7604e-05
1469748859780,1.27,7.0952e-05
1469748859790,1.27,7.2038e-05
1469748859800,1.27,8.1812e-05
1469748859810,1.27,8.2174e-05
1469748859820,1.27,8.7242e-05
1469748859830,1.27,0.000100274
1469748859840,1.27,9.593e-05
1469748859850,1.27,9.737799999999999e-05
1469748859860,1.27,8.8328e-05
1469748859870,1.27,8.2174e-05
1469748859880,1.27,7.4934e-05
1469748859890,1.27,8.145e-05
1469748859900,1.27,8.2174e-05
1469748859910,1.27,8.6156e-05
1469748859920,1.27,9.3396e-05
1469748859930,1.27,8.326e-05
1469748859940,1.27,7.7468e-05
1469748859950,1.27,8.470799999999999e-05
1469748859960,1.27,9.303399999999999e-05
1469748859970,1.27,7.8554e-05
1469748859980,1.27,8.108800000000001e-05
1469748859990,1.27,7.7468e-05
1469748860000,1.27,8.326e-05
1469748860010,1.27,7.8192e-05
1469748860020,1.27,8.326e-05
1469748860030,1.27,7.3848e-05
1469748860040,1.27,7.1314e-05
1469748860050,1.27,7.3124e-05
1469748860060,1.27,9.086200000000001e-05
1469748860070,1.27,0.00010172200000000001
1469748860080,1.27,0.00010642799999999999
1469748860090,1.27,9.412e-05
1469748860100,1.27,9.231e-05
1469748860110,1.27,7.6744e-05
1469748860120,1.27,7.421e-05
1469748860130,1.27,7.3848e-05
1469748860140,1.27,7.2038e-05
1469748860150,1.27,8.326e-05
1469748860160,1.27,9.086200000000001e-05
1469748860170,1.27,0.000108962
1469748860180,1.27,0.000109324
1469748860190,1.27,9.6292e-05
1469748860200,1.27,7.8916e-05
1469748860210,1.27,6.950399999999999e-05
1469748860220,1.27,7.167600000000001e-05
1469748860230,1.27,6.9866e-05
1469748860240,1.27,7.2038e-05
1469748860250,1.27,7.5296e-05
1469748860260,1.27,7.9278e-05
1469748860270,1.27,7.0952e-05
1469748860280,1.27,7.1314e-05
1469748860290,1.27,6.769399999999999e-05
1469748860300,1.27,7.348600000000001e-05
1469748860310,1.27,7.276199999999999e-05
1469748860320,1.27,7.4572e-05
1469748860330,1.27,7.6744e-05
1469748860340,1.27,7.9278e-05
1469748860350,1.27,9.412e-05
1469748860360,1.27,9.556799999999999e-05
1469748860370,1.27,8.0726e-05
1469748860380,1.27,6.769399999999999e-05
1469748860390,1.27,7.348600000000001e-05
1469748860400,1.27,7.5296e-05
1469748860410,1.27,7.4572e-05
1469748860420,1.27,7.276199999999999e-05
1469748860430,1.27,7.4572e-05
1469748860440,1.27,7.421e-05
1469748860450,1.27,7.2038e-05
1469748860460,1.27,7.1314e-05
1469748860470,1.27,7.421e-05
1469748860480,1.27,7.276199999999999e-05
1469748860490,1.27,8.145e-05
1469748860500,1.27,7.2038e-05
1469748860510,1.27,7.0228e-05
1469748860520,1.27,6.950399999999999e-05
1469748860530,1.27,6.2988e-05
1469748860540,1.27,6.154e-05
1469748860550,1.27,6.4798e-05
1469748860560,1.27,7.8554e-05
1469748860570,1.27,8.108800000000001e-05
1469748860580,1.27,8.108800000000001e-05
1469748860590,1.27,7.4934e-05
1469748860600,1.27,7.3124e-05
1469748860610,1.27,6.3712e-05
1469748860620,1.27,6.769399999999999e-05
1469748860630,1.27,7.348600000000001e-05
1469748860640,1.27,8.3622e-05
1469748860650,1.27,8.6156e-05
1469748860660,1.27,8.7242e-05
1469748860670,1.27,0.000100998
1469748860680,1.27,9.520600000000001e-05
1469748860690,1.27,8.108800000000001e-05
1469748860700,1.27,6.8056e-05
1469748860710,1.27,6.5884e-05
1469748860720,1.27,7.0952e-05
1469748860730,1.27,8.0002e-05
1469748860740,1.27,8.2536e-05
1469748860750,1.27,8.7604e-05
1469748860760,1.27,9.6292e-05
1469748860770,1.27,9.3396e-05
1469748860780,1.27,8.5794e-05
1469748860790,1.27,7.7106e-05
1469748860800,1.27,7.5658e-05
1469748860810,1.27,7.240000000000001e-05
1469748860820,1.27,7.421e-05
1469748860830,1.27,7.6744e-05
1469748860840,1.27,8.470799999999999e-05
1469748860850,1.27,7.964e-05
1469748860860,1.27,7.2038e-05
1469748860870,1.27,6.2626e-05
1469748860880,1.27,6.2626e-05
1469748860890,1.27,6.1902e-05
1469748860900,1.27,6.4798e-05
1469748860910,1.27,6.841800000000001e-05
1469748860920,1.27,7.3848e-05
1469748860930,1.27,7.9278e-05
1469748860940,1.27,7.3124e-05
1469748860950,1.27,7.3124e-05
1469748860960,1.27,6.2264e-05
1469748860970,1.27,6.3712e-05
1469748860980,1.27,6.697e-05
1469748860990,1.27,7.059e-05
1469748861000,1.27,7.240000000000001e-05
1469748861010,1.27,7.7468e-05
1469748861020,1.27,7.2038e-05
1469748861030,1.27,6.5522e-05
1469748861040,1.27,6.6608e-05
1469748861050,1.27,6.4074e-05
1469748861060,1.27,7.0228e-05
1469748861070,1.27,6.8056e-05
1469748861080,1.27,7.421e-05
1469748861090,1.27,6.4436e-05
1469748861100,1.27,6.2264e-05
1469748861110,1.27,6.0092e-05
1469748861120,1.27,6.0816e-05
1469748861130,1.27,6.0453999999999994e-05
1469748861140,1.27,6.1902e-05
1469748861150,1.27,6.0816e-05
1469748861160,1.27,6.5884e-05
1469748861170,1.27,7.3848e-05
1469748861180,1.27,6.950399999999999e-05
1469748861190,1.27,6.9866e-05
1469748861200,1.27,6.154e-05
1469748861210,1.27,5.6834e-05
1469748861220,1.27,5.429999999999999e-05
1469748861230,1.27,6.2988e-05
1469748861240,1.27,8.145e-05
1469748861250,1.27,8.7604e-05
1469748861260,1.27,8.5794e-05
1469748861270,1.27,8.7966e-05
1469748861280,1.27,8.507e-05
1469748861290,1.27,6.9866e-05
1469748861300,1.27,6.6246e-05
1469748861310,1.27,6.2264e-05
1469748861320,1.27,6.516e-05
1469748861330,1.27,6.5884e-05
1469748861340,1.27,7.8554e-05
1469748861350,1.27,8.0726e-05
1469748861360,1.27,8.2536e-05
1469748861370,1.27,7.5658e-05
1469748861380,1.27,7.3124e-05
1469748861390,1.27,6.950399999999999e-05
1469748861400,1.27,6.841800000000001e-05
1469748861410,1.27,6.0092e-05
1469748861420,1.27,6.335e-05
1469748861430,1.27,7.0952e-05
1469748861440,1.27,7.240000000000001e-05
1469748861450,1.27,7.348600000000001e-05
1469748861460,1.27,6.3712e-05
1469748861470,1.27,8.108800000000001e-05
1469748861480,1.27,7.783e-05
1469748861490,1.27,7.7468e-05
1469748861500,1.27,7.5296e-05
1469748861510,1.27,7.4934e-05
1469748861520,1.27,7.9278e-05
1469748861530,1.27,6.9866e-05
1469748861540,1.27,6.6246e-05
1469748861550,1.27,5.8281999999999995e-05
1469748861560,1.27,6.0816e-05
1469748861570,1.27,5.8643999999999996e-05
1469748861580,1.27,6.4436e-05
1469748861590,1.27,6.2264e-05
1469748861600,1.27,7.167600000000001e-05
1469748861610,1.27,7.783e-05
1469748861620,1.27,8.470799999999999e-05
1469748861630,1.27,6.769399999999999e-05
1469748861640,1.27,6.2626e-05
1469748861650,1.27,5.9006000000000004e-05
1469748861660,1.27,5.9006000000000004e-05
1469748861670,1.27,6.5884e-05
1469748861680,1.27,7.3848e-05
1469748861690,1.27,8.5432e-05
1469748861700,1.27,6.950399999999999e-05
1469748861710,1.27,6.4436e-05
1469748861720,1.27,6.335e-05
1469748861730,1.27,6.0453999999999994e-05
1469748861740,1.27,6.0453999999999994e-05
1469748861750,1.27,5.7196000000000006e-05
1469748861760,1.27,6.1902e-05
1469748861770,1.27,6.697e-05
1469748861780,1.27,7.7106e-05
1469748861790,1.27,7.2038e-05
1469748861800,1.27,7.8192e-05
1469748861810,1.27,6.2988e-05
1469748861820,1.27,5.792e-05
1469748861830,1.27,5.249e-05
1469748861840,1.27,5.5386e-05
1469748861850,1.27,5.9368000000000005e-05
1469748861860,1.27,6.4436e-05
1469748861870,1.27,6.697e-05
1469748861880,1.27,7.2038e-05
1469748861890,1.27,6.9142e-05
1469748861900,1.27,5.792e-05
1469748861910,1.27,5.429999999999999e-05
1469748861920,1.27,5.611e-05
1469748861930,1.27,5.6472e-05
1469748861940,1.27,5.9368000000000005e-05
1469748861950,1.27,6.5884e-05
1469748861960,1.27,6.950399999999999e-05
1469748861970,1.27,7.6744e-05
1469748861980,1.27,6.6608e-05
