Timestamp,position,BLMTI.06R7.B1E10_TCLA.A6R7.B1
1469748033420,1.1,1.4118e-05
1469748033430,1.1,1.6652e-05
1469748033440,1.1,1.2308e-05
1469748033450,1.1,1.6652e-05
1469748033460,1.1,1.4118e-05
1469748033470,1.1,1.8100000000000003e-05
1469748033480,1.1,1.5566e-05
1469748033490,1.1,1.991e-05
1469748033500,1.1,1.629e-05
1469748033510,1.1,1.8824e-05
1469748033520,1.1,1.3394000000000001e-05
1469748033530,1.1,1.8462e-05
1469748033540,1.1,1.3394000000000001e-05
1469748033550,1.1,1.6652e-05
1469748033560,1.1,1.5204e-05
1469748033570,1.1,1.8100000000000003e-05
1469748033580,1.1,1.5204e-05
1469748033590,1.1,1.8100000000000003e-05
1469748033600,1.1,1.5928e-05
1469748033610,1.1,1.7738e-05
1469748033620,1.1,1.3394000000000001e-05
1469748033630,1.1,1.7375999999999998e-05
1469748033640,1.1,1.4118e-05
1469748033650,1.1,1.7738e-05
1469748033660,1.1,1.448e-05
1469748033670,1.1,1.991e-05
1469748033680,1.1,1.5566e-05
1469748033690,1.1,1.7014e-05
1469748033700,1.1,1.5928e-05
1469748033710,1.1,1.8462e-05
1469748033720,1.1,1.267e-05
1469748033730,1.1,1.6652e-05
1469748033740,1.1,1.3032e-05
1469748033750,1.1,1.7738e-05
1469748033760,1.1,1.3032e-05
1469748033770,1.1,1.6652e-05
1469748033780,1.1,1.1945999999999999e-05
1469748033790,1.1,1.8824e-05
1469748033800,1.1,1.4118e-05
1469748033810,1.1,1.7014e-05
1469748033820,1.1,1.3394000000000001e-05
1469748033830,1.1,1.7738e-05
1469748033840,1.1,1.3755999999999998e-05
1469748033850,1.1,1.7375999999999998e-05
1469748033860,1.1,1.3755999999999998e-05
1469748033870,1.1,1.7014e-05
1469748033880,1.1,1.3032e-05
1469748033890,1.1,1.629e-05
1469748033900,1.1,1.3394000000000001e-05
1469748033910,1.1,1.7014e-05
1469748033920,1.1,1.4118e-05
1469748033930,1.1,1.8824e-05
1469748033940,1.1,1.267e-05
1469748033950,1.1,1.7014e-05
1469748033960,1.1,1.2308e-05
1469748033970,1.1,1.7014e-05
1469748033980,1.1,1.3394000000000001e-05
1469748033990,1.1,1.3755999999999998e-05
1469748034000,1.1,1.3394000000000001e-05
1469748034010,1.1,1.7014e-05
1469748034020,1.1,1.5566e-05
1469748034030,1.1,1.7375999999999998e-05
1469748034040,1.1,1.5928e-05
1469748034050,1.1,1.8462e-05
1469748034060,1.1,1.1584000000000001e-05
1469748034070,1.1,1.7738e-05
1469748034080,1.1,1.1584000000000001e-05
1469748034090,1.1,1.7738e-05
1469748034100,1.1,1.448e-05
1469748034110,1.1,1.7738e-05
1469748034120,1.1,1.3394000000000001e-05
1469748034130,1.1,1.6652e-05
1469748034140,1.1,1.3755999999999998e-05
1469748034150,1.1,1.5928e-05
1469748034160,1.1,1.267e-05
1469748034170,1.1,1.7738e-05
1469748034180,1.1,1.4842000000000001e-05
1469748034190,1.1,1.9548e-05
1469748034200,1.1,1.7014e-05
1469748034210,1.1,1.7375999999999998e-05
1469748034220,1.1,1.448e-05
1469748034230,1.1,1.7014e-05
1469748034240,1.1,1.3032e-05
1469748034250,1.1,1.6652e-05
1469748034260,1.1,1.3032e-05
1469748034270,1.1,1.7014e-05
1469748034280,1.1,1.448e-05
1469748034290,1.1,1.991e-05
1469748034300,1.1,1.4118e-05
1469748034310,1.1,1.7014e-05
1469748034320,1.1,1.4842000000000001e-05
1469748034330,1.1,1.7014e-05
1469748034340,1.1,1.4118e-05
1469748034350,1.1,1.6652e-05
1469748034360,1.1,1.448e-05
1469748034370,1.1,1.6652e-05
1469748034380,1.1,1.4118e-05
1469748034390,1.1,1.7375999999999998e-05
1469748034400,1.1,1.3755999999999998e-05
1469748034410,1.1,1.7014e-05
1469748034420,1.1,1.3755999999999998e-05
1469748034430,1.1,1.7375999999999998e-05
1469748034440,1.1,1.4842000000000001e-05
1469748034450,1.1,1.8462e-05
1469748034460,1.1,1.4842000000000001e-05
1469748034470,1.1,1.8100000000000003e-05
1469748034480,1.1,1.3394000000000001e-05
1469748034490,1.1,1.8100000000000003e-05
1469748034500,1.1,1.1945999999999999e-05
1469748034510,1.1,1.7375999999999998e-05
1469748034520,1.1,1.448e-05
1469748034530,1.1,1.7014e-05
1469748034540,1.1,1.4118e-05
1469748034550,1.1,1.7014e-05
1469748034560,1.1,1.3032e-05
1469748034570,1.1,1.5566e-05
1469748034580,1.1,1.3394000000000001e-05
1469748034590,1.1,1.7738e-05
1469748034600,1.1,1.1945999999999999e-05
1469748034610,1.1,1.8100000000000003e-05
1469748034620,1.1,1.5566e-05
1469748034630,1.1,1.9548e-05
1469748034640,1.1,1.3755999999999998e-05
1469748034650,1.1,1.7014e-05
1469748034660,1.1,1.2308e-05
1469748034670,1.1,1.7738e-05
1469748034680,1.1,1.267e-05
1469748034690,1.1,1.6652e-05
1469748034700,1.1,1.3755999999999998e-05
1469748034710,1.1,2.0996e-05
1469748034720,1.1,1.4842000000000001e-05
1469748034730,1.1,1.8100000000000003e-05
1469748034740,1.1,1.1584000000000001e-05
1469748034750,1.1,1.8824e-05
1469748034760,1.1,1.1945999999999999e-05
1469748034770,1.1,1.7014e-05
1469748034780,1.1,1.3394000000000001e-05
1469748034790,1.1,1.7375999999999998e-05
1469748034800,1.1,1.4118e-05
1469748034810,1.1,1.9186e-05
1469748034820,1.1,1.4842000000000001e-05
1469748034830,1.1,1.8462e-05
1469748034840,1.1,1.267e-05
1469748034850,1.1,1.7375999999999998e-05
1469748034860,1.1,1.3755999999999998e-05
1469748034870,1.1,1.8100000000000003e-05
1469748034880,1.1,1.3032e-05
1469748034890,1.1,1.629e-05
1469748034900,1.1,1.2308e-05
1469748034910,1.1,1.7375999999999998e-05
1469748034920,1.1,1.3394000000000001e-05
1469748034930,1.1,1.8462e-05
1469748034940,1.1,1.448e-05
1469748034950,1.1,1.9186e-05
1469748034960,1.1,1.3394000000000001e-05
1469748034970,1.1,1.7738e-05
1469748034980,1.1,1.4118e-05
1469748034990,1.1,1.6652e-05
1469748035000,1.1,1.2308e-05
1469748035010,1.1,1.7738e-05
1469748035020,1.1,1.086e-05
1469748035030,1.1,1.6652e-05
