Timestamp,position,BLMTI.06R7.B1E10_TCLA.B6R7.B1
1469746048810,1.64,3.258e-06
1469746048820,1.64,5.43e-06
1469746048830,1.64,6.154e-06
1469746048840,1.64,7.964e-06
1469746048850,1.64,1.0136000000000001e-05
1469746048860,1.64,7.964e-06
1469746048870,1.64,6.877999999999999e-06
1469746048880,1.64,5.43e-06
1469746048890,1.64,7.602e-06
1469746048900,1.64,8.326e-06
1469746048910,1.64,9.05e-06
1469746048920,1.64,1.0498e-05
1469746048930,1.64,9.774e-06
1469746048940,1.64,8.687999999999999e-06
1469746048950,1.64,5.0680000000000004e-06
1469746048960,1.64,5.0680000000000004e-06
1469746048970,1.64,4.706e-06
1469746048980,1.64,4.706e-06
1469746048990,1.64,2.5340000000000002e-06
1469746049000,1.64,5.792000000000001e-06
1469746049010,1.64,3.982e-06
1469746049020,1.64,6.516e-06
1469746049030,1.64,7.24e-06
1469746049040,1.64,9.412e-06
1469746049050,1.64,8.687999999999999e-06
1469746049060,1.64,7.602e-06
1469746049070,1.64,6.516e-06
1469746049080,1.64,7.24e-06
1469746049090,1.64,7.24e-06
1469746049100,1.64,6.516e-06
1469746049110,1.64,7.602e-06
1469746049120,1.64,7.602e-06
1469746049130,1.64,3.982e-06
1469746049140,1.64,5.792000000000001e-06
1469746049150,1.64,3.62e-06
1469746049160,1.64,5.43e-06
1469746049170,1.64,6.516e-06
1469746049180,1.64,1.086e-05
1469746049190,1.64,1.1945999999999999e-05
1469746049200,1.64,1.2308e-05
1469746049210,1.64,8.687999999999999e-06
1469746049220,1.64,5.792000000000001e-06
1469746049230,1.64,3.982e-06
1469746049240,1.64,5.0680000000000004e-06
1469746049250,1.64,5.43e-06
1469746049260,1.64,4.343999999999999e-06
1469746049270,1.64,5.0680000000000004e-06
1469746049280,1.64,4.706e-06
1469746049290,1.64,2.8960000000000003e-06
1469746049300,1.64,3.982e-06
1469746049310,1.64,3.982e-06
1469746049320,1.64,3.982e-06
1469746049330,1.64,5.43e-06
1469746049340,1.64,5.43e-06
