Timestamp,position,BLMTI.06L7.B2I10_TCLA.B6L7.B2
1469746344710,-1.28,1.9548e-05
1469746344720,-1.28,2.1358e-05
1469746344730,-1.28,3.5114e-05
1469746344740,-1.28,7.602e-05
1469746344750,-1.28,0.00016217600000000001
1469746344760,-1.28,0.00016833
1469746344770,-1.28,8.2536e-05
1469746344780,-1.28,3.439e-05
1469746344790,-1.28,2.172e-05
1469746344800,-1.28,1.8462e-05
1469746344810,-1.28,2.1358e-05
1469746344820,-1.28,3.3666e-05
1469746344830,-1.28,9.774e-05
1469746344840,-1.28,0.00032218
1469746344850,-1.28,0.000529606
1469746344860,-1.28,0.000275844
1469746344870,-1.28,0.000125252
1469746344880,-1.28,4.0181999999999996e-05
1469746344890,-1.28,2.6788000000000002e-05
1469746344900,-1.28,2.353e-05
1469746344910,-1.28,3.2942e-05
1469746344920,-1.28,4.0906e-05
1469746344930,-1.28,7.783e-05
1469746344940,-1.28,0.00011909799999999999
1469746344950,-1.28,0.00016217600000000001
1469746344960,-1.28,0.000110772
1469746344970,-1.28,3.6562e-05
1469746344980,-1.28,2.353e-05
1469746344990,-1.28,1.7375999999999998e-05
1469746345000,-1.28,2.1358e-05
1469746345010,-1.28,3.6924e-05
1469746345020,-1.28,0.000150592
1469746345030,-1.28,0.00035801800000000004
1469746345040,-1.28,0.00022082
1469746345050,-1.28,7.8192e-05
1469746345060,-1.28,3.5476e-05
1469746345070,-1.28,2.4978e-05
1469746345080,-1.28,2.0996e-05
1469746345090,-1.28,2.715e-05
1469746345100,-1.28,3.4028e-05
1469746345110,-1.28,3.5114e-05
1469746345120,-1.28,3.2218e-05
1469746345130,-1.28,3.5114e-05
1469746345140,-1.28,3.2942e-05
1469746345150,-1.28,4.5974e-05
1469746345160,-1.28,3.5838000000000005e-05
1469746345170,-1.28,2.4616e-05
1469746345180,-1.28,2.2082e-05
1469746345190,-1.28,2.0272000000000002e-05
1469746345200,-1.28,1.5928e-05
1469746345210,-1.28,2.0634e-05
1469746345220,-1.28,2.0634e-05
1469746345230,-1.28,2.0634e-05
1469746345240,-1.28,2.1358e-05
1469746345250,-1.28,1.991e-05
1469746345260,-1.28,2.2805999999999998e-05
1469746345270,-1.28,2.8598000000000003e-05
1469746345280,-1.28,2.9321999999999998e-05
1469746345290,-1.28,3.8734e-05
1469746345300,-1.28,2.8236e-05
1469746345310,-1.28,3.7286e-05
1469746345320,-1.28,3.2942e-05
1469746345330,-1.28,2.9684000000000002e-05
1469746345340,-1.28,3.1132e-05
1469746345350,-1.28,3.9458e-05
1469746345360,-1.28,4.6698e-05
1469746345370,-1.28,2.896e-05
1469746345380,-1.28,2.2444e-05
1469746345390,-1.28,1.8462e-05
1469746345400,-1.28,1.7738e-05
1469746345410,-1.28,2.2805999999999998e-05
1469746345420,-1.28,3.4751999999999995e-05
1469746345430,-1.28,3.6200000000000006e-05
1469746345440,-1.28,1.9548e-05
1469746345450,-1.28,2.3168000000000002e-05
1469746345460,-1.28,1.8462e-05
1469746345470,-1.28,2.4978e-05
1469746345480,-1.28,2.6426e-05
1469746345490,-1.28,7.8916e-05
1469746345500,-1.28,8.7966e-05
1469746345510,-1.28,0.00010353200000000001
1469746345520,-1.28,4.6336000000000005e-05
1469746345530,-1.28,1.629e-05
1469746345540,-1.28,2.1358e-05
1469746345550,-1.28,2.353e-05
1469746345560,-1.28,3.0408e-05
1469746345570,-1.28,4.3802e-05
