Timestamp,position,BLMTI.05L7.B2I10_TCSG.E5L7.B2
1469747801490,-1.47,8.687999999999999e-06
1469747801500,-1.47,5.0680000000000004e-06
1469747801510,-1.47,7.964e-06
1469747801520,-1.47,4.343999999999999e-06
1469747801530,-1.47,8.687999999999999e-06
1469747801540,-1.47,5.0680000000000004e-06
1469747801550,-1.47,8.687999999999999e-06
1469747801560,-1.47,4.343999999999999e-06
1469747801570,-1.47,7.964e-06
1469747801580,-1.47,4.343999999999999e-06
1469747801590,-1.47,6.877999999999999e-06
1469747801600,-1.47,4.706e-06
1469747801610,-1.47,6.516e-06
1469747801620,-1.47,4.343999999999999e-06
1469747801630,-1.47,4.706e-06
1469747801640,-1.47,6.877999999999999e-06
1469747801650,-1.47,7.602e-06
1469747801660,-1.47,2.8960000000000003e-06
1469747801670,-1.47,6.516e-06
1469747801680,-1.47,1.81e-06
1469747801690,-1.47,5.43e-06
1469747801700,-1.47,4.343999999999999e-06
1469747801710,-1.47,4.343999999999999e-06
1469747801720,-1.47,4.343999999999999e-06
1469747801730,-1.47,8.687999999999999e-06
1469747801740,-1.47,5.43e-06
1469747801750,-1.47,5.792000000000001e-06
1469747801760,-1.47,6.877999999999999e-06
1469747801770,-1.47,6.154e-06
1469747801780,-1.47,5.43e-06
1469747801790,-1.47,6.154e-06
1469747801800,-1.47,4.343999999999999e-06
1469747801810,-1.47,7.602e-06
1469747801820,-1.47,4.343999999999999e-06
1469747801830,-1.47,8.326e-06
1469747801840,-1.47,5.0680000000000004e-06
1469747801850,-1.47,6.877999999999999e-06
1469747801860,-1.47,3.982e-06
1469747801870,-1.47,7.964e-06
1469747801880,-1.47,5.0680000000000004e-06
1469747801890,-1.47,5.0680000000000004e-06
1469747801900,-1.47,6.516e-06
1469747801910,-1.47,5.792000000000001e-06
1469747801920,-1.47,3.62e-06
1469747801930,-1.47,6.877999999999999e-06
1469747801940,-1.47,3.62e-06
1469747801950,-1.47,6.516e-06
1469747801960,-1.47,3.982e-06
1469747801970,-1.47,6.877999999999999e-06
1469747801980,-1.47,5.0680000000000004e-06
1469747801990,-1.47,6.516e-06
1469747802000,-1.47,5.792000000000001e-06
1469747802010,-1.47,2.4254000000000002e-05
1469747802020,-1.47,3.982e-06
1469747802030,-1.47,7.24e-06
1469747802040,-1.47,3.258e-06
1469747802050,-1.47,6.516e-06
1469747802060,-1.47,3.982e-06
1469747802070,-1.47,5.0680000000000004e-06
1469747802080,-1.47,6.877999999999999e-06
1469747802090,-1.47,5.43e-06
1469747802100,-1.47,7.602e-06
1469747802110,-1.47,5.43e-06
1469747802120,-1.47,6.154e-06
1469747802130,-1.47,4.343999999999999e-06
1469747802140,-1.47,6.154e-06
1469747802150,-1.47,5.43e-06
1469747802160,-1.47,6.516e-06
1469747802170,-1.47,6.154e-06
1469747802180,-1.47,5.792000000000001e-06
1469747802190,-1.47,6.154e-06
1469747802200,-1.47,3.258e-06
1469747802210,-1.47,7.602e-06
1469747802220,-1.47,4.706e-06
1469747802230,-1.47,7.964e-06
1469747802240,-1.47,5.43e-06
1469747802250,-1.47,7.602e-06
1469747802260,-1.47,5.792000000000001e-06
1469747802270,-1.47,5.0680000000000004e-06
1469747802280,-1.47,6.516e-06
1469747802290,-1.47,5.43e-06
1469747802300,-1.47,6.516e-06
1469747802310,-1.47,4.343999999999999e-06
1469747802320,-1.47,7.24e-06
1469747802330,-1.47,6.516e-06
1469747802340,-1.47,3.62e-06
1469747802350,-1.47,7.24e-06
1469747802360,-1.47,3.62e-06
1469747802370,-1.47,7.964e-06
1469747802380,-1.47,2.1719999999999997e-06
1469747802390,-1.47,7.24e-06
1469747802400,-1.47,3.62e-06
1469747802410,-1.47,7.602e-06
1469747802420,-1.47,3.258e-06
1469747802430,-1.47,8.687999999999999e-06
1469747802440,-1.47,3.982e-06
1469747802450,-1.47,8.326e-06
1469747802460,-1.47,3.62e-06
1469747802470,-1.47,7.602e-06
1469747802480,-1.47,2.1719999999999997e-06
1469747802490,-1.47,6.877999999999999e-06
1469747802500,-1.47,3.62e-06
1469747802510,-1.47,8.687999999999999e-06
1469747802520,-1.47,3.982e-06
1469747802530,-1.47,5.0680000000000004e-06
1469747802540,-1.47,5.43e-06
1469747802550,-1.47,4.706e-06
1469747802560,-1.47,5.0680000000000004e-06
1469747802570,-1.47,4.343999999999999e-06
1469747802580,-1.47,5.792000000000001e-06
1469747802590,-1.47,4.706e-06
1469747802600,-1.47,6.877999999999999e-06
1469747802610,-1.47,5.0680000000000004e-06
1469747802620,-1.47,6.154e-06
1469747802630,-1.47,3.62e-06
1469747802640,-1.47,6.154e-06
1469747802650,-1.47,6.154e-06
1469747802660,-1.47,3.258e-06
1469747802670,-1.47,6.877999999999999e-06
1469747802680,-1.47,3.62e-06
1469747802690,-1.47,7.24e-06
1469747802700,-1.47,2.0634e-05
1469747802710,-1.47,5.0680000000000004e-06
1469747802720,-1.47,7.602e-06
1469747802730,-1.47,6.154e-06
1469747802740,-1.47,6.154e-06
1469747802750,-1.47,5.43e-06
1469747802760,-1.47,6.154e-06
1469747802770,-1.47,6.154e-06
1469747802780,-1.47,4.343999999999999e-06
1469747802790,-1.47,9.412e-06
1469747802800,-1.47,5.0680000000000004e-06
1469747802810,-1.47,6.154e-06
1469747802820,-1.47,2.8960000000000003e-06
1469747802830,-1.47,7.24e-06
1469747802840,-1.47,5.43e-06
1469747802850,-1.47,5.792000000000001e-06
1469747802860,-1.47,4.343999999999999e-06
1469747802870,-1.47,7.602e-06
1469747802880,-1.47,4.706e-06
1469747802890,-1.47,6.877999999999999e-06
1469747802900,-1.47,3.982e-06
1469747802910,-1.47,6.516e-06
1469747802920,-1.47,3.982e-06
1469747802930,-1.47,6.154e-06
1469747802940,-1.47,3.62e-06
1469747802950,-1.47,8.326e-06
1469747802960,-1.47,4.343999999999999e-06
1469747802970,-1.47,5.43e-06
1469747802980,-1.47,6.877999999999999e-06
1469747802990,-1.47,5.0680000000000004e-06
1469747803000,-1.47,4.343999999999999e-06
1469747803010,-1.47,4.706e-06
1469747803020,-1.47,3.982e-06
1469747803030,-1.47,6.154e-06
1469747803040,-1.47,3.982e-06
1469747803050,-1.47,8.326e-06
1469747803060,-1.47,5.0680000000000004e-06
1469747803070,-1.47,6.877999999999999e-06
1469747803080,-1.47,3.258e-06
1469747803090,-1.47,5.43e-06
1469747803100,-1.47,4.343999999999999e-06
1469747803110,-1.47,6.154e-06
1469747803120,-1.47,3.982e-06
1469747803130,-1.47,9.412e-06
1469747803140,-1.47,4.706e-06
1469747803150,-1.47,6.154e-06
1469747803160,-1.47,4.706e-06
1469747803170,-1.47,6.877999999999999e-06
1469747803180,-1.47,3.258e-06
1469747803190,-1.47,5.792000000000001e-06
1469747803200,-1.47,4.706e-06
1469747803210,-1.47,5.792000000000001e-06
1469747803220,-1.47,4.706e-06
1469747803230,-1.47,5.43e-06
1469747803240,-1.47,4.343999999999999e-06
1469747803250,-1.47,6.154e-06
1469747803260,-1.47,3.982e-06
1469747803270,-1.47,3.982e-06
1469747803280,-1.47,5.0680000000000004e-06
1469747803290,-1.47,5.792000000000001e-06
1469747803300,-1.47,5.792000000000001e-06
1469747803310,-1.47,5.792000000000001e-06
1469747803320,-1.47,2.5340000000000002e-06
1469747803330,-1.47,7.964e-06
1469747803340,-1.47,2.8960000000000003e-06
1469747803350,-1.47,7.24e-06
1469747803360,-1.47,3.258e-06
1469747803370,-1.47,3.982e-06
1469747803380,-1.47,6.877999999999999e-06
1469747803390,-1.47,6.877999999999999e-06
1469747803400,-1.47,2.2082e-05
1469747803410,-1.47,8.326e-06
1469747803420,-1.47,5.792000000000001e-06
1469747803430,-1.47,8.687999999999999e-06
1469747803440,-1.47,4.706e-06
1469747803450,-1.47,5.43e-06
1469747803460,-1.47,3.62e-06
1469747803470,-1.47,8.326e-06
1469747803480,-1.47,3.258e-06
1469747803490,-1.47,4.706e-06
1469747803500,-1.47,6.516e-06
1469747803510,-1.47,4.706e-06
1469747803520,-1.47,4.343999999999999e-06
1469747803530,-1.47,3.982e-06
1469747803540,-1.47,6.516e-06
1469747803550,-1.47,6.877999999999999e-06
1469747803560,-1.47,4.706e-06
1469747803570,-1.47,7.602e-06
1469747803580,-1.47,5.43e-06
1469747803590,-1.47,6.516e-06
1469747803600,-1.47,6.154e-06
1469747803610,-1.47,6.877999999999999e-06
1469747803620,-1.47,3.982e-06
1469747803630,-1.47,7.24e-06
1469747803640,-1.47,4.343999999999999e-06
1469747803650,-1.47,5.43e-06
1469747803660,-1.47,3.982e-06
1469747803670,-1.47,8.326e-06
1469747803680,-1.47,5.0680000000000004e-06
1469747803690,-1.47,7.24e-06
1469747803700,-1.47,5.43e-06
1469747803710,-1.47,5.792000000000001e-06
1469747803720,-1.47,5.0680000000000004e-06
1469747803730,-1.47,5.792000000000001e-06
1469747803740,-1.47,3.62e-06
1469747803750,-1.47,5.792000000000001e-06
1469747803760,-1.47,4.343999999999999e-06
1469747803770,-1.47,5.43e-06
1469747803780,-1.47,2.5340000000000002e-06
1469747803790,-1.47,8.326e-06
1469747803800,-1.47,3.62e-06
1469747803810,-1.47,5.43e-06
1469747803820,-1.47,3.258e-06
1469747803830,-1.47,6.877999999999999e-06
1469747803840,-1.47,4.343999999999999e-06
1469747803850,-1.47,5.43e-06
1469747803860,-1.47,4.343999999999999e-06
1469747803870,-1.47,7.964e-06
1469747803880,-1.47,4.706e-06
1469747803890,-1.47,6.516e-06
1469747803900,-1.47,4.343999999999999e-06
1469747803910,-1.47,5.792000000000001e-06
1469747803920,-1.47,3.982e-06
1469747803930,-1.47,8.326e-06
1469747803940,-1.47,4.706e-06
1469747803950,-1.47,5.792000000000001e-06
1469747803960,-1.47,5.43e-06
1469747803970,-1.47,6.154e-06
1469747803980,-1.47,3.62e-06
1469747803990,-1.47,6.154e-06
1469747804000,-1.47,3.982e-06
1469747804010,-1.47,5.0680000000000004e-06
1469747804020,-1.47,5.792000000000001e-06
1469747804030,-1.47,7.24e-06
1469747804040,-1.47,5.43e-06
1469747804050,-1.47,6.154e-06
1469747804060,-1.47,4.343999999999999e-06
1469747804070,-1.47,5.792000000000001e-06
1469747804080,-1.47,5.43e-06
1469747804090,-1.47,6.154e-06
1469747804100,-1.47,6.516e-06
1469747804110,-1.47,2.0634e-05
1469747804120,-1.47,5.792000000000001e-06
1469747804130,-1.47,6.154e-06
1469747804140,-1.47,3.62e-06
1469747804150,-1.47,4.706e-06
1469747804160,-1.47,2.1719999999999997e-06
1469747804170,-1.47,5.43e-06
1469747804180,-1.47,3.982e-06
1469747804190,-1.47,6.516e-06
1469747804200,-1.47,6.154e-06
1469747804210,-1.47,6.154e-06
1469747804220,-1.47,2.5340000000000002e-06
1469747804230,-1.47,8.326e-06
1469747804240,-1.47,3.62e-06
1469747804250,-1.47,7.24e-06
1469747804260,-1.47,3.258e-06
1469747804270,-1.47,4.343999999999999e-06
1469747804280,-1.47,6.154e-06
1469747804290,-1.47,7.24e-06
1469747804300,-1.47,2.5340000000000002e-06
1469747804310,-1.47,9.05e-06
1469747804320,-1.47,3.258e-06
1469747804330,-1.47,7.24e-06
1469747804340,-1.47,2.5340000000000002e-06
1469747804350,-1.47,5.0680000000000004e-06
1469747804360,-1.47,2.8960000000000003e-06
1469747804370,-1.47,9.05e-06
1469747804380,-1.47,4.343999999999999e-06
1469747804390,-1.47,7.24e-06
1469747804400,-1.47,4.706e-06
1469747804410,-1.47,4.343999999999999e-06
1469747804420,-1.47,4.706e-06
1469747804430,-1.47,5.792000000000001e-06
1469747804440,-1.47,3.982e-06
1469747804450,-1.47,4.343999999999999e-06
1469747804460,-1.47,7.964e-06
1469747804470,-1.47,6.516e-06
1469747804480,-1.47,4.343999999999999e-06
1469747804490,-1.47,5.43e-06
1469747804500,-1.47,6.516e-06
1469747804510,-1.47,5.792000000000001e-06
1469747804520,-1.47,4.343999999999999e-06
1469747804530,-1.47,6.154e-06
1469747804540,-1.47,4.706e-06
1469747804550,-1.47,9.412e-06
1469747804560,-1.47,4.706e-06
1469747804570,-1.47,6.154e-06
1469747804580,-1.47,4.343999999999999e-06
1469747804590,-1.47,5.0680000000000004e-06
1469747804600,-1.47,3.62e-06
1469747804610,-1.47,5.43e-06
1469747804620,-1.47,4.343999999999999e-06
1469747804630,-1.47,6.516e-06
1469747804640,-1.47,3.982e-06
1469747804650,-1.47,5.43e-06
1469747804660,-1.47,7.964e-06
1469747804670,-1.47,5.792000000000001e-06
1469747804680,-1.47,3.62e-06
1469747804690,-1.47,6.154e-06
1469747804700,-1.47,2.5340000000000002e-06
1469747804710,-1.47,4.343999999999999e-06
1469747804720,-1.47,6.516e-06
1469747804730,-1.47,6.877999999999999e-06
1469747804740,-1.47,5.0680000000000004e-06
1469747804750,-1.47,7.602e-06
1469747804760,-1.47,6.154e-06
1469747804770,-1.47,9.412e-06
1469747804780,-1.47,4.343999999999999e-06
1469747804790,-1.47,5.43e-06
1469747804800,-1.47,3.982e-06
1469747804810,-1.47,5.43e-06
1469747804820,-1.47,3.258e-06
1469747804830,-1.47,2.353e-05
1469747804840,-1.47,1.81e-06
1469747804850,-1.47,5.0680000000000004e-06
1469747804860,-1.47,2.8960000000000003e-06
1469747804870,-1.47,5.0680000000000004e-06
1469747804880,-1.47,3.62e-06
1469747804890,-1.47,5.0680000000000004e-06
1469747804900,-1.47,2.1719999999999997e-06
1469747804910,-1.47,1.0859999999999999e-06
1469747804920,-1.47,4.706e-06
1469747804930,-1.47,5.43e-06
1469747804940,-1.47,3.258e-06
1469747804950,-1.47,4.706e-06
1469747804960,-1.47,3.62e-06
1469747804970,-1.47,5.43e-06
1469747804980,-1.47,4.343999999999999e-06
1469747804990,-1.47,6.154e-06
1469747805000,-1.47,4.343999999999999e-06
1469747805010,-1.47,5.43e-06
1469747805020,-1.47,5.792000000000001e-06
1469747805030,-1.47,5.43e-06
1469747805040,-1.47,3.982e-06
1469747805050,-1.47,4.706e-06
1469747805060,-1.47,4.343999999999999e-06
1469747805070,-1.47,4.706e-06
1469747805080,-1.47,4.706e-06
1469747805090,-1.47,4.343999999999999e-06
1469747805100,-1.47,3.982e-06
1469747805110,-1.47,4.706e-06
1469747805120,-1.47,5.792000000000001e-06
1469747805130,-1.47,4.343999999999999e-06
1469747805140,-1.47,5.0680000000000004e-06
1469747805150,-1.47,4.343999999999999e-06
1469747805160,-1.47,3.62e-06
1469747805170,-1.47,3.62e-06
1469747805180,-1.47,4.706e-06
1469747805190,-1.47,6.154e-06
1469747805200,-1.47,3.982e-06
1469747805210,-1.47,4.343999999999999e-06
1469747805220,-1.47,4.706e-06
1469747805230,-1.47,5.792000000000001e-06
1469747805240,-1.47,3.982e-06
1469747805250,-1.47,6.154e-06
1469747805260,-1.47,4.706e-06
1469747805270,-1.47,6.877999999999999e-06
1469747805280,-1.47,3.258e-06
1469747805290,-1.47,4.706e-06
1469747805300,-1.47,3.982e-06
1469747805310,-1.47,5.0680000000000004e-06
1469747805320,-1.47,4.706e-06
1469747805330,-1.47,5.43e-06
1469747805340,-1.47,4.706e-06
1469747805350,-1.47,3.982e-06
1469747805360,-1.47,4.343999999999999e-06
1469747805370,-1.47,6.154e-06
1469747805380,-1.47,3.62e-06
1469747805390,-1.47,4.706e-06
1469747805400,-1.47,5.0680000000000004e-06
1469747805410,-1.47,5.0680000000000004e-06
1469747805420,-1.47,4.706e-06
1469747805430,-1.47,5.0680000000000004e-06
1469747805440,-1.47,5.0680000000000004e-06
1469747805450,-1.47,2.8960000000000003e-06
1469747805460,-1.47,6.516e-06
1469747805470,-1.47,5.792000000000001e-06
1469747805480,-1.47,3.258e-06
1469747805490,-1.47,6.877999999999999e-06
1469747805500,-1.47,4.706e-06
1469747805510,-1.47,4.343999999999999e-06
1469747805520,-1.47,4.706e-06
1469747805530,-1.47,6.154e-06
1469747805540,-1.47,3.258e-06
1469747805550,-1.47,5.0680000000000004e-06
1469747805560,-1.47,3.62e-06
1469747805570,-1.47,3.62e-06
1469747805580,-1.47,3.62e-06
1469747805590,-1.47,6.516e-06
1469747805600,-1.47,3.258e-06
1469747805610,-1.47,5.43e-06
1469747805620,-1.47,4.343999999999999e-06
1469747805630,-1.47,5.43e-06
1469747805640,-1.47,5.43e-06
1469747805650,-1.47,2.2082e-05
1469747805660,-1.47,4.706e-06
1469747805670,-1.47,5.792000000000001e-06
1469747805680,-1.47,1.4480000000000002e-06
1469747805690,-1.47,5.792000000000001e-06
1469747805700,-1.47,3.258e-06
1469747805710,-1.47,5.792000000000001e-06
1469747805720,-1.47,5.0680000000000004e-06
1469747805730,-1.47,8.326e-06
1469747805740,-1.47,5.792000000000001e-06
1469747805750,-1.47,5.43e-06
1469747805760,-1.47,3.982e-06
1469747805770,-1.47,6.154e-06
1469747805780,-1.47,3.982e-06
1469747805790,-1.47,5.792000000000001e-06
1469747805800,-1.47,3.982e-06
1469747805810,-1.47,6.154e-06
1469747805820,-1.47,3.982e-06
1469747805830,-1.47,5.43e-06
1469747805840,-1.47,3.62e-06
1469747805850,-1.47,5.0680000000000004e-06
1469747805860,-1.47,4.343999999999999e-06
1469747805870,-1.47,4.706e-06
1469747805880,-1.47,3.982e-06
1469747805890,-1.47,4.343999999999999e-06
1469747805930,-1.47,5.43e-06
1469747805940,-1.47,5.0680000000000004e-06
1469747805950,-1.36,5.792000000000001e-06
1469747805960,-1.36,6.154e-06
1469747805970,-1.36,5.792000000000001e-06
1469747805980,-1.36,5.0680000000000004e-06
1469747805990,-1.36,4.706e-06
1469747806000,-1.36,5.0680000000000004e-06
1469747806010,-1.36,5.0680000000000004e-06
1469747806020,-1.36,5.43e-06
1469747806030,-1.36,5.0680000000000004e-06
1469747806040,-1.36,6.154e-06
1469747806050,-1.36,4.706e-06
1469747806060,-1.36,5.43e-06
1469747806070,-1.36,4.343999999999999e-06
1469747806080,-1.36,3.62e-06
1469747806090,-1.36,5.0680000000000004e-06
1469747806100,-1.36,5.0680000000000004e-06
1469747806110,-1.36,4.343999999999999e-06
1469747806120,-1.36,6.154e-06
1469747806130,-1.36,5.43e-06
1469747806140,-1.36,7.964e-06
1469747806150,-1.36,5.0680000000000004e-06
1469747806160,-1.36,4.706e-06
1469747806170,-1.36,3.982e-06
1469747806180,-1.36,5.0680000000000004e-06
1469747806190,-1.36,4.706e-06
1469747806200,-1.36,5.792000000000001e-06
1469747806210,-1.36,3.62e-06
1469747806220,-1.36,4.706e-06
1469747806230,-1.36,3.982e-06
1469747806240,-1.36,2.8960000000000003e-06
1469747806250,-1.36,3.62e-06
1469747806260,-1.36,6.516e-06
1469747806270,-1.36,3.258e-06
1469747806280,-1.36,4.343999999999999e-06
1469747806290,-1.36,3.982e-06
1469747806300,-1.36,5.792000000000001e-06
1469747806320,-1.36,5.0680000000000004e-06
1469747806330,-1.36,4.706e-06
1469747806340,-1.36,3.982e-06
1469747806350,-1.36,4.706e-06
1469747806360,-1.36,5.0680000000000004e-06
1469747806370,-1.36,5.792000000000001e-06
1469747806380,-1.36,4.343999999999999e-06
1469747806390,-1.36,5.43e-06
1469747806400,-1.36,3.982e-06
1469747806410,-1.36,4.343999999999999e-06
1469747806420,-1.36,4.706e-06
1469747806430,-1.36,5.792000000000001e-06
1469747806440,-1.36,2.0634e-05
1469747806450,-1.36,7.964e-06
1469747806460,-1.36,5.43e-06
1469747806470,-1.36,6.516e-06
1469747806480,-1.36,5.43e-06
1469747806490,-1.36,5.792000000000001e-06
1469747806500,-1.36,5.792000000000001e-06
1469747806510,-1.36,6.877999999999999e-06
1469747806520,-1.36,4.706e-06
1469747806530,-1.36,6.877999999999999e-06
1469747806540,-1.36,5.792000000000001e-06
1469747806550,-1.36,7.24e-06
1469747806560,-1.36,5.792000000000001e-06
1469747806570,-1.36,6.516e-06
1469747806580,-1.36,4.343999999999999e-06
1469747806590,-1.36,6.516e-06
1469747806600,-1.36,5.792000000000001e-06
1469747806610,-1.36,6.516e-06
1469747806620,-1.36,6.877999999999999e-06
1469747806630,-1.36,8.326e-06
1469747806640,-1.36,7.24e-06
1469747806650,-1.36,8.326e-06
1469747806660,-1.36,5.0680000000000004e-06
1469747806670,-1.36,7.602e-06
1469747806680,-1.36,5.0680000000000004e-06
1469747806690,-1.36,6.516e-06
1469747806700,-1.36,7.24e-06
1469747806710,-1.36,1.1222e-05
1469747806720,-1.36,1.086e-05
1469747806730,-1.36,1.3032e-05
1469747806740,-1.36,1.3032e-05
1469747806750,-1.36,1.7014e-05
1469747806760,-1.36,1.448e-05
1469747806770,-1.36,2.0996e-05
1469747806780,-1.36,2.1358e-05
1469747806790,-1.36,2.9321999999999998e-05
1469747806800,-1.36,5.3576000000000003e-05
1469747806810,-1.36,7.8192e-05
1469747806820,-1.36,6.8056e-05
1469747806830,-1.36,8.289799999999999e-05
1469747806840,-1.36,0.000104256
1469747806850,-1.36,0.00011041
1469747806860,-1.36,8.5432e-05
1469747806870,-1.36,8.651799999999999e-05
1469747806880,-1.36,5.5023999999999994e-05
1469747806890,-1.36,4.9956e-05
1469747806900,-1.36,4.8146e-05
1469747806910,-1.36,7.7106e-05
1469747806920,-1.36,7.3124e-05
1469747806930,-1.36,9.1948e-05
1469747806940,-1.36,8.0002e-05
1469747806950,-1.36,6.335e-05
1469747806960,-1.36,6.7332e-05
1469747806970,-1.36,4.1268e-05
1469747806980,-1.36,3.6562e-05
1469747806990,-1.36,3.982e-05
1469747807000,-1.36,5.5748e-05
1469747807010,-1.36,6.3712e-05
1469747807020,-1.36,9.375799999999999e-05
1469747807030,-1.36,0.00010498
1469747807040,-1.36,7.059e-05
1469747807050,-1.36,4.5974e-05
1469747807060,-1.36,3.4751999999999995e-05
1469747807070,-1.36,3.439e-05
1469747807080,-1.36,3.6924e-05
1469747807090,-1.36,4.3802e-05
1469747807100,-1.36,6.4798e-05
1469747807110,-1.36,6.950399999999999e-05
1469747807120,-1.36,5.9006000000000004e-05
1469747807130,-1.36,4.9232e-05
1469747807140,-1.36,3.2942e-05
1469747807150,-1.36,3.439e-05
1469747807160,-1.36,3.2942e-05
1469747807170,-1.36,4.344e-05
1469747807180,-1.36,5.8643999999999996e-05
1469747807190,-1.36,5.1042e-05
1469747807200,-1.36,4.887e-05
1469747807210,-1.36,3.9096e-05
1469747807220,-1.36,3.077e-05
1469747807230,-1.36,2.7874e-05
1469747807240,-1.36,2.6426e-05
1469747807250,-1.36,2.7511999999999997e-05
1469747807260,-1.36,3.6562e-05
1469747807270,-1.36,4.5611999999999996e-05
1469747807280,-1.36,7.8554e-05
1469747807290,-1.36,5.611e-05
1469747807300,-1.36,4.6698e-05
1469747807310,-1.36,3.7286e-05
1469747807320,-1.36,3.1132e-05
1469747807330,-1.36,3.0046e-05
1469747807340,-1.36,3.077e-05
1469747807350,-1.36,4.5611999999999996e-05
1469747807360,-1.36,4.4888e-05
1469747807370,-1.36,6.0092e-05
1469747807380,-1.36,3.0408e-05
1469747807390,-1.36,2.4978e-05
1469747807400,-1.36,1.8824e-05
1469747807410,-1.36,1.9186e-05
1469747807420,-1.36,1.8462e-05
1469747807430,-1.36,2.6064e-05
1469747807440,-1.36,2.8598000000000003e-05
1469747807450,-1.36,3.4028e-05
1469747807460,-1.36,3.6562e-05
1469747807470,-1.36,3.4751999999999995e-05
1469747807480,-1.36,3.1494e-05
1469747807490,-1.36,2.6064e-05
1469747807500,-1.36,2.6426e-05
1469747807510,-1.36,2.4616e-05
1469747807520,-1.36,4.163e-05
1469747807530,-1.36,2.4616e-05
1469747807540,-1.36,2.4254000000000002e-05
1469747807550,-1.36,2.353e-05
1469747807560,-1.36,2.1358e-05
1469747807570,-1.36,2.353e-05
1469747807580,-1.36,1.991e-05
1469747807590,-1.36,2.1358e-05
1469747807600,-1.36,1.9186e-05
1469747807610,-1.36,2.1358e-05
1469747807620,-1.36,1.7014e-05
1469747807630,-1.36,2.4978e-05
1469747807640,-1.36,2.353e-05
1469747807650,-1.36,2.5702e-05
1469747807660,-1.36,2.2082e-05
1469747807670,-1.36,2.0634e-05
1469747807680,-1.36,1.5204e-05
1469747807690,-1.36,1.6652e-05
1469747807700,-1.36,1.448e-05
1469747807710,-1.36,3.3304e-05
1469747807720,-1.36,2.4254000000000002e-05
1469747807730,-1.36,2.4254000000000002e-05
1469747807740,-1.36,2.4978e-05
1469747807750,-1.36,2.7874e-05
1469747807760,-1.36,3.2218e-05
1469747807770,-1.36,2.9684000000000002e-05
1469747807780,-1.36,3.0046e-05
1469747807790,-1.36,2.7511999999999997e-05
1469747807800,-1.36,1.991e-05
1469747807810,-1.36,1.8824e-05
1469747807820,-1.36,1.629e-05
1469747807830,-1.36,1.991e-05
1469747807840,-1.36,1.991e-05
1469747807850,-1.36,2.172e-05
1469747807860,-1.36,1.8462e-05
1469747807870,-1.36,1.7375999999999998e-05
1469747807880,-1.36,1.4118e-05
1469747807890,-1.36,3.2942e-05
1469747807900,-1.36,1.5566e-05
1469747807910,-1.36,1.9186e-05
1469747807920,-1.36,1.9186e-05
1469747807930,-1.36,1.8462e-05
1469747807940,-1.36,1.8824e-05
1469747807950,-1.36,1.991e-05
1469747807960,-1.36,2.0996e-05
1469747807970,-1.36,1.9548e-05
1469747807980,-1.36,1.7014e-05
1469747807990,-1.36,1.5566e-05
1469747808000,-1.36,1.4842000000000001e-05
1469747808010,-1.36,1.4842000000000001e-05
1469747808020,-1.36,1.448e-05
1469747808030,-1.36,1.7014e-05
1469747808040,-1.36,1.5928e-05
1469747808050,-1.36,1.629e-05
1469747808060,-1.36,1.448e-05
1469747808070,-1.36,1.5204e-05
1469747808080,-1.36,1.4842000000000001e-05
