Timestamp,position,BLMTI.06L7.B2I10_TCLA.A6L7.B2
1469747148170,1.415,2.896e-05
1469747148180,1.415,3.4028e-05
1469747148190,1.415,3.4751999999999995e-05
1469747148200,1.415,3.6200000000000006e-05
1469747148210,1.415,3.077e-05
1469747148220,1.415,2.896e-05
1469747148230,1.415,2.8236e-05
1469747148240,1.415,2.6064e-05
1469747148250,1.415,2.715e-05
1469747148260,1.415,3.258e-05
1469747148270,1.415,3.8734e-05
1469747148280,1.415,4.7422e-05
1469747148290,1.415,5.6834e-05
1469747148300,1.415,4.887e-05
1469747148310,1.415,3.6562e-05
1469747148320,1.415,3.0046e-05
1469747148330,1.415,2.4978e-05
1469747148340,1.415,2.8598000000000003e-05
1469747148350,1.415,2.715e-05
1469747148360,1.415,3.1132e-05
1469747148370,1.415,2.715e-05
1469747148380,1.415,3.1494e-05
1469747148390,1.415,3.3304e-05
1469747148400,1.415,5.3213999999999996e-05
1469747148410,1.415,3.801e-05
1469747148420,1.415,3.4028e-05
1469747148430,1.415,3.0408e-05
1469747148440,1.415,3.439e-05
1469747148450,1.415,3.4028e-05
1469747148460,1.415,3.9096e-05
1469747148470,1.415,4.0906e-05
1469747148480,1.415,3.6562e-05
1469747148490,1.415,2.7874e-05
1469747148500,1.415,3.077e-05
1469747148510,1.415,2.7511999999999997e-05
1469747148520,1.415,2.715e-05
1469747148530,1.415,2.4978e-05
1469747148540,1.415,2.7511999999999997e-05
1469747148550,1.415,2.896e-05
1469747148560,1.415,3.5114e-05
1469747148570,1.415,3.0408e-05
1469747148580,1.415,3.077e-05
1469747148590,1.415,3.077e-05
1469747148600,1.415,3.4751999999999995e-05
1469747148610,1.415,3.2218e-05
1469747148620,1.415,3.258e-05
1469747148630,1.415,2.9684000000000002e-05
1469747148640,1.415,4.4164e-05
1469747148650,1.415,3.6562e-05
1469747148660,1.415,3.258e-05
1469747148670,1.415,3.1132e-05
1469747148680,1.415,3.439e-05
1469747148690,1.415,3.5476e-05
1469747148700,1.415,3.2218e-05
1469747148710,1.415,3.077e-05
1469747148720,1.415,3.1494e-05
1469747148730,1.415,2.9684000000000002e-05
1469747148740,1.415,2.6426e-05
1469747148750,1.415,2.4616e-05
1469747148760,1.415,2.6064e-05
1469747148770,1.415,2.7874e-05
1469747148780,1.415,3.0408e-05
1469747148790,1.415,3.1132e-05
1469747148800,1.415,2.6788000000000002e-05
1469747148810,1.415,2.534e-05
1469747148820,1.415,2.3891999999999998e-05
1469747148830,1.415,2.4254000000000002e-05
1469747148840,1.415,2.6426e-05
1469747148850,1.415,2.4616e-05
1469747148860,1.415,2.534e-05
1469747148870,1.415,2.896e-05
1469747148880,1.415,3.8734e-05
1469747148890,1.415,3.4028e-05
1469747148900,1.415,3.0046e-05
1469747148910,1.415,3.1132e-05
1469747148920,1.415,2.6788000000000002e-05
1469747148930,1.415,2.7874e-05
1469747148940,1.415,2.896e-05
1469747148950,1.415,3.2218e-05
1469747148960,1.415,3.5476e-05
1469747148970,1.415,4.344e-05
1469747148980,1.415,3.7648e-05
1469747148990,1.415,3.4751999999999995e-05
1469747149000,1.415,2.6788000000000002e-05
1469747149010,1.415,2.4978e-05
1469747149020,1.415,2.7874e-05
1469747149030,1.415,4.3802e-05
1469747149040,1.415,4.2353999999999995e-05
1469747149050,1.415,3.4028e-05
1469747149060,1.415,3.439e-05
1469747149070,1.415,4.3078e-05
1469747149080,1.415,4.706e-05
1469747149090,1.415,3.5476e-05
1469747149100,1.415,4.2716e-05
1469747149110,1.415,4.5611999999999996e-05
1469747149120,1.415,5.1766000000000005e-05
1469747149130,1.415,5.0318e-05
1469747149140,1.415,3.982e-05
1469747149150,1.415,3.7286e-05
1469747149160,1.415,3.3304e-05
