Timestamp,position,BLMTI.06R7.B1E10_TCLA.A6R7.B1
1469748325450,-1.21,1.9186e-05
1469748325460,-1.21,1.8462e-05
1469748325470,-1.21,2.4254000000000002e-05
1469748325480,-1.21,1.8824e-05
1469748325490,-1.21,1.9548e-05
1469748325500,-1.21,1.4842000000000001e-05
1469748325510,-1.21,2.2805999999999998e-05
1469748325520,-1.21,1.8824e-05
1469748325530,-1.21,2.3168000000000002e-05
1469748325540,-1.21,1.9186e-05
1469748325550,-1.21,3.0408e-05
1469748325560,-1.21,1.7738e-05
1469748325570,-1.21,2.4616e-05
1469748325580,-1.21,1.7375999999999998e-05
1469748325590,-1.21,2.534e-05
1469748325600,-1.21,1.4118e-05
1469748325610,-1.21,2.2082e-05
1469748325620,-1.21,1.4842000000000001e-05
1469748325630,-1.21,2.896e-05
1469748325640,-1.21,2.0996e-05
1469748325650,-1.21,1.8824e-05
1469748325660,-1.21,1.629e-05
1469748325670,-1.21,2.1358e-05
1469748325680,-1.21,1.9548e-05
1469748325690,-1.21,1.991e-05
1469748325700,-1.21,1.8824e-05
1469748325710,-1.21,2.0996e-05
1469748325720,-1.21,1.991e-05
1469748325730,-1.21,2.2444e-05
1469748325740,-1.21,1.8824e-05
1469748325750,-1.21,1.9548e-05
1469748325760,-1.21,1.448e-05
1469748325770,-1.21,2.2444e-05
1469748325780,-1.21,2.0634e-05
1469748325790,-1.21,3.1494e-05
1469748325800,-1.21,1.8462e-05
1469748325810,-1.21,2.534e-05
1469748325820,-1.21,1.8462e-05
1469748325830,-1.21,2.8236e-05
1469748325840,-1.21,1.448e-05
1469748325850,-1.21,2.1358e-05
1469748325860,-1.21,1.5566e-05
1469748325870,-1.21,2.172e-05
1469748325880,-1.21,1.6652e-05
1469748325890,-1.21,2.2444e-05
1469748325900,-1.21,2.0634e-05
1469748325910,-1.21,2.6064e-05
1469748325920,-1.21,2.2444e-05
1469748325930,-1.21,1.7014e-05
1469748325940,-1.21,1.629e-05
1469748325950,-1.21,2.8598000000000003e-05
1469748325960,-1.21,3.8372e-05
1469748325970,-1.21,2.4616e-05
1469748325980,-1.21,2.1358e-05
1469748325990,-1.21,2.4616e-05
1469748326000,-1.21,2.7511999999999997e-05
1469748326010,-1.21,3.258e-05
1469748326020,-1.21,2.3891999999999998e-05
1469748326030,-1.21,3.439e-05
1469748326040,-1.21,2.0996e-05
1469748326050,-1.21,3.0046e-05
1469748326060,-1.21,1.8462e-05
1469748326070,-1.21,2.7511999999999997e-05
1469748326080,-1.21,1.9186e-05
1469748326090,-1.21,2.4978e-05
1469748326100,-1.21,1.5928e-05
1469748326110,-1.21,2.353e-05
1469748326120,-1.21,1.5566e-05
1469748326130,-1.21,2.2082e-05
1469748326140,-1.21,1.629e-05
1469748326150,-1.21,1.9548e-05
1469748326160,-1.21,1.7014e-05
1469748326170,-1.21,2.1358e-05
1469748326180,-1.21,2.3168000000000002e-05
1469748326190,-1.21,2.1358e-05
1469748326200,-1.21,1.7738e-05
1469748326210,-1.21,2.2805999999999998e-05
1469748326220,-1.21,3.6562e-05
1469748326230,-1.21,3.4028e-05
1469748326240,-1.21,2.6426e-05
1469748326250,-1.21,2.3168000000000002e-05
1469748326260,-1.21,2.2805999999999998e-05
1469748326270,-1.21,3.7286e-05
1469748326280,-1.21,2.3168000000000002e-05
1469748326290,-1.21,2.4978e-05
1469748326300,-1.21,1.629e-05
1469748326310,-1.21,2.353e-05
1469748326320,-1.21,1.5204e-05
1469748326330,-1.21,2.4978e-05
1469748326340,-1.21,1.3032e-05
1469748326350,-1.21,2.0996e-05
1469748326360,-1.21,1.5204e-05
1469748326370,-1.21,2.172e-05
1469748326380,-1.21,1.8824e-05
1469748326390,-1.21,2.3168000000000002e-05
1469748326400,-1.21,2.0272000000000002e-05
1469748326410,-1.21,2.4616e-05
1469748326420,-1.21,2.3168000000000002e-05
1469748326430,-1.21,2.4978e-05
1469748326440,-1.21,2.715e-05
1469748326450,-1.21,2.3891999999999998e-05
1469748326460,-1.21,2.0272000000000002e-05
1469748326470,-1.21,3.0046e-05
1469748326480,-1.21,3.4751999999999995e-05
1469748326490,-1.21,2.4978e-05
1469748326500,-1.21,2.2082e-05
1469748326510,-1.21,2.3168000000000002e-05
1469748326520,-1.21,3.258e-05
1469748326530,-1.21,2.896e-05
1469748326540,-1.21,1.8824e-05
1469748326550,-1.21,2.172e-05
1469748326560,-1.21,1.8824e-05
1469748326570,-1.21,2.4254000000000002e-05
1469748326580,-1.21,1.991e-05
1469748326590,-1.21,2.3891999999999998e-05
1469748326600,-1.21,1.5566e-05
1469748326610,-1.21,2.353e-05
1469748326620,-1.21,1.7375999999999998e-05
1469748326630,-1.21,1.9548e-05
1469748326640,-1.21,1.8100000000000003e-05
1469748326650,-1.21,3.3304e-05
1469748326660,-1.21,2.534e-05
1469748326670,-1.21,2.8598000000000003e-05
1469748326680,-1.21,2.4616e-05
1469748326690,-1.21,4.344e-05
1469748326700,-1.21,3.6562e-05
1469748326710,-1.21,3.3304e-05
1469748326720,-1.21,3.6562e-05
1469748326730,-1.21,2.6788000000000002e-05
1469748326740,-1.21,3.0408e-05
1469748326750,-1.21,2.8598000000000003e-05
1469748326760,-1.21,2.4254000000000002e-05
1469748326770,-1.21,1.9548e-05
1469748326780,-1.21,1.5566e-05
1469748326790,-1.21,1.8462e-05
1469748326800,-1.21,1.4842000000000001e-05
1469748326810,-1.21,2.0634e-05
1469748326820,-1.21,1.629e-05
1469748326830,-1.21,2.2082e-05
1469748326840,-1.21,1.7375999999999998e-05
1469748326850,-1.21,2.3168000000000002e-05
1469748326860,-1.21,1.7014e-05
