Timestamp,position,BLMTI.06R7.B1E10_TCLA.A6R7.B1
1469747592370,-1.255,5.6472e-05
1469747592380,-1.255,6.841800000000001e-05
1469747592390,-1.255,6.841800000000001e-05
1469747592400,-1.255,8.9052e-05
1469747592410,-1.255,6.769399999999999e-05
1469747592420,-1.255,4.4888e-05
1469747592430,-1.255,6.9866e-05
1469747592440,-1.255,0.000138646
1469747592450,-1.255,0.000106066
1469747592460,-1.255,4.5974e-05
1469747592470,-1.255,5.6834e-05
1469747592480,-1.255,9.3396e-05
1469747592490,-1.255,0.00010679
1469747592500,-1.255,6.4798e-05
1469747592510,-1.255,4.7783999999999995e-05
1469747592520,-1.255,6.9142e-05
1469747592530,-1.255,9.0138e-05
1469747592540,-1.255,7.276199999999999e-05
1469747592550,-1.255,5.7196000000000006e-05
1469747592560,-1.255,9.267200000000001e-05
1469747592570,-1.255,7.6382e-05
1469747592580,-1.255,5.611e-05
1469747592590,-1.255,4.2716e-05
1469747592600,-1.255,6.2264e-05
1469747592610,-1.255,7.8916e-05
1469747592620,-1.255,6.1178e-05
1469747592630,-1.255,4.8146e-05
1469747592640,-1.255,5.1766000000000005e-05
1469747592650,-1.255,0.00010172200000000001
1469747592660,-1.255,0.000106066
1469747592670,-1.255,7.4934e-05
1469747592680,-1.255,5.6472e-05
1469747592690,-1.255,6.841800000000001e-05
1469747592700,-1.255,9.375799999999999e-05
1469747592710,-1.255,8.1812e-05
1469747592720,-1.255,9.4844e-05
1469747592730,-1.255,7.7468e-05
1469747592740,-1.255,8.2536e-05
1469747592750,-1.255,5.8643999999999996e-05
1469747592760,-1.255,7.276199999999999e-05
1469747592770,-1.255,0.00010389399999999999
1469747592780,-1.255,0.000125252
1469747592790,-1.255,6.0453999999999994e-05
1469747592800,-1.255,5.8643999999999996e-05
1469747592810,-1.255,9.6292e-05
1469747592820,-1.255,9.701600000000001e-05
1469747592830,-1.255,9.3396e-05
1469747592840,-1.255,7.240000000000001e-05
1469747592850,-1.255,0.00012090799999999999
1469747592860,-1.255,9.6292e-05
1469747592870,-1.255,7.602e-05
1469747592880,-1.255,8.5432e-05
1469747592890,-1.255,9.701600000000001e-05
1469747592900,-1.255,0.000125976
1469747592910,-1.255,7.8554e-05
1469747592920,-1.255,7.348600000000001e-05
1469747592930,-1.255,7.602e-05
1469747592940,-1.255,0.00011765
1469747592950,-1.255,7.5658e-05
1469747592960,-1.255,9.303399999999999e-05
1469747592970,-1.255,5.611e-05
1469747592980,-1.255,6.9866e-05
1469747592990,-1.255,5.8643999999999996e-05
1469747593000,-1.255,8.326e-05
1469747593010,-1.255,7.964e-05
1469747593020,-1.255,5.2852e-05
1469747593030,-1.255,4.9232e-05
1469747593040,-1.255,4.9232e-05
1469747593050,-1.255,8.7242e-05
1469747593060,-1.255,6.3712e-05
1469747593070,-1.255,6.4074e-05
1469747593080,-1.255,5.1042e-05
1469747593090,-1.255,6.2626e-05
1469747593100,-1.255,7.0228e-05
1469747593110,-1.255,6.335e-05
1469747593120,-1.255,7.0952e-05
1469747593130,-1.255,5.611e-05
1469747593140,-1.255,7.1314e-05
1469747593150,-1.255,5.9368000000000005e-05
1469747593160,-1.255,0.00010136
1469747593170,-1.255,6.2988e-05
1469747593180,-1.255,6.8056e-05
1469747593190,-1.255,7.2038e-05
1469747593200,-1.255,0.00010679
1469747593210,-1.255,6.0816e-05
1469747593220,-1.255,9.05e-05
1469747593230,-1.255,9.6292e-05
1469747593240,-1.255,9.8464e-05
1469747593250,-1.255,0.00010353200000000001
