Timestamp,position,BLMTI.06L7.B2I10_TCLA.D6L7.B2
1469746015110,-0.875,7.602e-06
1469746015120,-0.875,1.5204e-05
1469746015130,-0.875,4.163e-05
1469746015140,-0.875,3.1494e-05
1469746015150,-0.875,2.0634e-05
1469746015160,-0.875,1.0498e-05
1469746015170,-0.875,5.792000000000001e-06
1469746015180,-0.875,5.43e-06
1469746015190,-0.875,5.43e-06
1469746015200,-0.875,5.43e-06
1469746015210,-0.875,6.516e-06
1469746015220,-0.875,7.602e-06
1469746015230,-0.875,1.1945999999999999e-05
1469746015240,-0.875,1.3394000000000001e-05
1469746015250,-0.875,1.448e-05
1469746015260,-0.875,1.5566e-05
1469746015270,-0.875,1.4842000000000001e-05
1469746015280,-0.875,1.1222e-05
1469746015290,-0.875,1.0498e-05
1469746015300,-0.875,7.602e-06
1469746015310,-0.875,6.516e-06
1469746015320,-0.875,5.792000000000001e-06
1469746015330,-0.875,5.792000000000001e-06
1469746015340,-0.875,5.0680000000000004e-06
1469746015350,-0.875,5.792000000000001e-06
1469746015360,-0.875,4.706e-06
1469746015370,-0.875,6.877999999999999e-06
1469746015380,-0.875,1.0136000000000001e-05
1469746015390,-0.875,2.3168000000000002e-05
1469746015400,-0.875,2.6426e-05
1469746015410,-0.875,3.0408e-05
1469746015420,-0.875,7.964e-06
1469746015430,-0.875,1.0498e-05
1469746015440,-0.875,4.343999999999999e-06
1469746015450,-0.875,5.43e-06
1469746015460,-0.875,3.258e-06
1469746015470,-0.875,6.516e-06
1469746015480,-0.875,1.1584000000000001e-05
1469746015490,-0.875,1.5928e-05
1469746015500,-0.875,1.8462e-05
1469746015510,-0.875,1.2308e-05
1469746015520,-0.875,1.267e-05
1469746015530,-0.875,1.0136000000000001e-05
1469746015540,-0.875,1.2308e-05
1469746015550,-0.875,1.2308e-05
1469746015560,-0.875,1.0498e-05
1469746015570,-0.875,1.1945999999999999e-05
1469746015580,-0.875,1.1945999999999999e-05
1469746015590,-0.875,1.5566e-05
1469746015600,-0.875,1.0136000000000001e-05
1469746015610,-0.875,1.1222e-05
1469746015620,-0.875,7.24e-06
1469746015630,-0.875,6.154e-06
1469746015640,-0.875,5.43e-06
1469746015650,-0.875,5.792000000000001e-06
1469746015660,-0.875,5.43e-06
1469746015670,-0.875,7.602e-06
1469746015680,-0.875,1.4842000000000001e-05
1469746015690,-0.875,2.3168000000000002e-05
1469746015700,-0.875,2.353e-05
1469746015710,-0.875,1.8824e-05
1469746015720,-0.875,1.267e-05
1469746015730,-0.875,1.086e-05
1469746015740,-0.875,7.602e-06
1469746015750,-0.875,8.687999999999999e-06
1469746015760,-0.875,5.792000000000001e-06
1469746015770,-0.875,6.516e-06
1469746015780,-0.875,4.343999999999999e-06
1469746015790,-0.875,7.602e-06
1469746015800,-0.875,9.412e-06
1469746015810,-0.875,1.0498e-05
1469746015820,-0.875,1.2308e-05
1469746015830,-0.875,1.267e-05
1469746015840,-0.875,7.964e-06
1469746015850,-0.875,7.602e-06
