Timestamp,position,BLMTI.06R7.B1E10_TCLA.A6R7.B1
1469748349460,-1.06,1.9186e-05
1469748349470,-1.06,1.9548e-05
1469748349480,-1.06,1.5204e-05
1469748349490,-1.06,1.5928e-05
1469748349500,-1.06,2.0634e-05
1469748349510,-1.06,1.991e-05
1469748349520,-1.06,1.7014e-05
1469748349530,-1.06,1.6652e-05
1469748349540,-1.06,2.2082e-05
1469748349550,-1.06,1.991e-05
1469748349560,-1.06,2.2082e-05
1469748349570,-1.06,1.8100000000000003e-05
1469748349580,-1.06,1.9548e-05
1469748349590,-1.06,2.715e-05
1469748349600,-1.06,3.1856e-05
1469748349610,-1.06,3.6562e-05
1469748349620,-1.06,1.7014e-05
1469748349630,-1.06,2.9321999999999998e-05
1469748349640,-1.06,2.8598000000000003e-05
1469748349650,-1.06,4.1992e-05
1469748349660,-1.06,1.9548e-05
1469748349670,-1.06,2.1358e-05
1469748349680,-1.06,1.8824e-05
1469748349690,-1.06,2.8236e-05
1469748349700,-1.06,2.4254000000000002e-05
1469748349710,-1.06,1.991e-05
1469748349720,-1.06,1.9548e-05
1469748349730,-1.06,1.8462e-05
1469748349740,-1.06,2.2805999999999998e-05
1469748349750,-1.06,1.991e-05
1469748349760,-1.06,2.1358e-05
1469748349770,-1.06,1.7738e-05
1469748349780,-1.06,2.2082e-05
1469748349790,-1.06,2.353e-05
1469748349800,-1.06,2.0996e-05
1469748349810,-1.06,1.9548e-05
1469748349820,-1.06,3.9096e-05
1469748349830,-1.06,4.5611999999999996e-05
1469748349840,-1.06,2.4616e-05
1469748349850,-1.06,2.0996e-05
1469748349860,-1.06,1.8824e-05
1469748349870,-1.06,2.715e-05
1469748349880,-1.06,2.353e-05
1469748349890,-1.06,1.991e-05
1469748349900,-1.06,1.5928e-05
1469748349910,-1.06,1.7014e-05
1469748349920,-1.06,1.629e-05
1469748349930,-1.06,1.7014e-05
1469748349940,-1.06,1.4842000000000001e-05
1469748349950,-1.06,1.5928e-05
1469748349960,-1.06,1.6652e-05
1469748349970,-1.06,1.5928e-05
1469748349980,-1.06,1.7014e-05
1469748349990,-1.06,1.7375999999999998e-05
1469748350000,-1.06,1.7375999999999998e-05
1469748350010,-1.06,2.0634e-05
1469748350020,-1.06,2.534e-05
1469748350030,-1.06,1.9548e-05
1469748350040,-1.06,2.0634e-05
1469748350050,-1.06,2.0272000000000002e-05
1469748350060,-1.06,2.4254000000000002e-05
1469748350070,-1.06,2.8236e-05
1469748350080,-1.06,2.0272000000000002e-05
1469748350090,-1.06,1.991e-05
1469748350100,-1.06,2.8236e-05
1469748350110,-1.06,3.5476e-05
1469748350120,-1.06,2.0272000000000002e-05
1469748350130,-1.06,2.0272000000000002e-05
1469748350140,-1.06,1.7738e-05
1469748350150,-1.06,2.353e-05
1469748350160,-1.06,1.7375999999999998e-05
1469748350170,-1.06,1.6652e-05
1469748350180,-1.06,1.5204e-05
1469748350190,-1.06,2.2082e-05
1469748350200,-1.06,2.0996e-05
1469748350210,-1.06,1.8824e-05
1469748350220,-1.06,1.7738e-05
1469748350230,-1.06,2.172e-05
1469748350240,-1.06,2.4254000000000002e-05
1469748350250,-1.06,1.8462e-05
1469748350260,-1.06,2.2444e-05
1469748350270,-1.06,2.896e-05
1469748350280,-1.06,3.3666e-05
1469748350290,-1.06,2.7511999999999997e-05
1469748350300,-1.06,2.9684000000000002e-05
1469748350310,-1.06,2.9684000000000002e-05
1469748350320,-1.06,2.7874e-05
1469748350330,-1.06,3.1132e-05
1469748350340,-1.06,2.4254000000000002e-05
1469748350350,-1.06,2.1358e-05
1469748350360,-1.06,1.7738e-05
1469748350370,-1.06,1.9548e-05
1469748350380,-1.06,1.8100000000000003e-05
1469748350390,-1.06,2.0272000000000002e-05
1469748350400,-1.06,1.5204e-05
1469748350410,-1.06,1.7014e-05
1469748350420,-1.06,1.448e-05
1469748350430,-1.06,1.8462e-05
1469748350440,-1.06,1.6652e-05
1469748350450,-1.06,1.8462e-05
1469748350460,-1.035,1.629e-05
1469748350470,-1.035,1.991e-05
1469748350480,-1.035,1.7738e-05
1469748350490,-1.035,1.6652e-05
1469748350500,-1.035,1.8824e-05
1469748350510,-1.035,2.2082e-05
1469748350520,-1.035,2.534e-05
1469748350530,-1.035,1.991e-05
1469748350540,-1.035,2.2082e-05
1469748350550,-1.035,2.2805999999999998e-05
1469748350560,-1.035,2.715e-05
1469748350570,-1.035,2.1358e-05
1469748350580,-1.035,1.8824e-05
1469748350590,-1.035,1.9548e-05
1469748350600,-1.035,1.5928e-05
1469748350610,-1.035,1.8100000000000003e-05
1469748350620,-1.035,1.8462e-05
1469748350630,-1.035,1.8462e-05
1469748350640,-1.035,1.4842000000000001e-05
1469748350650,-1.035,1.7738e-05
1469748350660,-1.035,1.4842000000000001e-05
1469748350670,-1.035,1.9548e-05
1469748350680,-1.035,1.3394000000000001e-05
1469748350690,-1.035,1.8100000000000003e-05
1469748350700,-1.035,1.7375999999999998e-05
1469748350710,-1.035,2.353e-05
1469748350720,-1.035,2.2444e-05
1469748350730,-1.035,1.6652e-05
1469748350740,-1.035,2.534e-05
1469748350750,-1.035,1.9548e-05
1469748350760,-1.035,0.00032145599999999997
1469748350770,-1.035,2.5702e-05
1469748350780,-1.035,0.000329058
1469748350790,-1.035,4.0181999999999996e-05
1469748350800,-1.035,0.000708434
1469748350810,-1.035,0.00023530000000000003
1469748350820,-1.035,0.00011728799999999999
1469748350830,-1.035,0.00024616
1469748350840,-1.035,1.9186e-05
1469748350850,-1.035,0.000132492
1469748350860,-1.035,2.0996e-05
1469748350870,-1.035,3.3304e-05
1469748350880,-1.035,3.4751999999999995e-05
1469748350890,-1.035,1.8100000000000003e-05
1469748350900,-1.035,5.8643999999999996e-05
1469748350910,-1.035,2.0634e-05
1469748350920,-1.035,5.429999999999999e-05
1469748350930,-1.035,2.9321999999999998e-05
1469748350940,-1.035,1.6652e-05
1469748350950,-1.035,4.0906e-05
1469748350960,-1.035,1.9548e-05
1469748350970,-1.035,7.8916e-05
1469748350980,-1.035,2.4616e-05
1469748350990,-1.035,3.077e-05
1469748351000,-1.035,3.8372e-05
1469748351010,-1.035,2.3891999999999998e-05
1469748351020,-1.035,4.1268e-05
1469748351030,-1.035,1.8462e-05
1469748351040,-1.035,2.534e-05
1469748351050,-1.035,2.2805999999999998e-05
1469748351060,-1.035,2.0996e-05
1469748351070,-1.035,2.2444e-05
1469748351080,-1.035,1.448e-05
1469748351090,-1.035,1.8824e-05
1469748351100,-1.035,1.4842000000000001e-05
1469748351110,-1.035,1.7375999999999998e-05
1469748351120,-1.035,1.7375999999999998e-05
1469748351130,-1.035,1.4118e-05
1469748351140,-1.035,1.8462e-05
1469748351150,-1.035,1.8462e-05
