Timestamp,position,BLMTI.06R7.B2I10_TCP.C6R7.B2
1469745525290,1.58,3.6200000000000004e-07
1469745525300,1.58,1.81e-06
1469745525310,1.58,1.0859999999999999e-06
1469745525320,1.58,1.81e-06
1469745525330,1.58,1.81e-06
1469745525340,1.58,2.1719999999999997e-06
1469745525350,1.58,1.4480000000000002e-06
1469745525360,1.58,1.81e-06
1469745525370,1.58,1.4480000000000002e-06
1469745525380,1.58,2.1719999999999997e-06
1469745525390,1.58,7.240000000000001e-07
1469745525400,1.58,2.5340000000000002e-06
1469745525410,1.58,1.0859999999999999e-06
1469745525420,1.58,3.258e-06
1469745525430,1.58,7.240000000000001e-07
1469745525440,1.58,2.5340000000000002e-06
1469745525450,1.58,1.0859999999999999e-06
1469745525460,1.58,2.1719999999999997e-06
1469745525470,1.58,7.240000000000001e-07
1469745525480,1.58,2.5340000000000002e-06
1469745525490,1.58,1.0859999999999999e-06
1469745525500,1.58,2.1719999999999997e-06
1469745525510,1.58,1.4480000000000002e-06
1469745525520,1.58,2.5340000000000002e-06
1469745525530,1.58,1.0859999999999999e-06
1469745525540,1.58,2.5340000000000002e-06
1469745525550,1.58,1.0859999999999999e-06
1469745525560,1.58,2.5340000000000002e-06
1469745525570,1.58,1.4480000000000002e-06
1469745525580,1.58,1.4480000000000002e-06
1469745525590,1.58,2.1719999999999997e-06
1469745525600,1.58,2.1719999999999997e-06
1469745525610,1.58,1.0859999999999999e-06
1469745525620,1.58,2.1719999999999997e-06
1469745525630,1.58,1.0859999999999999e-06
1469745525640,1.58,3.258e-06
1469745525650,1.58,1.0859999999999999e-06
1469745525660,1.58,2.5340000000000002e-06
1469745525670,1.58,7.240000000000001e-07
1469745525680,1.58,3.258e-06
1469745525690,1.58,7.240000000000001e-07
1469745525700,1.58,1.81e-06
1469745525710,1.58,1.0859999999999999e-06
1469745525720,1.58,2.1719999999999997e-06
1469745525730,1.58,3.6200000000000004e-07
1469745525740,1.58,2.8960000000000003e-06
1469745525750,1.58,7.240000000000001e-07
1469745525760,1.58,2.8960000000000003e-06
1469745525770,1.58,1.0859999999999999e-06
1469745525780,1.58,2.5340000000000002e-06
1469745525790,1.58,1.0859999999999999e-06
1469745525800,1.58,1.81e-06
