Timestamp,position,BLMTI.04R7.B1E10_TCSG.A4R7.B1
1469749034470,0.89,0.00013683600000000002
1469749034480,0.89,0.00014842
1469749034490,0.89,0.000141542
1469749034500,0.89,0.000135026
1469749034510,0.89,0.000128148
1469749034520,0.89,0.00012308
1469749034530,0.89,0.00011801200000000001
1469749034540,0.89,0.00011765
1469749034550,0.89,0.00011403
1469749034560,0.89,0.00010859999999999998
1469749034570,0.89,0.000115116
1469749034580,0.89,0.000115116
1469749034590,0.89,0.00011584
1469749034600,0.89,0.000124528
1469749034610,0.89,0.00013756
1469749034620,0.89,0.000142628
1469749034630,0.89,0.000150592
1469749034640,0.89,0.00014661
1469749034650,0.89,0.00013900799999999998
1469749034660,0.89,0.000134664
1469749034670,0.89,0.000125614
1469749034680,0.89,0.000113306
1469749034690,0.89,0.000112944
1469749034700,0.89,0.00010859999999999998
1469749034710,0.89,0.00010715200000000001
1469749034720,0.89,0.00011620200000000001
1469749034730,0.89,0.00012127
1469749034740,0.89,0.00012489
1469749034750,0.89,0.000127062
1469749034760,0.89,0.00012633799999999998
1469749034770,0.89,0.000123442
1469749034780,0.89,0.000121994
1469749034790,0.89,0.000115478
1469749034800,0.89,0.00010498
1469749034810,0.89,9.8102e-05
1469749034820,0.89,9.774e-05
1469749034830,0.89,0.000104618
1469749034840,0.89,0.00010642799999999999
1469749034850,0.89,0.00011620200000000001
1469749034860,0.89,0.00011909799999999999
1469749034870,0.89,0.000113306
1469749034880,0.89,0.000115478
1469749034890,0.89,0.000112582
1469749034900,0.89,0.00011004799999999999
1469749034910,0.89,0.000107514
1469749034920,0.89,0.00010534200000000001
1469749034930,0.89,0.000104256
1469749034940,0.89,9.737799999999999e-05
1469749034950,0.89,0.000102446
1469749034960,0.89,0.000108962
1469749034970,0.89,0.00011041
1469749034980,0.89,0.000100636
1469749034990,0.89,0.00010642799999999999
1469749035000,0.89,0.00010389399999999999
1469749035010,0.89,9.737799999999999e-05
1469749035020,0.89,0.000100274
1469749035030,0.89,9.8102e-05
1469749035040,0.89,9.701600000000001e-05
1469749035050,0.89,8.7242e-05
1469749035060,0.89,9.701600000000001e-05
1469749035070,0.89,0.00010534200000000001
1469749035080,0.89,0.000113306
1469749035090,0.89,0.000112582
1469749035100,0.89,0.000127424
1469749035110,0.89,0.000142266
1469749035120,0.89,0.00013285399999999999
1469749035130,0.89,0.000121994
1469749035140,0.89,0.00011475399999999999
1469749035150,0.89,0.00010715200000000001
1469749035160,0.89,0.000111496
1469749035170,0.89,0.000102446
1469749035180,0.89,9.4844e-05
1469749035190,0.89,9.774e-05
1469749035200,0.89,9.918799999999999e-05
1469749035210,0.89,0.000100636
1469749035220,0.89,9.593e-05
1469749035230,0.89,0.000106066
1469749035240,0.89,0.000118374
1469749035250,0.89,0.000112582
1469749035260,0.89,0.000108962
1469749035270,0.89,0.000100636
1469749035280,0.89,9.8826e-05
1469749035290,0.89,9.4844e-05
1469749035300,0.89,9.412e-05
1469749035310,0.89,8.7242e-05
1469749035320,0.89,9.231e-05
1469749035330,0.89,9.737799999999999e-05
1469749035340,0.89,0.000111496
1469749035350,0.89,0.000121632
1469749035360,0.89,0.000111858
1469749035370,0.89,0.00010679
1469749035380,0.89,0.00010172200000000001
1469749035390,0.89,9.6654e-05
1469749035400,0.89,8.9776e-05
1469749035410,0.89,9.412e-05
1469749035420,0.89,9.448200000000001e-05
1469749035430,0.89,9.556799999999999e-05
1469749035440,0.89,9.8826e-05
1469749035450,0.89,0.00010498
1469749035460,0.89,0.00011004799999999999
1469749035470,0.89,0.00011222
1469749035480,0.89,0.000109324
1469749035490,0.89,0.00010787600000000001
1469749035500,0.89,9.593e-05
1469749035510,0.89,8.6156e-05
1469749035520,0.89,8.9052e-05
1469749035530,0.89,9.593e-05
1469749035540,0.89,0.00010642799999999999
1469749035550,0.89,0.000102808
1469749035560,0.89,0.000120184
1469749035570,0.89,0.000128148
1469749035580,0.89,0.00012489
1469749035590,0.89,0.000132492
1469749035600,0.89,0.000132492
1469749035610,0.89,0.000116926
1469749035620,0.89,0.000124528
1469749035630,0.89,0.00011873600000000001
1469749035640,0.89,0.00010787600000000001
1469749035650,0.89,0.000104256
1469749035660,0.89,0.00010498
1469749035670,0.89,0.00010389399999999999
1469749035680,0.89,0.00010172200000000001
1469749035690,0.89,0.000102446
1469749035700,0.89,0.000107514
1469749035710,0.89,0.00011004799999999999
1469749035720,0.89,0.000127062
1469749035730,0.89,0.000127062
1469749035740,0.89,0.000111858
1469749035750,0.89,0.00011041
1469749035760,0.89,0.00010136
1469749035770,0.89,9.8826e-05
1469749035780,0.89,9.448200000000001e-05
1469749035790,0.89,0.000102808
1469749035800,0.89,0.00010715200000000001
1469749035810,0.89,0.000118374
1469749035820,0.89,0.000127424
1469749035830,0.89,0.00012271799999999999
1469749035840,0.89,0.000115116
1469749035850,0.89,0.00010679
1469749035860,0.89,0.000106066
1469749035870,0.89,0.000102084
1469749035880,0.89,9.8464e-05
1469749035890,0.89,9.6292e-05
1469749035900,0.89,9.774e-05
1469749035910,0.89,9.3396e-05
1469749035920,0.89,8.869e-05
1469749035930,0.89,9.520600000000001e-05
1469749035940,0.89,9.6292e-05
1469749035950,0.89,9.556799999999999e-05
1469749035960,0.89,9.05e-05
1469749035970,0.89,9.593e-05
1469749035980,0.89,9.122399999999999e-05
1469749035990,0.89,8.434600000000001e-05
1469749036000,0.89,7.602e-05
1469749036010,0.89,7.348600000000001e-05
1469749036020,0.89,7.7106e-05
1469749036030,0.89,8.0002e-05
1469749036040,0.89,9.122399999999999e-05
1469749036050,0.89,9.8464e-05
1469749036060,0.89,0.00010498
1469749036070,0.89,0.00011222
1469749036080,0.89,0.000105704
1469749036090,0.89,0.00010172200000000001
1469749036100,0.89,8.9414e-05
1469749036110,0.89,8.036399999999999e-05
1469749036120,0.89,8.289799999999999e-05
1469749036130,0.89,7.964e-05
1469749036140,0.89,9.267200000000001e-05
1469749036150,0.89,9.3396e-05
1469749036160,0.89,9.1948e-05
1469749036170,0.89,8.9776e-05
1469749036180,0.89,8.7604e-05
1469749036190,0.89,8.5432e-05
1469749036200,0.89,8.470799999999999e-05
1469749036210,0.89,7.9278e-05
1469749036220,0.89,9.1586e-05
1469749036230,0.89,9.8102e-05
1469749036240,0.89,9.520600000000001e-05
1469749036250,0.89,9.412e-05
