Timestamp,position,BLMTI.05R7.B1E10_TCSG.E5R7.B1
1469748646350,1.44,6.154e-06
1469748646360,1.44,9.05e-06
1469748646370,1.44,6.516e-06
1469748646380,1.44,8.687999999999999e-06
1469748646390,1.44,6.154e-06
1469748646400,1.44,9.774e-06
1469748646410,1.44,5.0680000000000004e-06
1469748646420,1.44,6.877999999999999e-06
1469748646430,1.44,5.0680000000000004e-06
1469748646440,1.44,9.05e-06
1469748646450,1.44,2.5340000000000002e-06
1469748646460,1.44,6.516e-06
1469748646470,1.44,5.0680000000000004e-06
1469748646480,1.44,7.964e-06
1469748646490,1.44,6.516e-06
1469748646500,1.44,1.0498e-05
1469748646510,1.44,2.8960000000000003e-06
1469748646520,1.44,7.602e-06
1469748646530,1.44,4.706e-06
1469748646540,1.44,6.516e-06
1469748646550,1.44,7.964e-06
1469748646560,1.44,8.687999999999999e-06
1469748646570,1.44,3.982e-06
1469748646580,1.44,8.326e-06
1469748646590,1.44,4.343999999999999e-06
1469748646600,1.44,7.602e-06
1469748646610,1.44,5.0680000000000004e-06
1469748646620,1.44,7.602e-06
1469748646630,1.44,3.982e-06
1469748646640,1.44,8.326e-06
1469748646650,1.44,5.0680000000000004e-06
1469748646660,1.44,7.964e-06
1469748646670,1.44,4.343999999999999e-06
1469748646680,1.44,1.0498e-05
1469748646690,1.44,3.982e-06
1469748646700,1.44,8.687999999999999e-06
1469748646710,1.44,0.0
1469748646720,1.44,9.412e-06
1469748646730,1.44,6.154e-06
1469748646740,1.44,5.792000000000001e-06
1469748646750,1.44,5.0680000000000004e-06
1469748646760,1.44,1.0136000000000001e-05
1469748646770,1.44,3.258e-06
1469748646780,1.44,9.05e-06
1469748646790,1.44,3.62e-06
1469748646800,1.44,8.326e-06
1469748646810,1.44,4.706e-06
1469748646820,1.44,9.412e-06
1469748646830,1.44,3.258e-06
1469748646840,1.44,9.774e-06
1469748646850,1.44,2.8960000000000003e-06
1469748646860,1.44,7.24e-06
1469748646870,1.44,4.706e-06
1469748646880,1.44,9.05e-06
1469748646890,1.44,2.8960000000000003e-06
1469748646900,1.44,9.05e-06
1469748646910,1.44,7.240000000000001e-07
1469748646920,1.44,8.326e-06
1469748646930,1.44,3.258e-06
1469748646940,1.44,9.412e-06
1469748646950,1.44,1.81e-06
1469748646960,1.44,9.05e-06
1469748646970,1.44,3.6200000000000004e-07
1469748646980,1.44,9.05e-06
1469748646990,1.44,1.81e-06
1469748647000,1.44,7.964e-06
1469748647010,1.44,2.5340000000000002e-06
1469748647020,1.44,7.24e-06
1469748647030,1.44,2.8960000000000003e-06
1469748647040,1.44,6.516e-06
1469748647050,1.44,3.258e-06
1469748647060,1.44,9.774e-06
1469748647070,1.44,2.5340000000000002e-06
1469748647080,1.44,7.964e-06
1469748647090,1.44,4.343999999999999e-06
1469748647100,1.44,7.602e-06
1469748647110,1.44,2.8960000000000003e-06
1469748647120,1.44,8.326e-06
1469748647130,1.44,1.4480000000000002e-06
1469748647140,1.44,1.0498e-05
1469748647150,1.44,1.81e-06
1469748647160,1.44,6.154e-06
1469748647170,1.44,5.792000000000001e-06
1469748647180,1.44,7.964e-06
1469748647190,1.44,3.62e-06
1469748647200,1.44,9.774e-06
1469748647210,1.44,1.4480000000000002e-06
1469748647220,1.44,5.43e-06
1469748647230,1.44,5.0680000000000004e-06
