Timestamp,position,BLMTI.06L7.B2I10_TCLA.A6L7.B2
1469747136170,-1.07,3.3304e-05
1469747136180,-1.07,3.4028e-05
1469747136190,-1.07,3.258e-05
1469747136200,-1.07,3.258e-05
1469747136210,-1.07,3.1856e-05
1469747136220,-1.07,2.8598000000000003e-05
1469747136230,-1.07,2.534e-05
1469747136240,-1.07,2.4254000000000002e-05
1469747136250,-1.07,2.172e-05
1469747136260,-1.07,2.3891999999999998e-05
1469747136270,-1.07,3.2218e-05
1469747136280,-1.07,6.4798e-05
1469747136290,-1.07,0.00011765
1469747136300,-1.07,8.2174e-05
1469747136310,-1.07,0.00010679
1469747136320,-1.07,8.8328e-05
1469747136330,-1.07,0.00011801200000000001
1469747136340,-1.07,5.5748e-05
1469747136350,-1.07,3.9096e-05
1469747136360,-1.07,3.1856e-05
1469747136370,-1.07,3.077e-05
1469747136380,-1.07,3.0408e-05
1469747136390,-1.07,3.258e-05
1469747136400,-1.07,3.2218e-05
1469747136410,-1.07,3.0408e-05
1469747136420,-1.07,3.1494e-05
1469747136430,-1.07,2.7511999999999997e-05
1469747136440,-1.07,2.534e-05
1469747136450,-1.07,2.3891999999999998e-05
1469747136460,-1.07,2.7511999999999997e-05
1469747136470,-1.07,3.2218e-05
1469747136480,-1.07,3.4751999999999995e-05
1469747136490,-1.07,3.439e-05
1469747136500,-1.07,3.4028e-05
1469747136510,-1.07,3.6924e-05
1469747136520,-1.07,9.0138e-05
1469747136530,-1.07,0.00016869200000000002
1469747136540,-1.07,8.6156e-05
1469747136550,-1.07,5.792e-05
1469747136560,-1.07,3.7286e-05
1469747136570,-1.07,3.077e-05
1469747136580,-1.07,2.715e-05
1469747136590,-1.07,2.6788000000000002e-05
1469747136600,-1.07,2.8598000000000003e-05
1469747136610,-1.07,3.2218e-05
1469747136620,-1.07,3.6200000000000006e-05
1469747136630,-1.07,3.4751999999999995e-05
1469747136640,-1.07,3.2218e-05
1469747136650,-1.07,3.1132e-05
1469747136660,-1.07,2.4978e-05
1469747136670,-1.07,2.1358e-05
1469747136680,-1.07,2.172e-05
1469747136690,-1.07,1.8100000000000003e-05
1469747136700,-1.07,2.2082e-05
1469747136710,-1.07,2.534e-05
1469747136720,-1.07,3.1494e-05
1469747136730,-1.07,3.7286e-05
1469747136740,-1.07,4.2353999999999995e-05
1469747136750,-1.07,5.792e-05
1469747136760,-1.07,8.7966e-05
1469747136770,-1.07,0.000153488
1469747136780,-1.07,8.5432e-05
1469747136790,-1.07,5.3938000000000004e-05
1469747136800,-1.07,4.0906e-05
1469747136810,-1.07,3.2942e-05
1469747136820,-1.07,2.896e-05
1469747136830,-1.07,3.2218e-05
1469747136840,-1.07,3.5476e-05
1469747136850,-1.07,2.9684000000000002e-05
1469747136860,-1.07,3.0408e-05
1469747136870,-1.07,2.4616e-05
1469747136880,-1.07,2.4616e-05
1469747136890,-1.07,2.353e-05
1469747136900,-1.07,2.896e-05
1469747136910,-1.07,3.077e-05
1469747136920,-1.07,3.1494e-05
1469747136930,-1.07,2.7511999999999997e-05
1469747136940,-1.07,3.1132e-05
1469747136950,-1.07,3.7648e-05
1469747136960,-1.07,6.2988e-05
1469747136970,-1.07,7.059e-05
1469747136980,-1.07,6.5522e-05
1469747136990,-1.07,7.348600000000001e-05
1469747137000,-1.07,7.240000000000001e-05
1469747137010,-1.07,5.429999999999999e-05
1469747137020,-1.07,3.6924e-05
1469747137030,-1.07,3.2218e-05
1469747137040,-1.07,2.8236e-05
1469747137050,-1.07,3.0408e-05
1469747137060,-1.07,2.6788000000000002e-05
1469747137070,-1.07,3.1856e-05
1469747137080,-1.07,3.077e-05
1469747137090,-1.07,3.1132e-05
1469747137100,-1.07,2.8236e-05
1469747137110,-1.07,2.8598000000000003e-05
1469747137120,-1.07,2.896e-05
1469747137130,-1.07,2.534e-05
1469747137140,-1.07,2.9321999999999998e-05
1469747137150,-1.07,2.8598000000000003e-05
1469747137160,-1.07,3.1856e-05
1469747137170,-1.07,2.8236e-05
1469747137180,-1.07,3.258e-05
1469747137190,-1.07,4.8508000000000004e-05
1469747137200,-1.07,6.2626e-05
1469747137210,-1.07,6.5522e-05
1469747137220,-1.07,4.4888e-05
1469747137230,-1.07,3.6924e-05
1469747137240,-1.07,3.3304e-05
1469747137250,-1.07,3.4028e-05
1469747137260,-1.07,2.7511999999999997e-05
1469747137270,-1.07,2.6788000000000002e-05
1469747137280,-1.07,2.6788000000000002e-05
1469747137290,-1.07,3.0408e-05
1469747137300,-1.07,2.6788000000000002e-05
1469747137310,-1.07,2.4978e-05
1469747137320,-1.07,2.4978e-05
1469747137330,-1.07,2.4254000000000002e-05
1469747137340,-1.07,2.5702e-05
1469747137350,-1.07,2.2082e-05
1469747137360,-1.07,2.172e-05
1469747137370,-1.07,2.0996e-05
1469747137380,-1.07,2.715e-05
1469747137390,-1.07,2.4616e-05
1469747137400,-1.07,3.439e-05
1469747137410,-1.07,3.5476e-05
1469747137420,-1.07,4.3802e-05
1469747137430,-1.07,5.792e-05
1469747137440,-1.07,5.068e-05
1469747137450,-1.07,3.8372e-05
1469747137460,-1.07,3.0408e-05
1469747137470,-1.07,2.715e-05
1469747137480,-1.07,2.715e-05
1469747137490,-1.07,2.6426e-05
1469747137500,-1.07,3.0046e-05
1469747137510,-1.07,3.077e-05
1469747137520,-1.07,2.9684000000000002e-05
1469747137530,-1.07,2.6788000000000002e-05
1469747137540,-1.07,2.353e-05
1469747137550,-1.07,2.0996e-05
1469747137560,-1.07,2.2082e-05
1469747137570,-1.07,2.2444e-05
1469747137580,-1.07,2.353e-05
1469747137590,-1.07,3.4028e-05
1469747137600,-1.07,3.7286e-05
1469747137610,-1.07,3.258e-05
1469747137620,-1.07,2.9321999999999998e-05
1469747137630,-1.07,3.0408e-05
1469747137640,-1.07,3.439e-05
1469747137650,-1.07,5.3213999999999996e-05
1469747137660,-1.07,5.3213999999999996e-05
1469747137670,-1.07,4.3802e-05
1469747137680,-1.07,3.8734e-05
1469747137690,-1.07,3.2218e-05
1469747137700,-1.07,2.8236e-05
1469747137710,-1.07,2.3168000000000002e-05
1469747137720,-1.07,2.4616e-05
1469747137730,-1.07,2.6788000000000002e-05
1469747137740,-1.07,2.9684000000000002e-05
1469747137750,-1.07,3.2942e-05
1469747137760,-1.07,3.2218e-05
1469747137770,-1.07,3.8734e-05
1469747137780,-1.07,3.7286e-05
1469747137790,-1.07,3.1132e-05
1469747137800,-1.07,2.715e-05
1469747137810,-1.07,2.3168000000000002e-05
1469747137820,-1.07,2.353e-05
1469747137830,-1.07,2.4978e-05
1469747137840,-1.07,4.5611999999999996e-05
1469747137850,-1.07,5.4662e-05
1469747137860,-1.07,4.5974e-05
1469747137870,-1.07,5.4662e-05
1469747137880,-1.07,0.00010679
1469747137890,-1.07,0.000145162
1469747137900,-1.07,6.2988e-05
1469747137910,-1.07,3.5476e-05
1469747137920,-1.07,3.1494e-05
1469747137930,-1.07,3.4028e-05
1469747137940,-1.07,4.0181999999999996e-05
1469747137950,-1.07,3.5114e-05
1469747137960,-1.07,3.1494e-05
1469747137970,-1.07,3.6200000000000006e-05
1469747137980,-1.07,2.715e-05
1469747137990,-1.07,2.2805999999999998e-05
1469747138000,-1.07,2.4254000000000002e-05
1469747138010,-1.07,2.353e-05
1469747138020,-1.07,2.7874e-05
1469747138030,-1.07,2.7874e-05
1469747138040,-1.07,2.7511999999999997e-05
1469747138050,-1.07,2.8598000000000003e-05
1469747138060,-1.07,2.7874e-05
1469747138070,-1.07,2.8598000000000003e-05
1469747138080,-1.07,3.9096e-05
1469747138090,-1.07,5.2128e-05
1469747138100,-1.07,5.249e-05
1469747138110,-1.07,5.0318e-05
1469747138120,-1.07,5.2128e-05
1469747138130,-1.07,5.5386e-05
1469747138140,-1.07,4.5611999999999996e-05
