collimator,angle,centre,sigma_x,sigma_y
TCSG.B5L3.B2,0.1885,-0.47000000000000003,0.1516822722794886,0.39745785229271724
TCSG.B5L7.B1,2.5046,0.04500000000000004,0.28433026616228,0.2900491548357805
TCSG.B5L7.B2,2.4696,-0.11249999999999993,0.24812290462080913,0.36768047331505815
TCSG.B5R3.B1,0.19897,-0.23749999999999993,0.1516823555495051,0.397456835381475
TCSG.B5R7.B1,2.4696,0.09999999999999998,0.24812280281165622,0.3676805420192106
TCSG.B5R7.B2,2.5063,0.05499999999999999,0.28433017731777577,0.29004915483578053
TCSG.D4L7.B1,1.5708,-0.2525,0.4101451964282657,0.18652163476696842
TCSG.D4R7.B2,1.5708,-0.25749999999999995,0.4101451964282657,0.18652164831026416
TCSG.D5L7.B2,0.8971,-0.20249999999999996,0.3287287926164175,0.2830289147025348
TCSG.D5R7.B1,0.8971,0.14750000000000008,0.3287287926164174,0.2830289147025347
TCSG.E5L7.B2,2.2777,-0.19999999999999996,0.3492398067946255,0.2622409627088095
TCSG.E5R7.B1,2.2776,0.049999999999999926,0.3492398067946255,0.2622409627088095
TCSP.A4L6.B2,0.0,-0.095,0.5179730077406555,0.2936707665527044
TCSP.A4R6.B1,0.0,0.2475,0.5146036492339923,0.2891844283358898
TCSPM.D4R7.B2,1.5708,-0.13,0.4151108905153169,0.18171887581738275
TCTPH.4L1.B1,0.0,0.12,0.599652745451137,0.41712023549290517
TCTPH.4L2.B1,0.0,0.298,0.20660793315069154,0.22940688884250318
TCTPH.4L5.B1,0.0,-2.347,0.6000161435575786,0.41654590443054845
TCTPH.4L8.B1,0.0,2.33,0.3439457818624799,0.38088068036876654
TCTPH.4R1.B2,0.0,-0.353,0.6002279575468332,0.4169608693165905
TCTPH.4R2.B2,0.0,0.365,0.20651491650113468,0.22948351620014823
TCTPH.4R5.B2,0.0,2.5100000000000002,0.599886543206751,0.4169400884700691
TCTPH.4R8.B2,0.0,-3.995,0.343922719286578,0.3807697056988673
TCTPV.4L1.B1,1.571,-1.1300000000000001,0.6022623128317032,0.430318639999519
TCTPV.4L2.B1,1.571,-1.47,0.20916645629141145,0.22813627486141105
TCTPV.4L5.B1,1.571,0.04,0.6026265685784304,0.429731028449694
TCTPV.4L8.B1,1.571,-1.2630000000000001,0.35160385772181535,0.38189718415133744
TCTPV.4R1.B2,1.5708,-2.443,0.6028409014664403,0.4301567642126258
TCTPV.4R2.B2,1.5708,-1.135,0.2090589306611523,0.22821709231979892
TCTPV.4R5.B2,1.5708,0.395,0.6025003808028677,0.4301351526801547
TCTPV.4R8.B2,1.5708,1.317,0.35158201599185335,0.3817829981517315
TDI.4L2,1.571,,,
TDI.4R8,1.5708,,,
