Geom. emittance [m]	5.053054316048623E-10
Setup N Sigma	4.5
RMS Momentum Deviation	3.06E-4
Number	Status	Collimator Name	Angle (deg)	JAW L Calib (mm)	JAW R Calib (mm)	LVDT gap	Gap Offset (mm)	Half Gap Meas (mm)	Eff sigma in coll plane	JAW L Setting (mm)	JAW R Setting (mm)	Target HALF GAP sigma	Pos (m)	Angle (rad)	Betax (m)	Betay (m)	halfgap (m)	sig_coll (m)	sigx (m)	sigy (m)	nsig	tilt1 (rad)	tilt2 (rad)	Ratio beam size (meas/exp)	Dx (m)	sigx (m) (with Dx)	sig_coll (m) (with Dx)	Coll setup time (sec)	Comments
Horizontal
64	False	TCLA.A7L7.B2	0.0	0.0	0.0	0.0	0.0	0.0	0.1825474637589314	0.0	0.0	0.0	6902.42	0.0	65.94739427	143.1335607	0.001825474637589314	1.825474637589314E-4	1.825474637589314E-4	2.6893524437428105E-4	10.0	0.0	0.0	100%	0.038348	1.8292423222044835E-4	1.8292423222044835E-4	0.0	
65	False	TCP.C6R7.B2	0.0	0.0	0.0	0.0	0.0	0.0	n/a	n/a	n/a	0.0	6461.74	0.0	150.5287247	82.76322816	0.0015720325352200932	2.757951816175602E-4	2.757951816175602E-4	2.0450112157736566E-4	5.7	0.0	0.0		-0.144715	0.001047509	0.001047509	0.0	
66	False	TCP.C6R7.B2	0.0	0.0	0.0	0.0	0.0	0.0	n/a	n/a	n/a	0.0	6461.74	0.0	150.5287247	82.76322816	0.0015720325352200932	2.757951816175602E-4	2.757951816175602E-4	2.0450112157736566E-4	5.7	0.0	0.0		-0.144715	0.001047509	0.001047509	0.0	
67	False	TCLA.D6L7.B2	0.0	0.0	0.0	0.0	0.0	0.0	0.18130070116555552	0.0	0.0	0.0	6885.07	0.0	65.04965549	157.9190127	0.0018130070116555552	1.813007011655555E-4	1.813007011655555E-4	2.824842205699059E-4	10.0	0.0	0.0	100%	0.0639	1.8235207620063463E-4	1.8235207620063463E-4	0.0	
68	False	TCP.C6R7.B2	0.0	0.0	0.0	0.0	0.0	0.0	n/a	n/a	n/a	0.0	6461.74	0.0	150.5287247	82.76322816	0.0015720325352200932	2.757951816175602E-4	2.757951816175602E-4	2.0450112157736566E-4	5.7	0.0	0.0		-0.144715	0.001047509	0.001047509	0.0	
69	False	TCP.C6R7.B2	0.0	0.0	0.0	0.0	0.0	0.0	n/a	n/a	n/a	0.0	6461.74	0.0	150.5287247	82.76322816	0.0015720325352200932	2.757951816175602E-4	2.757951816175602E-4	2.0450112157736566E-4	5.7	0.0	0.0		-0.144715	0.001047509	0.001047509	0.0	
70	False	TCLA.B6L7.B2	0.0	0.0	0.0	0.0	0.0	0.0	0.28390073646126696	0.0	0.0	0.0	6849.52	0.0	159.506752	76.38868983	0.002839007364612669	2.8390073646126693E-4	2.8390073646126693E-4	1.9646785967246172E-4	10.0	0.0	0.0	100%	0.127765	2.8658006283853357E-4	2.8658006283853357E-4	0.0	
71	False	TCP.C6R7.B2	0.0	0.0	0.0	0.0	0.0	0.0	n/a	n/a	n/a	0.0	6461.74	0.0	150.5287247	82.76322816	0.0015720325352200932	2.757951816175602E-4	2.757951816175602E-4	2.0450112157736566E-4	5.7	0.0	0.0		-0.144715	0.001047509	0.001047509	0.0	
72	False	TCP.C6R7.B2	0.0	0.0	0.0	0.0	0.0	0.0	n/a	n/a	n/a	0.0	6461.74	0.0	150.5287247	82.76322816	0.0015720325352200932	2.757951816175602E-4	2.757951816175602E-4	2.0450112157736566E-4	5.7	0.0	0.0		-0.144715	0.001047509	0.001047509	0.0	
73	False	TCSG.B4R7.B2	0.0	0.0	0.0	0.0	0.0	0.0	0.2767214007162017	0.0	0.0	0.0	6653.72	0.0	151.5414813	121.3205925	0.0018540333847985515	2.767214007162017E-4	2.767214007162017E-4	2.4759635368027966E-4	6.7	0.0	0.0	100%	0.065479	2.7744584680977684E-4	2.7744584680977684E-4	0.0	
74	False	TCP.C6R7.B2	0.0	0.0	0.0	0.0	0.0	0.0	n/a	n/a	n/a	0.0	6461.74	0.0	150.5287247	82.76322816	0.0015720325352200932	2.757951816175602E-4	2.757951816175602E-4	2.0450112157736566E-4	5.7	0.0	0.0		-0.144715	0.001047509	0.001047509	0.0	
75	False	TCP.C6R7.B2	0.0	0.0	0.0	0.0	0.0	0.0	0.27579518161756017	0.0	0.0	0.0	6461.74	0.0	150.5287247	82.76322816	0.0015720325352200932	2.757951816175602E-4	2.757951816175602E-4	2.0450112157736566E-4	5.7	0.0	0.0	100%	-0.144715	0.001047509	0.001047509	0.0	
Vertical
0	False	TCP.D6R7.B2	90.00021046	0.0	0.0	0.0	0.0	0.0	n/a	n/a	n/a	0.0	6459.74	1.5708	158.8711518	78.26335219	0.001133524892606091	1.9886401624668261E-4	2.8333453006977567E-4	1.9886401624530088E-4	5.7	0.0	0.0		-0.147645	0.001076134	7.55702E-4	0.0	
1	False	TCLIB.6L8.B2	90.00021046	0.0	0.0	0.0	0.0	0.0	0.07026552906890868	0.0	0.0	0.0	3560.34	1.5708	74.70839823	9.770812396	4.7780559766857894E-4	7.026552906890867E-5	1.9429503187708656E-4	7.026552906575826E-5	6.8	0.0	0.0	100%	0.084981	1.960274906783247E-4	7.02655290689736E-5	0.0	
2	False	TCP.D6R7.B2	90.00021046	0.0	0.0	0.0	0.0	0.0	n/a	n/a	n/a	0.0	6459.74	1.5708	158.8711518	78.26335219	0.001133524892606091	1.9886401624668261E-4	2.8333453006977567E-4	1.9886401624530088E-4	5.7	0.0	0.0		-0.147645	0.001076134	7.55702E-4	0.0	
3	False	TCP.D6R7.B2	90.00021046	0.0	0.0	0.0	0.0	0.0	n/a	n/a	n/a	0.0	6459.74	1.5708	158.8711518	78.26335219	0.001133524892606091	1.9886401624668261E-4	2.8333453006977567E-4	1.9886401624530088E-4	5.7	0.0	0.0		-0.147645	0.001076134	7.55702E-4	0.0	
4	False	TCLIA.4L8	90.00021046	0.0	0.0	0.0	0.0	0.0	0.5206978083260467	0.0	0.0	0.0	3419.4	1.5708	335.1824773	536.5590604	0.0035407450966171176	5.206978083260467E-4	4.115452907742518E-4	5.206978083273651E-4	6.8	0.0	0.0	100%	0.035782	4.116909196882593E-4	5.206978083260483E-4	0.0	
5	False	TCP.D6R7.B2	90.00021046	0.0	0.0	0.0	0.0	0.0	n/a	n/a	n/a	0.0	6459.74	1.5708	158.8711518	78.26335219	0.001133524892606091	1.9886401624668261E-4	2.8333453006977567E-4	1.9886401624530088E-4	5.7	0.0	0.0		-0.147645	0.001076134	7.55702E-4	0.0	
6	False	TCP.D6R7.B2	90.00021046	0.0	0.0	0.0	0.0	0.0	n/a	n/a	n/a	0.0	6459.74	1.5708	158.8711518	78.26335219	0.001133524892606091	1.9886401624668261E-4	2.8333453006977567E-4	1.9886401624530088E-4	5.7	0.0	0.0		-0.147645	0.001076134	7.55702E-4	0.0	
7	False	TCTPV.4R8.B2	90.00021046	0.0	0.0	0.0	0.0	0.0	0.3912208491105441	14.475171417090133	-14.475171417090133	37.0	3270.17	1.5708	251.6970136	302.8935436	0.009780521227763602	3.912208491105441E-4	3.566284734717671E-4	3.9122084911099024E-4	25.0	0.0	0.0	100%	-0.036314	3.5680155058747423E-4	3.912208491105462E-4	0.0	
8	False	TCP.D6R7.B2	90.00021046	0.0	0.0	0.0	0.0	0.0	n/a	n/a	n/a	0.0	6459.74	1.5708	158.8711518	78.26335219	0.001133524892606091	1.9886401624668261E-4	2.8333453006977567E-4	1.9886401624530088E-4	5.7	0.0	0.0		-0.147645	0.001076134	7.55702E-4	0.0	
9	False	TCP.D6R7.B2	90.00021046	0.0	0.0	0.0	0.0	0.0	n/a	n/a	n/a	0.0	6459.74	1.5708	158.8711518	78.26335219	0.001133524892606091	1.9886401624668261E-4	2.8333453006977567E-4	1.9886401624530088E-4	5.7	0.0	0.0		-0.147645	0.001076134	7.55702E-4	0.0	
10	False	TDI.4R8	90.00021046	0.0	0.0	0.0	0.0	0.0	0.4076652238417522	0.0	0.0	0.0	3262.82	1.5708	480.9694262	328.892041	0.002772123522123915	4.076652238417522E-4	4.929872853276583E-4	4.0766522384048053E-4	6.8	0.0	0.0	100%	-0.021026	4.93029268182472E-4	4.076652238417529E-4	0.0	
11	False	TCP.D6R7.B2	90.00021046	0.0	0.0	0.0	0.0	0.0	n/a	n/a	n/a	0.0	6459.74	1.5708	158.8711518	78.26335219	0.001133524892606091	1.9886401624668261E-4	2.8333453006977567E-4	1.9886401624530088E-4	5.7	0.0	0.0		-0.147645	0.001076134	7.55702E-4	0.0	
12	False	TCP.D6R7.B2	90.00021046	0.0	0.0	0.0	0.0	0.0	n/a	n/a	n/a	0.0	6459.74	1.5708	158.8711518	78.26335219	0.001133524892606091	1.9886401624668261E-4	2.8333453006977567E-4	1.9886401624530088E-4	5.7	0.0	0.0		-0.147645	0.001076134	7.55702E-4	0.0	
13	False	TCTPV.4R1.B2	90.00021046	0.0	0.0	0.0	0.0	0.0	0.6625370322081671	9.076757341251888	-9.076757341251888	13.7	26513.04	1.5708	2161.645607	868.6930549	0.009938055483122505	6.625370322081671E-4	0.001045127392436869	6.625370322015146E-4	15.0	0.0	0.0	100%	-0.017092	0.001045140479032284	6.625370322081674E-4	0.0	
14	False	TCP.D6R7.B2	90.00021046	0.0	0.0	0.0	0.0	0.0	n/a	n/a	n/a	0.0	6459.74	1.5708	158.8711518	78.26335219	0.001133524892606091	1.9886401624668261E-4	2.8333453006977567E-4	1.9886401624530088E-4	5.7	0.0	0.0		-0.147645	0.001076134	7.55702E-4	0.0	
15	False	TCP.D6R7.B2	90.00021046	0.0	0.0	0.0	0.0	0.0	n/a	n/a	n/a	0.0	6459.74	1.5708	158.8711518	78.26335219	0.001133524892606091	1.9886401624668261E-4	2.8333453006977567E-4	1.9886401624530088E-4	5.7	0.0	0.0		-0.147645	0.001076134	7.55702E-4	0.0	
16	False	TCTPV.4R2.B2	90.00021046	0.0	0.0	0.0	0.0	0.0	0.1532744192598476	5.671153512614362	-5.671153512614362	37.0	23253.11	1.5708	48.29409809	46.49276681	0.00383186048149619	1.532744192598476E-4	1.5621546043633136E-4	1.5327441925980755E-4	25.0	0.0	0.0	100%	0.043361	1.5677793935795994E-4	1.5327441925985536E-4	0.0	
17	False	TCP.D6R7.B2	90.00021046	0.0	0.0	0.0	0.0	0.0	n/a	n/a	n/a	0.0	6459.74	1.5708	158.8711518	78.26335219	0.001133524892606091	1.9886401624668261E-4	2.8333453006977567E-4	1.9886401624530088E-4	5.7	0.0	0.0		-0.147645	0.001076134	7.55702E-4	0.0	
18	False	TCP.D6R7.B2	90.00021046	0.0	0.0	0.0	0.0	0.0	n/a	n/a	n/a	0.0	6459.74	1.5708	158.8711518	78.26335219	0.001133524892606091	1.9886401624668261E-4	2.8333453006977567E-4	1.9886401624530088E-4	5.7	0.0	0.0		-0.147645	0.001076134	7.55702E-4	0.0	
19	False	TCLA.A5L3.B2	90.00021046	0.0	0.0	0.0	0.0	0.0	0.298230397182128	0.0	0.0	0.0	20084.66	1.5708	142.5330822	176.0150678	0.00298230397182128	2.9823039718212803E-4	2.6837052859627177E-4	2.9823039718251075E-4	10.0	0.0	0.0	100%	2.045473	6.810227601663918E-4	2.9823039719099014E-4	0.0	
20	False	TCP.D6R7.B2	90.00021046	0.0	0.0	0.0	0.0	0.0	n/a	n/a	n/a	0.0	6459.74	1.5708	158.8711518	78.26335219	0.001133524892606091	1.9886401624668261E-4	2.8333453006977567E-4	1.9886401624530088E-4	5.7	0.0	0.0		-0.147645	0.001076134	7.55702E-4	0.0	
21	False	TCP.D6R7.B2	90.00021046	0.0	0.0	0.0	0.0	0.0	n/a	n/a	n/a	0.0	6459.74	1.5708	158.8711518	78.26335219	0.001133524892606091	1.9886401624668261E-4	2.8333453006977567E-4	1.9886401624530088E-4	5.7	0.0	0.0		-0.147645	0.001076134	7.55702E-4	0.0	
22	False	TCTPV.4R5.B2	90.00021046	0.0	0.0	0.0	0.0	0.0	0.6625370314073504	9.076757330280701	-9.076757330280701	13.7	13183.45	1.5708	2161.645637	868.6930528	0.009938055471110256	6.625370314073504E-4	0.0010451273996891731	6.62537031400698E-4	15.0	0.0	0.0	100%	0.067022	0.0010453286036789103	6.625370314073547E-4	0.0	
23	False	TCP.D6R7.B2	90.00021046	0.0	0.0	0.0	0.0	0.0	n/a	n/a	n/a	0.0	6459.74	1.5708	158.8711518	78.26335219	0.001133524892606091	1.9886401624668261E-4	2.8333453006977567E-4	1.9886401624530088E-4	5.7	0.0	0.0		-0.147645	0.001076134	7.55702E-4	0.0	
24	False	TCP.D6R7.B2	90.00021046	0.0	0.0	0.0	0.0	0.0	n/a	n/a	n/a	0.0	6459.74	1.5708	158.8711518	78.26335219	0.001133524892606091	1.9886401624668261E-4	2.8333453006977567E-4	1.9886401624530088E-4	5.7	0.0	0.0		-0.147645	0.001076134	7.55702E-4	0.0	
25	False	TCLA.C6L7.B2	90.00021046	0.0	0.0	0.0	0.0	0.0	0.2770395652835187	0.0	0.0	0.0	6883.07	1.5708	68.61761432	151.8901558	0.002770395652835187	2.770395652835187E-4	1.862064800689374E-4	2.770395652845434E-4	10.0	0.0	0.0	100%	0.06811	1.8736922909383806E-4	2.7703956528352927E-4	0.0	
26	False	TCP.D6R7.B2	90.00021046	0.0	0.0	0.0	0.0	0.0	n/a	n/a	n/a	0.0	6459.74	1.5708	158.8711518	78.26335219	0.001133524892606091	1.9886401624668261E-4	2.8333453006977567E-4	1.9886401624530088E-4	5.7	0.0	0.0		-0.147645	0.001076134	7.55702E-4	0.0	
27	False	TCP.D6R7.B2	90.00021046	0.0	0.0	0.0	0.0	0.0	n/a	n/a	n/a	0.0	6459.74	1.5708	158.8711518	78.26335219	0.001133524892606091	1.9886401624668261E-4	2.8333453006977567E-4	1.9886401624530088E-4	5.7	0.0	0.0		-0.147645	0.001076134	7.55702E-4	0.0	
28	False	TCLA.A6L7.B2	90.00021046	0.0	0.0	0.0	0.0	0.0	0.15598977735835737	0.0	0.0	0.0	6818.65	1.5708	297.0811547	48.15465878	0.0015598977735835737	1.5598977735835736E-4	3.874489916070945E-4	1.5598977735291748E-4	10.0	0.0	0.0	100%	0.188135	3.9170262515233475E-4	1.559897773585007E-4	0.0	
29	False	TCP.D6R7.B2	90.00021046	0.0	0.0	0.0	0.0	0.0	n/a	n/a	n/a	0.0	6459.74	1.5708	158.8711518	78.26335219	0.001133524892606091	1.9886401624668261E-4	2.8333453006977567E-4	1.9886401624530088E-4	5.7	0.0	0.0		-0.147645	0.001076134	7.55702E-4	0.0	
30	False	TCP.D6R7.B2	90.00021046	0.0	0.0	0.0	0.0	0.0	n/a	n/a	n/a	0.0	6459.74	1.5708	158.8711518	78.26335219	0.001133524892606091	1.9886401624668261E-4	2.8333453006977567E-4	1.9886401624530088E-4	5.7	0.0	0.0		-0.147645	0.001076134	7.55702E-4	0.0	
31	False	TCSG.D4R7.B2	90.00021046	0.0	0.0	0.0	0.0	0.0	0.18653675075992396	0.0	0.0	0.0	6587.79	1.5708	332.9597021	68.86124155	0.0012497962300914906	1.8653675075992396E-4	4.1017843187650285E-4	1.8653675075509766E-4	6.7	0.0	0.0	100%	0.036724	4.103323389300663E-4	1.8653675075992854E-4	0.0	
32	False	TCP.D6R7.B2	90.00021046	0.0	0.0	0.0	0.0	0.0	n/a	n/a	n/a	0.0	6459.74	1.5708	158.8711518	78.26335219	0.001133524892606091	1.9886401624668261E-4	2.8333453006977567E-4	1.9886401624530088E-4	5.7	0.0	0.0		-0.147645	0.001076134	7.55702E-4	0.0	
33	False	TCP.D6R7.B2	90.00021046	0.0	0.0	0.0	0.0	0.0	0.19886401624668262	0.0	0.0	0.0	6459.74	1.5708	158.8711518	78.26335219	0.001133524892606091	1.9886401624668261E-4	2.8333453006977567E-4	1.9886401624530088E-4	5.7	0.0	0.0	100%	-0.147645	0.001076134	7.55702E-4	0.0	
Skew
0	False	TCP.B6R7.B2	127.5002982	0.0	0.0	0.0	0.0	0.0	n/a	n/a	n/a	0.0	6463.74	2.2253	142.4630115	87.48829404	0.0013307161370028032	2.3345897140400056E-4	2.683045536582187E-4	2.1025772323568831E-4	5.7	0.0	0.0		-0.141786	0.001019047	8.8693E-4	0.0	
1	False	TCSG.E5L7.B2	130.502597	0.0	0.0	0.0	0.0	0.0	0.30203569061104923	0.0	0.0	0.0	6776.98	2.2777	241.4148896	136.1186089	0.00202363912709403	3.0203569061104923E-4	3.4926817058696916E-4	2.6226222072511313E-4	6.7	0.0	0.0	100%	0.182925	3.537251209734342E-4	3.0421576399526857E-4	0.0	
2	False	TCP.B6R7.B2	127.5002982	0.0	0.0	0.0	0.0	0.0	n/a	n/a	n/a	0.0	6463.74	2.2253	142.4630115	87.48829404	0.0013307161370028032	2.3345897140400056E-4	2.683045536582187E-4	2.1025772323568831E-4	5.7	0.0	0.0		-0.141786	0.001019047	8.8693E-4	0.0	
3	False	TCP.B6R7.B2	127.5002982	0.0	0.0	0.0	0.0	0.0	n/a	n/a	n/a	0.0	6463.74	2.2253	142.4630115	87.48829404	0.0013307161370028032	2.3345897140400056E-4	2.683045536582187E-4	2.1025772323568831E-4	5.7	0.0	0.0		-0.141786	0.001019047	8.8693E-4	0.0	
4	False	TCSG.D5L7.B2	51.4000438	0.0	0.0	0.0	0.0	0.0	0.30166503553196666	0.0	0.0	0.0	6772.98	0.8971	213.890811	158.5542919	0.0020211557380641764	3.0166503553196664E-4	3.2875551488707993E-4	2.830518413671475E-4	6.7	0.0	0.0	100%	0.173696	3.3302434568424817E-4	3.034820662258357E-4	0.0	
5	False	TCP.B6R7.B2	127.5002982	0.0	0.0	0.0	0.0	0.0	n/a	n/a	n/a	0.0	6463.74	2.2253	142.4630115	87.48829404	0.0013307161370028032	2.3345897140400056E-4	2.683045536582187E-4	2.1025772323568831E-4	5.7	0.0	0.0		-0.141786	0.001019047	8.8693E-4	0.0	
6	False	TCP.B6R7.B2	127.5002982	0.0	0.0	0.0	0.0	0.0	n/a	n/a	n/a	0.0	6463.74	2.2253	142.4630115	87.48829404	0.0013307161370028032	2.3345897140400056E-4	2.683045536582187E-4	2.1025772323568831E-4	5.7	0.0	0.0		-0.141786	0.001019047	8.8693E-4	0.0	
7	False	TCSG.B5L7.B2	141.4976571	0.0	0.0	0.0	0.0	0.0	0.30018927624561126	0.0	0.0	0.0	6756.98	2.4696	121.856878	267.5824655	0.0020112681508455956	3.0018927624561126E-4	2.4814298767406474E-4	3.6771031154887496E-4	6.7	0.0	0.0	100%	0.136777	2.516479281165726E-4	3.019709059833377E-4	0.0	
8	False	TCP.B6R7.B2	127.5002982	0.0	0.0	0.0	0.0	0.0	n/a	n/a	n/a	0.0	6463.74	2.2253	142.4630115	87.48829404	0.0013307161370028032	2.3345897140400056E-4	2.683045536582187E-4	2.1025772323568831E-4	5.7	0.0	0.0		-0.141786	0.001019047	8.8693E-4	0.0	
9	False	TCP.B6R7.B2	127.5002982	0.0	0.0	0.0	0.0	0.0	n/a	n/a	n/a	0.0	6463.74	2.2253	142.4630115	87.48829404	0.0013307161370028032	2.3345897140400056E-4	2.683045536582187E-4	2.1025772323568831E-4	5.7	0.0	0.0		-0.141786	0.001019047	8.8693E-4	0.0	
10	False	TCSG.A4L7.B2	42.09979287	0.0	0.0	0.0	0.0	0.0	0.2601258370432622	0.0	0.0	0.0	6673.72	0.73478	99.5914145	175.945165	0.0017428431081898566	2.6012583704326217E-4	2.243302981945623E-4	2.981711715426455E-4	6.7	0.0	0.0	100%	0.072014	2.2541002750674135E-4	2.6063919142876694E-4	0.0	
11	False	TCP.B6R7.B2	127.5002982	0.0	0.0	0.0	0.0	0.0	n/a	n/a	n/a	0.0	6463.74	2.2253	142.4630115	87.48829404	0.0013307161370028032	2.3345897140400056E-4	2.683045536582187E-4	2.1025772323568831E-4	5.7	0.0	0.0		-0.141786	0.001019047	8.8693E-4	0.0	
12	False	TCP.B6R7.B2	127.5002982	0.0	0.0	0.0	0.0	0.0	n/a	n/a	n/a	0.0	6463.74	2.2253	142.4630115	87.48829404	0.0013307161370028032	2.3345897140400056E-4	2.683045536582187E-4	2.1025772323568831E-4	5.7	0.0	0.0		-0.141786	0.001019047	8.8693E-4	0.0	
13	False	TCSG.A4R7.B2	132.1011492	0.0	0.0	0.0	0.0	0.0	0.26111862966743304	0.0	0.0	0.0	6657.72	2.3056	139.7578883	130.9954789	0.0017494948187718015	2.6111862966743307E-4	2.657450283027241E-4	2.572794725660213E-4	6.7	0.0	0.0	100%	0.066786	2.665296817501456E-4	2.6147785670250823E-4	0.0	
14	False	TCP.B6R7.B2	127.5002982	0.0	0.0	0.0	0.0	0.0	n/a	n/a	n/a	0.0	6463.74	2.2253	142.4630115	87.48829404	0.0013307161370028032	2.3345897140400056E-4	2.683045536582187E-4	2.1025772323568831E-4	5.7	0.0	0.0		-0.141786	0.001019047	8.8693E-4	0.0	
15	False	TCP.B6R7.B2	127.5002982	0.0	0.0	0.0	0.0	0.0	n/a	n/a	n/a	0.0	6463.74	2.2253	142.4630115	87.48829404	0.0013307161370028032	2.3345897140400056E-4	2.683045536582187E-4	2.1025772323568831E-4	5.7	0.0	0.0		-0.141786	0.001019047	8.8693E-4	0.0	
16	False	TCSG.A5R7.B2	40.59978936	0.0	0.0	0.0	0.0	0.0	0.29225178972460747	0.0	0.0	0.0	6566.46	0.7086	185.9949819	145.9331951	0.0019580869911548704	2.922517897246075E-4	3.0656854797144156E-4	2.715526397137065E-4	6.7	0.0	0.0	100%	0.012556	3.0659262322234787E-4	2.922663491484053E-4	0.0	
17	False	TCP.B6R7.B2	127.5002982	0.0	0.0	0.0	0.0	0.0	n/a	n/a	n/a	0.0	6463.74	2.2253	142.4630115	87.48829404	0.0013307161370028032	2.3345897140400056E-4	2.683045536582187E-4	2.1025772323568831E-4	5.7	0.0	0.0		-0.141786	0.001019047	8.8693E-4	0.0	
18	False	TCP.B6R7.B2	127.5002982	0.0	0.0	0.0	0.0	0.0	n/a	n/a	n/a	0.0	6463.74	2.2253	142.4630115	87.48829404	0.0013307161370028032	2.3345897140400056E-4	2.683045536582187E-4	2.1025772323568831E-4	5.7	0.0	0.0		-0.141786	0.001019047	8.8693E-4	0.0	
19	False	TCSG.B5R7.B2	143.6004122	0.0	0.0	0.0	0.0	0.0	0.2863803337119469	0.0	0.0	0.0	6562.46	2.5063	160.015685	166.5173994	0.0019187482358700443	2.863803337119469E-4	2.843532921780099E-4	2.9007265705946196E-4	6.7	0.0	0.0	100%	0.007779	2.843632552789698E-4	2.8638674276871103E-4	0.0	
20	False	TCP.B6R7.B2	127.5002982	0.0	0.0	0.0	0.0	0.0	n/a	n/a	n/a	0.0	6463.74	2.2253	142.4630115	87.48829404	0.0013307161370028032	2.3345897140400056E-4	2.683045536582187E-4	2.1025772323568831E-4	5.7	0.0	0.0		-0.141786	0.001019047	8.8693E-4	0.0	
21	False	TCP.B6R7.B2	127.5002982	0.0	0.0	0.0	0.0	0.0	n/a	n/a	n/a	0.0	6463.74	2.2253	142.4630115	87.48829404	0.0013307161370028032	2.3345897140400056E-4	2.683045536582187E-4	2.1025772323568831E-4	5.7	0.0	0.0		-0.141786	0.001019047	8.8693E-4	0.0	
22	False	TCSG.A6R7.B2	141.3028514	0.0	0.0	0.0	0.0	0.0	0.23894200084206094	0.0	0.0	0.0	6503.24	2.4662	39.87234569	226.9255397	0.0016009114056418083	2.3894200084206095E-4	1.419426392877902E-4	3.386247300187552E-4	6.7	0.0	0.0	100%	-0.079761	1.4402571977228818E-4	2.3970008277610175E-4	0.0	
23	False	TCP.B6R7.B2	127.5002982	0.0	0.0	0.0	0.0	0.0	n/a	n/a	n/a	0.0	6463.74	2.2253	142.4630115	87.48829404	0.0013307161370028032	2.3345897140400056E-4	2.683045536582187E-4	2.1025772323568831E-4	5.7	0.0	0.0		-0.141786	0.001019047	8.8693E-4	0.0	
24	False	TCP.B6R7.B2	127.5002982	0.0	0.0	0.0	0.0	0.0	0.23345897140400057	0.0	0.0	0.0	6463.74	2.2253	142.4630115	87.48829404	0.0013307161370028032	2.3345897140400056E-4	2.683045536582187E-4	2.1025772323568831E-4	5.7	0.0	0.0	100%	-0.141786	0.001019047	8.8693E-4	0.0	
