collimator,angle,centre,sigma_x,sigma_y
TCDQA.A4L6.B2,0.0,-0.184,2.0770025856539447,1.1780027766038763
TCDQA.A4R6.B1,0.0,0.174,1.9970024860620736,1.117713381914323
TCL.4L1.B2,0.0,0.0,0.769774863745354,1.1126789870454281
TCL.4L5.B2,0.0,0.0,0.769774863745354,1.1126789870454281
TCL.4R1.B1,0.0,0.0,0.769774863745354,1.11267931497713
TCL.4R5.B1,0.0,0.0,0.769774863745354,1.1126789870454281
TCL.5L1.B2,0.0,0.0,1.0193024130538995,1.0190077586662374
TCL.5L5.B2,0.0,0.0,1.0208069372309228,1.0177648331418194
TCL.5R1.B1,0.0,0.0,1.0417268932576134,0.9864061627537881
TCL.5R5.B1,0.0,0.0,1.0400926656845575,0.9878440696034916
TCL.6L1.B2,0.0,0.0,0.9380832461456681,1.08386032594311
TCL.6L5.B2,0.0,0.0,0.9156127016801431,1.103935752158032
TCL.6R1.B1,0.0,0.0,0.941029706127899,0.9857419483733424
TCL.6R5.B1,0.0,0.0,0.9066018392518368,1.0085657412946476
TCLA.6L3.B2,0.0,-0.76,0.9719029648334923,1.1095960928948345
TCLA.6R3.B1,0.0,0.125,0.9719085962862771,1.1095868852561728
TCLA.7L3.B2,0.0,-0.09499999999999997,0.6999842912914978,0.8146346327806723
TCLA.7R3.B1,0.0,-0.7749999999999999,0.7007485812294425,0.8105112213422367
TCLA.A5L3.B2,1.5708,0.36999999999999966,1.0198810911709297,1.1333567561194
TCLA.A5R3.B1,1.571,0.20999999999999996,1.0198857421691727,1.1333506390770327
TCLA.A6L7.B2,1.5708,0.41500000000000004,1.5531127789455048,0.6252944823049778
TCLA.A6R7.B1,1.571,0.2999999999999998,1.4933977515350265,0.6012527804777482
TCLA.A7L7.B2,0.0,0.59,0.7200078447578176,1.0663882148689217
TCLA.A7R7.B1,0.0,-0.1549999999999998,0.6870460114707833,0.9957388319956373
TCLA.B5L3.B2,0.0,-0.7549999999999999,1.0518845077283785,1.1095201275906799
TCLA.B5R3.B1,0.0,-0.5499999999999998,1.0518897109878023,1.1095138791307069
TCLA.B6L7.B2,0.0,-0.06499999999999995,1.1432242205661993,0.791145592343514
TCLA.B6R7.B1,0.0,0.19500000000000006,1.023227544889101,0.708104279496666
TCLA.C6L7.B2,1.5708,0.9749999999999999,0.7341429414843966,1.0922640386974647
TCLA.C6R7.B1,1.571,1.675,0.7479537840583634,1.112811924735233
TCLA.D6L7.B2,0.0,-0.040000000000000036,0.7163596061776037,1.1161583171008125
TCLA.D6R7.B1,0.0,1.4400000000000002,0.7502484209579292,1.1689604028875296
TCLIA.4L8,1.5708,,,
TCLIA.4R2,1.571,,,
TCLIB.6L8.B2,1.5708,,,
TCLIB.6R2.B1,1.571,,,
TCP.6L3.B1,0.0,0.33999999999999986,0.9797027877637074,1.0275894507822314
TCP.6R3.B2,0.0,0.19499999999999984,0.9797016704361454,1.0275809286796254
TCP.B6L7.B1,2.215,0.5,1.0196357510756018,0.7990408250252689
TCP.B6R7.B2,2.2253,-0.08500000000000019,1.0196370594483235,0.7990418464869437
TCP.C6L7.B1,0.0,0.49,1.0481023275178112,0.7771640555310142
TCP.C6R7.B2,0.0,0.4624999999999999,1.0481023285622322,0.7771640522444409
TCP.D6L7.B1,1.571,0.1200000000000001,1.0767540560763293,0.7557414070132067
TCP.D6R7.B2,1.5708,0.5900000000000001,1.0767540571004404,0.7557414037835672
TCSG.4L3.B2,0.0,-0.41000000000000003,0.4373451086359376,1.6982360449096539
TCSG.4R3.B1,0.0,-0.29499999999999993,0.4373432731431941,1.6982330368688772
TCSG.5L3.B1,0.0,0.20500000000000007,0.6312612238987754,1.4762319838422606
TCSG.5R3.B2,0.0,0.2250000000000001,0.6312580447707069,1.4762171534658242
TCSG.6L7.B2,0.008726600000000001,-0.015000000000000124,1.5350846272796748,0.5764955847134943
TCSG.6R7.B1,0.00873,-0.36499999999999977,1.5389144305804032,0.5779338552977249
TCSG.A4L7.B1,2.3492,0.6600000000000001,1.094847406434523,1.1473002555651484
TCSG.A4L7.B2,0.73478,-0.30000000000000004,0.9297318205823556,1.2357636377967784
TCSG.A4R7.B1,0.80809,-0.020000000000000018,0.9577398700311348,1.08649121198373
TCSG.A4R7.B2,2.3056,0.25,1.106161568575319,1.0709237579731603
TCSG.A5L3.B2,2.9810000000000003,-0.09000000000000008,0.5116222606247876,1.5846814056029592
TCSG.A5L7.B1,0.71035,0.13500000000000023,1.3268980833787705,1.1753413021812342
TCSG.A5R3.B1,2.9810000000000003,-0.3400000000000001,0.5116219753495778,1.5846777214989827
TCSG.A5R7.B2,0.7086,0.17500000000000004,1.1897497808555677,1.0538579211612518
TCSG.A6L7.B1,2.4627,0.11499999999999999,0.5959774752866259,1.421790616556104
TCSG.A6R7.B2,2.4662,0.53,0.6155546737165647,1.4684948567866234
TCSG.B4L7.B1,0.0,0.77,1.0466954787560423,1.013352013629491
TCSG.B4R7.B2,0.0,-0.06000000000000005,1.0581363804457695,0.9467670670787971
TCSG.B5L3.B2,0.1885,-0.5450000000000002,0.5764802967865781,1.5105706133691377
TCSG.B5L7.B1,2.5046,0.04500000000000015,1.1472427570541295,1.1703179222645064
TCSG.B5L7.B2,2.4696,-0.28,0.9373222155856894,1.3889695157183137
TCSG.B5R3.B1,0.19897,-0.18500000000000005,0.5764809930303253,1.510566506963634
TCSG.B5R7.B1,2.4696,-0.004999999999999893,1.025777213491595,1.5200464192562813
TCSG.B5R7.B2,2.5063,0.09000000000000008,1.207023414769712,1.2313009818525915
TCSG.D4L7.B1,1.5708,-0.27500000000000013,1.6780767318118546,0.7631385659423043
TCSG.D4R7.B2,1.5708,-0.2450000000000001,1.5884238614579198,0.7223671514084342
TCSG.D5L7.B2,0.8971,-0.26749999999999985,1.4156994756507897,1.2188885865679573
TCSG.D5R7.B1,0.8971,0.06999999999999984,1.2829964256323216,1.1046339462385926
TCSG.E5L7.B2,2.2777,-0.32000000000000006,1.236888437268632,0.9287680264077327
TCSG.E5R7.B1,2.2776,-0.020000000000000018,1.4294253029883632,1.073342167643959
TCSP.A4L6.B2,0.0,-0.08499999999999996,2.0772058233740913,1.1776961292925965
TCSP.A4R6.B1,0.0,0.040000000000000036,1.9974402789507206,1.1224731630728444
TCTPH.4L1.B1,0.0,-1.715,1.0894747878145672,0.7616144238042779
TCTPH.4L2.B1,0.0,0.795,0.5837087739189594,0.5956407514048047
TCTPH.4L5.B1,0.0,-3.185,1.0909033189801922,0.7626130609024127
TCTPH.4L8.B1,0.0,1.295,0.5658858392326513,0.5740750987892149
TCTPH.4R1.B2,0.0,-1.665,1.1164568282510736,0.7804766420124989
TCTPH.4R2.B2,0.0,0.71,0.6160976217075416,0.6286918802230975
TCTPH.4R5.B2,0.0,3.31,1.042703714654995,0.7289183721530136
TCTPH.4R8.B2,0.0,-2.735,0.6184008846604953,0.6273499860322787
TCTPV.4L1.B1,1.571,-0.93,1.1546197581316222,0.8157208842074719
TCTPV.4L2.B1,1.571,-0.985,0.5643788817365075,0.5537533103126957
TCTPV.4L5.B1,1.571,-0.015,1.014817398163957,0.7169526493474715
TCTPV.4L8.B1,1.571,-1.2650000000000001,0.5841252822225367,0.5697559868180437
TCTPV.4R1.B2,1.5708,-1.47,1.095982810282935,0.7742947934018215
TCTPV.4R2.B2,1.5708,-0.795,0.6050984078310446,0.5937063959371743
TCTPV.4R5.B2,1.5708,0.637,1.0711147780279255,0.7567258693551483
TCTPV.4R8.B2,1.5708,1.205,0.5702635576082624,0.5562352018391267
TDI.4L2,1.571,,,
TDI.4R8,1.5708,,,
