Timestamp,position,BLMTI.06R7.B1E10_TCLA.D6R7.B1
1494682214650,2.455,1.3394000000000001e-05
1494682214660,2.455,1.3755999999999998e-05
1494682214670,2.455,1.3394000000000001e-05
1494682214680,2.455,2.353e-05
1494682214690,2.455,3.6924e-05
1494682214700,2.455,4.5974e-05
1494682214710,2.455,2.9684000000000002e-05
1494682214720,2.455,2.0634e-05
1494682214730,2.455,1.7375999999999998e-05
1494682214740,2.455,1.8824e-05
1494682214750,2.455,1.448e-05
1494682214760,2.455,1.3032e-05
1494682214770,2.455,3.801e-05
1494682214780,2.455,0.00011801200000000001
1494682214790,2.455,0.00012633799999999998
1494682214800,2.455,5.0318e-05
1494682214810,2.455,2.534e-05
1494682214820,2.455,2.2082e-05
1494682214830,2.455,1.9186e-05
1494682214840,2.455,1.4842000000000001e-05
1494682214850,2.455,1.1945999999999999e-05
1494682214860,2.455,1.9186e-05
1494682214870,2.455,2.6064e-05
1494682214880,2.455,3.2218e-05
1494682214890,2.455,1.3394000000000001e-05
1494682214900,2.455,1.5566e-05
1494682214910,2.455,1.629e-05
1494682214920,2.455,1.3755999999999998e-05
1494682214930,2.455,1.1222e-05
1494682214940,2.455,3.7286e-05
1494682214950,2.455,0.00017376
1494682214960,2.455,0.00031856
1494682214970,2.455,0.000183534
1494682214980,2.455,5.611e-05
1494682214990,2.455,3.7286e-05
1494682215000,2.455,3.2218e-05
1494682215010,2.455,2.2444e-05
1494682215020,2.455,2.1358e-05
1494682215030,2.455,1.7375999999999998e-05
1494682215040,2.455,2.6064e-05
1494682215050,2.455,3.4028e-05
1494682215060,2.455,2.4978e-05
1494682215070,2.455,2.0996e-05
1494682215080,2.455,3.1132e-05
1494682215090,2.455,2.9684000000000002e-05
1494682215100,2.455,1.9186e-05
1494682215110,2.455,1.267e-05
1494682215120,2.455,1.4118e-05
1494682215130,2.455,1.267e-05
1494682215140,2.455,1.7375999999999998e-05
1494682215150,2.455,1.4118e-05
1494682215160,2.455,1.4118e-05
1494682215170,2.455,1.1222e-05
1494682215180,2.455,1.3032e-05
1494682215190,2.455,1.1222e-05
1494682215200,2.455,1.8100000000000003e-05
1494682215210,2.455,1.991e-05
1494682215220,2.455,1.9548e-05
1494682215230,2.455,1.7014e-05
1494682215240,2.455,1.5204e-05
1494682215250,2.455,1.1945999999999999e-05
1494682215260,2.455,1.3755999999999998e-05
1494682215270,2.455,1.1222e-05
1494682215280,2.455,1.8100000000000003e-05
1494682215290,2.455,2.9321999999999998e-05
1494682215300,2.455,3.4028e-05
1494682215310,2.455,2.0634e-05
1494682215320,2.455,1.5566e-05
1494682215330,2.455,1.3032e-05
1494682215340,2.455,1.448e-05
1494682215350,2.455,1.3394000000000001e-05
1494682215360,2.455,1.1584000000000001e-05
1494682215370,2.455,1.3394000000000001e-05
1494682215380,2.455,4.3078e-05
1494682215390,2.455,6.1178e-05
1494682215400,2.455,6.9142e-05
1494682215410,2.455,2.8236e-05
1494682215420,2.455,1.9186e-05
1494682215430,2.455,1.5566e-05
1494682215440,2.455,1.5204e-05
1494682215450,2.455,1.267e-05
1494682215460,2.455,3.5476e-05
1494682215470,2.455,8.3622e-05
1494682215480,2.455,5.1404e-05
1494682215490,2.455,2.4616e-05
1494682215500,2.455,2.3891999999999998e-05
1494682215510,2.455,2.1358e-05
1494682215520,2.455,2.4616e-05
1494682215530,2.455,1.4118e-05
1494682215540,2.455,1.4118e-05
1494682215550,2.455,2.3891999999999998e-05
1494682215560,2.455,3.5476e-05
1494682215570,2.455,2.0272000000000002e-05
1494682215580,2.455,1.8100000000000003e-05
1494682215590,2.455,1.1945999999999999e-05
1494682215600,2.455,1.4118e-05
1494682215610,2.455,1.086e-05
1494682215620,2.455,1.1222e-05
1494682215630,2.455,1.086e-05
1494682215640,2.455,7.421e-05
1494682215650,2.455,0.00016941599999999998
1494682215660,2.455,0.000250504
1494682215670,2.455,8.470799999999999e-05
1494682215680,2.455,3.2218e-05
1494682215690,2.455,2.6788000000000002e-05
1494682215700,2.455,2.3168000000000002e-05
1494682215710,2.455,2.172e-05
1494682215720,2.455,2.1358e-05
1494682215730,2.455,1.5928e-05
1494682215740,2.455,2.1358e-05
1494682215750,2.455,1.5566e-05
1494682215760,2.455,1.7375999999999998e-05
1494682215770,2.455,1.629e-05
1494682215780,2.455,2.4616e-05
1494682215790,2.455,1.5204e-05
1494682215800,2.455,1.0498e-05
1494682215810,2.455,1.0498e-05
1494682215820,2.455,2.1358e-05
1494682215830,2.455,2.9321999999999998e-05
1494682215840,2.455,3.2218e-05
1494682215850,2.455,1.8100000000000003e-05
1494682215860,2.455,1.629e-05
1494682215870,2.455,1.0136000000000001e-05
1494682215880,2.455,1.8100000000000003e-05
1494682215890,2.455,1.3755999999999998e-05
1494682215900,2.455,1.9186e-05
1494682215910,2.455,1.3032e-05
1494682215920,2.455,1.5928e-05
1494682215930,2.455,1.2308e-05
1494682215940,2.455,1.3394000000000001e-05
1494682215950,2.455,9.412e-06
1494682215960,2.455,1.0136000000000001e-05
1494682215970,2.455,9.412e-06
1494682215980,2.455,1.267e-05
1494682215990,2.455,1.2308e-05
1494682216000,2.455,1.267e-05
1494682216010,2.455,1.0498e-05
1494682216020,2.455,1.1222e-05
1494682216030,2.455,8.687999999999999e-06
1494682216040,2.455,1.0136000000000001e-05
1494682216050,2.455,8.687999999999999e-06
1494682216060,2.455,9.412e-06
1494682216070,2.455,9.05e-06
1494682216080,2.455,2.1358e-05
1494682216090,2.455,2.6788000000000002e-05
1494682216100,2.455,3.6924e-05
1494682216110,2.455,2.6064e-05
1494682216120,2.455,1.9186e-05
1494682216130,2.455,1.8824e-05
1494682216140,2.455,2.2082e-05
1494682216150,2.455,1.5928e-05
1494682216160,2.455,1.5566e-05
1494682216170,2.455,1.267e-05
1494682216180,2.455,1.267e-05
1494682216190,2.455,9.05e-06
1494682216200,2.455,1.0498e-05
1494682216210,2.455,8.687999999999999e-06
1494682216220,2.455,1.0498e-05
1494682216230,2.455,7.964e-06
1494682216240,2.455,9.774e-06
1494682216250,2.455,7.24e-06
1494682216260,2.455,1.5204e-05
1494682216270,2.455,3.5476e-05
1494682216280,2.455,5.611e-05
1494682216290,2.455,4.8146e-05
1494682216300,2.455,2.4254000000000002e-05
1494682216310,2.455,1.5928e-05
1494682216320,2.455,1.4842000000000001e-05
1494682216330,2.455,1.0136000000000001e-05
1494682216340,2.455,1.1584000000000001e-05
1494682216350,2.455,1.0498e-05
1494682216360,2.455,1.4118e-05
1494682216370,2.455,1.991e-05
1494682216380,2.455,2.172e-05
1494682216390,2.455,1.1584000000000001e-05
1494682216400,2.455,1.3394000000000001e-05
1494682216410,2.455,1.0136000000000001e-05
1494682216420,2.455,1.3032e-05
1494682216430,2.455,8.687999999999999e-06
1494682216440,2.455,1.0498e-05
1494682216450,2.455,7.24e-06
1494682216460,2.455,1.5566e-05
1494682216470,2.455,2.3168000000000002e-05
1494682216480,2.455,2.5702e-05
1494682216490,2.455,1.7014e-05
1494682216500,2.455,1.3394000000000001e-05
1494682216510,2.455,9.412e-06
1494682216520,2.455,1.3755999999999998e-05
1494682216530,2.455,1.086e-05
1494682216540,2.455,1.4118e-05
1494682216550,2.455,1.1222e-05
1494682216560,2.455,1.5566e-05
1494682216570,2.455,9.05e-06
1494682216580,2.455,1.2308e-05
1494682216590,2.455,8.687999999999999e-06
1494682216600,2.455,1.1222e-05
1494682216610,2.455,5.43e-06
1494682216620,2.455,1.086e-05
1494682216630,2.455,7.964e-06
1494682216640,2.455,1.8824e-05
1494682216650,2.455,1.629e-05
1494682216660,2.455,1.5204e-05
1494682216670,2.455,8.687999999999999e-06
1494682216680,2.455,6.877999999999999e-06
1494682216690,2.455,1.0498e-05
1494682216700,2.455,1.3032e-05
1494682216710,2.455,7.964e-06
1494682216720,2.455,1.086e-05
1494682216730,2.455,9.412e-06
1494682216740,2.455,1.7014e-05
1494682216750,2.455,1.1945999999999999e-05
1494682216760,2.455,1.267e-05
1494682216770,2.455,8.687999999999999e-06
1494682216780,2.455,1.0498e-05
1494682216790,2.455,8.326e-06
1494682216800,2.455,1.1584000000000001e-05
1494682216810,2.455,7.24e-06
1494682216820,2.455,1.1222e-05
1494682216830,2.455,1.448e-05
1494682216840,2.455,1.448e-05
1494682216850,2.455,7.602e-06
1494682216860,2.455,1.267e-05
1494682216870,2.455,1.5204e-05
1494682216880,2.455,2.0634e-05
1494682216890,2.455,1.0498e-05
1494682216900,2.455,1.0136000000000001e-05
1494682216910,2.455,9.412e-06
1494682216920,2.455,1.5928e-05
1494682216930,2.455,1.086e-05
1494682216940,2.455,1.1584000000000001e-05
1494682216950,2.455,8.326e-06
1494682216960,2.455,1.1222e-05
1494682216970,2.455,5.792000000000001e-06
1494682216980,2.455,9.05e-06
1494682216990,2.455,1.0136000000000001e-05
1494682217000,2.455,2.0634e-05
1494682217010,2.455,1.7014e-05
1494682217020,2.455,1.3032e-05
1494682217030,2.455,9.774e-06
1494682217040,2.455,5.792000000000001e-06
1494682217050,2.455,7.24e-06
1494682217060,2.455,1.0136000000000001e-05
1494682217070,2.455,9.412e-06
1494682217080,2.455,1.267e-05
1494682217090,2.455,1.4842000000000001e-05
1494682217100,2.455,1.6652e-05
1494682217110,2.455,1.4842000000000001e-05
1494682217120,2.455,1.2308e-05
1494682217130,2.455,9.412e-06
1494682217140,2.455,1.1222e-05
1494682217150,2.455,9.05e-06
1494682217160,2.455,1.3032e-05
1494682217170,2.455,1.6652e-05
1494682217180,2.455,1.8824e-05
1494682217190,2.455,1.2308e-05
1494682217200,2.455,1.448e-05
1494682217210,2.455,1.1945999999999999e-05
1494682217220,2.455,9.774e-06
1494682217230,2.455,8.687999999999999e-06
1494682217240,2.455,1.7738e-05
1494682217250,2.455,2.172e-05
1494682217260,2.455,2.353e-05
1494682217270,2.455,1.5928e-05
1494682217280,2.455,1.7375999999999998e-05
1494682217290,2.455,1.5566e-05
1494682217300,2.455,1.3755999999999998e-05
1494682217310,2.455,1.2308e-05
1494682217320,2.455,1.1222e-05
1494682217330,2.455,8.687999999999999e-06
1494682217340,2.455,1.1584000000000001e-05
