Timestamp,position,BLMTI.06R7.B1E10_TCLA.D6R7.B1
1494676504560,2.56,2.5340000000000002e-06
1494676504570,2.56,3.62e-06
1494676504580,2.56,1.4118e-05
1494676504590,2.56,9.05e-06
1494676504600,2.56,1.1222e-05
1494676504610,2.56,5.43e-06
1494676504620,2.56,7.964e-06
1494676504630,2.56,3.62e-06
1494676504640,2.56,4.706e-06
1494676504650,2.56,1.0859999999999999e-06
1494676504660,2.56,2.8960000000000003e-06
1494676504670,2.56,3.6200000000000004e-07
1494676504680,2.56,2.5340000000000002e-06
1494676504690,2.56,1.4480000000000002e-06
1494676504700,2.56,2.1719999999999997e-06
1494676504710,2.56,1.8100000000000003e-05
1494676504720,2.56,3.0408e-05
1494676504730,2.56,5.2852e-05
1494676504740,2.56,2.4978e-05
1494676504750,2.56,6.154e-06
1494676504760,2.56,5.0680000000000004e-06
1494676504770,2.56,2.1719999999999997e-06
1494676504780,2.56,5.792000000000001e-06
1494676504790,2.56,1.81e-06
1494676504800,2.56,2.5340000000000002e-06
1494676504810,2.56,2.8960000000000003e-06
1494676504820,2.56,7.24e-06
1494676504830,2.56,3.258e-06
1494676504840,2.56,3.62e-06
1494676504850,2.56,1.0859999999999999e-06
1494676504860,2.56,2.5340000000000002e-06
1494676504870,2.56,1.4480000000000002e-06
1494676504880,2.56,8.326e-06
1494676504890,2.56,2.715e-05
1494676504900,2.56,3.6924e-05
1494676504910,2.56,2.2082e-05
1494676504920,2.56,5.792000000000001e-06
1494676504930,2.56,1.81e-06
1494676504940,2.56,2.5340000000000002e-06
1494676504950,2.56,2.1719999999999997e-06
1494676504960,2.56,2.5340000000000002e-06
1494676504970,2.56,1.0859999999999999e-06
1494676504980,2.56,2.5340000000000002e-06
1494676504990,2.56,2.1719999999999997e-06
1494676505000,2.56,4.343999999999999e-06
1494676505010,2.56,1.4480000000000002e-06
1494676505020,2.56,2.1719999999999997e-06
1494676505030,2.56,1.0859999999999999e-06
1494676505040,2.56,3.62e-06
1494676505050,2.56,4.706e-06
1494676505060,2.56,1.267e-05
1494676505070,2.56,9.05e-06
1494676505080,2.56,7.24e-06
1494676505090,2.56,2.1719999999999997e-06
1494676505100,2.56,3.258e-06
1494676505110,2.56,7.240000000000001e-07
1494676505120,2.56,1.81e-06
1494676505130,2.56,3.6200000000000004e-07
1494676505140,2.56,2.5340000000000002e-06
1494676505150,2.56,1.0859999999999999e-06
1494676505160,2.56,2.1719999999999997e-06
1494676505170,2.56,2.1719999999999997e-06
1494676505180,2.56,3.62e-06
1494676505190,2.56,2.8960000000000003e-06
1494676505200,2.56,3.62e-06
1494676505210,2.56,3.258e-06
1494676505220,2.56,4.706e-06
1494676505230,2.56,2.5340000000000002e-06
1494676505240,2.56,4.343999999999999e-06
1494676505250,2.56,1.0859999999999999e-06
1494676505260,2.56,1.81e-06
1494676505270,2.56,3.6200000000000004e-07
1494676505280,2.56,1.81e-06
1494676505290,2.56,3.6200000000000004e-07
1494676505300,2.56,1.81e-06
1494676505310,2.56,3.6200000000000004e-07
1494676505320,2.56,3.258e-06
1494676505330,2.56,2.8960000000000003e-06
1494676505340,2.56,5.0680000000000004e-06
1494676505350,2.56,2.5340000000000002e-06
1494676505360,2.56,2.8960000000000003e-06
1494676505370,2.56,1.4480000000000002e-06
1494676505380,2.56,2.5340000000000002e-06
1494676505390,2.56,1.81e-06
1494676505400,2.56,2.5340000000000002e-06
1494676505410,2.56,7.240000000000001e-07
1494676505420,2.56,1.81e-06
1494676505430,2.56,1.4480000000000002e-06
1494676505440,2.56,1.4480000000000002e-06
1494676505450,2.56,3.6200000000000004e-07
1494676505460,2.56,2.5340000000000002e-06
1494676505470,2.56,3.6200000000000004e-07
1494676505480,2.56,2.5340000000000002e-06
1494676505490,2.56,1.0859999999999999e-06
1494676505500,2.56,2.5340000000000002e-06
1494676505510,2.56,1.4480000000000002e-06
1494676505520,2.56,2.1719999999999997e-06
1494676505530,2.56,1.0859999999999999e-06
1494676505540,2.56,1.0859999999999999e-06
1494676505550,2.56,7.240000000000001e-07
1494676505560,2.56,1.4480000000000002e-06
1494676505570,2.56,1.0859999999999999e-06
1494676505580,2.56,2.1719999999999997e-06
1494676505590,2.56,1.0859999999999999e-06
1494676505600,2.56,2.1719999999999997e-06
1494676505610,2.56,1.0859999999999999e-06
1494676505620,2.56,1.81e-06
1494676505630,2.56,0.0
1494676505640,2.56,1.0859999999999999e-06
1494676505650,2.56,7.240000000000001e-07
1494676505660,2.56,1.4480000000000002e-06
1494676505670,2.56,1.0859999999999999e-06
1494676505680,2.56,2.8960000000000003e-06
1494676505690,2.56,3.258e-06
1494676505700,2.56,5.792000000000001e-06
1494676505710,2.56,1.81e-06
1494676505720,2.56,1.81e-06
1494676505730,2.56,3.6200000000000004e-07
1494676505740,2.56,1.81e-06
1494676505750,2.56,0.0
1494676505760,2.56,1.81e-06
1494676505770,2.56,0.0
1494676505780,2.56,2.1719999999999997e-06
1494676505790,2.56,1.81e-06
1494676505800,2.56,2.1719999999999997e-06
1494676505810,2.56,2.5340000000000002e-06
1494676505820,2.56,3.258e-06
1494676505830,2.56,1.81e-06
1494676505840,2.56,2.1719999999999997e-06
1494676505850,2.56,3.6200000000000004e-07
1494676505860,2.56,1.81e-06
1494676505870,2.56,7.240000000000001e-07
1494676505880,2.56,2.5340000000000002e-06
1494676505890,2.56,1.4480000000000002e-06
1494676505900,2.56,2.5340000000000002e-06
1494676505910,2.56,1.0859999999999999e-06
1494676505920,2.56,2.1719999999999997e-06
1494676505930,2.56,7.240000000000001e-07
1494676505940,2.56,1.81e-06
1494676505950,2.56,0.0
1494676505960,2.56,1.81e-06
1494676505970,2.56,3.6200000000000004e-07
1494676505980,2.56,1.4480000000000002e-06
1494676505990,2.56,3.6200000000000004e-07
1494676506000,2.56,2.1719999999999997e-06
1494676506010,2.56,7.240000000000001e-07
1494676506020,2.56,1.81e-06
1494676506030,2.56,3.6200000000000004e-07
1494676506040,2.56,1.81e-06
1494676506050,2.56,1.0859999999999999e-06
1494676506060,2.56,2.1719999999999997e-06
1494676506070,2.56,7.240000000000001e-07
1494676506080,2.56,1.0859999999999999e-06
1494676506090,2.56,7.240000000000001e-07
1494676506100,2.56,1.81e-06
1494676506110,2.56,3.6200000000000004e-07
1494676506120,2.56,1.4480000000000002e-06
1494676506130,2.56,7.240000000000001e-07
1494676506140,2.56,1.81e-06
1494676506150,2.56,3.6200000000000004e-07
1494676506160,2.56,1.4480000000000002e-06
1494676506170,2.56,1.0859999999999999e-06
1494676506180,2.56,1.0859999999999999e-06
1494676506190,2.56,1.81e-06
1494676506200,2.56,2.1719999999999997e-06
1494676506210,2.56,7.240000000000001e-07
1494676506220,2.56,1.0859999999999999e-06
1494676506230,2.56,0.0
1494676506240,2.56,0.0
1494676506250,2.56,0.0
1494676506260,2.56,0.0
1494676506270,2.56,7.240000000000001e-07
1494676506280,2.56,1.0859999999999999e-06
1494676506290,2.56,7.240000000000001e-07
1494676506300,2.56,1.0859999999999999e-06
1494676506310,2.56,1.0859999999999999e-06
1494676506320,2.56,1.0859999999999999e-06
1494676506330,2.56,7.240000000000001e-07
1494676506340,2.56,1.81e-06
1494676506350,2.56,3.6200000000000004e-07
1494676506360,2.56,3.258e-06
1494676506370,2.56,3.62e-06
1494676506380,2.56,2.5340000000000002e-06
1494676506390,2.56,1.0859999999999999e-06
1494676506400,2.56,1.4480000000000002e-06
1494676506410,2.56,3.6200000000000004e-07
1494676506420,2.56,1.81e-06
1494676506430,2.56,0.0
1494676506440,2.56,1.0859999999999999e-06
1494676506450,2.56,3.6200000000000004e-07
1494676506460,2.56,2.1719999999999997e-06
1494676506470,2.56,1.4480000000000002e-06
1494676506480,2.56,1.81e-06
1494676506490,2.56,1.0859999999999999e-06
1494676506500,2.56,1.81e-06
1494676506510,2.56,1.4480000000000002e-06
1494676506520,2.56,1.4480000000000002e-06
1494676506530,2.56,1.4480000000000002e-06
1494676506540,2.56,3.62e-06
1494676506550,2.56,2.5340000000000002e-06
1494676506560,2.56,2.5340000000000002e-06
1494676506570,2.56,7.240000000000001e-07
1494676506580,2.56,1.81e-06
1494676506590,2.56,3.6200000000000004e-07
1494676506600,2.56,1.4480000000000002e-06
1494676506610,2.56,3.6200000000000004e-07
1494676506620,2.56,1.81e-06
1494676506630,2.56,4.343999999999999e-06
1494676506640,2.56,1.5204e-05
1494676506650,2.56,1.448e-05
1494676506660,2.56,5.43e-06
1494676506670,2.56,7.240000000000001e-07
1494676506680,2.56,3.258e-06
1494676506690,2.56,3.6200000000000004e-07
1494676506700,2.56,1.81e-06
1494676506710,2.56,1.0859999999999999e-06
1494676506720,2.56,1.4480000000000002e-06
1494676506730,2.56,7.240000000000001e-07
1494676506740,2.56,1.81e-06
1494676506750,2.56,1.4480000000000002e-06
1494676506760,2.56,2.1719999999999997e-06
1494676506790,2.56,1.0859999999999999e-06
1494676506800,2.56,3.258e-06
1494676506810,2.56,1.0136000000000001e-05
1494676506820,2.56,1.8824e-05
1494676506830,2.56,2.0996e-05
1494676506840,2.56,6.516e-06
1494676506850,2.56,1.4480000000000002e-06
1494676506860,2.56,2.8960000000000003e-06
1494676506870,2.56,1.0859999999999999e-06
1494676506880,2.56,2.8960000000000003e-06
1494676506890,2.56,3.6200000000000004e-07
1494676506900,2.56,3.258e-06
1494676506910,2.56,1.4480000000000002e-06
1494676506920,2.56,4.706e-06
1494676506930,2.56,1.4480000000000002e-06
1494676506940,2.56,2.5340000000000002e-06
1494676506950,2.56,0.0
1494676506960,2.56,2.5340000000000002e-06
1494676506970,2.56,3.6200000000000004e-07
1494676506980,2.56,2.5340000000000002e-06
1494676506990,2.56,7.240000000000001e-07
1494676507000,2.56,5.43e-06
1494676507010,2.56,6.154e-06
1494676507020,2.56,3.62e-06
1494676507030,2.56,1.4480000000000002e-06
1494676507040,2.56,2.5340000000000002e-06
1494676507050,2.56,1.0859999999999999e-06
1494676507060,2.56,1.81e-06
1494676507070,2.56,7.240000000000001e-07
1494676507080,2.56,1.81e-06
1494676507090,2.56,7.240000000000001e-07
1494676507100,2.56,3.62e-06
1494676507110,2.56,1.81e-06
1494676507120,2.56,2.8960000000000003e-06
1494676507130,2.56,3.62e-06
1494676507140,2.56,3.982e-06
1494676507150,2.56,2.5340000000000002e-06
1494676507160,2.56,3.982e-06
1494676507170,2.56,3.258e-06
1494676507180,2.56,3.62e-06
1494676507190,2.56,1.81e-06
1494676507200,2.56,2.5340000000000002e-06
1494676507210,2.56,1.81e-06
1494676507220,2.56,1.81e-06
1494676507230,2.56,1.0859999999999999e-06
1494676507240,2.56,1.4480000000000002e-06
1494676507250,2.56,7.240000000000001e-07
1494676507260,2.56,1.81e-06
1494676507270,2.56,5.0680000000000004e-06
1494676507280,2.56,1.1945999999999999e-05
1494676507290,2.56,2.3891999999999998e-05
1494676507300,2.56,1.2308e-05
1494676507310,2.56,7.24e-06
1494676507320,2.56,3.982e-06
1494676507330,2.56,1.81e-06
1494676507340,2.56,2.8960000000000003e-06
1494676507350,2.56,2.5340000000000002e-06
1494676507360,2.56,3.62e-06
1494676507370,2.56,3.62e-06
1494676507380,2.56,6.154e-06
1494676507390,2.56,7.964e-06
1494676507400,2.56,8.687999999999999e-06
1494676507410,2.56,5.792000000000001e-06
1494676507420,2.56,4.343999999999999e-06
1494676507430,2.56,2.5340000000000002e-06
1494676507440,2.56,2.8960000000000003e-06
1494676507450,2.56,2.8960000000000003e-06
1494676507460,2.56,3.258e-06
1494676507470,2.56,2.1719999999999997e-06
1494676507480,2.56,3.258e-06
1494676507490,2.56,3.258e-06
1494676507500,2.56,3.258e-06
1494676507510,2.56,2.5340000000000002e-06
1494676507520,2.56,2.5340000000000002e-06
1494676507530,2.56,1.4480000000000002e-06
1494676507540,2.56,3.258e-06
1494676507550,2.56,1.0859999999999999e-06
1494676507560,2.56,2.8960000000000003e-06
1494676507570,2.56,6.154e-06
1494676507580,2.56,4.343999999999999e-06
1494676507590,2.56,1.4480000000000002e-06
1494676507600,2.56,3.62e-06
1494676507610,2.56,1.0859999999999999e-06
1494676507620,2.56,3.62e-06
1494676507630,2.56,7.240000000000001e-07
1494676507640,2.56,2.8960000000000003e-06
1494676507650,2.56,2.8960000000000003e-06
1494676507660,2.56,2.8960000000000003e-06
1494676507670,2.56,2.5340000000000002e-06
1494676507680,2.56,2.8960000000000003e-06
