Timestamp,position,BLMTI.06R7.B2I10_TCP.B6R7.B2
1494681677130,-1.205,3.258e-06
1494681677140,-1.205,3.982e-06
1494681677150,-1.205,2.8960000000000003e-06
1494681677160,-1.205,5.0680000000000004e-06
1494681677170,-1.205,3.258e-06
1494681677180,-1.205,5.792000000000001e-06
1494681677190,-1.205,2.5340000000000002e-06
1494681677200,-1.205,3.982e-06
1494681677210,-1.205,2.5340000000000002e-06
1494681677220,-1.205,4.706e-06
1494681677230,-1.205,3.62e-06
1494681677240,-1.205,3.982e-06
1494681677250,-1.205,2.5340000000000002e-06
1494681677260,-1.205,4.343999999999999e-06
1494681677270,-1.205,2.8960000000000003e-06
1494681677280,-1.205,5.0680000000000004e-06
1494681677290,-1.205,2.1719999999999997e-06
1494681677300,-1.205,4.706e-06
1494681677310,-1.205,3.62e-06
1494681677320,-1.205,4.706e-06
1494681677330,-1.205,2.5340000000000002e-06
1494681677340,-1.205,4.343999999999999e-06
1494681677350,-1.205,2.1719999999999997e-06
1494681677360,-1.205,5.43e-06
1494681677370,-1.205,3.258e-06
1494681677380,-1.205,3.982e-06
1494681677390,-1.205,2.8960000000000003e-06
1494681677400,-1.205,4.343999999999999e-06
1494681677410,-1.205,3.62e-06
1494681677420,-1.205,3.982e-06
1494681677430,-1.205,3.258e-06
1494681677440,-1.205,5.0680000000000004e-06
1494681677450,-1.205,2.1719999999999997e-06
1494681677460,-1.205,4.343999999999999e-06
1494681677470,-1.205,2.5340000000000002e-06
1494681677480,-1.205,4.343999999999999e-06
1494681677490,-1.205,2.5340000000000002e-06
1494681677500,-1.205,3.982e-06
1494681677510,-1.205,3.258e-06
1494681677520,-1.205,4.706e-06
1494681677530,-1.205,2.1719999999999997e-06
1494681677540,-1.205,4.706e-06
1494681677550,-1.205,2.1719999999999997e-06
1494681677560,-1.205,4.343999999999999e-06
1494681677570,-1.205,2.5340000000000002e-06
1494681677580,-1.205,4.343999999999999e-06
1494681677590,-1.205,2.1719999999999997e-06
1494681677600,-1.205,3.982e-06
1494681677610,-1.205,3.258e-06
1494681677620,-1.205,4.343999999999999e-06
1494681677630,-1.205,2.5340000000000002e-06
1494681677640,-1.205,4.706e-06
1494681677650,-1.205,2.1719999999999997e-06
1494681677660,-1.205,5.0680000000000004e-06
1494681677670,-1.205,2.8960000000000003e-06
1494681677680,-1.205,4.343999999999999e-06
1494681677690,-1.205,1.81e-06
1494681677700,-1.205,4.706e-06
1494681677710,-1.205,2.5340000000000002e-06
1494681677720,-1.205,3.982e-06
1494681677730,-1.205,2.1719999999999997e-06
1494681677740,-1.205,4.343999999999999e-06
1494681677750,-1.205,2.1719999999999997e-06
1494681677760,-1.205,5.0680000000000004e-06
1494681677770,-1.205,1.0859999999999999e-06
1494681677780,-1.205,5.0680000000000004e-06
1494681677790,-1.205,2.1719999999999997e-06
1494681677800,-1.205,3.982e-06
1494681677810,-1.205,2.5340000000000002e-06
1494681677820,-1.205,3.258e-06
1494681677830,-1.205,2.8960000000000003e-06
1494681677840,-1.205,3.982e-06
1494681677850,-1.205,2.5340000000000002e-06
1494681677860,-1.205,5.0680000000000004e-06
1494681677870,-1.205,2.5340000000000002e-06
1494681677880,-1.205,4.343999999999999e-06
1494681677890,-1.205,2.1719999999999997e-06
1494681677900,-1.205,5.0680000000000004e-06
1494681677910,-1.205,3.258e-06
1494681677920,-1.205,4.343999999999999e-06
1494681677930,-1.205,2.1719999999999997e-06
1494681677940,-1.205,5.792000000000001e-06
1494681677950,-1.205,0.0
1494681677960,-1.205,4.343999999999999e-06
1494681677970,-1.205,2.1719999999999997e-06
1494681677980,-1.205,4.706e-06
1494681677990,-1.205,3.62e-06
1494681678000,-1.205,3.982e-06
1494681678010,-1.205,2.1719999999999997e-06
1494681678020,-1.205,4.706e-06
1494681678030,-1.205,2.8960000000000003e-06
1494681678040,-1.205,4.706e-06
1494681678050,-1.205,2.5340000000000002e-06
1494681678060,-1.205,3.982e-06
1494681678070,-1.205,2.5340000000000002e-06
1494681678080,-1.205,3.62e-06
1494681678090,-1.205,2.5340000000000002e-06
1494681678100,-1.205,3.258e-06
