Timestamp,position,BLMTI.06R7.B1E10_TCSG.6R7.B1
1494677023910,1.335,9.774e-06
1494677023920,1.335,9.412e-06
1494677023930,1.335,1.086e-05
1494677023940,1.335,8.687999999999999e-06
1494677023950,1.335,1.0498e-05
1494677023960,1.335,7.602e-06
1494677023970,1.335,7.964e-06
1494677023980,1.335,9.05e-06
1494677023990,1.335,9.05e-06
1494677024000,1.335,9.412e-06
1494677024010,1.335,1.086e-05
1494677024020,1.335,8.687999999999999e-06
1494677024030,1.335,1.0136000000000001e-05
1494677024040,1.335,8.687999999999999e-06
1494677024050,1.335,1.1945999999999999e-05
1494677024060,1.335,1.0136000000000001e-05
1494677024070,1.335,1.1945999999999999e-05
1494677024080,1.335,1.1222e-05
1494677024090,1.335,1.3032e-05
1494677024100,1.335,1.086e-05
1494677024110,1.335,1.3032e-05
1494677024120,1.335,1.1584000000000001e-05
1494677024130,1.335,9.05e-06
1494677024140,1.335,7.964e-06
1494677024150,1.335,1.0498e-05
1494677024160,1.335,7.602e-06
1494677024170,1.335,1.1222e-05
1494677024180,1.335,1.0498e-05
1494677024190,1.335,1.3032e-05
1494677024200,1.335,9.774e-06
1494677024210,1.335,1.267e-05
1494677024220,1.335,8.687999999999999e-06
1494677024230,1.335,1.1222e-05
1494677024240,1.335,8.326e-06
1494677024250,1.335,1.0136000000000001e-05
1494677024260,1.335,8.326e-06
1494677024270,1.335,1.0136000000000001e-05
1494677024280,1.335,7.602e-06
1494677024290,1.335,1.0498e-05
1494677024300,1.335,8.687999999999999e-06
1494677024310,1.335,1.086e-05
1494677024320,1.335,9.05e-06
1494677024330,1.335,1.0136000000000001e-05
1494677024340,1.335,9.412e-06
1494677024350,1.335,9.774e-06
1494677024360,1.335,7.602e-06
1494677024370,1.335,1.086e-05
1494677024380,1.335,9.05e-06
1494677024390,1.335,6.877999999999999e-06
1494677024400,1.335,9.05e-06
1494677024410,1.335,1.0136000000000001e-05
1494677024420,1.335,8.687999999999999e-06
1494677024430,1.335,1.1584000000000001e-05
1494677024440,1.335,7.964e-06
1494677024450,1.335,1.0136000000000001e-05
1494677024460,1.335,7.24e-06
1494677024470,1.335,8.687999999999999e-06
1494677024480,1.335,9.05e-06
1494677024490,1.335,1.0498e-05
1494677024500,1.335,8.687999999999999e-06
1494677024510,1.335,9.774e-06
1494677024520,1.335,1.0136000000000001e-05
1494677024530,1.335,1.0136000000000001e-05
1494677024540,1.335,7.964e-06
1494677024550,1.335,9.412e-06
1494677024560,1.335,8.326e-06
1494677024570,1.335,9.774e-06
1494677024580,1.335,6.516e-06
1494677024590,1.335,9.412e-06
1494677024600,1.335,7.964e-06
1494677024610,1.335,1.1222e-05
1494677024620,1.335,8.687999999999999e-06
1494677024630,1.335,1.1222e-05
1494677024640,1.335,8.687999999999999e-06
1494677024650,1.335,1.3032e-05
1494677024660,1.335,9.774e-06
1494677024670,1.335,1.0498e-05
1494677024680,1.335,7.24e-06
1494677024690,1.335,1.086e-05
1494677024700,1.335,1.0136000000000001e-05
1494677024710,1.335,1.1584000000000001e-05
1494677024720,1.335,7.24e-06
1494677024730,1.335,1.1222e-05
1494677024740,1.335,8.326e-06
1494677024750,1.335,1.1222e-05
1494677024760,1.335,7.964e-06
1494677024770,1.335,1.0498e-05
1494677024780,1.335,8.687999999999999e-06
1494677024790,1.335,1.086e-05
1494677024800,1.335,8.326e-06
1494677024810,1.335,1.1945999999999999e-05
1494677024820,1.335,1.0136000000000001e-05
1494677024830,1.335,9.05e-06
1494677024840,1.335,1.0498e-05
1494677024850,1.335,1.0136000000000001e-05
1494677024860,1.335,1.0498e-05
1494677024870,1.335,1.1584000000000001e-05
1494677024880,1.335,8.687999999999999e-06
1494677024890,1.335,9.05e-06
1494677024900,1.335,7.964e-06
1494677024910,1.335,1.1584000000000001e-05
1494677024920,1.335,1.086e-05
1494677024930,1.335,1.267e-05
1494677024940,1.335,1.0498e-05
1494677024950,1.335,1.3755999999999998e-05
1494677024960,1.335,1.0136000000000001e-05
1494677024970,1.335,1.1584000000000001e-05
1494677024980,1.335,8.687999999999999e-06
1494677024990,1.335,1.0498e-05
1494677025000,1.335,9.774e-06
1494677025010,1.335,1.086e-05
1494677025020,1.335,9.05e-06
1494677025030,1.335,1.2308e-05
1494677025040,1.335,8.326e-06
1494677025050,1.335,1.1584000000000001e-05
1494677025060,1.335,1.086e-05
1494677025070,1.335,1.1584000000000001e-05
1494677025080,1.335,8.687999999999999e-06
1494677025090,1.335,1.1945999999999999e-05
1494677025100,1.335,1.1945999999999999e-05
1494677025110,1.335,1.3032e-05
1494677025120,1.335,1.086e-05
1494677025130,1.335,1.267e-05
1494677025140,1.335,1.1222e-05
1494677025150,1.335,1.3755999999999998e-05
1494677025160,1.335,1.0136000000000001e-05
1494677025170,1.335,1.0136000000000001e-05
1494677025180,1.335,8.687999999999999e-06
1494677025190,1.335,1.1945999999999999e-05
1494677025200,1.335,9.412e-06
1494677025210,1.335,9.412e-06
1494677025220,1.335,4.343999999999999e-06
1494677025230,1.335,1.1945999999999999e-05
1494677025240,1.335,1.086e-05
1494677025250,1.335,1.1222e-05
1494677025260,1.335,9.05e-06
1494677025270,1.335,1.1584000000000001e-05
1494677025280,1.335,9.774e-06
1494677025290,1.335,1.3032e-05
1494677025300,1.335,9.774e-06
1494677025310,1.335,1.1584000000000001e-05
1494677025320,1.335,8.687999999999999e-06
