Timestamp,position,BLMTI.06R7.B1E10_TCLA.B6R7.B1
1494676740350,-0.965,1.448e-05
1494676740360,-0.965,1.1584000000000001e-05
1494676740370,-0.965,1.1584000000000001e-05
1494676740380,-0.965,1.3755999999999998e-05
1494676740390,-0.965,1.1222e-05
1494676740400,-0.965,1.7014e-05
1494676740410,-0.965,1.5204e-05
1494676740420,-0.965,2.2805999999999998e-05
1494676740430,-0.965,2.0996e-05
1494676740440,-0.965,2.715e-05
1494676740450,-0.965,1.629e-05
1494676740460,-0.965,1.4118e-05
1494676740470,-0.965,1.2308e-05
1494676740480,-0.965,9.412e-06
1494676740490,-0.965,1.0136000000000001e-05
1494676740500,-0.965,9.774e-06
1494676740510,-0.965,9.774e-06
1494676740520,-0.965,1.267e-05
1494676740530,-0.965,1.086e-05
1494676740540,-0.965,1.9186e-05
1494676740550,-0.965,1.4842000000000001e-05
1494676740560,-0.965,1.8462e-05
1494676740570,-0.965,1.629e-05
1494676740580,-0.965,1.4118e-05
1494676740590,-0.965,1.1584000000000001e-05
1494676740600,-0.965,1.3755999999999998e-05
1494676740610,-0.965,1.448e-05
1494676740620,-0.965,1.448e-05
1494676740630,-0.965,1.4118e-05
1494676740640,-0.965,1.4118e-05
1494676740650,-0.965,1.2308e-05
1494676740660,-0.965,9.05e-06
1494676740670,-0.965,7.602e-06
1494676740680,-0.965,7.964e-06
1494676740690,-0.965,7.24e-06
1494676740700,-0.965,1.4842000000000001e-05
1494676740710,-0.965,2.6788000000000002e-05
1494676740720,-0.965,6.1178e-05
1494676740730,-0.965,5.6472e-05
1494676740740,-0.965,4.7783999999999995e-05
1494676740750,-0.965,2.0272000000000002e-05
1494676740760,-0.965,1.267e-05
1494676740770,-0.965,8.326e-06
1494676740780,-0.965,9.05e-06
1494676740790,-0.965,7.602e-06
1494676740800,-0.965,8.687999999999999e-06
1494676740810,-0.965,1.1945999999999999e-05
1494676740820,-0.965,1.4842000000000001e-05
1494676740830,-0.965,1.8100000000000003e-05
1494676740840,-0.965,1.3032e-05
1494676740850,-0.965,7.964e-06
1494676740860,-0.965,9.05e-06
1494676740870,-0.965,8.326e-06
1494676740880,-0.965,8.687999999999999e-06
1494676740890,-0.965,1.1945999999999999e-05
1494676740900,-0.965,1.4118e-05
1494676740910,-0.965,2.4254000000000002e-05
1494676740920,-0.965,2.3168000000000002e-05
1494676740930,-0.965,1.4842000000000001e-05
1494676740940,-0.965,1.0498e-05
1494676740950,-0.965,9.412e-06
1494676740960,-0.965,9.412e-06
1494676740970,-0.965,9.774e-06
1494676740980,-0.965,9.774e-06
1494676740990,-0.965,1.1222e-05
1494676741000,-0.965,1.5928e-05
1494676741010,-0.965,1.448e-05
1494676741020,-0.965,2.4978e-05
1494676741030,-0.965,1.629e-05
1494676741040,-0.965,9.412e-06
1494676741050,-0.965,7.964e-06
1494676741060,-0.965,8.326e-06
1494676741070,-0.965,9.05e-06
1494676741080,-0.965,1.1584000000000001e-05
1494676741090,-0.965,1.3032e-05
1494676741100,-0.965,1.5928e-05
1494676741110,-0.965,1.629e-05
1494676741120,-0.965,1.5928e-05
1494676741130,-0.965,1.1222e-05
1494676741140,-0.965,6.516e-06
1494676741150,-0.965,6.154e-06
1494676741160,-0.965,8.687999999999999e-06
1494676741170,-0.965,1.0136000000000001e-05
1494676741180,-0.965,1.3032e-05
1494676741190,-0.965,1.3394000000000001e-05
1494676741200,-0.965,1.5566e-05
1494676741210,-0.965,1.1222e-05
1494676741220,-0.965,1.0136000000000001e-05
1494676741230,-0.965,8.326e-06
1494676741240,-0.965,8.687999999999999e-06
1494676741250,-0.965,9.774e-06
1494676741260,-0.965,9.774e-06
1494676741270,-0.965,1.1945999999999999e-05
1494676741280,-0.965,2.3891999999999998e-05
1494676741290,-0.965,2.3891999999999998e-05
1494676741300,-0.965,2.4616e-05
1494676741310,-0.965,1.3032e-05
1494676741320,-0.965,8.326e-06
1494676741330,-0.965,9.05e-06
1494676741340,-0.965,8.687999999999999e-06
1494676741350,-0.965,7.602e-06
1494676741360,-0.965,1.0498e-05
1494676741370,-0.965,1.086e-05
1494676741380,-0.965,1.1222e-05
1494676741390,-0.965,1.1584000000000001e-05
1494676741400,-0.965,9.412e-06
1494676741410,-0.965,1.1222e-05
1494676741420,-0.965,9.774e-06
1494676741430,-0.965,9.05e-06
1494676741440,-0.965,7.602e-06
1494676741450,-0.965,8.687999999999999e-06
1494676741460,-0.965,1.1584000000000001e-05
1494676741470,-0.965,7.602e-06
1494676741480,-0.965,9.774e-06
1494676741490,-0.965,8.326e-06
1494676741500,-0.965,8.687999999999999e-06
1494676741510,-0.965,9.05e-06
1494676741520,-0.965,1.1584000000000001e-05
1494676741530,-0.965,9.05e-06
1494676741540,-0.965,1.0498e-05
1494676741550,-0.965,9.412e-06
1494676741560,-0.965,7.964e-06
1494676741570,-0.965,7.964e-06
1494676741580,-0.965,7.964e-06
1494676741590,-0.965,8.687999999999999e-06
1494676741600,-0.965,1.1945999999999999e-05
1494676741610,-0.965,1.3032e-05
1494676741620,-0.965,1.086e-05
1494676741630,-0.965,1.086e-05
1494676741640,-0.965,7.964e-06
1494676741650,-0.965,9.412e-06
1494676741660,-0.965,7.602e-06
1494676741670,-0.965,7.602e-06
1494676741680,-0.965,8.687999999999999e-06
1494676741690,-0.965,7.602e-06
1494676741700,-0.965,7.602e-06
1494676741710,-0.965,8.687999999999999e-06
1494676741720,-0.965,1.2308e-05
1494676741730,-0.965,1.4842000000000001e-05
1494676741740,-0.965,1.5204e-05
1494676741750,-0.965,8.687999999999999e-06
1494676741760,-0.965,8.687999999999999e-06
1494676741770,-0.965,6.877999999999999e-06
1494676741780,-0.965,1.0136000000000001e-05
1494676741790,-0.965,8.687999999999999e-06
1494676741800,-0.965,6.516e-06
1494676741810,-0.965,7.964e-06
1494676741820,-0.965,9.05e-06
1494676741830,-0.965,9.05e-06
1494676741840,-0.965,9.774e-06
1494676741850,-0.965,7.964e-06
1494676741860,-0.965,8.687999999999999e-06
1494676741870,-0.965,6.154e-06
1494676741880,-0.965,9.05e-06
1494676741890,-0.965,8.687999999999999e-06
1494676741900,-0.965,1.3032e-05
1494676741910,-0.965,1.8462e-05
1494676741920,-0.965,2.2082e-05
1494676741930,-0.965,1.3755999999999998e-05
1494676741940,-0.965,1.0498e-05
1494676741950,-0.965,8.326e-06
1494676741960,-0.965,8.326e-06
1494676741970,-0.965,7.24e-06
1494676741980,-0.965,8.326e-06
1494676741990,-0.965,9.05e-06
1494676742000,-0.965,1.3755999999999998e-05
1494676742010,-0.965,2.2805999999999998e-05
1494676742020,-0.965,3.3304e-05
1494676742030,-0.965,1.7375999999999998e-05
1494676742040,-0.965,1.0498e-05
1494676742050,-0.965,8.326e-06
1494676742060,-0.965,8.326e-06
1494676742070,-0.965,8.326e-06
1494676742080,-0.965,7.964e-06
1494676742090,-0.965,9.412e-06
1494676742100,-0.965,2.3891999999999998e-05
1494676742110,-0.965,3.3304e-05
1494676742120,-0.965,2.0996e-05
1494676742130,-0.965,1.1222e-05
1494676742140,-0.965,7.24e-06
1494676742150,-0.965,6.516e-06
1494676742160,-0.965,9.05e-06
1494676742170,-0.965,8.326e-06
1494676742180,-0.965,1.3755999999999998e-05
1494676742190,-0.965,3.6200000000000006e-05
1494676742200,-0.965,7.167600000000001e-05
1494676742210,-0.965,5.6472e-05
1494676742220,-0.965,1.8824e-05
1494676742230,-0.965,7.602e-06
1494676742240,-0.965,9.05e-06
1494676742250,-0.965,6.154e-06
1494676742260,-0.965,9.774e-06
1494676742270,-0.965,9.05e-06
1494676742280,-0.965,1.448e-05
1494676742290,-0.965,2.6064e-05
1494676742300,-0.965,2.7874e-05
1494676742310,-0.965,1.086e-05
1494676742320,-0.965,8.326e-06
1494676742330,-0.965,6.877999999999999e-06
1494676742340,-0.965,9.05e-06
1494676742350,-0.965,9.412e-06
1494676742360,-0.965,1.0498e-05
1494676742370,-0.965,1.7375999999999998e-05
1494676742380,-0.965,1.8824e-05
1494676742390,-0.965,1.1584000000000001e-05
1494676742400,-0.965,9.412e-06
1494676742410,-0.965,9.774e-06
1494676742420,-0.965,7.964e-06
1494676742430,-0.965,7.964e-06
1494676742440,-0.965,9.05e-06
1494676742450,-0.965,1.3394000000000001e-05
1494676742460,-0.965,2.3168000000000002e-05
1494676742470,-0.965,4.2716e-05
1494676742480,-0.965,3.9458e-05
1494676742490,-0.965,1.8824e-05
1494676742500,-0.965,1.2308e-05
1494676742510,-0.965,8.687999999999999e-06
