Timestamp,position,BLMTI.06R7.B1E10_TCLA.B6R7.B1
1494676690340,-0.98,1.3394000000000001e-05
1494676690350,-0.98,1.1584000000000001e-05
1494676690360,-0.98,8.326e-06
1494676690370,-0.98,8.326e-06
1494676690380,-0.98,7.964e-06
1494676690390,-0.98,9.774e-06
1494676690400,-0.98,9.05e-06
1494676690410,-0.98,1.086e-05
1494676690420,-0.98,1.0498e-05
1494676690430,-0.98,1.0498e-05
1494676690440,-0.98,1.1584000000000001e-05
1494676690450,-0.98,1.267e-05
1494676690460,-0.98,9.05e-06
1494676690470,-0.98,9.412e-06
1494676690480,-0.98,1.0136000000000001e-05
1494676690490,-0.98,1.1584000000000001e-05
1494676690500,-0.98,1.3032e-05
1494676690510,-0.98,1.3394000000000001e-05
1494676690520,-0.98,1.267e-05
1494676690530,-0.98,9.774e-06
1494676690540,-0.98,9.412e-06
1494676690550,-0.98,1.1584000000000001e-05
1494676690560,-0.98,9.774e-06
1494676690570,-0.98,1.0136000000000001e-05
1494676690580,-0.98,9.412e-06
1494676690590,-0.98,1.2308e-05
1494676690600,-0.98,9.774e-06
1494676690610,-0.98,1.0498e-05
1494676690620,-0.98,9.412e-06
1494676690630,-0.98,1.086e-05
1494676690640,-0.98,1.086e-05
1494676690650,-0.98,1.1584000000000001e-05
1494676690660,-0.98,1.0136000000000001e-05
1494676690670,-0.98,1.3755999999999998e-05
1494676690680,-0.98,1.3755999999999998e-05
1494676690690,-0.98,1.1945999999999999e-05
1494676690700,-0.98,9.05e-06
1494676690710,-0.98,1.0136000000000001e-05
1494676690720,-0.98,1.0498e-05
1494676690730,-0.98,1.1222e-05
1494676690740,-0.98,9.05e-06
1494676690750,-0.98,9.412e-06
1494676690760,-0.98,8.687999999999999e-06
1494676690770,-0.98,9.05e-06
1494676690780,-0.98,7.964e-06
1494676690790,-0.98,9.05e-06
1494676690800,-0.98,9.05e-06
1494676690810,-0.98,8.687999999999999e-06
1494676690820,-0.98,1.086e-05
1494676690830,-0.98,1.3394000000000001e-05
1494676690840,-0.98,1.3755999999999998e-05
1494676690850,-0.98,1.5928e-05
1494676690860,-0.98,1.1222e-05
1494676690870,-0.98,1.0136000000000001e-05
1494676690880,-0.98,9.412e-06
1494676690890,-0.98,1.267e-05
1494676690900,-0.98,9.774e-06
1494676690910,-0.98,1.086e-05
1494676690920,-0.98,1.3394000000000001e-05
1494676690930,-0.98,2.172e-05
1494676690940,-0.98,2.3891999999999998e-05
1494676690950,-0.98,1.7014e-05
1494676690960,-0.98,1.448e-05
1494676690970,-0.98,9.05e-06
1494676690980,-0.98,9.412e-06
1494676690990,-0.98,1.1584000000000001e-05
1494676691000,-0.98,1.1222e-05
1494676691010,-0.98,1.3755999999999998e-05
1494676691020,-0.98,1.2308e-05
1494676691030,-0.98,1.3032e-05
1494676691040,-0.98,8.326e-06
1494676691050,-0.98,9.774e-06
1494676691060,-0.98,9.774e-06
1494676691070,-0.98,9.774e-06
1494676691080,-0.98,1.0136000000000001e-05
1494676691090,-0.98,1.0136000000000001e-05
1494676691100,-0.98,1.2308e-05
1494676691110,-0.98,1.8100000000000003e-05
1494676691120,-0.98,2.1358e-05
1494676691130,-0.98,1.7375999999999998e-05
1494676691140,-0.98,1.1945999999999999e-05
1494676691150,-0.98,1.0498e-05
1494676691160,-0.98,9.774e-06
1494676691170,-0.98,1.1584000000000001e-05
1494676691180,-0.98,1.0136000000000001e-05
1494676691190,-0.98,1.2308e-05
1494676691200,-0.98,1.1584000000000001e-05
1494676691210,-0.98,1.086e-05
1494676691220,-0.98,9.05e-06
1494676691230,-0.98,1.1222e-05
1494676691240,-0.98,7.602e-06
1494676691250,-0.98,8.326e-06
1494676691260,-0.98,1.0498e-05
1494676691270,-0.98,1.1584000000000001e-05
1494676691280,-0.98,9.774e-06
1494676691290,-0.98,1.2308e-05
1494676691300,-0.98,1.0136000000000001e-05
1494676691310,-0.98,9.774e-06
1494676691320,-0.98,8.326e-06
1494676691330,-0.98,9.412e-06
1494676691340,-0.98,8.326e-06
1494676691350,-0.98,8.687999999999999e-06
1494676691360,-0.98,9.774e-06
1494676691370,-0.98,9.412e-06
1494676691380,-0.98,9.774e-06
1494676691390,-0.98,9.412e-06
1494676691400,-0.98,1.086e-05
1494676691410,-0.98,1.0498e-05
1494676691420,-0.98,7.964e-06
1494676691430,-0.98,1.1222e-05
1494676691440,-0.98,1.1584000000000001e-05
1494676691450,-0.98,1.448e-05
1494676691460,-0.98,1.3755999999999998e-05
1494676691470,-0.98,1.267e-05
1494676691480,-0.98,1.0136000000000001e-05
1494676691490,-0.98,1.1222e-05
1494676691500,-0.98,7.602e-06
1494676691510,-0.98,1.0136000000000001e-05
1494676691520,-0.98,7.964e-06
1494676691530,-0.98,9.05e-06
1494676691540,-0.98,8.326e-06
1494676691550,-0.98,1.0136000000000001e-05
1494676691560,-0.98,9.05e-06
1494676691570,-0.98,1.1222e-05
1494676691580,-0.98,8.326e-06
1494676691590,-0.98,1.0136000000000001e-05
1494676691600,-0.98,7.964e-06
1494676691610,-0.98,1.0498e-05
1494676691620,-0.98,1.3032e-05
1494676691630,-0.98,1.1945999999999999e-05
1494676691640,-0.98,7.964e-06
1494676691650,-0.98,1.0498e-05
1494676691660,-0.98,1.0498e-05
1494676691670,-0.98,7.964e-06
1494676691680,-0.98,8.326e-06
1494676691690,-0.98,1.0136000000000001e-05
1494676691700,-0.98,7.964e-06
1494676691710,-0.98,8.326e-06
1494676691720,-0.98,1.1945999999999999e-05
1494676691730,-0.98,1.1945999999999999e-05
1494676691740,-0.98,1.2308e-05
1494676691750,-0.98,1.1584000000000001e-05
1494676691760,-0.98,1.0136000000000001e-05
1494676691770,-0.98,1.0136000000000001e-05
1494676691780,-0.98,7.964e-06
1494676691790,-0.98,9.05e-06
1494676691800,-0.98,8.687999999999999e-06
1494676691810,-0.98,1.0136000000000001e-05
1494676691820,-0.98,8.326e-06
1494676691830,-0.98,9.05e-06
1494676691840,-0.98,7.602e-06
1494676691850,-0.98,1.0136000000000001e-05
1494676691860,-0.98,7.602e-06
1494676691870,-0.98,8.687999999999999e-06
1494676691880,-0.98,9.05e-06
1494676691890,-0.98,8.687999999999999e-06
1494676691900,-0.98,8.326e-06
1494676691910,-0.98,9.05e-06
1494676691920,-0.98,9.05e-06
1494676691930,-0.98,1.0498e-05
1494676691940,-0.98,6.877999999999999e-06
1494676691950,-0.98,7.602e-06
1494676691960,-0.98,7.24e-06
1494676691970,-0.98,8.326e-06
1494676691980,-0.98,5.792000000000001e-06
1494676691990,-0.98,8.326e-06
1494676692000,-0.98,8.687999999999999e-06
1494676692010,-0.98,8.687999999999999e-06
1494676692020,-0.98,6.516e-06
1494676692030,-0.98,1.0136000000000001e-05
1494676692040,-0.98,8.687999999999999e-06
1494676692050,-0.98,1.1222e-05
1494676692060,-0.98,7.602e-06
1494676692070,-0.98,8.687999999999999e-06
1494676692080,-0.98,6.154e-06
1494676692090,-0.98,9.412e-06
1494676692100,-0.98,6.877999999999999e-06
1494676692110,-0.98,8.687999999999999e-06
1494676692120,-0.98,8.687999999999999e-06
1494676692130,-0.98,9.774e-06
1494676692140,-0.98,6.877999999999999e-06
1494676692150,-0.98,8.326e-06
1494676692160,-0.98,5.43e-06
1494676692170,-0.98,9.05e-06
1494676692180,-0.98,7.24e-06
1494676692190,-0.98,6.877999999999999e-06
1494676692200,-0.98,7.964e-06
1494676692210,-0.98,7.24e-06
1494676692220,-0.98,6.154e-06
1494676692230,-0.98,7.964e-06
1494676692240,-0.98,7.602e-06
1494676692250,-0.98,8.687999999999999e-06
1494676692260,-0.98,6.154e-06
1494676692270,-0.98,7.964e-06
1494676692280,-0.98,7.602e-06
1494676692290,-0.98,7.964e-06
1494676692300,-0.98,9.412e-06
1494676692310,-0.98,1.1945999999999999e-05
1494676692320,-0.98,8.326e-06
1494676692330,-0.98,1.0136000000000001e-05
1494676692340,-0.98,7.602e-06
1494676692350,-0.98,9.774e-06
1494676692360,-0.98,7.602e-06
