Timestamp,position,BLMTI.06R7.B1E10_TCSG.6R7.B1
1494677050910,1.32,2.5702e-05
1494677050920,1.32,2.2444e-05
1494677050930,1.32,2.4616e-05
1494677050940,1.32,1.448e-05
1494677050950,1.32,1.9548e-05
1494677050960,1.32,1.0136000000000001e-05
1494677050970,1.32,1.7014e-05
1494677050980,1.32,1.5204e-05
1494677050990,1.32,2.3168000000000002e-05
1494677051000,1.32,1.629e-05
1494677051010,1.32,2.0996e-05
1494677051020,1.32,1.4842000000000001e-05
1494677051030,1.32,1.991e-05
1494677051040,1.32,1.086e-05
1494677051050,1.32,1.7738e-05
1494677051060,1.32,1.267e-05
1494677051070,1.32,2.1358e-05
1494677051080,1.32,1.5566e-05
1494677051090,1.32,2.5702e-05
1494677051100,1.32,1.5566e-05
1494677051110,1.32,1.9186e-05
1494677051120,1.32,1.3755999999999998e-05
1494677051130,1.32,1.991e-05
1494677051140,1.32,1.6652e-05
1494677051150,1.32,1.7738e-05
1494677051160,1.32,9.05e-06
1494677051170,1.32,1.4118e-05
1494677051180,1.32,7.24e-06
1494677051190,1.32,1.4842000000000001e-05
1494677051200,1.32,8.687999999999999e-06
1494677051210,1.32,1.5566e-05
1494677051220,1.32,1.1222e-05
1494677051230,1.32,1.991e-05
1494677051240,1.32,1.2308e-05
1494677051250,1.32,1.9548e-05
1494677051260,1.32,1.1945999999999999e-05
1494677051270,1.32,1.7375999999999998e-05
1494677051280,1.32,9.412e-06
1494677051290,1.32,1.1584000000000001e-05
1494677051300,1.32,6.154e-06
1494677051310,1.32,1.3755999999999998e-05
1494677051320,1.32,6.154e-06
1494677051330,1.32,1.5204e-05
1494677051340,1.32,9.05e-06
1494677051350,1.32,1.4118e-05
1494677051360,1.32,6.877999999999999e-06
1494677051370,1.32,1.3755999999999998e-05
1494677051380,1.32,6.516e-06
1494677051390,1.32,1.3394000000000001e-05
1494677051400,1.32,7.602e-06
1494677051410,1.32,1.5204e-05
1494677051420,1.32,8.326e-06
1494677051430,1.32,2.0634e-05
1494677051440,1.32,1.6652e-05
1494677051450,1.32,2.8598000000000003e-05
1494677051460,1.32,1.0498e-05
1494677051470,1.32,1.267e-05
1494677051480,1.32,6.154e-06
1494677051490,1.32,1.9548e-05
1494677051500,1.32,1.3755999999999998e-05
1494677051510,1.32,2.2082e-05
1494677051520,1.32,1.6652e-05
1494677051530,1.32,2.172e-05
1494677051540,1.32,1.1222e-05
1494677051550,1.32,1.4842000000000001e-05
1494677051560,1.32,6.516e-06
1494677051570,1.32,1.448e-05
1494677051580,1.32,6.877999999999999e-06
1494677051590,1.32,1.3755999999999998e-05
1494677051600,1.32,9.05e-06
1494677051610,1.32,1.8462e-05
1494677051620,1.32,1.4118e-05
1494677051630,1.32,2.0996e-05
1494677051640,1.32,1.0136000000000001e-05
1494677051650,1.32,1.3755999999999998e-05
1494677051660,1.32,5.792000000000001e-06
1494677051670,1.32,1.4842000000000001e-05
1494677051680,1.32,1.0136000000000001e-05
1494677051690,1.32,1.8824e-05
1494677051700,1.32,1.2308e-05
1494677051710,1.32,1.8100000000000003e-05
1494677051720,1.32,8.326e-06
1494677051730,1.32,1.3394000000000001e-05
1494677051740,1.32,5.792000000000001e-06
1494677051750,1.32,1.267e-05
1494677051760,1.32,5.43e-06
1494677051770,1.32,1.5204e-05
1494677051780,1.32,6.877999999999999e-06
1494677051790,1.32,1.267e-05
1494677051800,1.32,5.43e-06
1494677051810,1.32,9.774e-06
1494677051820,1.32,5.43e-06
1494677051830,1.32,1.3755999999999998e-05
1494677051840,1.32,7.602e-06
1494677051850,1.32,1.2308e-05
1494677051860,1.32,9.05e-06
1494677051870,1.32,1.5566e-05
1494677051880,1.32,9.774e-06
1494677051890,1.32,1.3394000000000001e-05
1494677051900,1.32,4.706e-06
1494677051910,1.32,1.1222e-05
1494677051920,1.32,7.964e-06
1494677051930,1.32,1.5928e-05
1494677051940,1.32,1.0136000000000001e-05
1494677051950,1.32,1.7375999999999998e-05
1494677051960,1.32,9.412e-06
1494677051970,1.32,1.629e-05
1494677051980,1.32,4.343999999999999e-06
1494677051990,1.32,1.2308e-05
1494677052000,1.32,6.516e-06
1494677052010,1.32,1.5204e-05
1494677052020,1.32,7.964e-06
1494677052030,1.32,1.7375999999999998e-05
1494677052040,1.32,1.0136000000000001e-05
1494677052050,1.32,1.448e-05
1494677052060,1.32,7.602e-06
1494677052070,1.32,1.2308e-05
1494677052080,1.32,5.0680000000000004e-06
1494677052090,1.32,1.1945999999999999e-05
1494677052100,1.32,7.964e-06
1494677052110,1.32,1.6652e-05
1494677052120,1.32,1.1584000000000001e-05
1494677052130,1.32,2.2082e-05
1494677052140,1.32,1.5928e-05
1494677052150,1.32,1.8462e-05
1494677052160,1.32,6.877999999999999e-06
1494677052170,1.32,1.086e-05
1494677052180,1.32,5.0680000000000004e-06
1494677052190,1.32,1.2308e-05
1494677052200,1.32,7.602e-06
1494677052210,1.32,1.4118e-05
1494677052220,1.32,8.326e-06
1494677052230,1.32,1.267e-05
1494677052240,1.32,5.43e-06
1494677052250,1.32,1.1945999999999999e-05
1494677052260,1.32,5.0680000000000004e-06
1494677052270,1.32,1.3032e-05
1494677052280,1.32,6.516e-06
1494677052290,1.32,1.3032e-05
1494677052300,1.32,9.05e-06
